"","Team","Opponent","game_id","game_date","season","is_home","TOI","GF","GA","G_diff","xGF","xGA","xG_diff","SF","SA","S_diff","FF","FA","F_diff","CF","CA","C_diff","PEND2","PENT2","PEND5","PENT5"
"4984","CGY","DAL",2013020146,16002,20132014,0,60,1,5,-4,4.46056734999914,5.78971537978214,-1.329148029783,29,34,-5,41,58,-17,62,68,-6,2,4,0,0
"4985","CGY","TOR",2013020185,16008,20132014,1,60,2,4,-2,7.96073425232316,2.98376036096306,4.9769738913601,43,22,21,56,30,26,74,43,31,6,2,0,0
"4986","CGY","DET",2013020198,16010,20132014,1,60,3,4,-1,4.28365570434835,3.85340526981388,0.430250434534463,25,22,3,39,33,6,53,47,6,5,3,0,0
"4987","CGY","CHI",2013020213,16012,20132014,0,61.5333333333333,3,2,1,3.95925725742742,4.38367252156604,-0.424415264138624,30,44,-14,36,59,-23,43,85,-42,1,3,0,0
"4988","CGY","MIN",2013020223,16014,20132014,0,60,1,5,-4,3.28091747638345,4.52203222798518,-1.24111475160173,25,24,1,37,28,9,46,43,3,5,4,0,0
"4989","CGY","STL",2013020238,16016,20132014,0,60,2,3,-1,1.59010771627072,2.87768579048105,-1.28757807421033,20,27,-7,31,37,-6,49,47,2,7,4,0,0
"4990","CGY","COL",2013020243,16017,20132014,0,60,2,4,-2,5.61172131762305,5.58993009143533,0.0217912261877204,32,27,5,53,36,17,69,54,15,2,3,0,0
"4991","CGY","S.J",2013020273,16021,20132014,1,61.2166666666667,2,3,-1,3.4586591363186,5.09009154420346,-1.63143240788486,13,35,-22,18,50,-32,32,73,-41,2,2,0,0
"4992","CGY","DAL",2013020282,16023,20132014,1,60,3,7,-4,3.97175829477707,4.52611563458777,-0.554357339810696,28,32,-4,45,47,-2,59,66,-7,3,3,0,0
"4993","CGY","EDM",2013020302,16025,20132014,1,60,2,4,-2,0,0,0,35,24,11,48,32,16,62,40,22,3,2,0,0
"4994","CGY","WPG",2013020311,16027,20132014,0,65,4,4,0,5.65772418425769,5.06992676735354,0.587797416904152,33,47,-14,43,56,-13,57,92,-35,7,5,0,0
"4995","CGY","CBJ",2013020324,16029,20132014,1,62.4166666666667,1,2,-1,3.27581312065013,3.00228525027342,0.273527870376711,24,18,6,34,27,7,46,48,-2,0,3,0,0
"4996","CGY","FLA",2013020338,16031,20132014,1,65,3,3,0,0,0,0,24,26,-2,30,38,-8,40,64,-24,2,4,0,0
"4997","CGY","CHI",2013020376,16036,20132014,1,60,2,3,-1,3.24248168180929,5.06895163477748,-1.82646995296818,22,30,-8,28,46,-18,35,75,-40,1,2,0,0
"4998","CGY","ANA",2013020384,16038,20132014,0,60,2,5,-3,4.71889878285151,6.70360074924247,-1.98470196639096,21,42,-21,36,60,-24,46,73,-27,0,4,0,0
"4999","CGY","L.A",2013020401,16039,20132014,0,60,2,1,1,8.45769949466921,2.56502232548075,5.89267716918846,20,22,-2,35,37,-2,43,56,-13,7,4,0,0
"5000","CGY","ARI",2013020421,16043,20132014,1,60,4,1,3,4.01327876687398,2.39776017295662,1.61551859391736,18,30,-12,29,42,-13,42,63,-21,3,5,0,0
"5001","CGY","COL",2013020436,16045,20132014,1,60,2,3,-1,5.16521700814337,4.09079576935619,1.07442123878718,28,25,3,39,43,-4,54,62,-8,5,5,0,0
"5002","CGY","EDM",2013020447,16046,20132014,0,63.2333333333333,2,1,1,3.31425789848083,3.4820483601361,-0.167790461655272,27,31,-4,38,47,-9,46,71,-25,2,6,0,0
"5003","CGY","BOS",2013020467,16049,20132014,1,60,1,2,-1,3.04960646067047,6.21637959386499,-3.16677313319451,27,24,3,33,41,-8,44,59,-15,2,3,0,0
"5004","CGY","CAR",2013020480,16051,20132014,1,64.9333333333333,2,1,1,4.62057391594863,5.13342839902907,-0.512854483080446,30,30,0,38,47,-9,51,69,-18,2,4,0,0
"5005","CGY","NYR",2013020502,16054,20132014,0,65,3,3,0,3.54691272873409,3.87478616152657,-0.327873432792479,21,32,-11,30,47,-17,43,76,-33,5,5,0,0
"5006","CGY","BOS",2013020509,16056,20132014,0,60,0,2,-2,2.777115753619,4.45360047035683,-1.67648471673783,21,31,-10,30,44,-14,39,53,-14,3,2,0,0
"5007","CGY","DET",2013020528,16058,20132014,0,61.05,2,3,-1,1.64285891488797,6.11391913497937,-4.47106022009139,22,38,-16,25,52,-27,36,67,-31,5,4,0,0
"5008","CGY","STL",2013020563,16062,20132014,1,65,3,3,0,3.66699754608544,3.0640091194,0.602988426685442,29,35,-6,41,43,-2,61,56,5,5,4,0,0
"5009","CGY","EDM",2013020575,16066,20132014,1,60,0,2,-2,3.72540788524202,2.37962395769082,1.3457839275512,27,28,-1,36,32,4,50,42,8,2,4,0,0
"5010","CGY","VAN",2013020589,16068,20132014,1,60,0,2,-2,2.36430189193925,4.2206688002625,-1.85636690832325,18,30,-12,26,41,-15,41,52,-11,1,0,0,0
"5011","CGY","PHI",2013020608,16070,20132014,1,60,1,4,-3,2.02381949359551,2.59612442360958,-0.57230493001407,24,21,3,38,30,8,60,37,23,2,1,0,0
"5012","CGY","T.B",2013020624,16073,20132014,1,60,0,2,-2,3.4121468772646,3.29866455629417,0.113482320970434,19,29,-10,33,42,-9,54,55,-1,6,6,0,0
"5013","CGY","COL",2013020646,16076,20132014,0,60,4,3,1,5.53516048003803,1.94253060697946,3.59262987305857,19,25,-6,36,33,3,48,45,3,3,4,0,0
"5014","CGY","ARI",2013020652,16077,20132014,0,60,0,6,-6,4.12427658309753,5.28560060053132,-1.1613240174338,27,30,-3,46,41,5,61,60,1,2,3,0,0
"5015","CGY","STL",2013020665,16079,20132014,1,60,0,5,-5,3.16838136065568,4.20173167260948,-1.0333503119538,33,29,4,43,37,6,63,50,13,7,7,0,0
"5016","CGY","CAR",2013020692,16083,20132014,0,60,2,0,2,5.46668751898687,3.1107023145305,2.35598520445637,29,23,6,44,36,8,56,54,2,4,2,0,0
"5017","CGY","NSH",2013020704,16084,20132014,0,60,2,4,-2,1.85629617681224,4.18377635584329,-2.32748017903106,24,34,-10,36,45,-9,50,60,-10,3,5,0,0
"5018","CGY","WPG",2013020719,16086,20132014,1,60,2,5,-3,3.93087339214981,3.41493246910977,0.515940923040034,22,23,-1,34,30,4,45,45,0,3,5,0,0
"5019","CGY","VAN",2013020735,16088,20132014,0,65,2,2,0,4.07218620903456,1.88409087772015,2.1880953313144,33,33,0,45,43,2,60,59,1,9,8,0,0
"5020","CGY","S.J",2013020745,16090,20132014,0,60,2,3,-1,3.54845976491924,3.82507928406994,-0.276619519150699,23,27,-4,32,37,-5,55,58,-3,0,1,0,0
"5021","CGY","ARI",2013020758,16092,20132014,1,60,3,2,1,2.14780578552745,6.97480152657954,-4.82699574105209,26,32,-6,32,42,-10,40,66,-26,2,2,0,0
"5022","CGY","NSH",2013020773,16094,20132014,1,65,4,4,0,3.77977987704799,4.35507904531005,-0.575299168262063,31,25,6,41,40,1,56,50,6,5,2,0,0
"5023","CGY","CHI",2013020803,16098,20132014,1,62.4333333333333,5,4,1,4.78320995549439,6.25148358029219,-1.4682736247978,29,33,-4,37,46,-9,46,71,-25,2,1,0,0
"5024","CGY","S.J",2013020815,16100,20132014,1,60,4,1,3,4.67897872428875,3.33378210790397,1.34519661638478,30,28,2,40,39,1,52,52,0,2,1,0,0
"5025","CGY","MIN",2013020832,16102,20132014,1,62.4166666666667,4,3,1,4.48194174928358,2.4382857606106,2.04365598867298,32,23,9,43,34,9,51,44,7,5,5,0,0
"5026","CGY","MTL",2013020847,16105,20132014,0,60,0,2,-2,5.51410686489544,6.78920187731273,-1.2750950124173,27,27,0,40,42,-2,63,62,1,4,3,0,0
"5027","CGY","NYI",2013020856,16107,20132014,0,60,4,2,2,5.75101075528073,3.70771329079685,2.04329746448389,22,30,-8,33,43,-10,47,69,-22,2,5,0,0
"5028","CGY","PHI",2013020872,16109,20132014,0,60,1,2,-1,5.03640733164775,3.82158849887492,1.21481883277283,33,23,10,51,31,20,69,43,26,3,3,0,0
"5029","CGY","L.A",2013020896,16128,20132014,1,60,0,2,-2,4.09994927560911,1.74852946238406,2.35141981322505,25,24,1,39,31,8,55,40,15,6,3,0,0
"5030","CGY","EDM",2013020911,16130,20132014,0,61.8333333333333,2,1,1,2.82777584332507,3.41374232364682,-0.585966480321748,30,22,8,46,37,9,65,64,1,4,3,0,0
"5031","CGY","MIN",2013020922,16132,20132014,0,60,2,3,-1,1.96440141361381,4.18578592943959,-2.22138451582578,23,27,-4,29,38,-9,43,49,-6,1,2,0,0
"5032","CGY","OTT",2013020936,16134,20132014,1,60,4,1,3,3.89759080522163,4.49710029109022,-0.599509485868595,28,31,-3,39,43,-4,43,60,-17,9,7,0,0
"5033","CGY","NYI",2013020951,16136,20132014,1,60,4,3,1,3.1468062397625,4.77878580975812,-1.63197956999562,23,26,-3,39,36,3,51,49,2,4,7,0,0
"5034","CGY","VAN",2013020961,16137,20132014,0,60,1,2,-1,3.72020465449896,2.9909106136246,0.729294040874362,23,14,9,38,30,8,70,62,8,5,1,0,0
"5035","CGY","L.A",2013020973,16139,20132014,1,60,2,3,-1,1.91239090947056,2.49673932926089,-0.584348419790331,26,23,3,32,35,-3,49,51,-2,3,2,0,0
"5036","CGY","ANA",2013020988,16141,20132014,1,60,7,2,5,3.49481953496553,3.7472374765224,-0.25241794155687,25,22,3,33,30,3,48,45,3,4,2,0,0
"5037","CGY","DAL",2013021002,16143,20132014,0,65,3,3,0,6.88331886999367,4.71237941757136,2.17093945242232,30,25,5,53,39,14,74,51,23,2,1,0,0
"5038","CGY","ARI",2013021011,16144,20132014,0,60,2,3,-1,4.01352057591694,6.02628548099892,-2.01276490508198,31,26,5,37,45,-8,55,62,-7,6,10,0,0
"5039","CGY","NSH",2013021054,16150,20132014,1,60,5,6,-1,4.12348760220493,1.66529929969518,2.45818830250975,29,22,7,45,27,18,55,38,17,2,2,0,0
"5040","CGY","EDM",2013021064,16151,20132014,0,60,8,1,7,6.67202658602037,5.23861583703547,1.4334107489849,31,25,6,51,38,13,60,50,10,5,3,0,0
"5041","CGY","S.J",2013021078,16153,20132014,1,65,1,1,0,3.05213937813543,4.97633542163021,-1.92419604349478,27,34,-7,34,52,-18,48,69,-21,3,2,0,0
"5042","CGY","ANA",2013021091,16155,20132014,1,60,2,3,-1,6.54096590216795,5.2112444738159,1.32972142835206,34,34,0,47,45,2,66,65,1,2,3,0,0
"5043","CGY","NYR",2013021106,16157,20132014,1,60,4,3,1,3.2098183062626,9.73771571999532,-6.52789741373272,28,41,-13,37,55,-18,42,72,-30,2,1,0,0
"5044","CGY","OTT",2013021119,16159,20132014,0,60,3,6,-3,6.32148488190294,5.16790774854599,1.15357713335696,40,37,3,50,51,-1,62,68,-6,3,2,0,0
"5045","CGY","TOR",2013021130,16161,20132014,0,60,2,3,-1,7.14983346757072,4.79968034284502,2.35015312472569,24,23,1,48,37,11,60,53,7,3,1,0,0
"5046","CGY","T.B",2013021147,16163,20132014,0,60,4,1,3,4.2365262049625,3.21400890873338,1.02251729622913,25,32,-7,32,45,-13,42,69,-27,2,3,0,0
"5047","CGY","FLA",2013021156,16164,20132014,0,60,2,1,1,3.26066738646477,3.04970289106541,0.210964495399367,17,35,-18,25,43,-18,35,63,-28,4,2,0,0
"5048","CGY","N.J",2013021177,16167,20132014,0,60,1,0,1,3.62542443719576,3.29994830036355,0.325476136832208,22,31,-9,30,39,-9,35,52,-17,4,3,0,0
"5049","CGY","L.A",2013021192,16169,20132014,1,65,3,3,0,1.87767992920999,7.69694418311701,-5.81926425390702,18,44,-26,28,57,-29,42,79,-37,0,0,0,0
"5050","CGY","WPG",2013021210,16171,20132014,1,60,3,5,-2,6.07263708361279,6.05931663175579,0.0133204518569983,38,27,11,52,37,15,73,54,19,5,2,0,0
"5051","CGY","VAN",2013021228,16173,20132014,0,60,1,5,-4,3.10968828038676,4.98610268902848,-1.87641440864172,22,23,-1,32,37,-5,45,60,-15,2,2,0,0
"5052","CGY","VAN",2014020003,16351,20142015,1,60,2,4,-2,3.97172047084314,2.86133842723318,1.11038204360996,25,33,-8,32,39,-7,45,50,-5,6,5,0,0
"5053","CGY","EDM",2014020015,16352,20142015,0,60,5,2,3,4.89510364207948,5.46300508716376,-0.567901445084289,26,40,-14,33,57,-24,39,75,-36,2,3,0,0
"5054","CGY","STL",2014020026,16354,20142015,0,60,1,4,-3,1.96807822701521,5.75695589129464,-3.78887766427943,24,39,-15,32,53,-21,47,68,-21,8,7,0,0
"5055","CGY","NSH",2014020045,16357,20142015,0,65,2,2,0,4.73384661038195,2.50556885735671,2.22827775302524,28,21,7,39,32,7,61,46,15,4,3,0,0
"5056","CGY","CHI",2014020048,16358,20142015,0,64.5833333333333,2,1,1,1.69774435449668,5.93608418163058,-4.2383398271339,18,50,-32,22,66,-44,33,96,-63,1,7,0,0
"5057","CGY","CBJ",2014020058,16360,20142015,0,60,2,3,-1,1.72911787360495,4.34383295178884,-2.61471507818389,31,26,5,38,36,2,54,51,3,4,5,0,0
"5058","CGY","WPG",2014020076,16362,20142015,0,60,4,1,3,3.72869079071097,5.71202648872273,-1.98333569801176,29,35,-6,39,48,-9,48,70,-22,4,3,0,0
"5059","CGY","T.B",2014020088,16364,20142015,1,63,1,2,-1,3.01686541029267,2.72208417328709,0.29478123700558,22,22,0,34,31,3,42,49,-7,2,0,0,0
"5060","CGY","CAR",2014020098,16366,20142015,1,60,5,0,5,2.75735544918408,1.82672380085569,0.930631648328394,24,16,8,35,22,13,47,38,9,2,2,0,0
"5061","CGY","MTL",2014020134,16371,20142015,1,65,1,1,0,4.7751699401415,4.75816797143489,0.0170019687066087,38,19,19,54,30,24,70,47,23,9,5,0,0
"5062","CGY","NSH",2014020151,16374,20142015,1,60,4,3,1,4.43383957665355,6.20260783786944,-1.76876826121588,30,31,-1,38,54,-16,51,90,-39,2,1,0,0
"5063","CGY","MTL",2014020166,16376,20142015,0,60,6,2,4,0,0,0,36,20,16,47,31,16,65,57,8,8,3,0,0
"5064","CGY","T.B",2014020190,16380,20142015,0,60,2,5,-3,3.86588207399473,4.03518955696808,-0.169307482973354,31,33,-2,40,48,-8,59,60,-1,6,3,0,0
"5065","CGY","FLA",2014020202,16382,20142015,0,60,6,4,2,4.16005847411543,2.63185558665566,1.52820288745977,25,31,-6,33,47,-14,40,62,-22,3,3,0,0
"5066","CGY","CAR",2014020219,16384,20142015,0,60,1,4,-3,5.44684434699593,6.81467698866618,-1.36783264167025,23,31,-8,42,47,-5,55,65,-10,1,3,0,0
"5067","CGY","ARI",2014020239,16387,20142015,1,60,5,3,2,3.34903653993295,4.94678854646918,-1.59775200653623,25,23,2,42,34,8,61,52,9,4,2,0,0
"5068","CGY","OTT",2014020259,16389,20142015,1,60,4,2,2,2.65384165629803,2.18293503684981,0.470906619448215,25,25,0,35,36,-1,45,51,-6,2,6,0,0
"5069","CGY","ANA",2014020275,16392,20142015,1,65,3,3,0,2.34975225524977,2.87979341451239,-0.530041159262623,19,27,-8,31,40,-9,48,62,-14,5,3,0,0
"5070","CGY","CHI",2014020287,16394,20142015,1,60,3,4,-1,3.57916895166775,1.36230515528587,2.21686379638189,27,22,5,36,30,6,56,44,12,6,2,0,0
"5071","CGY","N.J",2014020305,16396,20142015,1,65,4,4,0,3.58298082283,3.71048152336152,-0.127500700531527,37,29,8,49,40,9,60,58,2,7,3,0,0
"5072","CGY","ANA",2014020322,16399,20142015,0,60,2,3,-1,5.9886053133705,2.81572670893308,3.17287860443741,34,29,5,45,41,4,60,49,11,6,2,0,0
"5073","CGY","ARI",2014020353,16403,20142015,0,60,3,0,3,4.54784131608176,2.14286386762069,2.40497744846107,29,26,3,36,37,-1,52,63,-11,2,1,0,0
"5074","CGY","ARI",2014020369,16406,20142015,1,60,5,2,3,2.7895026326878,6.00061619649442,-3.21111356380662,24,29,-5,35,41,-6,46,67,-21,3,1,0,0
"5075","CGY","COL",2014020384,16408,20142015,1,61.7833333333333,4,3,1,3.33419711783063,4.09185481653549,-0.757657698704861,25,29,-4,40,35,5,55,52,3,3,1,0,0
"5076","CGY","TOR",2014020412,16413,20142015,0,60,1,4,-3,3.68113028091022,6.50272551072439,-2.82159522981417,33,29,4,48,40,8,77,51,26,3,2,0,0
"5077","CGY","CHI",2014020449,16418,20142015,0,60,1,2,-1,3.14553080574842,5.31711590778991,-2.17158510204149,24,28,-4,36,52,-16,44,78,-34,3,2,0,0
"5078","CGY","NYR",2014020462,16420,20142015,1,60,2,5,-3,3.7021092659233,4.1228045168682,-0.420695250944902,31,23,8,38,30,8,64,38,26,4,3,0,0
"5079","CGY","DAL",2014020478,16423,20142015,1,60,1,2,-1,4.26689557665389,4.60438204884122,-0.337486472187324,22,21,1,33,34,-1,44,58,-14,5,2,0,0
"5080","CGY","EDM",2014020525,16431,20142015,1,60,4,1,3,5.46693221776218,5.00938283792548,0.457549379836699,27,27,0,33,46,-13,53,63,-10,5,7,0,0
"5081","CGY","EDM",2014020555,16435,20142015,1,61.1333333333333,4,3,1,3.623111632769,4.99606897363958,-1.37295734087058,28,20,8,43,32,11,63,50,13,5,4,0,0
"5082","CGY","NYI",2014020564,16437,20142015,1,60,1,2,-1,0,0,0,23,24,-1,28,38,-10,45,61,-16,3,2,0,0
"5083","CGY","ARI",2014020652,16450,20142015,0,60,4,1,3,4.3068027299305,2.51475944026606,1.79204328966443,25,28,-3,39,43,-4,51,57,-6,2,0,0,0
"5084","CGY","ANA",2014020695,16456,20142015,0,60,3,6,-3,5.18504192610271,5.14725849184299,0.0377834342597225,33,27,6,44,37,7,62,52,10,3,2,0,0
"5085","CGY","MIN",2014020719,16464,20142015,1,60,0,1,-1,5.26836159308004,3.97649896463918,1.29186262844087,30,32,-2,43,42,1,62,57,5,1,1,0,0
"5086","CGY","EDM",2014020736,16466,20142015,1,60,4,2,2,3.8112380028615,1.91708712137915,1.89415088148235,33,19,14,50,29,21,72,48,24,4,1,0,0
"5087","CGY","WPG",2014020743,16468,20142015,1,60,5,2,3,8.85236926395055,2.84319498916094,6.00917427478961,28,19,9,43,41,2,52,63,-11,4,3,0,0
"5088","CGY","MIN",2014020855,16484,20142015,1,61.8333333333333,2,3,-1,4.20638320555491,5.21511486988979,-1.00873166433487,37,29,8,52,38,14,73,58,15,3,1,0,0
"5089","CGY","ANA",2014020871,16486,20142015,1,60,3,6,-3,3.83746000698011,6.62783815804869,-2.79037815106858,28,38,-10,39,46,-7,63,64,-1,5,1,0,0
"5090","CGY","NYR",2014020896,16490,20142015,0,60,0,1,-1,2.35237906177645,3.08955592455459,-0.737176862778142,21,29,-8,30,41,-11,40,61,-21,0,2,0,0
"5091","CGY","N.J",2014020905,16491,20142015,0,60,3,1,2,5.95717915872228,2.34427851824148,3.6129006404808,26,27,-1,37,34,3,47,44,3,2,3,0,0
"5092","CGY","NYI",2014020918,16493,20142015,0,60,1,2,-1,4.18286895526398,6.89608729961401,-2.71321834435003,27,39,-12,39,47,-8,57,65,-8,4,4,0,0
"5093","CGY","PHI",2014020943,16497,20142015,0,61.3833333333333,3,2,1,4.5431816301425,6.26273600982802,-1.71955437968552,26,37,-11,41,53,-12,53,86,-33,2,2,0,0
"5094","CGY","OTT",2014020983,16502,20142015,0,65,4,4,0,7.69406206971739,9.11689711332275,-1.42283504360536,46,42,4,55,53,2,71,73,-2,2,2,0,0
"5095","CGY","ANA",2014021001,16505,20142015,1,60,6,3,3,3.91491316742531,5.55650963743417,-1.64159647000886,23,32,-9,30,43,-13,37,62,-25,6,3,0,0
"5096","CGY","TOR",2014021017,16507,20142015,1,60,6,3,3,2.66925519260352,2.74527866439894,-0.0760234717954216,28,28,0,37,39,-2,44,67,-23,3,4,0,0
"5097","CGY","COL",2014021028,16508,20142015,0,60,2,3,-1,6.41283212641429,4.75250283049772,1.66032929591657,31,26,5,38,40,-2,64,54,10,3,1,0,0
"5098","CGY","PHI",2014021060,16513,20142015,1,60,4,1,3,5.00038994028,4.21476166032153,0.785628279958473,26,27,-1,38,39,-1,57,59,-2,5,3,0,0
"5099","CGY","CBJ",2014021067,16515,20142015,1,64.0166666666667,2,3,-1,4.17200107251119,3.12706947954939,1.0449315929618,40,26,14,56,37,19,73,52,21,8,3,0,0
"5100","CGY","COL",2014021088,16517,20142015,1,60,3,2,1,3.68683608808351,4.49548251228407,-0.80864642420056,26,27,-1,36,39,-3,53,56,-3,1,3,0,0
"5101","CGY","DAL",2014021100,16519,20142015,1,65,3,3,0,5.21599826756808,3.66346230143079,1.55253596613729,34,30,4,45,45,0,57,69,-12,4,6,0,0
"5102","CGY","MIN",2014021112,16521,20142015,0,60,2,4,-2,5.40496495623051,3.07239928399213,2.33256567223839,25,36,-11,34,46,-12,43,64,-21,2,1,0,0
"5103","CGY","DAL",2014021139,16524,20142015,0,60,5,3,2,5.40103976102546,8.81260472166468,-3.41156496063923,25,36,-11,38,68,-30,47,100,-53,3,4,0,0
"5104","CGY","EDM",2014021178,16529,20142015,0,60,4,0,4,3.92235691376118,3.15474195453862,0.767614959222556,29,27,2,40,49,-9,57,66,-9,1,0,0,0
"5105","CGY","ARI",2014021198,16532,20142015,1,60,3,2,1,4.4793541324907,4.06333295325749,0.416021179233212,32,24,8,45,33,12,66,59,7,4,0,0,0
"5106","CGY","WPG",2014021218,16536,20142015,0,60,1,5,-4,2.85639369077398,2.11592669569654,0.740466995077441,25,22,3,32,28,4,45,40,5,2,4,0,0
"5107","CGY","VAN",2014030181,16540,20142015,0,60,2,1,1,4.52344431600068,2.97396366478642,1.54948065121425,30,30,0,41,41,0,54,61,-7,1,3,0,0
"5108","CGY","VAN",2014030182,16542,20142015,0,60,1,4,-3,3.56313909911907,6.29391444688077,-2.73077534776171,23,32,-9,34,41,-7,46,56,-10,3,5,0,0
"5109","CGY","VAN",2014030183,16544,20142015,1,60,4,2,2,3.55344014303409,3.99007843035542,-0.43663828732133,28,25,3,39,35,4,58,65,-7,7,5,0,0
"5110","CGY","VAN",2014030184,16546,20142015,1,60,3,1,2,2.57039893847277,6.59914813612567,-4.02874919765291,22,29,-7,29,41,-12,38,70,-32,4,2,0,0
"5111","CGY","VAN",2014030185,16548,20142015,0,60,1,2,-1,2.39430917729624,3.76185524616417,-1.36754606886794,21,43,-22,33,50,-17,50,66,-16,3,2,0,0
"5112","CGY","VAN",2014030186,16550,20142015,1,60,7,4,3,6.80932864918552,4.25394926082498,2.55537938836054,33,22,11,44,35,9,55,58,-3,3,2,0,0
"5113","CGY","ANA",2014030241,16555,20142015,0,60,1,6,-5,2.79167979097174,4.57596478992504,-1.7842849989533,24,35,-11,38,50,-12,57,63,-6,4,5,0,0
"5114","CGY","ANA",2014030242,16558,20142015,0,60,0,3,-3,6.31537148784264,5.93322362157051,0.382147866272135,30,34,-4,40,45,-5,60,63,-3,4,5,0,0
"5115","CGY","ANA",2014030243,16560,20142015,1,64.4,4,3,1,3.6912657241337,6.43882663217482,-2.74756090804112,21,21,0,39,36,3,57,45,12,7,3,0,0
"5116","CGY","ANA",2014030244,16563,20142015,1,60,2,4,-2,3.7552258642163,6.64906510990872,-2.89383924569242,27,29,-2,38,44,-6,52,67,-15,3,4,0,0
"5117","CGY","ANA",2014030245,16565,20142015,0,62.4333333333333,2,3,-1,3.003434406734,6.55385564771726,-3.55042124098327,19,47,-28,31,63,-32,40,90,-50,5,6,0,0
"5118","CGY","WPG",2015020061,16724,20152016,0,60,1,3,-2,4.75505356333451,5.40564888267545,-0.650595319340937,20,30,-10,30,39,-9,40,57,-17,2,3,0,0
"5119","CGY","EDM",2015020073,16725,20152016,1,60,2,5,-3,4.41521574801656,4.68559036689112,-0.270374618874559,24,28,-4,34,43,-9,53,63,-10,4,4,0,0
"5120","CGY","NYR",2015020119,16733,20152016,0,60,1,4,-3,3.47495229342758,1.5625714141531,1.91238087927448,23,26,-3,37,38,-1,55,54,1,3,3,0,0
"5121","CGY","NYI",2015020121,16734,20152016,0,60,0,4,-4,3.55318835692015,6.10422826895956,-2.55103991203941,29,35,-6,40,48,-8,52,66,-14,3,3,0,0
"5122","CGY","OTT",2015020134,16736,20152016,0,65,4,4,0,7.24129160799203,3.63279535492111,3.60849625307091,38,23,15,52,33,19,66,55,11,4,4,0,0
"5123","CGY","MTL",2015020152,16738,20152016,1,60,2,6,-4,0,0,0,32,31,1,43,42,1,59,55,4,4,4,0,0
"5124","CGY","EDM",2015020163,16739,20152016,0,60,5,4,1,4.9181237540738,2.90043949114624,2.01768426292756,32,23,9,41,31,10,48,48,0,4,5,0,0
"5125","CGY","COL",2015020178,16742,20152016,0,60,3,6,-3,4.42850689968327,8.55141007546119,-4.12290317577792,25,42,-17,36,56,-20,66,62,4,2,3,0,0
"5126","CGY","PHI",2015020190,16744,20152016,1,60.5833333333333,2,1,1,4.05864937288516,4.41841098861187,-0.359761615726711,30,27,3,33,41,-8,42,63,-21,2,2,0,0
"5127","CGY","T.B",2015020235,16751,20152016,0,60,1,3,-2,4.62726565229241,3.69453964332206,0.932726008970349,31,29,2,46,40,6,58,61,-3,4,2,0,0
"5128","CGY","CHI",2015020260,16754,20152016,0,60,1,4,-3,4.96799491125404,5.33823071006634,-0.370235798812304,26,41,-15,38,55,-17,55,71,-16,2,1,0,0
"5129","CGY","N.J",2015020274,16756,20152016,1,60,3,2,1,4.24310625509679,2.51916604442522,1.72394021067157,30,20,10,38,33,5,50,47,3,4,3,0,0
"5130","CGY","CHI",2015020291,16759,20152016,1,61.6333333333333,2,1,1,4.44752365216846,3.65421524123194,0.793308410936521,37,19,18,45,29,16,61,47,14,2,3,0,0
"5131","CGY","ANA",2015020316,16763,20152016,0,60,3,5,-2,3.44748795448686,6.24489185033235,-2.79740389584549,25,32,-7,30,53,-23,36,73,-37,2,2,0,0
"5132","CGY","ARI",2015020341,16766,20152016,0,64.3333333333333,1,2,-1,2.62487794528442,2.83589110802859,-0.211013162744166,26,21,5,37,31,6,56,45,11,7,3,0,0
"5133","CGY","DAL",2015020366,16770,20152016,1,65,3,3,0,6.76328642427817,5.69198504536325,1.07130137891492,32,29,3,55,43,12,72,60,12,3,2,0,0
"5134","CGY","NYR",2015020443,16781,20152016,1,62.15,5,4,1,0,0,0,27,29,-2,41,40,1,53,59,-6,3,5,0,0
"5135","CGY","DAL",2015020474,16786,20152016,0,60,3,1,2,4.11413875184371,6.45343395532988,-2.33929520348617,27,36,-9,39,54,-15,50,83,-33,3,3,0,0
"5136","CGY","WPG",2015020514,16791,20152016,1,60,4,1,3,5.21008573517089,2.61334528087173,2.59674045429917,33,20,13,51,32,19,68,49,19,5,1,0,0
"5137","CGY","EDM",2015020534,16796,20152016,1,60,5,3,2,5.30776919726259,5.48010290920675,-0.172333711944162,37,31,6,49,46,3,64,66,-2,3,1,0,0
"5138","CGY","ANA",2015020548,16798,20152016,1,60,0,1,-1,3.36435945681296,4.80273158662021,-1.43837212980725,14,21,-7,17,31,-14,31,45,-14,5,3,0,0
"5139","CGY","COL",2015020577,16802,20152016,0,60,4,0,4,3.28034445168475,5.35368221427104,-2.07333776258628,34,26,8,45,34,11,58,50,8,6,2,0,0
"5140","CGY","T.B",2015020595,16805,20152016,1,60,3,1,2,5.57885550387437,4.88097422354622,0.697881280328147,24,31,-7,44,42,2,58,59,-1,1,0,0,0
"5141","CGY","ARI",2015020605,16807,20152016,1,60,1,2,-1,3.64903466537146,3.03750602476066,0.6115286406108,26,33,-7,38,44,-6,52,60,-8,3,3,0,0
"5142","CGY","EDM",2015020668,16816,20152016,0,65,1,1,0,2.96748281878899,5.80205278465472,-2.83456996586573,32,37,-5,38,43,-5,59,67,-8,5,1,0,0
"5143","CGY","N.J",2015020682,16819,20152016,0,60,2,4,-2,5.42072069104051,6.41129141053213,-0.990570719491615,28,26,2,38,39,-1,45,50,-5,4,2,0,0
