"","player","num_last_first","player_team_num","position","position_type","game_id","game_date","season","session","team","opponent","is_home","player_num","firstname","lastname"
"1","ADAM.PARDY","55 PARDY, ADAM","CGY55","D","D","2008020007","2008-10-09","20082009","R","CGY","VAN",0,55,"ADAM","PARDY"
"2","ADRIAN.AUCOIN","33 AUCOIN, ADRIAN","CGY33","D","D","2008020007","2008-10-09","20082009","R","CGY","VAN",0,33,"ADRIAN","AUCOIN"
"3","ANDRE.ROY","27 ROY, ANDRE","CGY27","R","F","2008020007","2008-10-09","20082009","R","CGY","VAN",0,27,"ANDRE","ROY"
"4","CORY.SARICH","6 SARICH, CORY","CGY6","D","D","2008020007","2008-10-09","20082009","R","CGY","VAN",0,6,"CORY","SARICH"
"5","CRAIG.CONROY","24 CONROY, CRAIG","CGY24","C","F","2008020007","2008-10-09","20082009","R","CGY","VAN",0,24,"CRAIG","CONROY"
"6","CURTIS.GLENCROSS","20 GLENCROSS, CURTIS","CGY20","L","F","2008020007","2008-10-09","20082009","R","CGY","VAN",0,20,"CURTIS","GLENCROSS"
"7","DAVID.MOSS","25 MOSS, DAVID","CGY25","R","F","2008020007","2008-10-09","20082009","R","CGY","VAN",0,25,"DAVID","MOSS"
"8","DAYMOND.LANGKOW","22 LANGKOW, DAYMOND","CGY22","C","F","2008020007","2008-10-09","20082009","R","CGY","VAN",0,22,"DAYMOND","LANGKOW"
"9","DION.PHANEUF","3 PHANEUF, DION","CGY3","D","D","2008020007","2008-10-09","20082009","R","CGY","VAN",0,3,"DION","PHANEUF"
"10","DUSTIN.BOYD","16 BOYD, DUSTIN","CGY16","C","F","2008020007","2008-10-09","20082009","R","CGY","VAN",0,16,"DUSTIN","BOYD"
"11","JAROME.IGINLA","12 IGINLA, JAROME","CGY12","R","F","2008020007","2008-10-09","20082009","R","CGY","VAN",0,12,"JAROME","IGINLA"
"12","JIM.VANDERMEER","4 VANDERMEER, JAMES","CGY4","D","D","2008020007","2008-10-09","20082009","R","CGY","VAN",0,4,"JAMES","VANDERMEER"
"13","MARK.GIORDANO","5 GIORDANO, MARK","CGY5","D","D","2008020007","2008-10-09","20082009","R","CGY","VAN",0,5,"MARK","GIORDANO"
"14","MATTHEW.LOMBARDI","18 LOMBARDI, MATTHEW","CGY18","C","F","2008020007","2008-10-09","20082009","R","CGY","VAN",0,18,"MATTHEW","LOMBARDI"
"15","MIIKKA.KIPRUSOFF","34 KIPRUSOFF, MIIKKA","CGY34","G","G","2008020007","2008-10-09","20082009","R","CGY","VAN",0,34,"MIIKKA","KIPRUSOFF"
"16","MIKE.CAMMALLERI","13 CAMMALLERI, MIKE","CGY13","L","F","2008020007","2008-10-09","20082009","R","CGY","VAN",0,13,"MIKE","CAMMALLERI"
"17","RENE.BOURQUE","17 BOURQUE, RENE","CGY17","L","F","2008020007","2008-10-09","20082009","R","CGY","VAN",0,17,"RENE","BOURQUE"
"18","TODD.BERTUZZI","7 BERTUZZI, TODD","CGY7","R","F","2008020007","2008-10-09","20082009","R","CGY","VAN",0,7,"TODD","BERTUZZI"
"19","WAYNE.PRIMEAU","19 PRIMEAU, WAYNE","CGY19","C","F","2008020007","2008-10-09","20082009","R","CGY","VAN",0,19,"WAYNE","PRIMEAU"
"20","ALEX.BURROWS","14 BURROWS, ALEX","VAN14","L","F","2008020007","2008-10-09","20082009","R","VAN","CGY",1,14,"ALEX","BURROWS"
"21","ALEX.EDLER","23 EDLER, ALEXANDER","VAN23","D","D","2008020007","2008-10-09","20082009","R","VAN","CGY",1,23,"ALEXANDER","EDLER"
"22","DANIEL.SEDIN","22 SEDIN, DANIEL","VAN22","L","F","2008020007","2008-10-09","20082009","R","VAN","CGY",1,22,"DANIEL","SEDIN"
"23","DARCY.HORDICHUK","24 HORDICHUK, DARCY","VAN24","L","F","2008020007","2008-10-09","20082009","R","VAN","CGY",1,24,"DARCY","HORDICHUK"
"24","HENRIK.SEDIN","33 SEDIN, HENRIK","VAN33","C","F","2008020007","2008-10-09","20082009","R","VAN","CGY",1,33,"HENRIK","SEDIN"
"25","JANNIK.HANSEN","36 HANSEN, JANNIK","VAN36","R","F","2008020007","2008-10-09","20082009","R","VAN","CGY",1,36,"JANNIK","HANSEN"
"26","KEVIN.BIEKSA","3 BIEKSA, KEVIN","VAN3","D","D","2008020007","2008-10-09","20082009","R","VAN","CGY",1,3,"KEVIN","BIEKSA"
"27","MASON.RAYMOND","21 RAYMOND, MASON","VAN21","L","F","2008020007","2008-10-09","20082009","R","VAN","CGY",1,21,"MASON","RAYMOND"
"28","MATTIAS.OHLUND","2 OHLUND, MATTIAS","VAN2","D","D","2008020007","2008-10-09","20082009","R","VAN","CGY",1,2,"MATTIAS","OHLUND"
"29","PAVOL.DEMITRA","38 DEMITRA, PAVOL","VAN38","R","F","2008020007","2008-10-09","20082009","R","VAN","CGY",1,38,"PAVOL","DEMITRA"
"30","RICK.RYPIEN","37 RYPIEN, RICK","VAN37","C","F","2008020007","2008-10-09","20082009","R","VAN","CGY",1,37,"RICK","RYPIEN"
"31","ROBERTO.LUONGO","1 LUONGO, ROBERTO","VAN1","G","G","2008020007","2008-10-09","20082009","R","VAN","CGY",1,1,"ROBERTO","LUONGO"
"32","RYAN.JOHNSON","10 JOHNSON, RYAN","VAN10","C","F","2008020007","2008-10-09","20082009","R","VAN","CGY",1,10,"RYAN","JOHNSON"
"33","RYAN.KESLER","17 KESLER, RYAN","VAN17","C","F","2008020007","2008-10-09","20082009","R","VAN","CGY",1,17,"RYAN","KESLER"
"34","SAMI.SALO","6 SALO, SAMI","VAN6","D","D","2008020007","2008-10-09","20082009","R","VAN","CGY",1,6,"SAMI","SALO"
"35","SHANE.O'BRIEN","55 O'BRIEN, SHANE","VAN55","D","D","2008020007","2008-10-09","20082009","R","VAN","CGY",1,55,"SHANE","O'BRIEN"
"36","STEVE.BERNIER","18 BERNIER, STEVE","VAN18","R","F","2008020007","2008-10-09","20082009","R","VAN","CGY",1,18,"STEVE","BERNIER"
"37","TAYLOR.PYATT","9 PYATT, TAYLOR","VAN9","L","F","2008020007","2008-10-09","20082009","R","VAN","CGY",1,9,"TAYLOR","PYATT"
"38","WILLIE.MITCHELL","8 MITCHELL, WILLIE","VAN8","D","D","2008020007","2008-10-09","20082009","R","VAN","CGY",1,8,"WILLIE","MITCHELL"
"39","ALEX.BURROWS","14 BURROWS, ALEX","VAN14","L","F","2008020026","2008-10-11","20082009","R","VAN","CGY",0,14,"ALEX","BURROWS"
"40","ALEX.EDLER","23 EDLER, ALEXANDER","VAN23","D","D","2008020026","2008-10-11","20082009","R","VAN","CGY",0,23,"ALEXANDER","EDLER"
"41","DANIEL.SEDIN","22 SEDIN, DANIEL","VAN22","L","F","2008020026","2008-10-11","20082009","R","VAN","CGY",0,22,"DANIEL","SEDIN"
"42","DARCY.HORDICHUK","24 HORDICHUK, DARCY","VAN24","L","F","2008020026","2008-10-11","20082009","R","VAN","CGY",0,24,"DARCY","HORDICHUK"
"43","HENRIK.SEDIN","33 SEDIN, HENRIK","VAN33","C","F","2008020026","2008-10-11","20082009","R","VAN","CGY",0,33,"HENRIK","SEDIN"
"44","JANNIK.HANSEN","36 HANSEN, JANNIK","VAN36","R","F","2008020026","2008-10-11","20082009","R","VAN","CGY",0,36,"JANNIK","HANSEN"
"45","KEVIN.BIEKSA","3 BIEKSA, KEVIN","VAN3","D","D","2008020026","2008-10-11","20082009","R","VAN","CGY",0,3,"KEVIN","BIEKSA"
"46","MASON.RAYMOND","21 RAYMOND, MASON","VAN21","L","F","2008020026","2008-10-11","20082009","R","VAN","CGY",0,21,"MASON","RAYMOND"
"47","MATTIAS.OHLUND","2 OHLUND, MATTIAS","VAN2","D","D","2008020026","2008-10-11","20082009","R","VAN","CGY",0,2,"MATTIAS","OHLUND"
"48","PAVOL.DEMITRA","38 DEMITRA, PAVOL","VAN38","R","F","2008020026","2008-10-11","20082009","R","VAN","CGY",0,38,"PAVOL","DEMITRA"
"49","RICK.RYPIEN","37 RYPIEN, RICK","VAN37","C","F","2008020026","2008-10-11","20082009","R","VAN","CGY",0,37,"RICK","RYPIEN"
"50","ROBERTO.LUONGO","1 LUONGO, ROBERTO","VAN1","G","G","2008020026","2008-10-11","20082009","R","VAN","CGY",0,1,"ROBERTO","LUONGO"
"51","RYAN.JOHNSON","10 JOHNSON, RYAN","VAN10","C","F","2008020026","2008-10-11","20082009","R","VAN","CGY",0,10,"RYAN","JOHNSON"
"52","RYAN.KESLER","17 KESLER, RYAN","VAN17","C","F","2008020026","2008-10-11","20082009","R","VAN","CGY",0,17,"RYAN","KESLER"
"53","SAMI.SALO","6 SALO, SAMI","VAN6","D","D","2008020026","2008-10-11","20082009","R","VAN","CGY",0,6,"SAMI","SALO"
"54","SHANE.O'BRIEN","55 O'BRIEN, SHANE","VAN55","D","D","2008020026","2008-10-11","20082009","R","VAN","CGY",0,55,"SHANE","O'BRIEN"
"55","STEVE.BERNIER","18 BERNIER, STEVE","VAN18","R","F","2008020026","2008-10-11","20082009","R","VAN","CGY",0,18,"STEVE","BERNIER"
"56","TAYLOR.PYATT","9 PYATT, TAYLOR","VAN9","L","F","2008020026","2008-10-11","20082009","R","VAN","CGY",0,9,"TAYLOR","PYATT"
"57","WILLIE.MITCHELL","8 MITCHELL, WILLIE","VAN8","D","D","2008020026","2008-10-11","20082009","R","VAN","CGY",0,8,"WILLIE","MITCHELL"
"58","ADRIAN.AUCOIN","33 AUCOIN, ADRIAN","CGY33","D","D","2008020026","2008-10-11","20082009","R","CGY","VAN",1,33,"ADRIAN","AUCOIN"
"59","ANDRE.ROY","27 ROY, ANDRE","CGY27","R","F","2008020026","2008-10-11","20082009","R","CGY","VAN",1,27,"ANDRE","ROY"
"60","BRANDON.PRUST","29 PRUST, BRANDON","CGY29","C","F","2008020026","2008-10-11","20082009","R","CGY","VAN",1,29,"BRANDON","PRUST"
"61","CORY.SARICH","6 SARICH, CORY","CGY6","D","D","2008020026","2008-10-11","20082009","R","CGY","VAN",1,6,"CORY","SARICH"
"62","CRAIG.CONROY","24 CONROY, CRAIG","CGY24","C","F","2008020026","2008-10-11","20082009","R","CGY","VAN",1,24,"CRAIG","CONROY"
