,VIF Factor,features
0,1038.8370868883853,TOI_comp_avg_lf
1,inf,G_comp_avg_lf
2,inf,Points_comp_avg_lf
3,inf,iSF_comp_avg_lf
4,327.624995576091,iFF_comp_avg_lf
5,193.34152223528613,iCF_comp_avg_lf
6,73.33269000052256,ixG_comp_avg_lf
7,inf,iBLK_comp_avg_lf
8,3.522671032442956,iHF_avg_lf
9,7.593037186625507,OZS_comp_avg_lf
10,293.69176355570545,TOI_ev_avg_lf
11,20.42293403996471,G_ev_avg_lf
12,19.246098418479452,Points_ev_avg_lf
13,93.74398392601324,iSF_ev_avg_lf
14,187.97818717137653,iFF_ev_avg_lf
15,116.65169525581608,iCF_ev_avg_lf
16,41.685605750747165,ixG_ev_avg_lf
17,18.735509881073135,iBLK_ev_avg_lf
18,1.9198388633851244,onGF_avg_lf
19,26.082179142507268,onFF_avg_lf
20,28.703731045583904,onCF_avg_lf
21,5.976585901970709,onxGF_avg_lf
22,4.953533068730899,onFA_state_avg_lf
23,65.24472299186297,TOI_avg_lf
24,6.357515481340196,G_avg_lf
25,7.139478167869427,Points_avg_lf
26,22.726164326295287,iSF_avg_lf
27,50.74115840776202,iFF_avg_lf
28,33.94330474480213,iCF_avg_lf
29,5.508218290063758,ixG_avg_lf
30,3.8812211970889554,onGF_pp_avg_lf
31,36.05591853588638,onSF_pp_avg_lf
32,inf,onFF_pp_avg_lf
33,61.27976034510983,onCF_pp_avg_lf
34,inf,onxGF_pp_avg_lf
35,52.00073315923203,TOI_sh_avg_lf
36,4.197864680078487,G_sh_avg_lf
37,inf,Points_sh_avg_lf
38,10.333167324306133,iSF_sh_avg_lf
39,23.01697621216884,iFF_sh_avg_lf
40,14.797114011184982,iCF_sh_avg_lf
41,1.8318067333335593,ixG_sh_avg_lf
42,2.3799143598182475,onGF_sh_avg_lf
43,22.572691504419733,onSF_sh_avg_lf
44,59.519933983004194,onFF_sh_avg_lf
45,40.280655110289956,onCF_sh_avg_lf
46,5.6245543782687575,onxGF_sh_avg_lf
47,3.0235186347170595,onxGA_sh_avg_lf
48,inf,hat_trick_avg_lf
49,inf,dk_points_avg_lf
50,363.0382427755722,skater_toi_percentage_avg_lf
51,2.4608853945394005,skater_pptoi_percentage_avg_lf
52,17.3534886696488,skater_shtoi_percentage_avg_lf
53,21.542964394129058,points_per_60_avg_lf
54,28.797419184970142,iFF_per_60_avg_lf
55,24.566123281357275,ixG_per_60_avg_lf
56,3130.6338428950803,TOI_comp_avg_ltwen
57,inf,G_comp_avg_ltwen
58,inf,Points_comp_avg_ltwen
59,inf,iSF_comp_avg_ltwen
60,872.8799186869246,iFF_comp_avg_ltwen
61,503.8385477906557,iCF_comp_avg_ltwen
62,139.5169160596389,ixG_comp_avg_ltwen
63,inf,iBLK_comp_avg_ltwen
64,3.6483460471600337,iHF_avg_ltwen
65,14.686763256029108,OZS_comp_avg_ltwen
66,808.8613497031197,TOI_ev_avg_ltwen
67,29.747059884731186,G_ev_avg_ltwen
68,31.51023210096179,Points_ev_avg_ltwen
69,214.1212914302146,iSF_ev_avg_ltwen
70,451.8543825997303,iFF_ev_avg_ltwen
71,264.8801970520082,iCF_ev_avg_ltwen
72,83.3219145222936,ixG_ev_avg_ltwen
73,44.77517775610955,iBLK_ev_avg_ltwen
74,2.935682555759759,onGF_avg_ltwen
75,63.85367387945923,onFF_avg_ltwen
76,70.68302448936673,onCF_avg_ltwen
77,10.209994825524161,onxGF_avg_ltwen
78,11.080322415272196,onFA_state_avg_ltwen
79,173.6551946125957,TOI_avg_ltwen
80,8.152720489541114,G_avg_ltwen
81,10.405693194978024,Points_avg_ltwen
82,44.15674247633585,iSF_avg_ltwen
83,106.54067947696133,iFF_avg_ltwen
84,76.95561984962636,iCF_avg_ltwen
85,9.78294636760947,ixG_avg_ltwen
86,7.16367703818664,onGF_pp_avg_ltwen
87,88.90665203083032,onSF_pp_avg_ltwen
88,inf,onFF_pp_avg_ltwen
89,152.8928113318197,onCF_pp_avg_ltwen
90,inf,onxGF_pp_avg_ltwen
91,133.52052320305782,TOI_sh_avg_ltwen
92,4.663758615201887,G_sh_avg_ltwen
93,inf,Points_sh_avg_ltwen
94,16.2201814443163,iSF_sh_avg_ltwen
95,38.6551319849981,iFF_sh_avg_ltwen
96,24.858548607470144,iCF_sh_avg_ltwen
97,1.88609442423905,ixG_sh_avg_ltwen
98,3.684719466435237,onGF_sh_avg_ltwen
99,53.93895965086973,onSF_sh_avg_ltwen
100,142.71585399621262,onFF_sh_avg_ltwen
101,99.98940659910595,onCF_sh_avg_ltwen
102,8.382321532250256,onxGF_sh_avg_ltwen
103,5.406252237224938,onxGA_sh_avg_ltwen
104,inf,hat_trick_avg_ltwen
105,inf,dk_points_avg_ltwen
106,1129.1234342481157,skater_toi_percentage_avg_ltwen
107,5.40549858357291,skater_pptoi_percentage_avg_ltwen
108,36.00497200139122,skater_shtoi_percentage_avg_ltwen
109,34.83813712612542,points_per_60_avg_ltwen
110,47.58579292369505,iFF_per_60_avg_ltwen
111,33.79015219515652,ixG_per_60_avg_ltwen
112,1.715593522607027,toi_signal
113,1.5342992358867593,FF_signal
114,49.39872260691603,position_avg_C
115,69.16274762696601,position_avg_D
116,28.415068832852988,position_avg_L
117,28.57398369363337,position_avg_R
