"Year","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"2016","Patrick Kane","CHI","R","82","257.11666666667","17","20","13","7","37","84.09","70","24.29","112","90","53","22","0","5","2","1","1","0","0","2","7","0","3","16","1","4","16","20.00"
"2016","Brent Burns","S.J","D","82","336.68333333333","7","23","10","13","30","60.00","91","7.69","194","125","55","8","2","12","6","3","3","0","0","0","11","2","3","9","8","0","0","-"
"2016","Nicklas Backstrom","WSH","C","75","229.91666666667","3","27","11","16","30","81.08","23","13.04","40","33","20","6","1","2","12","6","6","0","0","0","7","2","1","8","0","79","62","56.03"
"2016","Jamie Benn","DAL","L","82","261.2","17","13","6","7","30","63.83","61","27.87","101","83","76","50","0","7","13","4","3","1","0","2","15","0","2","8","0","56","78","41.79"
"2016","Joe Thornton","S.J","C","82","299.8","8","21","13","8","29","60.42","36","22.22","67","52","43","15","1","4","10","5","5","0","0","0","14","1","3","2","0","91","69","56.88"
"2016","Joe Pavelski","S.J","C","82","300.83333333333","12","16","9","7","28","58.33","69","17.39","110","93","81","37","1","6","4","2","2","0","0","2","18","5","9","6","5","125","83","60.10"
"2016","Evgeni Malkin","PIT","C","57","217.33333333333","11","16","9","7","27","81.82","63","17.46","104","84","59","14","0","7","13","5","4","1","0","3","8","2","1","5","1","6","9","40.00"
"2016","Kris Letang","PIT","D","71","282.96666666667","5","22","9","13","27","72.97","51","9.80","94","68","26","5","1","5","12","6","6","0","0","3","9","5","3","11","3","0","0","-"
"2016","Claude Giroux","PHI","C","78","300.65","6","21","13","8","27","71.05","69","8.70","125","84","43","10","0","14","14","3","2","0","1","1","14","1","4","5","0","239","148","61.76"
"2016","Oliver Ekman-Larsson","ARI","D","75","387.78333333333","12","15","6","9","27","61.36","92","13.04","201","132","55","8","0","13","16","8","8","0","0","2","11","2","11","9","3","0","0","-"
"2016","Patrice Bergeron","BOS","C","80","239.68333333333","12","14","6","8","26","74.29","68","17.65","107","91","76","33","0","9","2","1","1","0","0","1","7","4","8","7","1","174","111","61.05"
"2016","Shea Weber","NSH","D","78","237.86666666667","14","12","5","7","26","74.29","54","25.93","97","78","32","2","1","8","4","2","2","0","0","1","3","3","5","4","1","0","0","-"
