Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2019,Andreas Athanasiou,DET,C,76,1036.25,21,13,10,3,34,85,161,13.04,280,223,164,68,12,7,22,7,6,0,1,25,40,22,31,55,23,143,179,44.41
2019,Andreas Englund,OTT,D,3,37.26666667,0,0,0,0,0,-,1,0,1,1,0,0,0,0,10,1,0,0,1,1,2,0,5,5,2,0,0,-
2019,Andreas Johnsson,TOR,L,73,866.0166667,16,20,12,8,36,69.23,102,15.69,172,143,108,47,1,11,24,12,12,0,0,12,19,23,56,82,36,7,10,41.18
2019,Andreas Martinsen,CHI,L,24,182.6333333,1,3,3,0,4,80,21,4.76,34,28,17,9,2,4,8,4,4,0,0,4,7,3,83,27,9,3,4,42.86
2019,Andrei Svechnikov,CAR,R,82,1004.966667,13,11,3,8,24,64.86,155,8.39,248,201,154,91,12,24,40,20,20,0,0,14,55,32,119,123,26,1,3,25
2019,Andrej Sekera,EDM,D,24,340.1166667,0,2,1,1,2,13.33,25,0,60,35,9,0,1,3,6,3,3,0,0,0,11,3,16,41,20,0,0,-
2019,Andrej Sustr,ANA,D,5,58.6,0,0,0,0,0,0,6,0,9,7,0,0,0,0,4,2,2,0,0,0,0,0,3,4,7,0,0,-
2019,Andrew Agozzino,COL,L,11,79.65,1,1,0,1,2,66.67,11,9.09,14,13,7,2,0,2,0,0,0,0,0,0,4,0,14,13,3,16,20,44.44
2019,Andrew Cogliano,"ANA, DAL","C, L",78,859.25,5,10,7,3,15,71.43,98,5.1,161,133,96,48,7,12,18,8,8,0,0,13,28,20,68,58,25,9,12,42.86
2019,Andrew Copp,WPG,C,69,729.3166667,9,13,7,6,22,62.86,76,11.84,130,103,85,54,3,12,2,1,1,0,0,6,25,18,68,69,23,182,137,57.05
2019,Andrew Ladd,NYI,L,26,326.1833333,3,7,2,5,10,76.92,32,9.38,50,39,34,16,3,4,14,7,7,0,0,2,12,9,36,37,7,1,2,33.33
2019,Andrew MacDonald,PHI,D,47,659.1333333,0,6,3,3,6,20.69,40,0,101,64,17,4,0,7,8,4,4,0,0,3,25,3,28,71,75,0,0,-
2019,Andrew Mangiapane,CGY,L,44,434.6833333,8,5,3,2,13,59.09,61,13.11,92,73,65,32,4,7,6,3,3,0,0,3,11,16,42,60,17,6,3,66.67
2019,Andrew Shaw,MTL,R,63,805.9333333,16,23,14,9,39,70.91,111,14.41,191,146,137,78,4,18,53,17,14,1,2,9,21,12,121,106,28,137,162,45.82
2019,Andy Greene,N.J,D,82,1320.2,3,11,6,5,14,28.57,85,3.53,181,130,45,11,2,9,12,6,6,0,0,5,34,31,52,74,142,0,0,-
