Year,Player,Team,Position,GP,PPTOI,PPTOI_GP,PPCF_60,PPCA_60,PPCFPer,PPFF_60,PPFA_60,PPFFPer,PPSF_60,PPSA_60,PPSFPer,PPGF_60,PPGA_60,PPGFPer,PPSCF_60,PPSCA_60,PPSCFPer,PPHDCF_60,PPHDCA_60,PPHDCFPer,PPHDGF_60,PPHDGA_60,PPHDGFPer,PPMDCF_60,PPMDCA_60,PPMDCFPer,PPMDGF_60,PPMDGA_60,PPMDGFPer,PPLDCF_60,PPLDCA_60,PPLDCFPer,PPLDGF_60,PPLDGA_60,PPLDGFPer,PPOn-Ice SHPer,PPOn-Ice SVPer,PPPDO,PPOff. Zone Faceoffs_60,PPNeu. Zone Faceoffs_60,PPDef. Zone Faceoffs_60,PPOnTFStarts_60,PPOffZoneStartPer,PPOffZoneFaceoffs_60,PPNeuZoneFaceoffs_60,PPDefZoneFaceoffs_60,PPOff. Zone Faceoff Per
2016,Chris Kelly,BOS,C,11,1.566666667,0.142424242,114.89,38.3,75,114.89,38.3,75,76.6,0,100,38.3,0,100,38.3,38.3,50,38.3,0,100,0,0,-,0,51.06,0,0,0,-,110.64,0,100,55.32,0,100,50,-,0.5,38.3,0,76.6,114.89,33.33,38.3,0,76.6,33.33
2016,Gregory Campbell,CBJ,C,82,3.216666667,0.039227642,0,37.31,0,0,37.31,0,0,18.65,0,0,0,-,0,18.65,0,0,18.65,0,0,0,-,0,0,-,0,0,-,0,26.94,0,0,0,-,-,100,1,93.26,0,0,111.92,100,93.26,0,0,100
2016,Michael Grabner,TOR,R,80,8.15,0.101875,58.9,36.81,61.54,44.17,36.81,54.55,7.36,29.45,20,0,0,-,29.45,7.36,80,22.09,7.36,75,0,0,-,9.82,0,100,0,0,-,31.9,31.9,50,0,0,-,0,100,1,36.81,7.36,14.72,117.79,71.43,58.9,7.36,36.81,61.54
2016,Jay Beagle,WSH,C,57,3.283333333,0.057602339,91.37,36.55,71.43,73.1,36.55,66.67,0,18.27,0,0,0,-,54.82,18.27,75,36.55,18.27,66.67,0,0,-,24.37,0,100,0,0,-,26.4,26.4,50,0,0,-,-,100,1,109.64,0,54.82,164.47,66.67,109.64,18.27,54.82,66.67
2016,Luke Glendening,DET,C,81,6.616666667,0.081687243,27.2,36.27,42.86,27.2,18.14,60,18.14,9.07,66.67,9.07,0,100,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,26.2,26.2,50,13.1,0,100,50,100,1.5,54.41,18.14,27.2,181.36,66.67,63.48,27.2,63.48,50
2016,Luca Sbisa,VAN,D,41,3.333333333,0.081300813,0,36,0,0,36,0,0,0,-,0,0,-,0,18,0,0,18,0,0,0,-,0,0,-,0,0,-,0,26,0,0,0,-,-,-,-,36,18,0,180,100,36,18,0,100
2016,Radko Gudas,PHI,D,76,11.8,0.155263158,106.78,35.59,75,81.36,30.51,72.73,61.02,20.34,75,0,5.08,0,35.59,20.34,63.64,20.34,5.08,80,0,5.08,0,20.34,20.34,50,0,0,-,80.79,7.34,91.67,0,0,-,0,75,0.75,61.02,45.76,0,116.95,100,76.27,61.02,5.08,93.75
2016,Scott Mayfield,NYI,D,6,3.383333333,0.563888889,35.47,35.47,50,0,17.73,0,0,17.73,0,0,0,-,17.73,0,100,0,0,-,0,0,-,23.65,0,100,0,0,-,0,51.23,0,0,0,-,-,100,1,35.47,0,0,35.47,100,53.2,35.47,17.73,75
2016,Chris Neil,OTT,R,80,5.083333333,0.063541667,11.8,35.41,25,0,35.41,0,0,23.61,0,0,0,-,0,23.61,0,0,0,-,0,0,-,0,31.48,0,0,0,-,0,17.05,0,0,0,-,-,100,1,35.41,35.41,11.8,177.05,75,35.41,35.41,23.61,60
2016,Matt Hendricks,EDM,L,68,10.46666667,0.153921569,57.32,34.39,62.5,40.13,28.66,58.33,17.2,28.66,37.5,5.73,5.73,50,28.66,22.93,55.56,11.46,11.46,50,0,5.73,0,22.93,15.29,60,0,0,-,41.4,8.28,83.33,8.28,0,100,33.33,80,1.133,57.32,45.86,0,126.11,100,57.32,63.06,5.73,90.91
2016,Fedor Tyutin,CBJ,D,61,5.25,0.086065574,22.86,34.29,40,0,34.29,0,0,34.29,0,0,0,-,11.43,22.86,33.33,0,11.43,0,0,0,-,15.24,15.24,50,0,0,-,16.51,0,100,0,0,-,-,100,1,34.29,22.86,11.43,137.14,75,34.29,22.86,22.86,60
2016,Ben Chiarot,WPG,D,70,3.616666667,0.051666667,82.95,33.18,71.43,33.18,33.18,50,33.18,16.59,66.67,0,0,-,16.59,33.18,33.33,0,16.59,0,0,0,-,22.12,22.12,50,0,0,-,47.93,0,100,0,0,-,0,100,1,49.77,0,16.59,49.77,75,66.36,0,16.59,80
2016,Andrew Cogliano,ANA,L,82,5.433333333,0.066260163,66.26,33.13,66.67,22.09,22.09,50,11.04,22.09,33.33,0,0,-,44.17,11.04,80,11.04,0,100,0,0,-,44.17,14.72,75,0,0,-,31.9,15.95,66.67,0,0,-,0,100,1,44.17,44.17,22.09,132.52,66.67,66.26,55.21,22.09,75
2016,Jack Skille,COL,R,74,3.666666667,0.04954955,163.64,32.73,83.33,114.55,32.73,77.78,98.18,32.73,75,0,16.36,0,65.45,32.73,66.67,32.73,32.73,50,0,16.36,0,43.64,0,100,0,0,-,141.82,0,100,0,0,-,0,50,0.5,49.09,65.45,0,180,100,65.45,65.45,0,100
2016,Martin Marincin,TOR,D,65,7.383333333,0.113589744,24.38,32.51,42.86,8.13,32.51,20,8.13,24.38,25,0,0,-,8.13,0,100,0,0,-,0,0,-,10.84,0,100,0,0,-,23.48,35.21,40,0,0,-,0,100,1,40.63,32.51,0,154.4,100,40.63,32.51,16.25,71.43
2016,Jarret Stoll,"MIN, NYR",C,80,1.883333333,0.023541667,127.43,31.86,80,63.72,0,100,31.86,0,100,0,0,-,31.86,0,100,0,0,-,0,0,-,42.48,0,100,0,0,-,92.04,46.02,66.67,0,0,-,0,-,0,127.43,0,63.72,318.58,66.67,159.29,0,95.58,62.5
2016,Alan Quine,NYI,C,2,3.866666667,1.933333333,46.55,31.03,60,31.03,15.52,66.67,31.03,15.52,66.67,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,22.41,44.83,33.33,0,0,-,0,100,1,62.07,0,0,15.52,100,62.07,15.52,15.52,80
2016,Stefan Noesen,ANA,R,1,1.95,1.95,61.54,30.77,66.67,30.77,30.77,50,0,30.77,0,0,0,-,61.54,0,100,0,0,-,0,0,-,82.05,0,100,0,0,-,0,0,-,0,0,-,-,100,1,0,30.77,0,30.77,-,30.77,30.77,0,100
2016,Stephen Johns,DAL,D,14,3.966666667,0.283333333,75.63,30.25,71.43,75.63,15.13,83.33,45.38,15.13,75,0,15.13,0,45.38,15.13,75,0,15.13,0,0,15.13,0,60.5,0,100,0,0,-,43.7,0,100,0,0,-,0,0,0,75.63,15.13,0,121.01,100,75.63,15.13,0,100
2016,Nick Paul,OTT,L,24,4.083333333,0.170138889,73.47,29.39,71.43,58.78,29.39,66.67,44.08,29.39,60,14.69,0,100,29.39,29.39,50,29.39,14.69,66.67,14.69,0,100,0,19.59,0,0,0,-,42.45,0,100,0,0,-,33.33,100,1.333,58.78,14.69,29.39,88.16,66.67,73.47,14.69,29.39,71.43
2016,Nick Shore,L.A,C,68,20.66666667,0.303921569,98.71,29.03,77.27,78.39,23.23,77.14,60.97,14.52,80.77,5.81,2.9,66.67,58.06,17.42,76.92,23.23,8.71,72.73,2.9,2.9,50,46.45,11.61,80,0,0,-,54.52,12.58,81.25,4.19,0,100,9.52,80,0.895,34.84,14.52,0,116.13,100,43.55,23.23,5.81,88.24
2016,Kevin Porter,PIT,C,41,2.083333333,0.050813008,28.8,28.8,50,28.8,28.8,50,28.8,28.8,50,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,41.6,0,100,0,0,-,0,100,1,28.8,115.2,28.8,86.4,50,28.8,115.2,28.8,50
2016,Joonas Kemppainen,BOS,C,44,6.316666667,0.143560606,85.49,28.5,75,75.99,19,80,66.49,9.5,87.5,9.5,0,100,47.49,9.5,83.33,28.5,0,100,9.5,0,100,25.33,12.66,66.67,0,0,-,54.88,0,100,0,0,-,14.29,100,1.143,75.99,9.5,28.5,94.99,72.73,85.49,28.5,47.49,64.29
2016,Paul Byron,MTL,L,62,8.433333333,0.136021505,49.8,28.46,63.64,42.69,21.34,66.67,21.34,21.34,50,0,0,-,28.46,14.23,66.67,21.34,0,100,0,0,-,9.49,18.97,33.33,0,0,-,30.83,10.28,75,0,0,-,0,100,1,21.34,28.46,7.11,113.83,75,35.57,56.92,7.11,83.33
2016,Paul Gaustad,NSH,C,63,2.116666667,0.033597884,85.04,28.35,75,85.04,28.35,75,85.04,28.35,75,0,0,-,28.35,0,100,0,0,-,0,0,-,37.8,0,100,0,0,-,81.89,40.94,66.67,0,0,-,0,100,1,311.81,28.35,85.04,85.04,78.57,340.16,28.35,85.04,80
2016,Matt Taormina,T.B,D,3,2.116666667,0.705555556,141.73,28.35,83.33,113.39,28.35,80,85.04,28.35,75,0,0,-,85.04,0,100,0,0,-,0,0,-,113.39,0,100,0,0,-,81.89,40.94,66.67,0,0,-,0,100,1,28.35,28.35,0,28.35,100,28.35,28.35,28.35,50
2016,Anthony Bitetto,NSH,D,28,2.166666667,0.077380952,27.69,27.69,50,27.69,27.69,50,27.69,27.69,50,0,0,-,27.69,0,100,0,0,-,0,0,-,36.92,0,100,0,0,-,0,0,-,0,0,-,0,100,1,0,0,0,83.08,-,0,0,0,-
2016,Joel Edmundson,STL,D,67,2.166666667,0.032338308,27.69,27.69,50,0,27.69,0,0,27.69,0,0,0,-,0,27.69,0,0,27.69,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,100,1,27.69,27.69,0,110.77,100,27.69,55.38,0,100
2016,Brian Flynn,MTL,C,56,6.566666667,0.117261905,73.1,27.41,72.73,73.1,9.14,88.89,36.55,9.14,80,9.14,0,100,54.82,9.14,85.71,36.55,0,100,0,0,-,24.37,12.18,66.67,12.18,0,100,26.4,26.4,50,0,0,-,25,100,1.25,36.55,27.41,9.14,82.23,80,73.1,36.55,9.14,88.89
2016,Mike Blunden,T.B,R,20,2.2,0.11,27.27,27.27,50,27.27,27.27,50,27.27,27.27,50,0,27.27,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,39.39,0,100,0,0,-,0,0,0,54.55,54.55,0,27.27,100,54.55,81.82,0,100
2016,Zach Redmond,COL,D,37,2.216666667,0.05990991,108.27,27.07,80,81.2,27.07,75,81.2,27.07,75,27.07,0,100,27.07,0,100,0,0,-,0,0,-,36.09,0,100,36.09,0,100,117.29,39.1,75,0,0,-,33.33,100,1.333,54.14,27.07,0,54.14,100,54.14,27.07,0,100
2016,Anton Slepyshev,EDM,L,11,2.233333333,0.203030303,0,26.87,0,0,26.87,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,38.81,0,0,0,-,-,-,-,0,0,0,107.46,-,26.87,0,0,100
2016,Brandon Prust,VAN,L,35,4.5,0.128571429,26.67,26.67,50,26.67,26.67,50,13.33,0,100,0,0,-,13.33,13.33,50,13.33,0,100,0,0,-,0,17.78,0,0,0,-,19.26,19.26,50,0,0,-,0,-,0,53.33,66.67,0,146.67,100,53.33,66.67,0,100
2016,Simon Despres,ANA,D,32,6.8,0.2125,70.59,26.47,72.73,70.59,26.47,72.73,70.59,8.82,88.89,8.82,0,100,26.47,17.65,60,8.82,0,100,0,0,-,23.53,23.53,50,0,0,-,63.73,12.75,83.33,12.75,0,100,12.5,100,1.125,79.41,26.47,0,44.12,100,123.53,35.29,0,100
2016,Andrew Agozzino,COL,L,9,2.266666667,0.251851852,79.41,26.47,75,52.94,26.47,66.67,52.94,26.47,66.67,26.47,0,100,26.47,0,100,0,0,-,0,0,-,35.29,0,100,35.29,0,100,76.47,38.24,66.67,0,0,-,50,100,1.5,52.94,0,0,26.47,100,52.94,0,0,100
2016,Michael Mersch,L.A,L,17,6.8,0.4,97.06,26.47,78.57,61.76,17.65,77.78,35.29,8.82,80,8.82,0,100,26.47,26.47,50,8.82,17.65,33.33,8.82,0,100,23.53,11.76,66.67,0,0,-,89.22,0,100,0,0,-,25,100,1.25,35.29,0,0,70.59,100,35.29,8.82,17.65,66.67
2016,Tom Gilbert,MTL,D,45,6.85,0.152222222,105.11,26.28,80,78.83,17.52,81.82,70.07,17.52,80,0,0,-,52.55,0,100,26.28,0,100,0,0,-,35.04,0,100,0,0,-,63.26,12.65,83.33,0,0,-,0,100,1,17.52,43.8,8.76,43.8,66.67,26.28,43.8,17.52,60
2016,Colton Sissons,NSH,C,34,2.333333333,0.068627451,51.43,25.71,66.67,51.43,25.71,66.67,51.43,25.71,66.67,0,0,-,0,25.71,0,0,0,-,0,0,-,0,34.29,0,0,0,-,74.29,0,100,0,0,-,0,100,1,77.14,25.71,0,77.14,100,102.86,25.71,0,100
2016,Adam McQuaid,BOS,D,64,2.35,0.03671875,102.13,25.53,80,102.13,25.53,80,102.13,25.53,80,51.06,0,100,76.6,0,100,51.06,0,100,25.53,0,100,34.04,0,100,34.04,0,100,36.88,36.88,50,0,0,-,50,100,1.5,25.53,25.53,25.53,255.32,50,25.53,76.6,25.53,50
2016,Nick Schultz,PHI,D,81,4.733333333,0.058436214,38.03,25.35,60,38.03,25.35,60,25.35,25.35,50,0,0,-,12.68,0,100,0,0,-,0,0,-,16.9,0,100,0,0,-,36.62,36.62,50,0,0,-,0,100,1,76.06,63.38,12.68,114.08,85.71,88.73,63.38,12.68,87.5
2016,David Pastrnak,BOS,R,51,23.86666667,0.467973856,77.93,25.14,75.61,57.82,22.63,71.88,37.71,17.6,68.18,5.03,2.51,66.67,32.68,15.08,68.42,7.54,10.06,42.86,2.51,0,100,33.52,6.7,83.33,3.35,0,100,50.84,7.26,87.5,0,0,-,13.33,85.71,0.99,17.6,7.54,2.51,62.85,87.5,27.65,17.6,7.54,78.57
2016,Eric Gelinas,"COL, N.J",D,40,52.71666667,1.317916667,87.64,25.04,77.78,71.7,25.04,74.12,42.11,22.76,64.91,7.97,5.69,58.33,36.42,15.93,69.57,17.07,11.38,60,4.55,3.41,57.14,25.8,6.07,80.95,1.52,1.52,50,69.05,11.51,85.71,1.64,1.64,50,18.92,75,0.939,33.01,4.55,2.28,33.01,93.55,51.22,11.38,5.69,90
2016,Zbynek Michalek,ARI,D,70,2.45,0.035,48.98,24.49,66.67,24.49,24.49,50,24.49,24.49,50,24.49,0,100,24.49,0,100,24.49,0,100,24.49,0,100,0,0,-,0,0,-,35.37,35.37,50,0,0,-,100,100,2,0,24.49,0,367.35,-,24.49,24.49,0,100
2016,Brandon Bollig,CGY,L,54,2.45,0.04537037,73.47,24.49,75,73.47,24.49,75,73.47,0,100,0,0,-,48.98,24.49,66.67,0,0,-,0,0,-,65.31,32.65,66.67,0,0,-,35.37,0,100,0,0,-,0,-,0,48.98,0,0,195.92,100,97.96,24.49,0,100
2016,Joel Hanley,MTL,D,10,7.35,0.735,32.65,24.49,57.14,24.49,16.33,60,16.33,16.33,50,0,0,-,24.49,24.49,50,8.16,8.16,50,0,0,-,21.77,21.77,50,0,0,-,11.79,0,100,0,0,-,0,100,1,8.16,8.16,0,73.47,100,8.16,8.16,0,100
2016,Jonathan Ericsson,DET,D,71,7.433333333,0.104694836,56.5,24.22,70,56.5,16.14,77.78,32.29,8.07,80,0,0,-,24.22,0,100,8.07,0,100,0,0,-,21.52,0,100,0,0,-,34.98,34.98,50,0,0,-,0,100,1,64.57,0,16.14,153.36,80,96.86,0,32.29,75
2016,Jyrki Jokipakka,"CGY, DAL",D,58,4.983333333,0.08591954,36.12,24.08,60,24.08,24.08,50,24.08,12.04,66.67,12.04,0,100,12.04,12.04,50,12.04,12.04,50,12.04,0,100,0,0,-,0,0,-,17.39,17.39,50,0,0,-,50,100,1.5,24.08,36.12,0,108.36,100,24.08,48.16,0,100
2016,Joel Vermin,T.B,R,6,5.033333333,0.838888889,83.44,23.84,77.78,59.6,23.84,71.43,35.76,23.84,60,0,0,-,35.76,0,100,0,0,-,0,0,-,47.68,0,100,0,0,-,68.87,17.22,80,0,0,-,0,100,1,23.84,0,0,47.68,100,35.76,0,0,100
2016,Byron Froese,TOR,C,56,15.38333333,0.274702381,140.41,23.4,85.71,101.41,23.4,81.25,66.31,19.5,77.27,3.9,3.9,50,66.31,0,100,39,0,100,3.9,0,100,36.4,0,100,0,0,-,95.77,22.54,80.95,0,5.63,0,5.88,80,0.859,50.7,3.9,7.8,62.41,86.67,62.41,11.7,11.7,84.21
2016,Scottie Upshall,STL,R,70,2.6,0.037142857,69.23,23.08,75,23.08,23.08,50,23.08,23.08,50,0,0,-,23.08,0,100,0,0,-,0,0,-,30.77,0,100,0,0,-,66.67,0,100,0,0,-,0,100,1,138.46,69.23,0,115.38,100,138.46,69.23,0,100
2016,Boyd Gordon,ARI,C,65,2.65,0.040769231,22.64,22.64,50,0,22.64,0,0,22.64,0,0,0,-,22.64,22.64,50,0,0,-,0,0,-,30.19,30.19,50,0,0,-,0,0,-,0,0,-,-,100,1,45.28,0,22.64,226.42,66.67,45.28,0,22.64,66.67
2016,Josh Leivo,TOR,L,12,31.96666667,2.663888889,84.46,22.52,78.95,60.06,16.89,78.05,26.28,11.26,70,1.88,3.75,33.33,43.17,11.26,79.31,11.26,0,100,0,0,-,42.54,15.02,73.91,2.5,5.01,33.33,56.93,10.84,84,0,0,-,7.14,66.67,0.738,26.28,3.75,1.88,28.15,93.33,39.42,5.63,1.88,95.45
2016,Ryan Carter,MIN,L,60,2.683333333,0.044722222,0,22.36,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,32.3,0,0,0,-,-,-,-,89.44,22.36,22.36,223.6,80,89.44,67.08,44.72,66.67
2016,Bobby Farnham,"N.J, PIT",R,53,2.683333333,0.050628931,22.36,22.36,50,0,22.36,0,0,22.36,0,0,0,-,0,22.36,0,0,22.36,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,100,1,111.8,44.72,0,201.24,100,111.8,67.08,22.36,83.33
2016,Jon Merrill,N.J,D,47,5.383333333,0.114539007,44.58,22.29,66.67,44.58,22.29,66.67,33.44,22.29,60,0,11.15,0,0,22.29,0,0,22.29,0,0,11.15,0,0,0,-,0,0,-,32.2,0,100,0,0,-,0,50,0.5,44.58,33.44,11.15,144.89,80,55.73,55.73,11.15,83.33
