Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2014,Sidney Crosby,PIT,C,80,1373.366667,25,41,24,17,66,81.48,184,13.59,305,250,195,87,12,20,42,20,20,0,0,26,35,38,43,76,27,697,682,50.54
2014,Ryan Getzlaf,ANA,C,77,1188.183333,26,38,22,16,64,82.05,147,17.69,248,197,140,57,7,19,20,7,5,2,0,18,48,36,92,81,67,544,557,49.41
2014,Corey Perry,ANA,R,81,1243.716667,34,29,22,7,63,78.75,206,16.5,366,292,231,125,14,21,51,24,23,1,0,36,48,26,75,114,23,8,15,34.78
2014,Taylor Hall,EDM,L,75,1233.516667,20,42,22,20,62,96.88,189,10.58,324,245,182,73,13,14,36,17,17,0,0,24,83,69,50,145,40,31,37,45.59
2014,Phil Kessel,TOR,R,82,1433.316667,29,31,22,9,60,77.92,234,12.39,427,317,223,75,22,25,19,8,7,1,0,13,72,36,23,59,30,2,8,20
2014,Tyler Seguin,DAL,C,80,1241.366667,26,33,24,9,59,80.82,208,12.5,343,282,186,79,8,20,6,3,3,0,0,24,40,65,47,39,23,271,384,41.37
2014,Jamie Benn,DAL,L,81,1193.3,28,29,13,16,57,74.03,216,12.96,391,311,236,92,12,22,35,16,15,1,0,25,54,56,105,93,57,270,247,52.22
2014,Joe Thornton,S.J,C,82,1222.383333,9,47,30,17,56,77.78,81,11.11,151,114,83,33,5,12,26,13,13,0,0,14,70,69,49,30,31,470,384,55.04
2014,Gabriel Landeskog,COL,L,81,1298.816667,21,34,27,7,55,73.33,192,10.94,335,257,170,75,13,26,56,28,28,0,0,23,28,57,166,120,52,10,4,71.43
2014,Kyle Okposo,NYI,R,71,1155.766667,22,32,16,16,54,80.6,145,15.17,282,208,166,70,6,15,20,10,10,0,0,15,32,43,42,93,34,65,73,47.1
2014,Matt Duchene,COL,C,71,1099.5,18,35,24,11,53,84.13,182,9.89,316,246,198,96,12,20,10,5,5,0,0,30,30,39,51,88,43,466,476,49.47
2014,Patrick Sharp,CHI,L,82,1278.066667,23,29,18,11,52,70.27,235,9.79,408,303,178,73,11,17,28,14,14,0,0,16,21,39,51,112,25,74,55,57.36
2014,Jaromir Jagr,N.J,R,82,1326.733333,19,31,17,14,50,80.65,194,9.79,321,260,213,87,12,16,44,22,22,0,0,11,49,35,4,76,9,0,2,0
