Year,Player,Team,Position,GP,PKTOI,PKTOI_GP,PKCF_60,PKCA_60,PKCFPer,PKFF_60,PKFA_60,PKFFPer,PKSF_60,PKSA_60,PKSFPer,PKGF_60,PKGA_60,PKGFPer,PKSCF_60,PKSCA_60,PKSCFPer,PKHDCF_60,PKHDCA_60,PKHDCFPer,PKHDGF_60,PKHDGA_60,PKHDGFPer,PKMDCF_60,PKMDCA_60,PKMDCFPer,PKMDGF_60,PKMDGA_60,PKMDGFPer,PKLDCF_60,PKLDCA_60,PKLDCFPer,PKLDGF_60,PKLDGA_60,PKLDGFPer,PKOn-Ice SHPer,PKOn-Ice SVPer,PKPDO,PKOff. Zone Faceoffs_60,PKNeu. Zone Faceoffs_60,PKDef. Zone Faceoffs_60,PKOnTFStarts_60,PKOffZoneStartPer,PKOffZoneFaceoffs_60,PKNeuZoneFaceoffs_60,PKDefZoneFaceoffs_60,PKOff. Zone Faceoff Per
2017,Anthony Duclair,ARI,L,58,0.266666667,0.004597701,0,225,0,0,225,0,0,225,0,0,225,0,0,225,0,0,225,0,0,225,0,0,0,-,0,0,-,0,0,-,0,0,-,-,0,0,0,225,0,225,-,0,225,0,-
2017,Jesse Puljujarvi,EDM,R,28,0.266666667,0.00952381,0,225,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,225,-,0,0,0,-
2017,Gustav Nyquist,DET,"C, R",76,1.416666667,0.018640351,42.35,211.76,16.67,42.35,127.06,25,0,84.71,0,0,0,-,42.35,84.71,33.33,0,0,-,0,0,-,56.47,112.94,33.33,0,0,-,0,183.53,0,0,0,-,-,100,1,42.35,0,0,84.71,100,42.35,0,0,100
2017,Kevin Rooney,N.J,C,4,0.6,0.15,0,200,0,0,200,0,0,100,0,0,100,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,288.89,0,0,144.44,0,-,0,0,0,0,100,0,0,0,0,100,0
2017,Teddy Purcell,L.A,"L, R",12,0.316666667,0.026388889,0,189.47,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,189.47,-,0,0,0,-
2017,Zach Redmond,MTL,D,16,0.983333333,0.061458333,0,183.05,0,0,61.02,0,0,61.02,0,0,61.02,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,176.27,0,0,88.14,0,-,0,0,0,0,122.03,61.02,0,0,0,122.03,0
2017,William Carrier,BUF,L,41,2.4,0.058536585,0,175,0,0,100,0,0,100,0,0,25,0,0,100,0,0,50,0,0,25,0,0,66.67,0,0,0,-,0,108.33,0,0,0,-,-,75,0.75,0,25,75,75,0,0,25,125,0
2017,Michael Raffl,PHI,L,52,1.383333333,0.026602564,0,173.49,0,0,130.12,0,0,43.37,0,0,43.37,0,0,86.75,0,0,0,-,0,0,-,0,115.66,0,0,57.83,0,0,125.3,0,0,0,-,-,0,0,0,0,0,130.12,-,0,0,0,-
2017,Reid Boucher,"N.J, NSH, VAN",C,39,1.85,0.047435897,0,162.16,0,0,97.3,0,0,0,-,0,0,-,0,64.86,0,0,0,-,0,0,-,0,86.49,0,0,0,-,0,93.69,0,0,0,-,-,-,-,0,32.43,0,64.86,-,0,32.43,0,-
2017,Jayson Megna,VAN,C,58,2.616666667,0.045114943,22.93,160.51,12.5,22.93,137.58,14.29,0,114.65,0,0,22.93,0,0,91.72,0,0,68.79,0,0,22.93,0,0,30.57,0,0,0,-,33.12,99.36,25,0,0,-,-,80,0.8,0,22.93,22.93,114.65,0,0,22.93,45.86,0
2017,Jordan Eberle,EDM,"C, R",82,1.166666667,0.014227642,102.86,154.29,40,102.86,102.86,50,51.43,102.86,33.33,0,0,-,0,102.86,0,0,51.43,0,0,0,-,0,68.57,0,0,0,-,148.57,74.29,66.67,0,0,-,0,100,1,51.43,154.29,0,257.14,100,102.86,154.29,0,100
2017,Gustav Forsling,CHI,D,38,3.133333333,0.08245614,0,153.19,0,0,134.04,0,0,95.74,0,0,38.3,0,0,95.74,0,0,76.6,0,0,19.15,0,0,25.53,0,0,25.53,0,0,82.98,0,0,0,-,-,60,0.6,0,0,19.15,114.89,0,0,19.15,19.15,0
2017,Kyle Okposo,BUF,R,65,9.05,0.139230769,6.63,152.49,4.17,6.63,125.97,5,6.63,86.19,7.14,0,13.26,0,0,66.3,0,0,33.15,0,0,6.63,0,0,44.2,0,0,0,-,0,114.92,0,0,0,-,0,84.62,0.846,6.63,19.89,26.52,66.3,20,6.63,19.89,33.15,16.67
2017,Kris Versteeg,CGY,R,69,1.183333333,0.017149758,0,152.11,0,0,152.11,0,0,152.11,0,0,0,-,0,50.7,0,0,50.7,0,0,0,-,0,0,-,0,0,-,0,146.48,0,0,0,-,-,100,1,50.7,50.7,0,50.7,100,50.7,50.7,0,100
2017,Kyle Clifford,L.A,L,73,1.583333333,0.021689498,75.79,151.58,33.33,37.89,75.79,33.33,37.89,75.79,33.33,0,0,-,37.89,37.89,50,0,0,-,0,0,-,50.53,50.53,50,0,0,-,54.74,109.47,33.33,0,0,-,0,100,1,0,0,0,265.26,-,0,37.89,37.89,0
2017,Julian Melchiori,WPG,D,18,14.28333333,0.793518519,4.2,147.02,2.78,4.2,100.82,4,4.2,58.81,6.67,0,4.2,0,0,84.01,0,0,21,0,0,4.2,0,0,84.01,0,0,0,-,0,84.95,0,0,0,-,0,92.86,0.929,4.2,4.2,29.4,54.61,12.5,8.4,16.8,42.01,16.67
2017,Karl Stollery,N.J,D,11,0.833333333,0.075757576,0,144,0,0,144,0,0,144,0,0,0,-,0,144,0,0,72,0,0,0,-,0,96,0,0,0,-,0,0,-,0,0,-,-,100,1,0,72,0,144,-,0,72,0,-
2017,Alan Quine,NYI,C,61,22.1,0.362295082,0,141.18,0,0,105.88,0,0,78.73,0,0,5.43,0,0,65.16,0,0,38.01,0,0,5.43,0,0,36.2,0,0,0,-,0,101.96,0,0,0,-,-,93.1,0.93,0,5.43,48.87,73.3,0,0,10.86,57.01,0
2017,Markus Nutivaara,CBJ,D,66,1.7,0.025757576,0,141.18,0,0,141.18,0,0,141.18,0,0,35.29,0,0,105.88,0,0,70.59,0,0,35.29,0,0,47.06,0,0,0,-,0,50.98,0,0,0,-,-,75,0.75,0,0,0,176.47,-,0,0,0,-
2017,Matt Carle,NSH,D,6,3.85,0.641666667,15.58,140.26,10,15.58,77.92,16.67,0,77.92,0,0,31.17,0,0,77.92,0,0,31.17,0,0,31.17,0,0,62.34,0,0,0,-,22.51,67.53,25,0,0,-,-,60,0.6,0,31.17,0,109.09,-,0,31.17,15.58,0
2017,Teuvo Teravainen,CAR,L,81,1.283333333,0.015843621,93.51,140.26,40,93.51,140.26,40,93.51,93.51,50,0,46.75,0,46.75,0,100,46.75,0,100,0,0,-,0,0,-,0,0,-,67.53,202.6,25,0,67.53,0,0,50,0.5,46.75,0,0,140.26,100,46.75,0,0,100
2017,Peter Holland,"ARI, TOR",C,48,6.483333333,0.135069444,9.25,138.82,6.25,9.25,101.8,8.33,9.25,83.29,10,0,18.51,0,0,83.29,0,0,55.53,0,0,9.25,0,0,37.02,0,0,0,-,13.37,53.47,20,0,13.37,0,0,77.78,0.778,9.25,9.25,18.51,111.05,33.33,9.25,18.51,18.51,33.33
2017,Scott Hartnell,CBJ,L,78,0.433333333,0.005555556,0,138.46,0,0,138.46,0,0,138.46,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,200,0,0,0,-,-,100,1,0,0,0,415.38,-,0,0,0,-
2017,Frederik Gauthier,TOR,C,21,21.88333333,1.042063492,8.23,137.09,5.66,8.23,98.71,7.69,8.23,65.8,11.11,0,10.97,0,5.48,79.51,6.45,2.74,21.93,11.11,0,5.48,0,3.66,76.77,4.55,0,7.31,0,3.96,67.33,5.56,0,0,-,0,83.33,0.833,0,21.93,139.83,19.19,0,0,35.64,167.25,0
2017,Brian Boyle,"T.B, TOR",C,75,79.76666667,1.063555556,5.27,136.15,3.72,4.51,100.04,4.32,3.01,72.96,3.96,0,9.78,0,2.26,72.21,3.03,0.75,25.57,2.86,0,3.01,0,2.01,62.18,3.13,0,3.01,0,3.26,83.66,3.75,0,6.52,0,0,86.6,0.866,5.27,6.77,57.92,39.87,8.33,5.27,9.03,72.96,6.73
2017,Boyd Gordon,PHI,C,13,19.83333333,1.525641026,6.05,136.13,4.26,6.05,87.73,6.45,3.03,63.53,4.55,0,15.13,0,0,60.5,0,0,30.25,0,0,12.1,0,0,40.34,0,0,0,-,4.37,91.76,4.55,0,4.37,0,0,76.19,0.762,0,0,72.61,45.38,0,0,3.03,87.73,0
2017,Wade Megan,STL,C,3,1.333333333,0.444444444,0,135,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,130,0,0,0,-,-,-,-,0,0,135,45,0,0,0,135,0
2017,Tyler Gaudet,ARI,C,4,9.066666667,2.266666667,13.24,132.35,9.09,13.24,99.26,11.76,13.24,52.94,20,0,6.62,0,0,99.26,0,0,66.18,0,0,6.62,0,0,44.12,0,0,0,-,9.56,47.79,16.67,0,0,-,0,87.5,0.875,13.24,0,39.71,46.32,25,13.24,0,39.71,25
2017,Nick Leddy,NYI,D,81,61.06666667,0.753909465,7.86,131.66,5.63,4.91,104.15,4.5,4.91,74.67,6.17,0,5.9,0,4.91,61.9,7.35,1.97,31.44,5.88,0,0.98,0,3.93,40.61,8.82,0,3.93,0,1.42,96.51,1.45,0,2.84,0,0,92.11,0.921,1.97,11.79,30.46,39.3,6.06,3.93,17.69,50.11,7.27
2017,Tomas Hertl,S.J,C,49,59.16666667,1.207482993,10.14,130.82,7.19,10.14,99.38,9.26,9.13,68.96,11.69,0,5.07,0,5.07,65.92,7.14,1.01,33.46,2.94,0,2.03,0,5.41,43.27,11.11,0,2.7,0,1.46,84.96,1.69,0,1.46,0,0,92.65,0.926,4.06,7.1,57.8,41.58,6.56,5.07,7.1,68.96,6.85
2017,Mika Zibanejad,NYR,C,56,39,0.696428571,9.23,130.77,6.59,6.15,106.15,5.48,6.15,67.69,8.33,0,4.62,0,1.54,76.92,1.96,1.54,26.15,5.56,0,1.54,0,0,67.69,0,0,2.05,0,8.89,75.56,10.53,0,2.22,0,0,93.18,0.932,3.08,6.15,84.62,35.38,3.51,6.15,9.23,92.31,6.25
2017,Gabriel Dumont,T.B,C,39,12.88333333,0.33034188,13.97,130.4,9.68,9.31,79.17,10.53,9.31,51.23,15.38,0,0,-,0,46.57,0,0,18.63,0,0,0,-,0,37.26,0,0,0,-,13.45,107.63,11.11,0,0,-,0,100,1,4.66,9.31,102.46,18.63,4.35,9.31,13.97,139.72,6.25
2017,Tanner Glass,NYR,L,11,2.766666667,0.251515152,0,130.12,0,0,108.43,0,0,108.43,0,0,21.69,0,0,43.37,0,0,43.37,0,0,21.69,0,0,0,-,0,0,-,0,125.3,0,0,0,-,-,80,0.8,0,21.69,43.37,65.06,0,0,21.69,43.37,0
2017,Micheal Ferland,CGY,L,76,2.766666667,0.036403509,0,130.12,0,0,108.43,0,0,108.43,0,0,21.69,0,0,86.75,0,0,65.06,0,0,21.69,0,0,28.92,0,0,0,-,0,62.65,0,0,0,-,-,80,0.8,43.37,21.69,43.37,216.87,50,43.37,21.69,65.06,40
2017,Tyler Myers,WPG,D,11,32.45,2.95,9.24,129.43,6.67,9.24,81.36,10.2,7.4,57.32,11.43,1.85,3.7,33.33,5.55,64.71,7.89,5.55,24.04,18.75,0,1.85,0,0,54.24,0,0,0,-,5.34,80.12,6.25,2.67,2.67,50,25,93.55,1.185,1.85,9.24,33.28,20.34,5.26,3.7,11.09,59.17,5.88
2017,Anthony DeAngelo,ARI,D,39,2.783333333,0.071367521,0,129.34,0,0,129.34,0,0,107.78,0,0,43.11,0,0,86.23,0,0,64.67,0,0,43.11,0,0,28.74,0,0,0,-,0,62.28,0,0,0,-,-,60,0.6,0,0,21.56,129.34,0,0,21.56,21.56,0
2017,Ben Smith,"COL, TOR",R,40,87.36666667,2.184166667,10.3,129.11,7.39,7.55,94.77,7.38,5.49,68.68,7.41,0,9.61,0,3.43,57,5.68,0.69,17.86,3.7,0,3.43,0,3.66,52.19,6.56,0,6.41,0,3.97,94.24,4.04,0,1.98,0,0,86,0.86,1.37,11.67,63.87,35.71,2.11,2.06,13.05,85.16,2.36
2017,Johan Larsson,BUF,"C, L",36,44.78333333,1.243981481,5.36,128.62,4,5.36,101.82,5,4.02,71.01,5.36,0,12.06,0,1.34,61.63,2.13,0,42.87,0,0,8.04,0,1.79,25.01,6.67,0,3.57,0,1.94,87.09,2.17,0,1.94,0,0,83.02,0.83,4.02,5.36,24.12,50.91,14.29,4.02,9.38,34.83,10.34
2017,Jimmy Vesey,NYR,L,80,0.466666667,0.005833333,0,128.57,0,0,128.57,0,0,128.57,0,0,128.57,0,0,128.57,0,0,128.57,0,0,128.57,0,0,0,-,0,0,-,0,0,-,0,0,-,-,0,0,0,128.57,0,385.71,-,0,128.57,0,-
2017,Tomas Nosek,DET,L,11,2.333333333,0.212121212,25.71,128.57,16.67,25.71,102.86,20,0,102.86,0,0,0,-,25.71,77.14,25,0,51.43,0,0,0,-,34.29,34.29,50,0,0,-,0,74.29,0,0,0,-,-,100,1,0,0,102.86,25.71,0,0,0,128.57,0
2017,Zemgus Girgensons,BUF,C,75,86.46666667,1.152888889,10.41,128.37,7.5,7.63,105.47,6.75,4.86,80.49,5.69,0,11.8,0,4.16,63.84,6.12,1.39,31.23,4.26,0,6.94,0,3.7,43.48,7.84,0,1.85,0,7.02,85.2,7.61,0,5.01,0,0,85.34,0.853,0.69,6.25,36.78,56.21,1.85,1.39,9.02,49.96,2.7
2017,Miikka Salomaki,NSH,R,5,5.616666667,1.123333333,0,128.19,0,0,96.14,0,0,85.46,0,0,10.68,0,0,42.73,0,0,32.05,0,0,0,-,0,14.24,0,0,0,-,0,108.01,0,0,15.43,0,-,87.5,0.88,0,21.36,85.46,0,0,0,32.05,85.46,0
2017,Gabriel Bourque,COL,L,6,13.23333333,2.205555556,13.6,126.95,9.68,13.6,113.35,10.71,9.07,95.21,8.7,0,18.14,0,9.07,63.48,12.5,0,18.14,0,0,0,-,12.09,60.45,16.67,0,12.09,0,0,85.14,0,0,13.1,0,0,80.95,0.81,0,4.53,54.41,63.48,0,0,9.07,77.08,0
2017,Patrick Eaves,"ANA, DAL",R,79,13.88333333,0.175738397,4.32,125.33,3.33,4.32,95.08,4.35,4.32,69.15,5.88,0,8.64,0,0,64.83,0,0,38.9,0,0,8.64,0,0,34.57,0,0,0,-,0,81.15,0,0,0,-,0,87.5,0.875,8.64,4.32,4.32,108.04,66.67,8.64,4.32,4.32,66.67
2017,Tanner Kero,CHI,C,47,68,1.446808511,8.82,125.29,6.58,7.06,96.18,6.84,7.06,67.94,9.41,0,8.82,0,2.65,50.29,5,1.76,27.35,6.06,0,5.29,0,1.18,30.59,3.7,0,3.53,0,7.65,100.69,7.06,0,1.27,0,0,87.01,0.87,0,4.41,30,78.53,0,0,7.94,37.06,0
2017,Mark Stuart,WPG,D,42,95.18333333,2.266269841,15.13,124.81,10.81,12.61,88.88,12.42,10.72,66.19,13.93,1.89,9.46,16.67,5.67,64.3,8.11,3.15,25.84,10.87,0.63,1.89,25,3.36,51.27,6.15,0.84,5.88,12.5,10.93,79.22,12.12,0.91,4.55,16.67,17.65,85.71,1.034,1.89,6.3,40.97,29.63,4.41,3.78,13.24,60.51,5.88
2017,Ryan Nugent-Hopkins,EDM,C,82,142.0833333,1.732723577,16.05,124.57,11.41,11.4,89.95,11.25,9.29,60.39,13.33,0,7.18,0,8.45,58.7,12.58,2.96,29.56,9.09,0,2.96,0,7.32,38.85,15.85,0,2.82,0,7.32,90.89,7.45,0,3.05,0,0,88.11,0.881,0.42,6.76,39.27,42.23,1.06,1.27,10.56,51.52,2.4
2017,Josh Jooris,"ARI, NYR",R,54,80.01666667,1.481790123,12,124.47,8.79,9,97.48,8.45,6.75,62.24,9.78,0.75,11.25,6.25,7.5,71.99,9.43,3.75,26.99,12.2,0,5.25,0,5,59.99,7.69,1,8,11.11,4.33,72.57,5.63,0,0,-,11.11,81.93,0.93,3,5.25,37.49,50.24,7.41,4.5,9,41.99,9.68
2017,Johnny Oduya,"CHI, DAL",D,52,120.5166667,2.317628205,12.45,124.46,9.09,9.46,90.61,9.45,6.97,61.24,10.22,0,10.95,0,5.97,58.75,9.23,1.49,24.39,5.77,0,5.48,0,5.97,45.8,11.54,0,3.98,0,7.19,89.89,7.41,0,3.6,0,0,82.11,0.821,0.5,6.47,35.85,35.35,1.37,2.49,12.94,51.78,4.59
2017,Anton Slepyshev,EDM,L,41,0.483333333,0.011788618,0,124.14,0,0,124.14,0,0,124.14,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,179.31,0,0,0,-,-,100,1,0,124.14,0,372.41,-,0,124.14,0,-
2017,Justin Falk,BUF,D,52,38.95,0.749038462,4.62,123.23,3.61,4.62,98.59,4.48,4.62,73.94,5.88,0,9.24,0,3.08,69.32,4.26,1.54,41.59,3.57,0,7.7,0,2.05,36.97,5.26,0,2.05,0,0,75.65,0,0,0,-,0,87.5,0.875,1.54,3.08,23.11,64.7,6.25,4.62,6.16,27.73,14.29
2017,Markus Hannikainen,CBJ,L,10,6.833333333,0.683333333,8.78,122.93,6.67,0,105.37,0,0,70.24,0,0,8.78,0,0,61.46,0,0,26.34,0,0,0,-,0,46.83,0,0,11.71,0,12.68,88.78,12.5,0,0,-,-,87.5,0.88,0,0,26.34,70.24,0,0,0,26.34,0
2017,Zbynek Michalek,ARI,D,3,3.916666667,1.305555556,0,122.55,0,0,76.6,0,0,15.32,0,0,15.32,0,0,61.28,0,0,15.32,0,0,0,-,0,61.28,0,0,20.43,0,0,88.51,0,0,0,-,-,0,0,0,0,15.32,61.28,0,0,0,30.64,0
2017,Connor Carrick,TOR,D,67,16.66666667,0.248756219,3.6,122.4,2.86,3.6,93.6,3.7,0,64.8,0,0,10.8,0,3.6,57.6,5.88,0,21.6,0,0,0,-,4.8,48,9.09,0,4.8,0,0,72.8,0,0,10.4,0,-,83.33,0.83,0,14.4,21.6,79.2,0,0,25.2,21.6,0
2017,Milan Michalek,TOR,L,5,5.416666667,1.083333333,22.15,121.85,15.38,22.15,77.54,22.22,11.08,44.31,20,0,0,-,22.15,55.38,28.57,11.08,33.23,25,0,0,-,14.77,29.54,33.33,0,0,-,0,64,0,0,0,-,0,100,1,0,0,0,110.77,-,0,11.08,0,-
2017,Bo Horvat,VAN,C,81,148.7666667,1.836625514,9.28,121.8,7.08,8.87,96.8,8.4,7.26,73.4,9,0.81,11.29,6.67,5.65,75.82,6.93,2.82,28.23,9.09,0.81,6.05,11.76,3.76,63.46,5.6,0,4.3,0,4.08,64.67,5.93,0,2.91,0,11.11,84.62,0.957,1.61,3.63,45.57,43.56,3.42,4.84,6.45,62.11,7.23
2017,Rasmus Ristolainen,BUF,D,79,236.5666667,2.994514768,10.4,121.74,7.87,9.38,97.65,8.77,7.1,68.73,9.36,0.76,8.88,7.89,3.55,56.56,5.91,2.03,26.63,7.08,0.51,4.82,9.52,2.03,39.9,4.84,0,2.37,0,4.4,88.66,4.72,0.37,2.93,11.11,10.71,87.08,0.978,0.25,3.8,40.07,16.49,0.63,1.52,8.88,66.7,2.23
2017,Ryan Callahan,T.B,R,18,35.58333333,1.976851852,8.43,121.41,6.49,8.43,79.25,9.62,8.43,65.76,11.36,1.69,6.74,20,8.43,57.33,12.82,6.74,21.92,23.53,1.69,1.69,50,2.25,47.21,4.55,0,2.25,0,0,82.81,0,0,4.87,0,20,89.74,1.097,1.69,5.06,40.47,53.96,4,3.37,13.49,47.21,6.67
2017,Mark Scheifele,WPG,C,79,55.61666667,0.704008439,18.34,120.83,13.18,15.1,90.62,14.29,11.87,63.65,15.71,2.16,8.63,20,7.55,61.49,10.94,5.39,23.73,18.52,2.16,3.24,40,2.88,50.34,5.41,0,2.88,0,10.91,73.24,12.96,0,4.67,0,18.18,86.44,1.046,3.24,10.79,58.26,63.65,5.26,4.32,16.18,64.73,6.25
2017,Michal Kempny,CHI,D,50,33.81666667,0.676333333,1.77,120.65,1.45,1.77,86.94,2,1.77,65.65,2.63,0,10.65,0,1.77,60.33,2.86,0,26.61,0,0,8.87,0,2.37,44.95,5,0,2.37,0,0,79.45,0,0,0,-,0,83.78,0.838,3.55,3.55,14.19,67.42,20,3.55,12.42,30.16,10.53
2017,Justin Braun,S.J,D,81,172.85,2.133950617,7.98,120.1,6.23,7.64,88.52,7.94,7.64,62.48,10.89,1.04,7.64,12,3.12,56.58,5.23,1.74,22.22,7.25,0.35,2.78,11.11,1.85,45.82,3.88,0.93,3.24,22.22,2.51,83.23,2.92,0,3.51,0,13.64,87.78,1.014,1.04,6.6,37.14,29.51,2.73,2.43,11.46,58.32,4
2017,Travis Hamonic,NYI,D,49,110.9333333,2.263945578,6.49,120.07,5.13,4.33,90.32,4.57,3.79,63.82,5.6,0,5.95,0,3.79,57.33,6.19,1.08,23.26,4.44,0,1.08,0,3.61,45.43,7.35,0,2.88,0,0.78,84.38,0.92,0,3.91,0,0,90.68,0.907,1.08,5.95,35.16,33.53,2.99,2.16,13.52,54.63,3.81
2017,Tyler Motte,CHI,"C, L",33,35.63333333,1.07979798,1.68,119.55,1.39,0,84.19,0,0,58.93,0,0,13.47,0,1.68,48.83,3.33,0,26.94,0,0,6.74,0,2.25,29.19,7.14,0,0,-,0,85.13,0,0,9.73,0,-,77.14,0.77,1.68,3.37,31.99,89.24,5,1.68,8.42,43.78,3.7
2017,Marc-Edouard Vlasic,S.J,D,75,155.95,2.079333333,9.23,119.27,7.19,8.85,85.41,9.39,8.46,60.02,12.36,1.15,6.93,14.29,3.85,55.02,6.54,1.92,19.24,9.09,0.38,1.54,20,2.56,47.71,5.1,1.03,3.59,22.22,2.78,85.58,3.14,0,3.89,0,13.64,88.46,1.021,0.77,5.77,37.32,28.86,2.02,3.08,9.62,58.1,5.03
2017,Zach Hyman,TOR,C,82,227.7833333,2.777845528,12.91,119.06,9.78,12.12,87.71,12.14,10.01,58.74,14.56,1.05,7.38,12.5,6.85,62.43,9.89,2.63,22.65,10.42,0.79,3.69,17.65,5.62,53.03,9.58,0.35,3.51,9.09,4.57,72.67,5.91,0,1.52,0,10.53,87.44,0.98,0,5.79,47.68,42.15,0,1.58,9.22,65.59,2.35
2017,Ryan O'Reilly,BUF,C,72,168.6166667,2.341898148,12.1,118.85,9.24,9.96,96.08,9.4,7.47,70.1,9.63,0.71,8.18,8,4.27,54.44,7.27,2.14,27.4,7.23,0.36,5.34,6.25,2.85,36.06,7.32,0,0.47,0,6.17,87.89,6.56,0.51,3.08,14.29,9.52,88.32,0.978,0.36,4.63,66.19,16.72,0.53,1.78,7.83,99.28,1.76
2017,Brian Gionta,BUF,R,82,152,1.853658537,12.63,118.82,9.61,10.66,96.32,9.96,8.68,73.03,10.63,0.79,6.32,11.11,5.13,56.05,8.39,3.16,26.05,10.81,0.39,4.34,8.33,2.63,40,6.17,0,1.58,0,4.56,86.1,5.03,0.57,1.14,33.33,9.09,91.35,1.004,0.79,5.53,17.37,60.79,4.35,1.97,10.26,24.08,7.58
