Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2019,Kyle Okposo,BUF,R,78,147.45,7,4,2,2,11,68.75,34,20.59,53,41,27,14,0,2,2,1,1,0,0,0,2,1,8,6,1,15,18,45.45
2019,Filip Forsberg,NSH,L,64,192.9,7,3,2,1,10,76.92,48,14.58,110,72,49,8,0,3,6,3,3,0,0,0,15,2,2,7,0,0,2,0
2019,Brian Boyle,"N.J, NSH",C,73,192.0833333,7,2,1,1,9,42.86,32,21.88,55,45,45,30,2,2,11,4,3,1,0,0,2,0,15,10,0,72,58,55.38
2019,Anthony Duclair,"CBJ, OTT",L,74,119.1333333,7,1,0,1,8,72.73,29,24.14,48,34,14,1,0,2,2,1,1,0,0,2,5,2,1,11,2,0,2,0
2019,Johnny Gaudreau,CGY,L,82,274.6833333,6,21,10,11,27,64.29,39,15.38,81,57,35,12,0,4,4,2,2,0,0,2,26,1,1,8,0,1,0,100
2019,Ryan O'Reilly,STL,C,82,234.2666667,6,16,8,8,22,66.67,46,13.04,73,57,57,23,0,7,4,2,2,0,0,0,4,6,2,6,1,152,99,60.56
2019,Mark Stone,"OTT, VGK",R,77,195.5,6,14,9,5,20,80,38,15.79,67,51,39,10,0,8,5,1,0,1,0,0,10,7,3,3,0,6,5,54.55
2019,Logan Couture,S.J,C,81,235.35,6,12,5,7,18,50,59,10.17,110,86,47,11,1,4,4,1,1,0,0,2,5,3,2,13,2,13,17,43.33
2019,Artemi Panarin,CBJ,L,79,220.9833333,6,12,9,3,18,81.82,48,12.5,97,73,40,4,0,6,13,5,4,1,0,1,3,1,2,4,1,0,1,0
2019,David Krejci,BOS,C,81,182.1166667,6,10,4,6,16,66.67,22,27.27,44,38,17,7,1,1,2,1,1,0,0,0,6,0,1,6,0,33,29,53.23
2019,Dylan Strome,"ARI, CHI",C,78,233.6333333,6,10,3,7,16,47.06,35,17.14,53,44,38,19,1,4,2,1,1,0,0,2,3,1,2,8,0,37,17,68.52
2019,Nino Niederreiter,"CAR, MIN",R,82,184.1666667,6,9,7,2,15,57.69,25,24,44,36,42,27,1,8,2,1,1,0,0,2,7,1,2,10,0,6,5,54.55
2019,Brock Boeser,VAN,R,69,245.9666667,6,9,4,5,15,55.56,69,8.7,135,94,67,10,0,3,6,3,3,0,0,0,8,0,0,11,0,3,4,42.86
2019,T.J. Oshie,WSH,R,69,231.8166667,6,8,4,4,14,38.89,34,17.65,68,57,54,31,1,9,8,3,3,0,0,1,5,3,9,10,2,51,73,41.13
