Year,Player,Team,Position,GP,TOI,TOI_GP,CF_60,CA_60,CFPer,FF_60,FA_60,FFPer,SF_60,SA_60,SFPer,GF_60,GA_60,GFPer,SCF_60,SCA_60,SCFPer,HDCF_60,HDCA_60,HDCFPer,HDGF_60,HDGA_60,HDGFPer,MDCF_60,MDCA_60,MDCFPer,MDGF_60,MDGA_60,MDGFPer,LDCF_60,LDCA_60,LDCFPer,LDGF_60,LDGA_60,LDGFPer,On-Ice SHPer,On-Ice SVPer,PDO,Off. Zone Faceoffs_60,Neu. Zone Faceoffs_60,Def. Zone Faceoffs_60,OnTFStarts_60,OffZoneStartPer,OffZoneFaceoffs_60,NeuZoneFaceoffs_60,DefZoneFaceoffs_60,Off. Zone Faceoff Per
2015,Jason Chimera,WSH,L,77,996.05,12.93571429,44.94,59.88,42.87,32.41,43.49,42.7,22.41,30.48,42.37,1.75,2.41,42.03,20.48,27.17,42.98,8.85,12.11,42.24,0.9,1.75,34.09,15.5,20.08,43.57,0.56,0.4,58.33,30.63,39.42,43.73,0.52,0.44,54.55,7.8,92.09,0.999,10.12,12.77,11.45,44.94,46.93,16.08,18.07,20.84,43.56
2015,Erik Condra,OTT,R,68,982.8166667,14.45318627,50.49,59.83,45.77,36.63,45.24,44.74,27.29,32.54,45.61,2.2,2.44,47.37,23.26,24.42,48.78,10.74,10.13,51.46,1.34,1.16,53.66,16.69,19.05,46.7,0.98,0.73,57.14,31.22,44.71,41.11,0.09,1.06,7.69,8.05,92.5,1.005,7.57,13.19,17.15,41.57,30.62,12.15,20.45,27.47,30.66
2015,Robyn Regehr,L.A,D,67,1361.166667,20.3159204,48.22,59.82,44.63,36.41,46.42,43.96,25.96,33.28,43.82,2.16,2.38,47.57,19.62,27.68,41.47,7.85,11.42,40.73,1.1,1.37,44.64,15.69,21.69,41.98,0.76,0.94,44.83,34.45,40.75,45.81,0.64,0.45,58.82,8.32,92.85,1.012,6.26,12.43,13.27,47.39,32.05,15.65,20.59,24.91,38.59
2015,Zbynek Michalek,"ARI, STL",D,68,1411.733333,20.76078431,48.62,59.8,44.85,35.36,43.65,44.76,25.93,31.03,45.52,2.08,3.19,39.52,20.27,26.48,43.36,8.03,10.88,42.47,1.06,1.79,37.31,16.32,20.8,43.97,0.74,0.96,43.33,33.83,41.25,45.05,0.68,0.92,42.31,8.03,89.73,0.978,6.55,15.43,13.9,41.91,32.02,14.92,22.99,28.69,34.21
2015,Chris Tierney,S.J,C,43,526.65,12.24767442,57.53,59.7,49.08,42.04,44.32,48.68,30.76,31.79,49.18,3.19,2.28,58.33,24.61,26.2,48.43,11.62,10.71,52.04,1.82,1.94,48.48,17.32,20.66,45.6,0.91,0.3,75,41.14,39.33,51.12,0.99,0.16,85.71,10.37,92.83,1.032,10.48,13.9,7.63,53.43,57.86,17.09,19.48,15.84,51.9
2015,Jamie McGinn,COL,L,19,280.6333333,14.77017544,50.88,59.65,46.03,39.55,45.75,46.37,31.22,34.64,47.4,2.14,3.85,35.71,25.01,30.15,45.35,10.9,14.54,42.86,1.5,2.78,35,18.81,20.81,47.48,0.57,0.57,50,29.96,34.9,46.19,0.31,0.62,33.33,6.85,88.89,0.957,15.39,15.39,9.83,35.92,61.02,22.45,21.59,19.88,53.03
2015,Jarome Iginla,COL,R,82,1487.116667,18.13556911,55.64,59.63,48.27,40.67,43.65,48.23,30.02,30.99,49.21,3.11,2.46,55.8,27.11,27.11,50,11.22,11.3,49.82,1.57,1.37,53.42,21.2,21.09,50.13,1.13,0.65,63.64,34.33,37.65,47.69,0.93,0.58,61.54,10.35,92.06,1.024,13.11,13.27,8.39,35.46,60.98,22.55,19.12,17.67,56.07
2015,Michael Del Zotto,PHI,D,64,1403.15,21.92421875,55.33,59.61,48.14,40.07,43.02,48.22,28.99,31.17,48.19,2.61,2.86,47.66,22.83,25.74,47.01,9.36,10.9,46.2,1.41,1.67,45.83,17.96,19.78,47.58,0.8,0.8,50,39.1,41.32,48.62,0.74,0.68,52.17,9,90.81,0.998,8.38,12.02,10.05,43.27,45.48,18.22,17.4,19.11,48.8
2015,Jack Skille,CBJ,R,45,563.55,12.52333333,49.19,59.52,45.25,38.12,45.46,45.61,25.66,35.03,42.28,1.17,3.09,27.5,21.51,27.58,43.82,8.62,11.18,43.55,0.85,2.13,28.57,17.18,21.86,44,0.43,0.71,37.5,35.06,38.29,47.8,0,0.62,0,4.56,91.19,0.957,8.73,13.41,9.9,47.48,46.86,15.22,18.95,19.8,43.47
2015,Kevin Klein,NYR,D,65,1201.833333,18.48974359,50.47,59.51,45.89,36.64,44.43,45.2,28.06,30.95,47.55,3.1,2.6,54.39,23.21,27.11,46.13,10.63,12.53,45.91,1.85,1.5,55.22,16.77,19.44,46.32,1,0.87,53.57,32.02,41.32,43.66,0.65,0.65,50,11.03,91.61,1.026,8.59,12.98,13.83,48.53,38.31,14.78,19.97,22.37,39.78
2015,Kimmo Timonen,CHI,D,16,191.6,11.975,52.3,59.5,46.78,37.89,46.97,44.65,29.75,37.89,43.98,0.94,1.57,37.5,20.35,30.06,40.37,7.52,12.84,36.92,0.63,0.94,40,17.12,22.96,42.71,0,0.84,0,38,38,50,0.45,0,100,3.16,95.87,0.99,12.53,15.03,6.58,57.62,65.57,25.05,24.43,13.15,65.57
2015,Joffrey Lupul,TOR,L,55,851.9666667,15.49030303,54.58,59.44,47.87,41.97,45.71,47.87,30,32.68,47.87,2.96,3.31,47.19,25.85,28.66,47.42,10.85,10.56,50.66,1.34,1.69,44.19,20,24.13,45.32,1.41,1.13,55.56,37.74,38.96,49.2,0.81,1.02,44.44,9.86,89.87,0.997,12.25,15.63,10.78,36.34,53.21,18.59,20.71,19.79,48.44
2015,Radko Gudas,T.B,D,31,527,17,59.2,59.43,49.9,45.77,42.58,51.8,32.79,31.42,51.06,1.94,2.73,41.46,27.1,28.12,49.07,10.82,11.73,47.98,1.14,1.59,41.67,21.71,21.86,49.83,0.46,1.21,27.27,39.96,39.63,50.21,0.66,0.33,66.67,5.9,91.3,0.972,8.2,12.64,8.54,44.4,48.98,17.99,19.24,16.96,51.47
2015,Mason Raymond,CGY,L,57,844.3833333,14.81374269,56.63,59.4,48.81,38.37,39.29,49.41,27.5,27.5,50,2.34,2.56,47.83,23.59,25.44,48.12,9.02,10.8,45.52,1.42,1.49,48.78,19.42,19.52,49.88,0.95,0.76,55.56,40.75,40.44,50.19,0.31,0.51,37.5,8.53,90.7,0.992,13.5,11.65,6.61,54.64,67.14,19.9,16.98,14.5,57.85
2015,Tomas Kopecky,FLA,R,64,825.8333333,12.90364583,42.65,59.36,41.81,32.55,45.19,41.87,24.41,32.84,42.64,0.8,2.83,22,16.13,25.57,38.68,7.19,10.39,40.91,0.51,1.45,25.93,11.92,20.25,37.05,0.19,1.16,14.29,30.85,44.71,40.83,0.1,0.73,12.5,3.27,91.37,0.946,6.54,11.19,13.51,52.17,32.61,15.48,19.54,27.17,36.29
2015,Tobias Rieder,ARI,R,72,1216.566667,16.89675926,58.3,59.28,49.58,43.06,44.09,49.41,30.68,31.17,49.6,1.97,3.21,38.1,23.82,27.27,46.62,9.32,11.2,45.43,1.13,1.43,44.23,19.33,21.44,47.42,0.92,1.38,40,41.67,39.25,51.5,0.21,0.85,20,6.43,89.72,0.961,11.84,13.86,10.01,44.78,54.18,21.55,20.71,17.95,54.56
2015,Cody Ceci,OTT,D,81,1562.483333,19.2899177,52.15,59.25,46.81,38.86,45.27,46.19,28.22,33.98,45.37,2.11,2.73,43.65,23.81,27.19,46.69,10.33,11.17,48.04,1.38,1.54,47.37,17.97,21.35,45.7,0.61,0.82,42.86,34.33,40.6,45.82,0.33,0.72,31.58,7.48,91.98,0.995,7.68,10.52,11.14,41.74,40.82,16.97,17.2,20.24,45.61
2015,David Schlemko,"ARI, CGY, DAL",D,44,674.5666667,15.33106061,56.21,59.24,48.69,41,41.54,49.68,28.64,28.37,50.23,2.76,2.94,48.44,23.48,26.33,47.14,9.87,9.25,51.63,1.42,1.42,50,18.14,22.77,44.35,0.95,1.3,42.11,37.64,40.98,47.88,0.9,0.77,53.85,9.63,89.66,0.993,9.52,13.88,9.16,47.85,50.95,17.61,22.41,19.21,47.83
2015,Kevin Bieksa,VAN,D,60,1250,20.83333333,54.19,59.18,47.8,40.85,43.73,48.3,30.29,32.06,48.58,2.64,2.78,48.67,26.35,31.06,45.9,11.9,12.38,49.01,1.58,1.82,46.48,19.26,24.9,43.62,0.64,0.64,50,33.7,35.98,48.36,0.55,0.62,47.06,8.72,91.32,1,8.16,8.3,8.4,47.18,49.28,17.04,16.46,18.34,48.17
2015,Erik Haula,MIN,"C, L",72,874.8333333,12.15046296,44.17,59.12,42.76,34.5,42.8,44.63,24.48,30.52,44.51,1.58,2.47,38.98,19.68,25.44,43.62,7.13,9.12,43.88,0.69,1.1,38.46,16.73,21.76,43.47,0.73,1.46,33.33,29.42,41.01,41.77,0.5,0.4,55.56,6.44,91.91,0.984,7.61,12.69,14.06,52.26,35.13,12.83,19,23.39,35.42
2015,Joakim Andersson,DET,C,68,790.7833333,11.62916667,35.81,59.03,37.76,27.16,44.61,37.84,20.71,34.67,37.4,1.29,2.5,34,16.24,25.49,38.91,5.69,9.26,38.07,0.61,1.21,33.33,14.06,21.65,39.38,0.51,0.91,35.71,23.56,42.19,35.83,0.33,0.77,30,6.23,92.78,0.99,7.89,12.97,15.02,51.82,34.44,11.68,17.15,24.81,32.02
2015,Jordan Martinook,ARI,L,8,93.58333333,11.69791667,69.88,58.98,54.23,53.21,42.32,55.7,30.13,32.7,47.96,1.92,3.85,33.33,30.77,29.49,51.06,12.82,12.18,51.28,1.92,3.21,37.5,23.94,23.08,50.91,0,0,-,45.38,39.82,53.26,0,0.93,0,6.38,88.24,0.946,5.77,19.88,5.77,50.65,50,14.11,28.21,10.9,56.41
2015,Joe Whitney,N.J,R,4,27.5,6.875,28.36,58.91,32.5,19.64,48,29.03,17.45,39.27,30.77,4.36,6.55,40,15.27,26.18,36.84,4.36,10.91,28.57,0,2.18,0,14.55,20.36,41.67,5.82,5.82,50,15.76,31.52,33.33,0,0,-,25,83.33,1.083,8.73,6.55,4.36,45.82,66.67,19.64,19.64,21.82,47.37
2015,Victor Bartley,NSH,D,37,497.0833333,13.43468468,53.59,58.9,47.64,41.28,43.45,48.72,28,29.93,48.33,2.41,3.02,44.44,21.73,27.64,44.01,9.05,11.35,44.38,1.93,1.33,59.26,16.9,21.73,43.75,0.32,1.45,18.18,40.45,36.44,52.61,0.35,0.7,33.33,8.62,89.92,0.985,10.38,9.9,7.6,46.83,57.72,19.55,15.33,15.09,56.45
2015,Tyler Bozak,TOR,C,82,1570.1,19.14756098,64.43,58.89,52.25,48.49,45.67,51.5,35.84,33.78,51.48,3.21,3.52,47.73,30.23,29.58,50.54,12.27,11.39,51.86,1.64,1.49,52.44,23.95,24.25,49.68,1.02,1.43,41.67,43.72,36.6,54.43,1.05,1.21,46.34,8.96,89.59,0.985,16.58,13.41,12.65,28.74,56.73,27.59,19.22,23.54,53.96
2015,Cedric Paquette,T.B,C,64,871.0833333,13.61067708,44.22,58.89,42.89,34.1,41.74,44.96,24.38,28.52,46.09,1.65,2.27,42.11,20.18,25.76,43.93,8.27,10.33,44.44,1.17,0.96,54.84,15.89,20.57,43.58,0.28,1.1,20,29.85,42.19,41.44,0.2,0.7,22.22,6.78,92.03,0.988,6.96,13.22,14.46,41.67,32.48,12.74,19.29,24.04,34.64
2015,Jared Boll,CBJ,R,72,523.7833333,7.274768519,34.71,58.88,37.09,25.54,45.13,36.14,19.02,33.45,36.24,1.26,2.75,31.43,14.66,25.43,36.57,5.84,10.88,34.93,0.57,1.95,22.73,11.76,19.4,37.75,0.92,0.76,54.55,24.82,40.7,37.88,0,0.33,0,6.63,91.78,0.984,10.88,15.35,9.85,50.98,52.49,17.18,21.08,18.9,47.62
2015,Matt Duchene,COL,C,82,1522.883333,18.57174797,54.33,58.86,48,41.13,44.01,48.31,30.61,31.83,49.02,2.95,2.44,54.74,26.4,26.28,50.11,11.07,10.64,51,1.58,1.3,54.79,20.43,20.86,49.49,0.95,0.68,58.06,33.29,38.3,46.5,0.85,0.74,53.57,9.65,92.33,1.02,11.27,13.36,8.51,37.67,56.97,20.72,20.37,17.41,54.34
2015,Shane O'Brien,FLA,D,9,121.3166667,13.47962963,41.05,58.85,41.09,31.65,42.53,42.67,25.72,28.69,47.27,1.48,3.96,27.27,19.29,25.22,43.33,11.87,8.9,57.14,0.99,1.48,40,9.89,21.76,31.25,0.66,0,100,27.86,39.29,41.49,0,3.57,0,5.77,86.21,0.92,10.39,10.88,10.39,54.4,50,21.27,17.8,16.82,55.84
2015,Devin Setoguchi,CGY,R,12,145.7833333,12.14861111,54.74,58.85,48.19,37.86,38.69,49.46,28.81,27.16,51.47,2.06,3.7,35.71,22.22,30.04,42.52,7.82,10.7,42.22,0.41,1.65,20,19.21,25.79,42.68,1.1,1.1,50,39.83,31.51,55.83,1.19,1.78,40,7.14,86.36,0.935,18.52,15.23,11.52,44.86,61.64,25.11,22.22,20.17,55.45
2015,Dalton Prout,CBJ,D,63,1160.166667,18.41534392,41.53,58.85,41.37,32.12,45.15,41.57,24.1,33.67,41.72,1.55,3.21,32.61,20.74,28.19,42.39,8.95,11.12,44.59,1.09,2.07,34.43,15.72,22.76,40.86,0.34,0.83,29.41,25.85,38.32,40.28,0.3,0.75,28.57,6.44,90.48,0.969,5.74,12.1,12.52,38.12,31.44,14.74,20.07,24.67,37.4
2015,Carl Hagelin,NYR,L,82,1249.016667,15.23191057,50.97,58.8,46.43,38.81,43.43,47.2,28.58,31.27,47.75,2.64,2.4,52.38,23.63,28.2,45.6,10.95,12.06,47.6,1.63,1.15,58.62,16.91,21.52,44,0.64,1.02,38.46,33.38,37.19,47.3,0.69,0.56,55.56,9.24,92.32,1.016,8.07,14.08,12.3,49.19,39.62,13.4,19.41,21.42,38.48
2015,Brandon Davidson,EDM,D,12,181.65,15.1375,45.25,58.79,43.49,34.02,38.98,46.61,20.81,28.08,42.57,1.98,3.63,35.29,23.78,30.06,44.17,8.26,13.21,38.46,1.32,2.64,33.33,20.7,22.46,47.96,0.88,0.44,66.67,23.38,33.87,40.83,0,0.95,0,9.52,87.06,0.966,4.29,8.59,10.24,48.89,29.55,15.85,15.19,19.49,44.86
2015,Alex Goligoski,DAL,D,81,1928.716667,23.81131687,60.26,58.76,50.63,44.02,42.84,50.68,30.3,30.92,49.49,2.99,3.36,47.06,29.86,26.69,52.81,11.32,11.6,49.39,1.43,1.77,44.66,24.72,20.12,55.13,1.37,0.91,60,35.9,38.37,48.34,0.54,1.08,33.33,9.86,89.13,0.99,8.55,13.44,11.39,39.76,42.9,20.5,23.83,24.79,45.26
2015,Jay Harrison,"CAR, WPG",D,55,876.2833333,15.93242424,52.93,58.75,47.39,39.44,43.41,47.6,26.77,31.09,46.27,1.99,2.6,43.28,23.55,29.37,44.5,10.13,13.63,42.65,0.89,1.64,35.14,17.89,21,46.01,1,0.91,52.38,34.62,35.7,49.23,0.49,0.4,55.56,7.42,91.63,0.99,7.67,11.5,10.34,48.68,42.59,17.19,18.28,21.36,44.58
2015,Tomas Plekanec,MTL,C,82,1570.766667,19.15569106,60.05,58.71,50.56,43.16,42.48,50.4,31.32,31.44,49.91,2.9,2.48,53.9,27.08,27.39,49.72,10.43,11.12,48.4,1.07,1.41,43.08,22.21,21.7,50.58,1.22,0.81,60,40.55,37.3,52.09,1.21,0.55,68.75,9.27,92.1,1.014,13.22,14.74,14.13,40.07,48.32,22,20.63,24.91,46.91
2015,Mark Fraser,N.J,D,34,553.35,16.275,36.54,58.66,38.38,27.65,43.37,38.93,19.63,33.4,37.01,1.95,2.49,43.9,17.02,28.41,37.47,6.83,11.39,37.5,1.19,1.08,52.38,13.59,22.7,37.45,0.87,1.16,42.86,24.75,37.43,39.8,0.16,0.78,16.67,9.94,92.53,1.025,5.42,11.06,9.11,48.58,37.31,11.39,18.43,20.38,35.84
2015,Jacob De La Rose,MTL,L,33,455.35,13.79848485,41.9,58.64,41.68,31.62,40.45,43.88,24.51,28.46,46.27,1.32,2.5,34.48,17,24.51,40.95,7.91,9.22,46.15,0.53,1.32,28.57,12.12,20.38,37.3,0.53,1.05,33.33,29.31,42.63,40.74,0.57,0.57,50,5.38,91.2,0.966,7.38,14.36,13.57,50.99,35.22,10.94,17.66,21.61,33.6
2015,Bryan Allen,"ANA, MTL",D,11,172.95,15.72272727,55.16,58.63,48.48,38.51,41.98,47.84,23.24,29.84,43.79,1.73,3.12,35.71,25.33,24.98,50.34,10.06,9.02,52.73,1.04,1.04,50,20.35,21.28,48.89,0.46,1.85,20,37.08,43.1,46.25,0.5,1,33.33,7.46,89.53,0.97,6.94,10.75,11.8,46.14,37.04,14.92,17,21.86,40.57
2015,David Savard,CBJ,D,82,1881.4,22.94390244,49.11,58.58,45.6,37.6,45.41,45.29,27.71,33.93,44.96,2.74,2.97,48.04,23.82,26.41,47.43,11.13,10.78,50.8,1.44,1.56,47.87,16.92,20.84,44.82,0.89,1.19,42.86,31.88,39.98,44.36,0.83,0.74,52.94,9.9,91.26,1.012,6.98,11.51,10.78,33.93,39.32,17.16,19.64,24.3,41.38
2015,Kevan Miller,BOS,D,41,739.3666667,18.03333333,45.12,58.51,43.54,34.08,43.17,44.12,24.59,30.19,44.89,2.52,1.62,60.78,20.04,25.32,44.19,7.87,8.68,47.55,1.7,0.73,70,16.23,22.18,42.25,0.54,0.32,62.5,29.89,41.73,41.73,0.59,0.94,38.46,10.23,94.62,1.049,8.6,12.42,14.85,45.53,36.68,16.72,19.48,23.86,41.2
2015,Tye McGinn,"ARI, S.J",L,51,515.2333333,10.10261438,52.75,58.46,47.43,35.52,41.69,46,25.62,27.6,48.14,1.63,1.63,50,20.73,27.37,43.1,9.32,9.32,50,0.82,1.05,43.75,15.22,24.07,38.74,0.62,0.47,57.14,36.5,36.16,50.23,0.5,0.17,75,6.36,94.09,1.005,9.9,11.76,7.92,54.38,55.56,17.23,18.17,17.23,50
2015,Matt Moulson,BUF,L,77,1361.933333,17.68744589,51.24,58.42,46.73,40.18,42.73,48.46,30.09,29.87,50.18,2.6,2.29,53.15,26.04,26.7,49.37,13.61,10.88,55.58,1.72,1.15,60,16.56,21.09,43.99,0.47,0.53,47.06,31.94,38.69,45.23,0.7,0.95,42.31,8.64,92.33,1.01,13.08,13.35,9.47,34.67,58.01,23.22,18.55,18.19,56.06
2015,Joey Hishon,COL,C,13,131.4666667,10.11282051,45.18,58.42,43.61,33.32,39.25,45.91,26.93,24.19,52.68,2.28,1.37,62.5,23.28,21.45,52.04,9.13,4.56,66.67,1.37,0,100,18.86,22.52,45.59,0,1.22,0,23.73,44.17,34.95,1.32,0,100,8.47,94.34,1.028,11.87,14.15,7.3,52.94,61.9,16.43,20.54,15.52,51.43
2015,Braydon Coburn,"PHI, T.B",D,43,857.4,19.93953488,47.03,58.36,44.62,35.69,42.2,45.82,26.52,31.21,45.94,2.03,3.29,38.16,19.66,24.63,44.39,7,9.94,41.32,0.98,1.82,35,16.89,19.59,46.29,1.12,1.31,46.15,32.95,42.25,43.82,0.3,0.71,30,7.65,89.46,0.971,6.23,14.14,14.98,44.02,29.37,15.26,22.32,26.8,36.27
2015,Tim Gleason,"CAR, WSH",D,72,1175.916667,16.33217593,47.91,58.32,45.1,35.21,43.06,44.98,25.1,29.8,45.72,1.68,2.86,37.08,18.93,26.33,41.83,8.21,10.97,42.82,1.07,1.48,42,14.29,20.48,41.1,0.27,0.88,23.53,34.71,40.09,46.4,0.52,1.03,33.33,6.71,90.41,0.971,7.6,11.74,10.05,49.7,43.06,16.74,18.32,19.44,46.26
2015,Nikolay Kulemin,NYI,L,82,1219.366667,14.8703252,54.13,58.31,48.14,39.36,41.09,48.93,28.19,29.82,48.6,2.31,2.66,46.53,27.6,28.79,48.95,12.15,11.42,51.57,1.33,1.43,48.21,20.6,23.16,47.08,0.85,1.05,44.83,31.42,36.32,46.38,0.43,0.57,42.86,8.2,91.09,0.993,9.15,13.63,12.1,41.68,43.06,16.14,20.76,21.95,42.38
2015,Adam Henrique,N.J,C,75,1330.783333,17.74377778,47.43,58.25,44.88,35.08,42.97,44.95,24.98,32.37,43.55,2.75,2.98,48.03,24.12,27.28,46.93,9.87,11.05,47.2,1.58,1.62,49.3,19,21.64,46.75,1.02,1.02,50,30.35,39.01,43.76,0.52,0.65,44.44,11.01,90.81,1.018,10.46,12.76,12.58,41.84,45.4,17.81,18.35,22.27,44.43
2015,Roman Josi,NSH,D,81,2144.416667,26.47427984,59.04,58.2,50.36,44.18,42.22,51.13,32.46,30.36,51.67,3.02,2.55,54.27,24.54,23.61,50.96,8.48,8.73,49.27,1.37,1.15,54.44,21.41,19.85,51.9,1.12,0.78,58.82,43.73,42.44,50.75,1.09,0.97,52.94,9.31,91.61,1.009,10.16,14.05,12.95,29.21,43.95,23.89,22.55,26.89,47.05
2015,Lars Eller,MTL,C,77,1193.45,15.49935065,48.87,58.17,45.66,36.2,41.33,46.69,25.84,30.06,46.22,2.11,2.66,44.21,20.11,27.8,41.97,8.7,11.97,42.09,0.85,1.51,36.17,15.22,21.12,41.88,0.87,0.94,48.15,35.73,37.11,49.05,0.8,0.58,57.89,8.17,91.14,0.993,8.3,12.72,12.52,46.2,39.86,13.62,18.55,23.08,37.12
2015,Paul Byron,CGY,L,57,824.6833333,14.46812865,49.62,58.13,46.05,35,39.58,46.93,25.68,26.92,48.82,2.26,2.91,43.66,22.92,26.05,46.81,8.59,9.75,46.83,0.95,1.6,37.14,19.11,21.73,46.79,1.16,1.07,52.17,33,36.89,47.22,0.63,0.74,46.15,8.78,89.19,0.98,9.97,15.86,12.59,54.13,44.19,16.66,22.04,23.35,41.64
2015,Mikael Backlund,CGY,C,52,922.7166667,17.74455128,52.48,58.13,47.44,37.78,39.34,48.99,26.47,28.22,48.39,2.6,2.8,48.19,24.51,24.84,49.67,10.27,10.14,50.32,1.76,1.5,54,18.99,19.59,49.21,0.61,0.95,38.89,35.22,39.54,47.11,0.47,0.85,35.71,9.83,90.09,0.999,11.51,15.35,14.89,47.01,43.6,17.3,20.94,25.03,40.86
2015,Matt Nieto,S.J,L,72,1098.383333,15.25532407,61.02,58.12,51.22,44.3,42.28,51.17,31.52,30.43,50.88,2.4,3.33,41.9,27.42,25.78,51.54,11.36,10.98,50.86,1.2,2.24,34.92,21.41,19.74,52.04,0.87,1.02,46.15,40.95,40.32,50.39,0.71,0.47,60,7.63,89.05,0.967,11.36,14.37,9.29,51.51,55.03,19.56,21.52,18.52,51.36
2015,Rasmus Rissanen,CAR,D,6,89.86666667,14.97777778,51.41,58.09,46.95,35.39,46.07,43.44,26.04,33.38,43.82,0,5.34,0,24.04,26.04,48,9.35,12.69,42.42,0,4.67,0,19.58,17.8,52.38,0,0.89,0,32.79,37.61,46.58,0,0,-,0,84,0.84,12.02,19.36,4.01,54.75,75,24.7,25.37,8.68,74
2015,Mike Santorelli,"NSH, TOR",C,79,1136.633333,14.38776371,50.99,58.07,46.76,38.17,44.61,46.11,27.77,31.25,47.05,2.74,2.69,50.49,22.33,26.66,45.58,8.71,9.66,47.41,1.21,1.11,52.27,18.16,22.66,44.48,1.06,1.41,42.86,35.76,39.34,47.61,0.99,0.61,61.9,9.89,91.39,1.013,10.14,15.15,8.97,39.43,53.04,15.47,20.38,18.58,45.43
2015,Boone Jenner,CBJ,C,31,566.3666667,18.26989247,55.72,58.05,48.98,42.59,44.28,49.02,31.99,33.26,49.03,3.5,3.39,50.77,28.6,26.48,51.92,12.61,9.75,56.4,2.33,1.48,61.11,21.33,22.32,48.87,0.71,1.27,35.71,34.12,38.71,46.85,0.92,1.07,46.15,10.93,89.81,1.007,8.69,12.29,10.91,38.03,44.32,19.92,20.98,22.56,46.88
2015,Luke Gazdic,EDM,L,40,295.65,7.39125,42.82,58.04,42.45,30.24,39.98,43.06,21.11,25.37,45.41,1.22,2.03,37.5,18.26,28.82,38.79,7.71,11.36,40.43,0.61,1.22,33.33,14.07,23.27,37.68,0.27,0.54,33.33,29.31,34.88,45.66,0.59,0.59,50,5.77,92,0.978,12.58,10.35,6.9,52.56,64.58,20.9,15.42,17.05,55.08
2015,Jean-Gabriel Pageau,OTT,C,50,709.3666667,14.18733333,51.6,58.02,47.07,38.23,42.88,47.13,28.08,31.21,47.36,2.03,2.79,42.11,23.01,23.77,49.19,10.57,10.49,50.2,1.44,1.44,50,16.58,17.71,48.36,0.34,0.79,30,33.35,42.27,44.1,0.37,1.1,25,7.23,91.06,0.983,9.13,11.08,17.09,45.67,34.84,14.29,18.27,26.56,34.99
2015,Ben Lovejoy,"ANA, PIT",D,60,1165.883333,19.43138889,53.73,58,48.09,40.19,41.48,49.21,27.48,29.9,47.89,1.8,2.37,43.21,23.88,26.97,46.96,9.37,10.86,46.31,1.08,1.34,44.68,19.35,21.48,47.39,0.55,0.69,44.44,36.2,37.61,49.04,0.37,0.74,33.33,6.55,92.08,0.986,7.57,12.04,10.7,42.56,41.41,18.48,20.53,22.44,45.16
2015,Eric Fehr,WSH,C,75,1113.75,14.85,51.77,57.97,47.18,37.6,42.02,47.23,26.02,28.88,47.4,2.48,2.59,48.94,24.78,25.97,48.83,10.67,10.61,50.13,1.45,1.45,50,18.82,20.47,47.9,0.57,1.08,34.78,32.14,39.61,44.79,0.62,0.31,66.67,9.52,91.04,1.006,10.83,15.14,12.28,41.32,46.85,16.7,21.76,22.79,42.29
2015,Marc-Edouard Vlasic,S.J,D,70,1547.816667,22.11166667,56.32,57.95,49.29,40.9,42.68,48.93,28.65,30.35,48.55,2.6,2.79,48.2,26.05,25.93,50.11,11.01,10.89,50.27,1.47,1.59,48.1,20.05,20.05,50,0.88,0.78,53.13,35.5,39.98,47.03,0.5,0.9,36,9.07,90.8,0.999,7.68,13.61,13.3,39.07,36.6,17.44,21.71,27.45,38.86
2015,Thomas Hickey,NYI,D,81,1533.066667,18.92674897,55.18,57.92,48.79,40.78,41.29,49.69,29.39,30.06,49.44,2.23,3.44,39.31,29.39,29.16,50.2,12.45,11.51,51.96,1.6,1.72,48.24,22.6,23.53,48.98,0.47,1.46,24.32,30.64,33.92,47.46,0.28,0.79,26.32,7.59,88.54,0.961,5.48,10.57,9.12,42.39,37.53,17.61,21.09,22.03,44.42
2015,TJ Brodie,CGY,D,81,2041.833333,25.20781893,51.87,57.92,47.24,37.32,41.2,47.53,26.65,28.77,48.09,2.82,2.5,53.04,24.04,25.86,48.17,9.76,10.84,47.36,1.44,1.35,51.58,19.04,20.02,48.75,1.02,1.06,49.06,34.34,38.16,47.37,0.76,0.47,62.07,10.58,91.32,1.019,8.61,12.08,12.43,41.17,40.92,17.87,19.6,25.83,40.89
2015,Shea Weber,NSH,D,78,2056.8,26.36923077,59.39,57.88,50.65,44.6,41.74,51.66,32.64,30.11,52.02,2.8,2.42,53.63,24.3,23.42,50.92,8.75,8.66,50.25,1.31,1.17,52.94,20.73,19.68,51.3,0.93,0.78,54.55,44.2,42.14,51.2,1.05,0.84,55.56,8.58,91.96,1.005,10.3,14.18,13.16,29.78,43.91,24.04,22.46,26.46,47.6
2015,Karl Stollery,"COL, S.J",D,10,147.2833333,14.72833333,69.66,57.85,54.63,51.33,38.7,57.01,35.03,28.92,54.78,2.44,2.85,46.15,35.85,24.44,59.46,17.92,8.55,67.69,1.63,1.63,50,23.9,21.18,53.01,0.54,1.09,33.33,41.19,41.19,50,0.59,0.59,50,6.98,90.14,0.971,12.22,14.26,12.63,41.15,49.18,25.26,22,20.78,54.87
