Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2015,David Jones,CGY,R,34,8/10/84,Guelph,ON,CAN,CAN,75,208,2003,COL,9,27,288
2015,David Krejci,BOS,C,32,4/28/86,Sternberk,,CZE,CZE,72,188,2004,BOS,2,33,63
2015,David Legwand,OTT,C,38,8/17/80,Detroit,MI,USA,USA,74,207,1998,NSH,1,2,2
2015,David Moss,ARI,R,37,12/28/81,Livonia,MI,USA,USA,76,210,2001,CGY,7,24,220
2015,David Musil,EDM,D,25,4/9/93,Calgary,AB,CAN,CAN,76,207,2011,EDM,2,1,31
2015,David Pastrnak,BOS,R,22,5/25/96,Havirov,,CZE,CZE,72,194,2014,BOS,1,25,25
2015,David Perron,"EDM, PIT",L,30,5/28/88,Sherbrooke,QC,CAN,CAN,72,200,2007,STL,1,26,26
2015,David Rundblad,CHI,D,28,10/8/90,Lycksele,,SWE,SWE,74,187,2009,STL,1,17,17
2015,David Savard,CBJ,D,28,10/22/90,St. Hyacinthe,QC,CAN,CAN,74,227,2009,CBJ,4,3,94
2015,David Schlemko,"ARI, CGY, DAL",D,31,5/7/87,Edmonton,AB,CAN,CAN,73,191,-,-,-,-,-
2015,David Van Der Gulik,L.A,L,35,4/20/83,Abbotsford,BC,CAN,CAN,70,173,2002,CGY,7,9,206
2015,David Warsofsky,BOS,D,28,5/30/90,Marshfield,MA,USA,USA,69,170,2008,STL,4,4,95
2015,David Wolf,CGY,L,29,9/15/89,Dusseldorf,,DEU,DEU,75,215,-,-,-,-,-
2015,Dennis Everberg,COL,R,27,12/31/91,Vasteras,,SWE,SWE,76,205,-,-,-,-,-
2015,Dennis Seidenberg,BOS,D,37,7/18/81,Schwenningen,,DEU,DEU,72,199,2001,PHI,6,7,172
2015,Dennis Wideman,CGY,D,35,3/20/83,Kitchener,ON,CAN,CAN,72,202,2002,BUF,8,12,241
2015,Derek Dorsett,VAN,R,32,12/20/86,Kindersley,SK,CAN,CAN,72,192,2006,CBJ,7,6,189
2015,Derek MacKenzie,FLA,C,37,6/11/81,Sudbury,ON,CAN,CAN,71,177,1999,ATL,5,2,128
2015,Derek Roy,"EDM, NSH",C,35,5/4/83,Ottawa,ON,CAN,CAN,69,184,2001,BUF,2,2,32
2015,Derek Stepan,NYR,C,28,6/18/90,Hastings,MN,USA,USA,72,196,2008,NYR,2,21,51
2015,Derick Brassard,NYR,C,31,9/22/87,Hull,QC,CAN,CAN,73,202,2006,CBJ,1,6,6
2015,Derrick Pouliot,PIT,D,25,1/16/94,Estevan,SK,CAN,CAN,72,196,2012,PIT,1,8,8
2015,Deryk Engelland,CGY,D,36,4/3/82,Edmonton,AB,CAN,CAN,74,214,2000,N.J,6,27,194
2015,Devante Smith-Pelly,"ANA, MTL",R,26,6/14/92,Scarborough,ON,CAN,CAN,72,223,2010,ANA,2,12,42
2015,Devin Setoguchi,CGY,R,32,1/1/87,Taber,AB,CAN,CAN,72,205,2005,S.J,1,8,8
2015,Dion Phaneuf,TOR,D,33,4/10/85,Edmonton,AB,CAN,CAN,75,222,2003,CGY,1,9,9
2015,Dmitrij Jaskin,STL,R,25,3/23/93,Omsk,,RUS,CZE,74,216,2011,STL,2,11,41
2015,Dmitry Kulikov,FLA,D,28,10/29/90,Lipetsk,,RUS,RUS,73,204,2009,FLA,1,14,14
2015,Dominic Moore,NYR,C,38,8/3/80,Thornhill,ON,CAN,CAN,72,192,2000,NYR,3,30,95
2015,Dominik Uher,PIT,C,26,12/31/92,Ostvava,,CZE,CZE,72,188,2011,PIT,5,23,144
2015,Dougie Hamilton,BOS,D,25,6/17/93,Toronto,ON,CAN,CAN,78,229,2011,BOS,1,9,9
2015,Drayson Bowman,MTL,L,29,3/8/89,Grand Rapids,MI,USA,USA,73,195,2007,CAR,3,11,72
2015,Drew Doughty,L.A,D,29,12/8/89,London,ON,CAN,CAN,73,202,2008,L.A,1,2,2
2015,Drew Miller,DET,L,34,2/17/84,Dover,NJ,USA,USA,74,183,2003,ANA,6,19,186
2015,Drew Shore,CGY,C,28,1/29/91,Denver,CO,USA,USA,75,205,2009,FLA,2,14,44
2015,Drew Stafford,"BUF, WPG",R,33,10/30/85,Milwaukee,WI,USA,USA,74,215,2004,BUF,1,13,13
2015,Duncan Keith,CHI,D,35,7/16/83,Winnipeg,MB,CAN,CAN,73,192,2002,CHI,2,24,54
2015,Duncan Siemens,COL,D,25,9/7/93,Edmonton,AB,CAN,CAN,75,210,2011,COL,1,11,11
2015,Dustin Brown,L.A,R,34,11/4/84,Ithaca,NY,USA,USA,72,210,2003,L.A,1,13,13
2015,Dustin Byfuglien,WPG,D,33,3/27/85,Roseau,MN,USA,USA,77,260,2003,CHI,8,16,245
2015,Dwight King,L.A,L,29,7/5/89,Meadow Lake,SK,CAN,CAN,76,229,2007,L.A,4,18,109
2015,Dylan McIlrath,NYR,D,26,4/20/92,Winnipeg,MB,CAN,CAN,77,236,2010,NYR,1,10,10
2015,Dylan Olsen,FLA,D,28,1/3/91,Salt Lake City,UT,USA,CAN,74,223,2009,CHI,1,28,28
2015,Dylan Reese,ARI,D,34,8/29/84,Pittsburgh,PA,USA,USA,73,205,2003,NYR,7,12,209
2015,Elias Lindholm,CAR,C,24,12/2/94,Boden,,SWE,SWE,73,195,2013,CAR,1,5,5
2015,Emerson Etem,ANA,"L, R",26,6/16/92,Long Beach,CA,USA,USA,73,212,2010,ANA,1,29,29
2015,Emile Poirier,CGY,L,24,12/14/94,Montreal,QC,CAN,CAN,74,196,2013,CGY,1,22,22
2015,Eriah Hayes,S.J,R,30,7/7/88,La Crescent,MN,USA,USA,76,210,-,-,-,-,-
2015,Eric Boulton,NYI,L,42,8/17/76,Halifax,NS,CAN,CAN,72,227,1994,NYR,9,26,234
2015,Eric Brewer,"ANA, T.B, TOR",D,39,4/17/79,Vernon,BC,CAN,CAN,76,216,1997,NYI,1,5,5
2015,Eric Fehr,WSH,C,33,9/7/85,Winkler,MB,CAN,CAN,76,209,2003,WSH,1,18,18
2015,Eric Gelinas,N.J,D,27,5/8/91,Vanier,ON,CAN,CAN,76,215,2009,N.J,2,24,54
2015,Eric Gryba,OTT,D,30,4/14/88,Saskatoon,SK,CAN,CAN,76,222,2006,OTT,3,5,68
2015,Eric Nystrom,NSH,L,35,2/14/83,Syosset,NY,USA,USA,73,200,2002,CGY,1,10,10
2015,Eric O'Dell,WPG,C,28,6/21/90,Ottawa,ON,CAN,CAN,73,188,2008,ANA,2,9,39
2015,Eric Staal,CAR,C,34,10/29/84,Thunder Bay,ON,CAN,CAN,76,207,2003,CAR,1,2,2
2015,Eric Tangradi,MTL,L,29,2/10/89,Philadelphia,PA,USA,USA,76,226,2007,ANA,2,12,42
2015,Erik Cole,"DAL, DET",L,40,11/6/78,Oswego,NY,USA,USA,74,205,1998,CAR,3,13,71
2015,Erik Condra,OTT,R,32,8/6/86,Trenton,MI,USA,USA,71,185,2006,OTT,7,28,211
2015,Erik Gudbranson,FLA,D,27,1/7/92,Ottawa,ON,CAN,CAN,77,217,2010,FLA,1,3,3
2015,Erik Haula,MIN,"C, L",27,3/23/91,Pori,,FIN,FIN,72,193,2009,MIN,7,1,182
2015,Erik Johnson,COL,D,30,3/21/88,Bloomington,MN,USA,USA,76,225,2006,STL,1,1,1
2015,Erik Karlsson,OTT,D,28,5/31/90,Landsbro,,SWE,SWE,72,190,2008,OTT,1,15,15
2015,Evander Kane,WPG,L,27,8/2/91,Vancouver,BC,CAN,CAN,74,210,2009,ATL,1,4,4
2015,Evgeni Malkin,PIT,C,32,7/31/86,Magnitogorsk,,RUS,RUS,75,195,2004,PIT,1,2,2
2015,Evgeny Kuznetsov,WSH,C,26,5/19/92,Chelyabinsk,,RUS,RUS,74,204,2010,WSH,1,26,26
2015,Fedor Tyutin,CBJ,D,35,7/19/83,Izhevsk,,RUS,RUS,74,221,2001,NYR,2,10,40
2015,Filip Forsberg,NSH,L,24,8/13/94,Ostervala,,SWE,SWE,73,205,2012,WSH,1,11,11
2015,Francois Beauchemin,ANA,D,38,6/4/80,Sorel,QC,CAN,CAN,71,208,1998,MTL,3,17,75
2015,Frank Corrado,VAN,D,25,3/26/93,Toronto,ON,CAN,CAN,72,205,2011,VAN,5,29,150
2015,Frans Nielsen,NYI,C,34,4/24/84,Herning,,DNK,DNK,73,188,2002,NYI,3,24,87
2015,Freddie Hamilton,"COL, S.J",C,27,1/1/92,Toronto,ON,CAN,CAN,73,195,2010,S.J,5,9,129
2015,Frédéric St-Denis,CBJ,D,33,1/23/86,Greenfield Park,QC,CAN,CAN,71,192,-,-,-,-,-
2015,Gabriel Bourque,NSH,L,28,9/23/90,Rimouski,QC,CAN,CAN,70,206,2009,NSH,5,11,132
2015,Gabriel Dumont,MTL,C,28,10/6/90,Ville Degelis,QC,CAN,CAN,70,190,2009,MTL,5,18,139
2015,Gabriel Landeskog,COL,L,26,11/23/92,Stockholm,,SWE,SWE,73,215,2011,COL,1,2,2
2015,Garrett Wilson,FLA,L,27,3/16/91,Barrie,ON,CAN,CAN,74,199,2009,FLA,4,16,107
2015,Grant Clitsome,WPG,D,33,4/14/85,Gloucester,ON,CAN,CAN,71,211,2004,CBJ,9,13,271
2015,Greg McKegg,TOR,C,26,6/17/92,St. Thomas,ON,CAN,CAN,72,194,2010,TOR,3,2,62
2015,Greg Pateryn,MTL,D,28,6/20/90,Sterling Heights,MI,USA,USA,75,223,2008,TOR,5,7,128
2015,Gregory Campbell,BOS,C,35,12/17/83,London,ON,CAN,CAN,72,188,2002,FLA,3,4,67
2015,Griffin Reinhart,NYI,D,25,1/24/94,North Vancouver,BC,CAN,CAN,76,212,2012,NYI,1,4,4
2015,Gustav Nyquist,DET,R,29,9/1/89,Halmstad,,SWE,SWE,71,184,2008,DET,4,30,121
2015,Hampus Lindholm,ANA,D,25,1/20/94,Helsingborg,,SWE,SWE,75,211,2012,ANA,1,6,6
2015,Harry Zolnierczyk,NYI,L,31,9/1/87,Toronto,ON,CAN,CAN,71,180,-,-,-,-,-
2015,Henrik Samuelsson,ARI,C,24,2/7/94,Scottsdale,AZ,USA,USA,75,219,2012,PHX,1,27,27
2015,Henrik Sedin,VAN,C,38,9/26/80,Ornskoldsvik,,SWE,SWE,74,183,1999,VAN,1,3,3
2015,Henrik Zetterberg,DET,L,38,10/9/80,Njurunda,,SWE,SWE,72,197,1999,DET,7,24,210
2015,Ian Cole,"PIT, STL",D,29,2/21/89,Ann Arbor,MI,USA,USA,73,219,2007,STL,1,18,18
2015,Iiro Pakarinen,EDM,R,27,8/25/91,Loviisa,,FIN,FIN,73,212,2011,FLA,7,3,184
2015,J.T. Brown,T.B,R,28,7/2/90,Burnsville,MN,USA,USA,70,166,-,-,-,-,-
2015,J.T. Miller,NYR,L,25,3/14/93,East Palestine,OH,USA,USA,73,218,2011,NYR,1,15,15
2015,Jack Hillen,"CAR, WSH",D,33,1/24/86,Minnetonka,MN,USA,USA,70,190,-,-,-,-,-
2015,Jack Johnson,CBJ,D,32,1/13/87,Indianapolis,IN,USA,USA,73,227,2005,CAR,1,3,3
2015,Jack Skille,CBJ,R,31,5/19/87,Madison,WI,USA,USA,73,216,2005,CHI,1,7,7
2015,Jacob De La Rose,MTL,L,23,5/20/95,Arvika,,SWE,SWE,75,216,2013,MTL,2,4,34
2015,Jacob Josefson,N.J,C,27,3/2/91,Stockholm,,SWE,SWE,72,196,2009,N.J,1,20,20
2015,Jacob Trouba,WPG,D,24,2/26/94,Rochester,MI,USA,USA,75,202,2012,WPG,1,9,9
2015,Jaden Schwartz,STL,L,26,6/25/92,Wilcox,SK,CAN,CAN,70,190,2010,STL,1,14,14
2015,Jake Gardiner,TOR,D,28,7/4/90,Minnetonka,MN,USA,USA,74,203,2008,ANA,1,17,17
2015,Jake McCabe,BUF,D,25,10/12/93,Eau Claire,WI,USA,USA,73,206,2012,BUF,2,14,44
2015,Jake Muzzin,L.A,D,29,2/21/89,Woodstock,ON,CAN,CAN,75,213,2007,PIT,5,20,141
2015,Jakob Silfverberg,ANA,R,28,10/13/90,Gävle,,SWE,SWE,74,204,2009,OTT,2,9,39
2015,Jakub Kindl,DET,D,31,2/10/87,Sumperk,,CZE,CZE,75,199,2005,DET,1,19,19
2015,Jakub Voracek,PHI,R,29,8/15/89,Kladno,,CZE,CZE,74,214,2007,CBJ,1,7,7
2015,James Neal,NSH,"L, R",31,9/3/87,Whitby,ON,CAN,CAN,74,212,2005,DAL,2,3,33
2015,James Sheppard,"NYR, S.J",C,30,4/25/88,Halifax,NS,CAN,CAN,73,215,2006,MIN,1,9,9
2015,James van Riemsdyk,TOR,L,29,5/4/89,Middletown,NJ,USA,USA,75,217,2007,PHI,1,2,2
2015,James Wisniewski,"ANA, CBJ",D,34,2/21/84,Canton,MI,USA,USA,71,203,2002,CHI,5,25,156
2015,Jamie Benn,DAL,L,29,7/18/89,Victoria,BC,CAN,CAN,74,205,2007,DAL,5,8,129
2015,Jamie McBain,L.A,D,30,2/25/88,Edina,MN,USA,USA,73,195,2006,CAR,2,33,63
2015,Jamie McGinn,COL,L,30,8/5/88,Fergus,ON,CAN,CAN,73,205,2006,S.J,2,6,36
2015,Jamie Oleksiak,DAL,D,26,12/21/92,Toronto,ON,CAN,CAN,79,255,2011,DAL,1,14,14
2015,Jan Hejda,COL,D,40,6/18/78,Prague,,CZE,CZE,76,230,2003,BUF,4,5,106
2015,Jannik Hansen,VAN,R,32,3/15/86,Rødovre,,DNK,DNK,73,198,2004,VAN,9,29,287
2015,Jared Boll,CBJ,R,32,5/13/86,Charlotte,NC,USA,USA,75,206,2005,CBJ,4,10,101
2015,Jared Cowen,OTT,D,28,1/25/91,Saskatoon,SK,CAN,CAN,77,238,2009,OTT,1,9,9
2015,Jared Spurgeon,MIN,D,29,11/29/89,Edmonton,AB,CAN,CAN,69,167,2008,NYI,6,5,156
2015,Jarome Iginla,COL,R,41,7/1/77,Edmonton,AB,CAN,CAN,73,210,1995,DAL,1,11,11
2015,Jaromir Jagr,"FLA, N.J",R,46,2/15/72,Kladno,,CZE,CZE,75,230,1990,PIT,1,5,5
2015,Jarred Tinordi,MTL,D,26,2/20/92,Burnsville,MN,USA,USA,78,230,2010,MTL,1,22,22
2015,Jarret Stoll,L.A,C,36,6/24/82,Melville,SK,CAN,CAN,73,216,2002,EDM,2,6,36
2015,Jason Akeson,PHI,R,28,6/3/90,Ottawa,ON,CAN,CAN,70,185,-,-,-,-,-
2015,Jason Chimera,WSH,L,39,5/2/79,Edmonton,AB,CAN,CAN,75,215,1997,EDM,5,15,121
2015,Jason Demers,"DAL, S.J",D,30,6/9/88,Dorval,QC,CAN,CAN,73,195,2008,S.J,7,5,186
2015,Jason Garrison,T.B,D,34,11/13/84,White Rock,BC,CAN,CAN,73,218,-,-,-,-,-
2015,Jason Pominville,MIN,R,36,11/30/82,Repentigny,QC,CAN,USA,72,180,2001,BUF,2,25,55
2015,Jason Spezza,DAL,C,35,6/13/83,Toronto,ON,CAN,CAN,75,215,2001,OTT,1,2,2
2015,Jason Zucker,MIN,L,27,1/16/92,Newport Beach,CA,USA,USA,71,183,2010,MIN,2,29,59
2015,Jay Beagle,WSH,C,33,10/16/85,Calgary,AB,CAN,CAN,75,210,-,-,-,-,-
2015,Jay Bouwmeester,STL,D,35,9/27/83,Edmonton,AB,CAN,CAN,76,206,2002,FLA,1,3,3
2015,Jay Harrison,"CAR, WPG",D,36,11/3/82,Oshawa,ON,CAN,CAN,76,188,2001,TOR,3,19,82
2015,Jay McClement,CAR,C,35,3/2/83,Kingston,ON,CAN,CAN,73,205,2001,STL,2,27,57
2015,Jayson Megna,PIT,C,29,2/1/90,Fort Lauderdale,FL,USA,USA,73,195,-,-,-,-,-
2015,Jean-Gabriel Pageau,OTT,C,26,11/11/92,Ottawa,ON,CAN,CAN,70,184,2011,OTT,4,5,96
2015,Jeff Carter,L.A,C,34,1/1/85,London,ON,CAN,CAN,75,219,2003,PHI,1,11,11
2015,Jeff Petry,"EDM, MTL",D,31,12/9/87,Ann Arbor,MI,USA,USA,75,197,2006,EDM,2,15,45
2015,Jeff Schultz,L.A,D,32,2/25/86,Calgary,AB,CAN,CAN,78,225,2004,WSH,1,27,27
2015,Jeff Skinner,CAR,L,26,5/16/92,Toronto,ON,CAN,CAN,71,187,2010,CAR,1,7,7
2015,Jeremy Morin,"CBJ, CHI",L,27,4/16/91,Auburn,NY,USA,USA,73,195,2009,ATL,2,15,45
2015,Jerry D'Amigo,BUF,R,27,2/19/91,Binghamton,NY,USA,USA,71,200,2009,TOR,6,7,158
2015,Jesper Fast,NYR,R,27,12/2/91,Nassjo,,SWE,SWE,72,192,2010,NYR,6,7,157
2015,Jesse Blacker,ANA,D,27,4/19/91,Toronto,ON,CAN,CAN,73,190,2009,TOR,2,28,58
2015,Jesse Joensuu,EDM,L,31,10/5/87,Pori,,FIN,FIN,76,213,2006,NYI,2,30,60
2015,Jim Slater,WPG,C,36,12/9/82,Lapeer,MI,USA,USA,72,195,2002,ATL,1,30,30
2015,Jimmy Hayes,FLA,R,29,11/21/89,Dorchester,MA,USA,USA,77,215,2008,TOR,2,30,60
2015,Jiri Hudler,CGY,R,35,1/4/84,Olomouc,,CZE,CZE,70,190,2002,DET,2,28,58
2015,Jiri Sekac,"ANA, MTL",L,26,6/10/92,Kladno,,CZE,CZE,73,185,-,-,-,-,-
2015,Jiri Tlusty,"CAR, WPG",L,30,3/16/88,Slany,,CZE,CZE,72,205,2006,TOR,1,13,13
2015,Joakim Andersson,DET,C,29,2/5/89,Munkedal,,SWE,SWE,74,211,2007,DET,3,27,88
2015,Joakim Lindstrom,"STL, TOR",C,35,12/5/83,Skellefteå,,SWE,SWE,72,187,2002,CBJ,2,11,41
2015,Joakim Nordstrom,CHI,L,26,2/25/92,Stockholm,,SWE,SWE,73,194,2010,CHI,3,30,90
2015,Joe Colborne,CGY,C,29,1/30/90,Calgary,AB,CAN,CAN,77,221,2008,BOS,1,16,16
2015,Joe Morrow,BOS,D,26,12/9/92,Edmonton,AB,CAN,CAN,72,196,2011,PIT,1,23,23
2015,Joe Pavelski,S.J,C,34,7/11/84,Plover,WI,USA,USA,71,190,2003,S.J,7,8,205
2015,Joe Piskula,NSH,D,34,7/5/84,Antigo,WI,USA,USA,75,205,-,-,-,-,-
2015,Joe Thornton,S.J,C,39,7/2/79,London,ON,CAN,CAN,76,220,1997,BOS,1,1,1
2015,Joe Vitale,ARI,C,33,8/20/85,St. Louis,MO,USA,USA,71,205,2005,PIT,7,1,195
2015,Joe Whitney,N.J,R,30,2/6/88,Reading,MA,USA,USA,66,167,-,-,-,-,-
2015,Joel Armia,BUF,R,25,5/31/93,Pori,,FIN,FIN,75,210,2011,BUF,1,16,16
2015,Joel Ward,WSH,R,38,12/2/80,North York,ON,CAN,CAN,73,225,-,-,-,-,-
2015,Joey Hishon,COL,C,27,10/20/91,Stratford,ON,CAN,CAN,70,170,2010,COL,1,17,17
2015,Joffrey Lupul,TOR,L,35,9/23/83,Fort Saskatchewan,AB,CAN,CAN,73,206,2002,ANA,1,7,7
2015,Johan Franzen,DET,R,39,12/23/79,Vetlanda,,SWE,SWE,76,232,2004,DET,3,32,97
2015,Johan Larsson,BUF,C,26,7/25/92,Lau,,SWE,SWE,71,202,2010,MIN,2,26,56
2015,John Carlson,WSH,D,29,1/10/90,Natick,MA,USA,USA,75,218,2008,WSH,1,27,27
2015,John Klingberg,DAL,D,26,8/14/92,Gothenburg,,SWE,SWE,74,180,2010,DAL,5,11,131
2015,John Mitchell,COL,C,34,1/22/85,Oakville,ON,CAN,CAN,73,204,2003,TOR,5,22,158
2015,John Moore,"ARI, NYR",D,28,11/19/90,Winnetka,IL,USA,USA,74,210,2009,CBJ,1,21,21
2015,John Ramage,CGY,D,27,2/7/91,Mississauga,ON,CAN,CAN,72,188,2010,CGY,4,13,103
2015,John Scott,S.J,L,36,9/26/82,Edmonton,AB,CAN,CAN,80,260,-,-,-,-,-
2015,John Tavares,NYI,C,28,9/20/90,Mississauga,ON,CAN,CAN,73,209,2009,NYI,1,1,1
2015,John-Michael Liles,CAR,D,38,11/25/80,Indianapolis,IN,USA,USA,70,185,2000,COL,5,29,159
2015,Johnny Boychuk,NYI,D,35,1/19/84,Edmonton,AB,CAN,CAN,74,227,2002,COL,2,31,61
2015,Johnny Gaudreau,CGY,L,25,8/13/93,Salem,NJ,USA,USA,69,165,2011,CGY,4,13,104
2015,Johnny Oduya,CHI,D,37,10/1/81,Stockholm,,SWE,SWE,72,191,2001,WSH,7,25,221
2015,Jon Merrill,N.J,D,27,2/3/92,Oklahoma City,OK,USA,USA,75,205,2010,N.J,2,8,38
2015,Jonas Brodin,MIN,D,25,7/12/93,Karlstad,,SWE,SWE,73,198,2011,MIN,1,10,10
2015,Jonathan Drouin,T.B,L,23,3/28/95,Ste-Agathe,QC,CAN,CAN,72,193,2013,T.B,1,3,3
2015,Jonathan Ericsson,DET,D,34,3/2/84,Karlskrona,,SWE,SWE,76,220,2002,DET,9,31,291
2015,Jonathan Huberdeau,FLA,L,25,6/4/93,Saint-Jerome,QC,CAN,CAN,73,200,2011,FLA,1,3,3
2015,Jonathan Marchessault,T.B,C,28,12/27/90,Cap-Rouge,QC,CAN,CAN,69,174,-,-,-,-,-
2015,Jonathan Toews,CHI,C,30,4/29/88,Winnipeg,MB,CAN,CAN,74,201,2006,CHI,1,3,3
2015,Jonathon Blum,MIN,D,30,1/30/89,Long Beach,CA,USA,USA,73,188,2007,NSH,1,23,23
2015,Jordan Caron,"BOS, COL",R,28,11/2/90,Sayabec,QC,CAN,CAN,75,204,2009,BOS,1,25,25
2015,Jordan Eberle,EDM,"C, R",28,5/15/90,Regina,SK,CAN,CAN,71,187,2008,EDM,1,22,22
2015,Jordan Leopold,"CBJ, MIN, STL",D,38,8/3/80,Golden Valley,MN,USA,USA,73,206,1999,ANA,2,16,44
2015,Jordan Martinook,ARI,L,26,7/25/92,Brandon,MB,CAN,CAN,72,196,2012,PHX,2,28,58
2015,Jordan Nolan,L.A,C,29,6/23/89,"Garden River, First Nations",ON,CAN,CAN,75,219,2009,L.A,7,5,186
2015,Jordan Oesterle,EDM,D,26,6/25/92,Dearborn Heights,MI,USA,USA,72,182,-,-,-,-,-
2015,Jordan Schroeder,MIN,C,28,9/29/90,Lakeville,MN,USA,USA,69,170,2009,VAN,1,22,22
2015,Jordan Staal,CAR,C,30,9/10/88,Thunder Bay,ON,CAN,CAN,76,220,2006,PIT,1,2,2
2015,Jordan Szwarz,ARI,R,27,5/14/91,Burlington,ON,CAN,CAN,71,200,2009,PHX,4,6,97
2015,Jordie Benn,DAL,D,31,7/26/87,Victoria,BC,CAN,CAN,74,199,-,-,-,-,-
2015,Jordin Tootoo,N.J,R,36,2/2/83,Churchill,MB,CAN,CAN,69,195,2001,NSH,4,2,98
2015,Jori Lehtera,STL,C,31,12/23/87,Helsinki,,FIN,FIN,74,212,2008,STL,3,4,65
2015,Josh Anderson,CBJ,R,24,5/7/94,Burlington,ON,CAN,CAN,75,221,2012,CBJ,4,4,95
2015,Josh Bailey,NYI,R,29,10/2/89,Bowmanville,ON,CAN,CAN,73,212,2008,NYI,1,9,9
2015,Josh Gorges,BUF,D,34,8/14/84,Kelowna,BC,CAN,CAN,73,204,-,-,-,-,-
2015,Josh Jooris,CGY,R,28,7/14/90,Burlington,ON,CAN,CAN,73,198,-,-,-,-,-
2015,Josh Leivo,TOR,L,25,5/26/93,Innisfil,ON,CAN,CAN,74,192,2011,TOR,3,25,86
2015,Josh Manson,ANA,D,27,10/7/91,Hinsdale,IL,USA,CAN,75,216,2011,ANA,6,9,160
2015,Julien Brouillette,WPG,D,32,12/5/86,St-Esprit,QC,CAN,CAN,71,185,-,-,-,-,-
2015,Jussi Jokinen,FLA,L,35,4/1/83,Kalajoki,,FIN,FIN,72,191,2001,DAL,6,27,192
2015,Justin Abdelkader,DET,L,31,2/25/87,Muskegon,MI,USA,USA,74,214,2005,DET,2,12,42
2015,Justin Braun,S.J,D,31,2/10/87,Minneapolis,MN,USA,USA,74,205,2007,S.J,7,20,201
2015,Justin Falk,"CBJ, MIN",D,30,10/11/88,Snowflake,MB,CAN,CAN,77,223,2007,MIN,4,19,110
2015,Justin Faulk,CAR,D,26,3/20/92,South St.Paul,MN,USA,USA,72,217,2010,CAR,2,7,37
2015,Justin Fontaine,MIN,R,31,11/6/87,Bonnyville,AB,CAN,CAN,70,174,-,-,-,-,-
2015,Justin Hodgman,ARI,C,30,6/27/88,Brampton,ON,CAN,CAN,73,203,-,-,-,-,-
2015,Justin Schultz,EDM,D,28,7/6/90,Kelowna,BC,CAN,CAN,74,193,2008,ANA,2,13,43
2015,Justin Shugg,CAR,R,27,12/24/91,Niagara Falls,ON,CAN,CAN,71,185,2010,CAR,4,15,105
2015,Justin Williams,L.A,R,37,10/4/81,Cobourg,ON,CAN,CAN,73,184,2000,PHI,1,28,28
2015,Jyrki Jokipakka,DAL,D,27,8/20/91,Tampere,,FIN,FIN,75,215,2011,DAL,7,14,195
2015,Kael Mouillierat,NYI,L,31,12/9/87,Edmonton,AB,CAN,CAN,72,188,-,-,-,-,-
2015,Karl Alzner,WSH,D,30,9/24/88,Burnaby,BC,CAN,CAN,75,219,2007,WSH,1,5,5
2015,Karl Stollery,"COL, S.J",D,31,11/21/87,Camrose,AB,CAN,CAN,71,180,-,-,-,-,-
2015,Keaton Ellerby,WPG,D,30,11/5/88,Strathmore,AB,CAN,CAN,77,220,2007,FLA,1,10,10
2015,Keegan Lowe,CAR,D,25,3/29/93,Greenwich,CT,USA,USA,73,191,2011,CAR,3,12,73
2015,Keith Aulie,EDM,D,29,6/11/89,Rouleau,SK,CAN,CAN,78,222,2007,CGY,4,25,116
2015,Keith Ballard,MIN,D,36,11/26/82,Baudette,MN,USA,USA,71,204,2002,BUF,1,11,11
2015,Keith Yandle,"ARI, NYR",D,32,9/9/86,Boston,MA,USA,USA,73,191,2005,PHX,4,14,105
2015,Kerby Rychel,CBJ,L,24,10/7/94,Torrance,CA,USA,CAN,73,213,2013,CBJ,1,19,19
2015,Kevan Miller,BOS,D,31,11/15/87,Los Angeles,CA,USA,USA,74,210,-,-,-,-,-
2015,Kevin Bieksa,VAN,D,37,6/16/81,Grimsby,ON,CAN,CAN,73,197,2001,VAN,5,20,151
2015,Kevin Connauton,"CBJ, DAL",D,28,2/23/90,Edmonton,AB,CAN,CAN,74,205,2009,VAN,3,22,83
2015,Kevin Fiala,NSH,L,22,7/22/96,St. Gallen,,CHE,CHE,70,193,2014,NSH,1,11,11
2015,Kevin Hayes,NYR,C,26,5/8/92,Dorchester,MA,USA,USA,77,216,2010,CHI,1,24,24
2015,Kevin Klein,NYR,D,34,12/13/84,Kitchener,ON,CAN,CAN,73,206,2003,NSH,2,7,37
2015,Kevin Shattenkirk,STL,D,30,1/29/89,New Rochelle,NY,USA,USA,72,206,2007,COL,1,14,14
2015,Kimmo Timonen,CHI,D,43,3/18/75,Kuopio,,FIN,FIN,70,194,1993,L.A,10,16,250
2015,Klas Dahlbeck,"ARI, CHI",D,27,7/6/91,Katrineholm,,SWE,SWE,75,207,2011,CHI,3,18,79
2015,Korbinian Holzer,TOR,D,30,2/16/88,Munich,,DEU,DEU,75,218,2006,TOR,4,18,111
2015,Kris Letang,PIT,D,31,4/24/87,Montreal,QC,CAN,CAN,72,201,2005,PIT,3,1,62
2015,Kris Russell,CGY,D,31,5/2/87,Caroline,AB,CAN,CAN,70,170,2005,CBJ,3,6,67
2015,Kris Versteeg,CHI,R,32,5/13/86,Lethbridge,AB,CAN,CAN,71,176,2004,BOS,5,5,134
