Year,Player,Team,Position,GP,PKTOI,PKTOI_GP,PKCF_60,PKCA_60,PKCFPer,PKFF_60,PKFA_60,PKFFPer,PKSF_60,PKSA_60,PKSFPer,PKGF_60,PKGA_60,PKGFPer,PKSCF_60,PKSCA_60,PKSCFPer,PKHDCF_60,PKHDCA_60,PKHDCFPer,PKHDGF_60,PKHDGA_60,PKHDGFPer,PKMDCF_60,PKMDCA_60,PKMDCFPer,PKMDGF_60,PKMDGA_60,PKMDGFPer,PKLDCF_60,PKLDCA_60,PKLDCFPer,PKLDGF_60,PKLDGA_60,PKLDGFPer,PKOn-Ice SHPer,PKOn-Ice SVPer,PKPDO,PKOff. Zone Faceoffs_60,PKNeu. Zone Faceoffs_60,PKDef. Zone Faceoffs_60,PKOnTFStarts_60,PKOffZoneStartPer,PKOffZoneFaceoffs_60,PKNeuZoneFaceoffs_60,PKDefZoneFaceoffs_60,PKOff. Zone Faceoff Per
2016,Petteri Lindbohm,STL,D,10,0.666666667,0.066666667,0,180,0,0,90,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,260,0,0,0,-,-,-,-,0,0,0,360,-,0,0,0,-
2016,Rene Bourque,CBJ,R,49,0.7,0.014285714,0,171.43,0,0,171.43,0,0,85.71,0,0,0,-,0,85.71,0,0,0,-,0,0,-,0,114.29,0,0,0,-,0,123.81,0,0,0,-,-,100,1,0,85.71,0,0,-,85.71,85.71,0,100
2016,Chris Neil,OTT,R,80,0.716666667,0.008958333,0,167.44,0,0,167.44,0,0,167.44,0,0,0,-,0,167.44,0,0,83.72,0,0,0,-,0,111.63,0,0,0,-,0,0,-,0,0,-,-,100,1,0,0,0,251.16,-,0,0,0,-
2016,Mark Arcobello,TOR,R,20,2.166666667,0.108333333,55.38,166.15,25,55.38,138.46,28.57,55.38,138.46,28.57,0,0,-,55.38,110.77,33.33,27.69,27.69,50,0,0,-,36.92,110.77,25,0,0,-,0,80,0,0,0,-,0,100,1,0,0,110.77,55.38,0,0,0,166.15,0
2016,Scott Hartnell,CBJ,L,79,2.933333333,0.037130802,20.45,163.64,11.11,20.45,143.18,12.5,0,102.27,0,0,20.45,0,20.45,61.36,25,0,40.91,0,0,0,-,27.27,27.27,50,0,0,-,0,118.18,0,0,0,-,-,80,0.8,0,20.45,20.45,204.55,0,0,20.45,20.45,0
2016,David Clarkson,CBJ,R,23,0.366666667,0.015942029,0,163.64,0,0,163.64,0,0,163.64,0,0,0,-,0,163.64,0,0,0,-,0,0,-,0,218.18,0,0,0,-,0,0,-,0,0,-,-,100,1,0,0,0,163.64,-,0,0,0,-
2016,Paul Postma,WPG,D,26,0.733333333,0.028205128,0,163.64,0,0,81.82,0,0,81.82,0,0,0,-,0,81.82,0,0,0,-,0,0,-,0,109.09,0,0,0,-,0,118.18,0,0,0,-,-,100,1,0,81.82,81.82,81.82,0,0,81.82,81.82,0
2016,Nick Ritchie,ANA,L,33,0.366666667,0.011111111,163.64,163.64,50,163.64,163.64,50,0,0,-,0,0,-,0,163.64,0,0,0,-,0,0,-,0,218.18,0,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,327.27,-,0,0,0,-
2016,Patrick Sieloff,CGY,D,1,3.7,3.7,0,162.16,0,0,129.73,0,0,81.08,0,0,0,-,0,48.65,0,0,16.22,0,0,0,-,0,43.24,0,0,0,-,0,163.96,0,0,0,-,-,100,1,0,0,32.43,64.86,0,0,0,32.43,0
2016,PA Parenteau,TOR,R,77,1.483333333,0.019264069,40.45,161.8,20,40.45,161.8,20,0,121.35,0,0,40.45,0,0,80.9,0,0,40.45,0,0,40.45,0,0,53.93,0,0,0,-,58.43,116.85,33.33,0,0,-,-,66.67,0.67,40.45,40.45,40.45,121.35,50,40.45,40.45,40.45,50
2016,Victor Bartley,"MTL, NSH",D,10,1.116666667,0.111666667,53.73,161.19,25,0,161.19,0,0,107.46,0,0,0,-,0,53.73,0,0,0,-,0,0,-,0,71.64,0,0,0,-,77.61,155.22,33.33,0,0,-,-,100,1,0,0,0,53.73,-,0,0,0,-
2016,Gustav Nyquist,DET,R,82,1.133333333,0.013821138,105.88,158.82,40,52.94,105.88,33.33,52.94,52.94,50,0,0,-,52.94,105.88,33.33,0,52.94,0,0,0,-,70.59,70.59,50,0,0,-,76.47,76.47,50,0,0,-,0,100,1,0,0,0,105.88,-,52.94,105.88,0,100
2016,Joe Vitale,ARI,C,1,0.766666667,0.766666667,0,156.52,0,0,78.26,0,0,78.26,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,226.09,0,0,0,-,-,100,1,0,0,0,78.26,-,0,0,0,-
2016,Dmitrij Jaskin,STL,R,65,0.383333333,0.005897436,0,156.52,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,226.09,0,0,0,-,-,-,-,0,156.52,0,782.61,-,0,156.52,0,-
2016,Brandon Tanev,WPG,L,3,3.116666667,1.038888889,0,154.01,0,0,154.01,0,0,115.51,0,0,38.5,0,0,57.75,0,0,19.25,0,0,0,-,0,51.34,0,0,0,-,0,139.04,0,0,55.61,0,-,66.67,0.67,0,0,57.75,19.25,0,0,0,115.51,0
2016,Julian Melchiori,WPG,D,11,4.316666667,0.392424242,13.9,152.9,8.33,0,97.3,0,0,69.5,0,0,13.9,0,13.9,41.7,25,0,13.9,0,0,0,-,18.53,37.07,33.33,0,0,-,0,160.62,0,0,20.08,0,-,80,0.8,0,0,27.8,55.6,0,13.9,0,27.8,33.33
2016,Michael Matheson,FLA,D,3,0.4,0.133333333,0,150,0,0,150,0,0,0,-,0,0,-,0,150,0,0,0,-,0,0,-,0,200,0,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,0,-,0,0,0,-
2016,Alex Grant,ARI,D,5,2.85,0.57,0,147.37,0,0,105.26,0,0,84.21,0,0,42.11,0,0,42.11,0,0,21.05,0,0,21.05,0,0,28.07,0,0,0,-,0,30.41,0,0,0,-,-,50,0.5,0,0,0,63.16,-,0,21.05,21.05,0
2016,Dennis Rasmussen,CHI,C,44,1.633333333,0.037121212,0,146.94,0,0,146.94,0,0,146.94,0,0,0,-,0,110.2,0,0,73.47,0,0,0,-,0,48.98,0,0,0,-,0,53.06,0,0,0,-,-,100,1,0,0,36.73,183.67,0,0,0,36.73,0
2016,Connor Brown,TOR,R,7,3.283333333,0.469047619,36.55,146.19,20,36.55,127.92,22.22,36.55,127.92,22.22,18.27,36.55,33.33,36.55,91.37,28.57,36.55,54.82,40,18.27,18.27,50,0,48.73,0,0,0,-,0,79.19,0,0,26.4,0,50,71.43,1.214,0,0,18.27,127.92,0,0,18.27,36.55,0
2016,Ross Johnston,NYI,L,1,0.416666667,0.416666667,0,144,0,0,144,0,0,144,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,208,0,0,0,-,-,100,1,0,0,0,144,-,0,0,0,-
2016,Erik Gustafsson,CHI,D,41,2.966666667,0.072357724,20.22,141.57,12.5,20.22,121.35,14.29,0,60.67,0,0,0,-,20.22,40.45,33.33,0,0,-,0,0,-,26.97,53.93,33.33,0,0,-,0,116.85,0,0,0,-,-,100,1,0,20.22,0,80.9,-,0,20.22,0,-
2016,Dennis Everberg,COL,R,15,12.86666667,0.857777778,4.66,139.9,3.23,4.66,97.93,4.55,4.66,88.6,5,4.66,9.33,33.33,0,32.64,0,0,13.99,0,0,4.66,0,0,24.87,0,0,0,-,6.74,154.92,4.17,6.74,6.74,50,100,89.47,1.895,0,9.33,41.97,55.96,0,0,13.99,46.63,0
2016,Brandon Gormley,COL,D,26,3.433333333,0.132051282,0,139.81,0,0,104.85,0,0,87.38,0,0,0,-,0,87.38,0,0,17.48,0,0,0,-,0,93.2,0,0,0,-,0,75.73,0,0,0,-,-,100,1,17.48,0,17.48,157.28,50,17.48,0,34.95,33.33
2016,Derrick Pouliot,PIT,D,22,3.433333333,0.156060606,17.48,139.81,11.11,17.48,104.85,14.29,0,69.9,0,0,0,-,0,69.9,0,0,52.43,0,0,0,-,0,23.3,0,0,0,-,25.24,100.97,20,0,0,-,-,100,1,0,17.48,17.48,104.85,0,0,17.48,17.48,0
2016,Derek Forbort,L.A,D,14,9.516666667,0.679761905,25.22,138.7,15.38,18.91,107.18,15,12.61,69.35,15.38,0,18.91,0,18.91,69.35,21.43,0,37.83,0,0,12.61,0,25.22,42.03,37.5,0,0,-,0,91.07,0,0,9.11,0,0,72.73,0.727,0,12.61,25.22,81.96,0,0,18.91,31.52,0
2016,Nicolas Deslauriers,BUF,L,70,8.283333333,0.118333333,7.24,137.63,5,7.24,115.9,5.88,7.24,94.16,7.14,0,14.49,0,0,79.68,0,0,57.95,0,0,14.49,0,0,28.97,0,0,0,-,10.46,83.7,11.11,0,0,-,0,84.62,0.846,0,14.49,36.22,21.73,0,0,14.49,36.22,0
2016,Ladislav Smid,CGY,D,22,9.733333333,0.442424242,0,135.62,0,0,92.47,0,0,67.81,0,0,12.33,0,0,80.14,0,0,24.66,0,0,6.16,0,0,73.97,0,0,0,-,0,80.14,0,0,8.9,0,-,81.82,0.82,0,12.33,30.82,55.48,0,0,12.33,36.99,0
2016,Alan Quine,NYI,C,2,3.116666667,1.558333333,19.25,134.76,12.5,19.25,57.75,25,19.25,57.75,25,19.25,38.5,33.33,19.25,96.26,16.67,19.25,19.25,50,19.25,19.25,50,0,102.67,0,0,0,-,0,55.61,0,0,27.81,0,100,33.33,1.333,0,0,77.01,38.5,0,0,19.25,96.26,0
2016,Tanner Kero,CHI,C,17,27.53333333,1.619607843,10.9,132.93,7.58,8.72,108.96,7.41,8.72,82.81,9.52,0,6.54,0,0,56.66,0,0,21.79,0,0,4.36,0,0,46.49,0,0,2.91,0,9.44,97.58,8.82,0,0,-,0,92.11,0.921,0,15.25,54.48,37.05,0,0,17.43,78.45,0
2016,Garnet Hathaway,CGY,R,14,8.633333333,0.616666667,13.9,132.05,9.52,13.9,76.45,15.38,6.95,34.75,16.67,6.95,6.95,50,6.95,34.75,16.67,0,13.9,0,0,0,-,9.27,27.8,25,0,0,-,10.04,140.54,6.67,10.04,10.04,50,100,80,1.8,6.95,6.95,41.7,62.55,14.29,6.95,13.9,41.7,14.29
2016,Phil Kessel,PIT,R,82,1.366666667,0.016666667,87.8,131.71,40,87.8,131.71,40,87.8,87.8,50,0,43.9,0,87.8,87.8,50,0,43.9,0,0,43.9,0,117.07,58.54,66.67,0,0,-,0,63.41,0,0,0,-,0,50,0.5,43.9,0,87.8,131.71,33.33,131.71,0,87.8,60
2016,Vincent Lecavalier,"L.A, PHI",C,49,23,0.469387755,5.22,130.43,3.85,2.61,96.52,2.63,2.61,62.61,4,0,7.83,0,5.22,70.43,6.9,0,31.3,0,0,5.22,0,6.96,52.17,11.76,0,3.48,0,0,79.13,0,0,0,-,0,87.5,0.875,2.61,2.61,73.04,52.17,3.45,2.61,7.83,80.87,3.13
2016,Ben Chiarot,WPG,D,70,54.08333333,0.772619048,19.97,129.8,13.33,15.53,95.41,14,11.09,73.22,13.16,1.11,6.66,14.29,14.42,61.02,19.12,4.44,29.95,12.9,1.11,5.55,16.67,13.31,41.42,24.32,0,0,-,3.2,86.53,3.57,0,1.6,0,10,90.91,1.009,0,3.33,35.5,47.7,0,2.22,8.88,51.03,4.17
2016,Travis Moen,DAL,L,23,9.25,0.402173913,6.49,129.73,4.76,6.49,90.81,6.67,6.49,64.86,9.09,6.49,12.97,33.33,6.49,90.81,6.67,6.49,12.97,33.33,6.49,0,100,0,103.78,0,0,8.65,0,0,46.85,0,0,9.37,0,100,80,1.8,0,6.49,12.97,84.32,0,0,12.97,12.97,0
2016,James Neal,NSH,"L, R",82,1.85,0.022560976,32.43,129.73,20,0,97.3,0,0,64.86,0,0,0,-,0,32.43,0,0,0,-,0,0,-,0,43.24,0,0,0,-,0,140.54,0,0,0,-,-,100,1,0,32.43,32.43,194.59,0,0,32.43,32.43,0
2016,Shane Prince,"NYI, OTT",L,62,3.7,0.059677419,0,129.73,0,0,129.73,0,0,113.51,0,0,48.65,0,0,81.08,0,0,48.65,0,0,16.22,0,0,43.24,0,0,21.62,0,0,70.27,0,0,23.42,0,-,57.14,0.57,16.22,16.22,16.22,48.65,50,16.22,32.43,48.65,25
2016,Milan Michalek,"OTT, TOR",L,45,41.93333333,0.931851852,7.15,128.78,5.26,7.15,101.59,6.58,7.15,71.54,9.09,2.86,14.31,16.67,4.29,74.4,5.45,2.86,30.05,8.7,2.86,4.29,40,1.91,59.14,3.13,0,7.63,0,0,78.54,0,0,6.2,0,40,80,1.2,1.43,1.43,22.89,70.11,5.88,1.43,11.45,34.34,4
2016,Noel Acciari,BOS,C,19,24.33333333,1.280701754,2.47,128.22,1.89,2.47,81.37,2.94,2.47,59.18,4,0,9.86,0,0,71.51,0,0,24.66,0,0,4.93,0,0,62.47,0,0,6.58,0,3.56,81.92,4.17,0,0,-,0,83.33,0.833,0,2.47,17.26,71.51,0,0,7.4,24.66,0
2016,Kevin Connauton,"ARI, CBJ",D,65,26.41666667,0.406410256,22.71,127.19,15.15,11.36,104.48,9.8,9.09,79.5,10.26,0,13.63,0,9.09,63.6,12.5,2.27,36.34,5.88,0,6.81,0,9.09,36.34,20,0,0,-,9.84,78.74,11.11,0,6.56,0,0,82.86,0.829,0,9.09,20.44,70.41,0,2.27,11.36,29.53,7.14
2016,Chris Summers,NYR,D,3,3.333333333,1.111111111,18,126,12.5,18,90,16.67,18,54,25,0,18,0,18,54,25,18,18,50,0,0,-,0,48,0,0,24,0,0,104,0,0,0,-,0,66.67,0.667,0,0,54,90,0,0,0,54,0
2016,Jarome Iginla,COL,R,82,3.35,0.040853659,17.91,125.37,12.5,17.91,89.55,16.67,17.91,89.55,16.67,0,0,-,17.91,53.73,25,17.91,17.91,50,0,0,-,0,47.76,0,0,0,-,0,103.48,0,0,0,-,0,100,1,0,35.82,53.73,161.19,0,0,35.82,89.55,0
2016,Bryan Lerg,S.J,C,6,3.35,0.558333333,0,125.37,0,0,107.46,0,0,89.55,0,0,17.91,0,0,35.82,0,0,0,-,0,0,-,0,47.76,0,0,23.88,0,0,129.35,0,0,0,-,-,80,0.8,0,0,53.73,71.64,0,0,0,71.64,0
2016,Mikhail Grabovski,NYI,C,58,1.933333333,0.033333333,0,124.14,0,0,93.1,0,0,31.03,0,0,0,-,0,93.1,0,0,0,-,0,0,-,0,124.14,0,0,0,-,0,44.83,0,0,0,-,-,100,1,0,31.03,62.07,155.17,0,0,31.03,62.07,0
2016,Keith Yandle,NYR,D,82,4.35,0.05304878,27.59,124.14,18.18,27.59,55.17,33.33,27.59,55.17,33.33,0,0,-,13.79,55.17,20,13.79,41.38,25,0,0,-,0,18.39,0,0,0,-,19.92,99.62,16.67,0,0,-,0,100,1,0,27.59,13.79,220.69,0,0,27.59,13.79,0
2016,Craig Cunningham,ARI,L,10,0.966666667,0.096666667,0,124.14,0,0,0,-,0,0,-,0,0,-,0,62.07,0,0,0,-,0,0,-,0,82.76,0,0,0,-,0,89.66,0,0,0,-,-,-,-,62.07,0,62.07,0,50,62.07,0,62.07,50
2016,Jonathan Drouin,T.B,L,21,0.483333333,0.023015873,0,124.14,0,0,124.14,0,0,124.14,0,0,0,-,0,124.14,0,0,124.14,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,100,1,0,0,0,124.14,-,0,0,0,-
2016,Greg McKegg,FLA,C,15,3.9,0.26,0,123.08,0,0,107.69,0,0,76.92,0,0,15.38,0,0,46.15,0,0,30.77,0,0,15.38,0,0,20.51,0,0,0,-,0,111.11,0,0,0,-,-,80,0.8,0,15.38,76.92,30.77,0,0,30.77,76.92,0
2016,Drew Miller,DET,L,28,83.2,2.971428571,7.21,122.6,5.56,7.21,86.54,7.69,6.49,61.3,9.57,0,5.77,0,1.44,46.88,2.99,0.72,19.47,3.57,0,1.44,0,0.96,36.54,2.56,0,2.88,0,2.08,104.17,1.96,0,3.13,0,0,90.59,0.906,0.72,8.65,41.11,41.83,1.72,0.72,12.98,53.37,1.33
2016,Tim Schaller,BUF,C,17,20.08333333,1.181372549,14.94,122.49,10.87,14.94,89.63,14.29,14.94,80.66,15.63,2.99,2.99,50,5.98,47.8,11.11,0,17.93,0,0,2.99,0,7.97,39.83,16.67,3.98,0,100,4.32,107.88,3.85,0,0,-,20,96.3,1.163,2.99,2.99,29.88,62.74,9.09,5.98,11.95,35.85,14.29
2016,Brandon Davidson,EDM,D,51,134.5833333,2.638888889,7.58,120.37,5.92,7.13,86.04,7.66,7.13,58.85,10.81,0.89,4.46,16.67,3.57,58.85,5.71,1.78,24.07,6.9,0.89,1.78,33.33,2.38,46.37,4.88,0,2.38,0,2.58,76.63,3.25,0,1.29,0,12.5,92.42,1.049,0.45,9.36,46.37,19.17,0.95,2.67,12.04,73.56,3.51
2016,Tuomo Ruutu,N.J,L,33,7.483333333,0.226767677,0,120.27,0,0,96.21,0,0,64.14,0,0,8.02,0,0,80.18,0,0,48.11,0,0,0,-,0,42.76,0,0,10.69,0,0,57.91,0,0,0,-,-,87.5,0.88,0,0,24.05,88.2,0,0,0,24.05,0
2016,Justin Schultz,"EDM, PIT",D,63,51.41666667,0.816137566,10.5,120.19,8.04,8.17,93.35,8.05,7,67.68,9.38,0,5.83,0,3.5,57.18,5.77,0,24.51,0,0,3.5,0,4.67,43.57,9.68,0,3.11,0,6.74,80.91,7.69,0,0,-,0,91.38,0.914,0,7,40.84,44.34,0,1.17,11.67,58.35,1.96
2016,Nicklas Backstrom,WSH,C,75,67.28333333,0.897111111,8.03,119.49,6.29,5.35,85.61,5.88,4.46,51.72,7.94,0,5.35,0,2.68,57.96,4.41,0.89,24.97,3.45,0,4.46,0,2.38,43.99,5.13,0,1.19,0,2.58,86.3,2.9,0,0,-,0,89.66,0.897,1.78,8.03,74.91,43.7,2.33,1.78,8.92,91.85,1.9
2016,Tyler Bozak,TOR,C,57,11.56666667,0.202923977,36.31,119.31,23.33,31.12,98.56,24,25.94,62.25,29.41,0,5.19,0,20.75,67.44,23.53,20.75,25.94,44.44,0,5.19,0,0,55.33,0,0,0,-,22.48,74.93,23.08,0,0,-,0,91.67,0.917,15.56,5.19,129.68,41.5,10.71,25.94,5.19,145.24,15.15
2016,Zemgus Girgensons,BUF,C,71,75.21666667,1.059389671,7.18,118.86,5.7,5.58,91.73,5.74,3.99,66.21,5.68,0.8,10.37,7.14,2.39,55.84,4.11,2.39,21.54,10,0.8,3.19,20,0,45.73,0,0,5.32,0,4.61,88.72,4.94,0,4.61,0,20,84.34,1.043,2.39,10.37,25.53,65.41,8.57,4.79,17.55,36.69,11.54
2016,Lance Bouma,CGY,C,44,80,1.818181818,13.5,118.5,10.23,12,84,12.5,6.75,58.5,10.34,2.25,11.25,16.67,9,51,15,6.75,28.5,19.15,2.25,6,27.27,3,30,9.09,0,4,0,5.42,92.08,5.56,0,3.25,0,33.33,80.77,1.141,1.5,8.25,36.75,58.5,3.92,1.5,12.75,45.75,3.17
2016,Oscar Klefbom,EDM,D,30,79.65,2.655,11.3,118.27,8.72,10.55,85.12,11.02,7.53,61.77,10.87,0,3.77,0,5.27,54.24,8.86,0.75,23.35,3.13,0,2.26,0,6.03,41.18,12.77,0,1,0,6.53,78.34,7.69,0,1.09,0,0,93.9,0.939,0.75,9.79,49.72,18.83,1.49,2.26,14.31,73.07,3
