Year,Player,Team,Position,GP,PKTOI,PKTOI_GP,PKCF_60,PKCA_60,PKCFPer,PKFF_60,PKFA_60,PKFFPer,PKSF_60,PKSA_60,PKSFPer,PKGF_60,PKGA_60,PKGFPer,PKSCF_60,PKSCA_60,PKSCFPer,PKHDCF_60,PKHDCA_60,PKHDCFPer,PKHDGF_60,PKHDGA_60,PKHDGFPer,PKMDCF_60,PKMDCA_60,PKMDCFPer,PKMDGF_60,PKMDGA_60,PKMDGFPer,PKLDCF_60,PKLDCA_60,PKLDCFPer,PKLDGF_60,PKLDGA_60,PKLDGFPer,PKOn-Ice SHPer,PKOn-Ice SVPer,PKPDO,PKOff. Zone Faceoffs_60,PKNeu. Zone Faceoffs_60,PKDef. Zone Faceoffs_60,PKOnTFStarts_60,PKOffZoneStartPer,PKOffZoneFaceoffs_60,PKNeuZoneFaceoffs_60,PKDefZoneFaceoffs_60,PKOff. Zone Faceoff Per
2016,David Backes,STL,R,79,141.7666667,1.794514768,13.12,105.81,11.03,10.58,84.65,11.11,8.46,60.52,12.27,0.42,6.35,6.25,5.08,58.41,8,2.54,28.78,8.11,0.42,3.81,10,3.39,39.5,7.89,0,1.13,0,4.28,66.02,6.09,0,2.45,0,5,89.51,0.945,1.27,9.73,61.37,44.86,2.03,1.69,11.85,77.87,2.13
2016,Dougie Hamilton,CGY,D,82,39.71666667,0.484349593,21.15,105.75,16.67,16.62,74.02,18.33,13.6,46.83,22.5,0,10.57,0,10.57,58.92,15.22,3.02,30.21,9.09,0,7.55,0,10.07,38.27,20.83,0,2.01,0,15.27,65.46,18.92,0,2.18,0,0,77.42,0.774,4.53,16.62,16.62,61.94,21.43,10.57,18.13,25.68,29.17
2016,Tyler Johnson,T.B,C,69,43.18333333,0.625845411,11.12,105.6,9.52,9.73,86.14,10.14,6.95,55.58,11.11,0,9.73,0,4.17,37.51,10,4.17,11.12,27.27,0,2.78,0,0,35.2,0,0,5.56,0,10.03,94.33,9.62,0,4.01,0,0,82.5,0.825,1.39,9.73,41.68,58.36,3.23,5.56,9.73,50.02,10
2016,Jay Bouwmeester,STL,D,72,231.3166667,3.212731481,9.86,105.57,8.54,8.82,81.97,9.71,7.26,58.88,10.98,0,6.48,0,5.45,57.32,8.68,1.04,24.12,4.12,0,3.11,0,5.88,44.27,11.72,0,2.77,0,4.12,64.44,6.01,0,1.87,0,0,88.99,0.89,1.04,6.74,42.8,25.42,2.37,3.11,10.38,71.33,4.18
2016,Sergei Plotnikov,"ARI, PIT",L,45,4.55,0.101111111,13.19,105.49,11.11,13.19,92.31,12.5,13.19,79.12,14.29,0,13.19,0,0,65.93,0,0,13.19,0,0,0,-,0,70.33,0,0,17.58,0,19.05,57.14,25,0,0,-,0,83.33,0.833,13.19,13.19,0,92.31,100,13.19,13.19,0,100
2016,Shea Weber,NSH,D,78,221.8333333,2.844017094,9.47,105.48,8.24,8.38,77.08,9.81,6.49,57.34,10.17,1.08,6.76,13.79,4.6,47.06,8.9,1.62,18.66,8,0.54,3.79,12.5,3.97,37.87,9.48,0,1.8,0,3.52,76.57,4.39,0,2.34,0,16.67,88.21,1.049,0.27,7.03,44.09,26.78,0.61,1.62,15.96,67.35,2.35
2016,Sidney Crosby,PIT,C,80,31.86666667,0.398333333,20.71,105.44,16.42,18.83,86.61,17.86,15.06,65.9,18.6,0,7.53,0,13.18,56.49,18.92,3.77,22.59,14.29,0,7.53,0,12.55,45.19,21.74,0,0,-,10.88,67.99,13.79,0,0,-,0,88.57,0.886,1.88,11.3,62.13,118.62,2.94,5.65,15.06,82.85,6.38
2016,Jonathan Toews,CHI,C,80,112.2,1.4025,18.72,105.35,15.09,14.97,78.07,16.09,11.76,60.43,16.3,3.74,5.88,38.89,11.23,40.64,21.65,4.81,16.58,22.5,2.14,3.21,40,8.56,32.09,21.05,1.43,0.71,66.67,7.72,84.97,8.33,0,2.32,0,31.82,90.27,1.221,2.14,3.74,36.9,69.52,5.48,3.74,5.88,48.66,7.14
2016,Marian Hossa,CHI,R,64,99.83333333,1.559895833,21.04,105.18,16.67,17.43,83.54,17.26,13.22,64.91,16.92,3.01,9.62,23.81,13.82,45.68,23.23,5.41,21.64,20,1.8,4.21,30,11.22,32.05,25.93,1.6,3.21,33.33,8.68,79,9.9,0,3.47,0,22.73,85.19,1.079,1.2,5.41,34.86,76.33,3.33,3.01,9.02,43.87,6.41
2016,Dan Girardi,NYR,D,74,200.9,2.714864865,13.14,105.13,11.11,12.24,74.66,14.09,10.15,54.65,15.67,0.9,8.36,9.68,8.36,58.54,12.5,5.67,21.2,21.11,0.6,5.38,10,3.58,49.78,6.72,0,3.19,0,4.75,62.55,7.05,0,0.86,0,8.82,84.7,0.935,0.3,5.97,37.63,31.66,0.79,2.69,8.06,55.55,4.62
2016,Jack Skille,COL,R,74,15.98333333,0.215990991,26.28,105.11,20,26.28,75.08,25.93,15.02,56.31,21.05,3.75,11.26,25,11.26,41.29,21.43,0,7.51,0,0,0,-,15.02,45.05,25,0,15.02,0,10.84,92.18,10.53,5.42,0,100,25,80,1.05,3.75,3.75,18.77,93.85,16.67,3.75,7.51,18.77,16.67
2016,Rasmus Ristolainen,BUF,D,82,218.7833333,2.668089431,9.05,105.04,7.93,8.23,80.9,9.23,6.31,59.51,9.58,0.82,6.31,11.54,2.19,49.91,4.21,1.1,20.57,5.06,0,3.57,0,1.46,39.13,3.6,0.73,1.46,33.33,3.96,77.25,4.88,0,2.38,0,13.04,89.4,1.024,1.1,7.13,41.14,18.65,2.6,2.74,11.79,66.37,3.97
2016,Alexander Edler,VAN,D,52,134.35,2.583653846,8.49,104.95,7.48,6.7,78.6,7.85,5.36,60.74,8.11,0,8.49,0,5.36,58.5,8.39,1.34,21.44,5.88,0,3.57,0,5.36,49.42,9.78,0,3.57,0,2.58,63.22,3.92,0,3.23,0,0,86.03,0.86,0,9.83,43.77,26.8,0,2.68,12.95,69.67,3.7
2016,Steven Kampfer,FLA,D,47,40.15,0.854255319,13.45,104.61,11.39,10.46,76.21,12.07,7.47,53.8,12.2,0,7.47,0,7.47,44.83,14.29,2.99,23.91,11.11,0,2.99,0,5.98,27.9,17.65,0,3.99,0,6.48,84.18,7.14,0,2.16,0,0,86.11,0.861,2.99,7.47,25.4,44.83,10.53,7.47,14.94,35.87,17.24
2016,Andrew Ladd,"CHI, WPG",L,78,145.1666667,1.861111111,14.88,104.57,12.46,12.81,78.53,14.03,9.92,59.93,14.2,1.24,6.61,15.79,9.51,50.42,15.86,3.31,23.97,12.12,0.41,3.31,11.11,8.27,35.27,18.99,1.1,2.2,33.33,4.18,74.03,5.34,0,2.39,0,12.5,88.97,1.015,1.24,5.79,52.9,43.81,2.29,2.89,10.75,68.61,4.05
2016,Luke Glendening,DET,C,81,254.1833333,3.138065844,8.73,104.57,7.71,7.32,73.65,9.04,5.9,50.75,10.42,0,6.37,0,5.19,44.85,10.38,2.36,18.65,11.24,0,2.83,0,3.78,34.94,9.76,0,1.57,0,3.07,80.81,3.66,0,3.41,0,0,87.44,0.874,0.47,10.15,46.74,27.62,1,1.65,15.58,66.57,2.42
2016,Cal Clutterbuck,NYI,R,77,151.6,1.968831169,17.81,104.49,14.56,15.04,70.84,17.51,13.46,52.64,20.36,1.58,3.96,28.57,8.71,50.66,14.67,3.96,22.96,14.71,1.19,2.37,33.33,6.33,36.94,14.63,0,2.11,0,4,67.46,5.6,0,0,-,11.76,92.48,1.042,3.56,4.35,50.66,50.66,6.57,3.96,7.52,60.55,6.13
2016,Jean-Gabriel Pageau,OTT,C,82,172.35,2.101829268,13.23,104.44,11.24,11.14,81.81,11.99,10.44,61.27,14.56,3.13,9.05,25.71,6.27,49.09,11.32,3.13,21.58,12.68,1.39,4.18,25,4.18,36.67,10.23,0.46,4.18,10,2.01,73.42,2.67,0,2.51,0,30,85.23,1.152,0.7,8.01,51.17,34.12,1.34,2.09,14.62,70.32,2.88
2016,Trevor van Riemsdyk,CHI,D,82,140.2333333,1.710162602,11.55,104.4,9.96,9.84,80.87,10.85,6.85,61.18,10.06,0.43,7.27,5.56,5.99,47.49,11.2,2.14,23.53,8.33,0.43,5.13,7.69,5.13,31.95,13.85,0,1.71,0,5.56,74.78,6.92,0,1.24,0,6.25,88.11,0.944,0.86,7.7,29.95,58.19,2.78,2.57,11.12,35.94,6.67
2016,Johnny Oduya,DAL,D,82,229.9166667,2.803861789,12.27,104.39,10.51,10.18,78.03,11.54,7.57,52.19,12.66,2.09,6.79,23.53,6.79,50.11,11.93,2.87,21.4,11.83,1.57,3.65,30,5.22,38.27,12,0.35,1.74,16.67,3.77,73.88,4.85,0,2.64,0,27.59,87,1.146,0.52,6.79,41.49,23.23,1.24,3.65,12,65.24,5.3
2016,Matt Hendricks,EDM,L,68,151.7833333,2.232107843,7.91,104.36,7.04,6.72,75.11,8.21,5.53,50.99,9.79,0.79,4.74,14.29,3.95,51.78,7.09,1.58,18.58,7.84,0.4,2.37,14.29,3.16,44.27,6.67,0.53,2.11,20,4.57,66.23,6.45,0,1.14,0,14.29,90.7,1.05,0.79,10.28,60.48,23.32,1.29,1.98,12.65,75.5,2.55
2016,Viktor Arvidsson,NSH,L,56,4.6,0.082142857,13.04,104.35,11.11,13.04,39.13,25,13.04,13.04,50,0,0,-,13.04,26.09,33.33,0,0,-,0,0,-,17.39,34.78,33.33,0,0,-,0,94.2,0,0,0,-,0,100,1,0,0,13.04,104.35,0,0,0,13.04,0
2016,Victor Hedman,T.B,D,78,157.6666667,2.021367521,11.8,104.27,10.16,11.04,84.48,11.55,7.99,58.6,12,1.14,6.47,15,5.33,47.19,10.14,1.9,22.07,7.94,0.38,3.42,10,4.57,33.49,12,0.51,2.03,20,5.5,78.05,6.58,0.55,2.2,20,14.29,88.96,1.032,0.76,6.85,39.58,34.25,1.89,3.81,9.51,53.28,6.67
2016,Riley Sheahan,DET,C,81,164.85,2.035185185,8.74,104.09,7.74,7.28,74.98,8.85,5.1,52.78,8.81,0.73,7.64,8.7,6.19,48.77,11.26,3.64,18.2,16.67,0.73,3.64,16.67,3.4,40.76,7.69,0,2.43,0,2.63,73.08,3.47,0,3.15,0,14.29,85.52,0.998,2.18,6.55,31.3,65.51,6.52,2.91,10.19,37.85,7.14
2016,Trevor Lewis,L.A,C,75,114.8166667,1.530888889,8.36,103.99,7.44,6.79,82.04,7.65,6.27,56.44,10,0.52,7.32,6.67,5.23,45.99,10.2,1.57,24.04,6.12,0,4.7,0,4.88,29.26,14.29,0.7,1.39,33.33,3.77,74.73,4.81,0,2.26,0,8.33,87.04,0.954,2.61,7.84,27.17,63.75,8.77,5.23,10.97,36.06,12.66
2016,Zack Smith,OTT,C,81,106.9833333,1.320781893,14.02,103.75,11.9,12.9,84.69,13.22,11.22,63.37,15.04,3.37,7.85,30,6.17,45.43,11.96,3.37,20.19,14.29,1.68,5.05,25,3.74,33.65,10,0.75,0.75,50,5.67,81.82,6.48,0,3.24,0,30,87.61,1.176,3.37,8.41,35.89,56.08,8.57,6.17,13.46,49.35,11.11
2016,Nick Holden,COL,D,82,190.2833333,2.320528455,12.93,103.74,11.08,11.67,79.78,12.76,9.46,60.54,13.51,0.32,8.51,3.57,5.68,48.24,10.53,2.52,18.92,11.76,0,2.52,0,4.2,39.1,9.71,0.42,4.2,9.09,4.55,75.61,5.68,0,4.1,0,3.33,85.94,0.893,3.15,4.1,24.28,40.05,11.49,4.1,11.67,42.88,8.72
2016,Jack Johnson,CBJ,D,60,173.6166667,2.893611111,11.75,103.68,10.18,9.33,76.72,10.84,5.53,54.95,9.14,0,7.95,0,5.88,51.49,10.24,2.42,20.74,10.45,0,3.8,0,4.61,41.01,10.1,0,2.76,0,5.99,69.39,7.95,0,2.5,0,0,85.53,0.855,0.35,10.02,36.63,24.54,0.93,2.42,14.51,59.44,3.91
2016,John Klingberg,DAL,D,76,7.533333333,0.099122807,31.86,103.54,23.53,23.89,87.61,21.43,23.89,63.72,27.27,0,7.96,0,23.89,71.68,25,7.96,23.89,25,0,7.96,0,21.24,63.72,25,0,0,-,11.5,34.51,25,0,0,-,0,87.5,0.875,15.93,47.79,7.96,183.19,66.67,15.93,47.79,7.96,66.67
2016,Jussi Jokinen,FLA,L,81,185.4833333,2.289917695,8.73,103.51,7.78,7.44,78.93,8.61,4.85,56.93,7.85,0.65,7.44,8,5.5,45.29,10.83,1.94,19.09,9.23,0.32,3.56,8.33,4.74,34.94,11.96,0,3.02,0,2.8,77.56,3.49,0,2.34,0,13.33,86.93,1.003,2.26,8.09,34.29,42.05,6.19,3.88,14.56,50.79,7.1
2016,Mark Giordano,CGY,D,82,198.2833333,2.418089431,15.13,103.49,12.76,12.1,78.68,13.33,9.08,55.07,14.15,2.42,10.29,19.05,9.08,58.1,13.51,3.93,32.08,10.92,1.82,6.66,21.43,6.86,34.7,16.5,0.4,4.03,9.09,6.56,59.88,9.87,0.44,0.87,33.33,26.67,81.32,1.08,0.61,6.96,41.15,23.91,1.45,2.72,12.71,66.27,3.95
2016,Anton Stralman,T.B,D,73,152.55,2.089726027,10.62,103.44,9.31,10.23,81.81,11.11,8.65,58.6,12.87,1.97,6.29,23.81,5.11,47.59,9.7,2.36,18.49,11.32,1.57,2.75,36.36,3.67,38.81,8.64,0.52,3.67,12.5,5.11,73.86,6.47,0,1.14,0,22.73,89.26,1.12,1.18,7.47,43.66,27.14,2.63,2.75,11.41,61.75,4.27
2016,Tom Gilbert,MTL,D,45,80.7,1.793333333,20.07,103.35,16.27,14.13,77.32,15.45,12.64,54.28,18.89,3.72,8.92,29.41,11.15,53.53,17.24,4.46,17.1,20.69,2.23,4.46,33.33,8.92,48.57,15.52,0.99,1.98,33.33,5.37,68.73,7.25,1.07,4.3,20,29.41,83.56,1.13,0.74,5.2,36.43,40.15,2,3.72,9.67,49.81,6.94
2016,Tyler Myers,WPG,D,73,156.75,2.147260274,20.67,103.35,16.67,16.84,81.91,17.05,13.4,58.95,18.52,2.3,8.04,22.22,13.01,58.18,18.28,6.12,25.65,19.28,1.15,5.36,17.65,9.19,43.38,17.48,1.02,2.04,33.33,4.98,59.71,7.69,0.55,1.66,25,17.14,86.36,1.035,2.68,5.74,24.11,46.32,10,5.36,11.87,39.04,12.07
2016,Josh Jooris,CGY,R,59,91.75,1.555084746,14.39,103.32,12.22,9.16,77.82,10.53,9.16,54.93,14.29,1.31,6.54,16.67,5.89,54.93,9.68,3.27,24.85,11.63,1.31,4.58,22.22,3.49,40.11,8,0,1.74,0,10.39,64.23,13.92,0,0.94,0,14.29,88.1,1.024,2.62,7.85,37.93,56.24,6.45,5.23,13.08,48.39,9.76
2016,Alexander Burmistrov,WPG,C,81,162.7166667,2.008847737,9.96,103.25,8.79,8.11,73.01,10,5.9,53.1,10,0.37,6.27,5.56,5.16,52.36,8.97,2.58,22.86,10.14,0.37,3.32,10,3.44,39.33,8.05,0,0.98,0,4.26,65.51,6.11,0,3.2,0,6.25,88.19,0.944,1.11,8.48,44.25,38.72,2.44,2.21,11.8,55.68,3.82
2016,Brian Boyle,T.B,C,76,133.75,1.759868421,7.63,103.18,6.88,7.18,78.95,8.33,6.28,57.87,9.79,0.9,8.52,9.52,3.14,45.31,6.48,0.9,22.43,3.85,0,4.04,0,2.99,30.5,8.93,0.6,3.59,14.29,3.24,78.4,3.97,0.65,2.59,20,14.29,85.27,0.996,1.79,10.77,37.68,42.17,4.55,3.14,14.36,48,6.14
2016,TJ Brodie,CGY,D,70,183.75,2.625,16.33,103.18,13.66,13.71,79.35,14.74,9.8,59.76,14.08,1.63,11.43,12.5,9.14,59.43,13.33,4.9,31.35,13.51,0.98,6.53,13.04,5.66,37.44,13.13,0.44,4.79,8.33,8.02,57.07,12.32,0.47,1.89,20,16.67,80.87,0.975,0.98,5.22,39.84,21.22,2.4,3.27,11.76,67.92,4.59
2016,Joe Morrow,BOS,D,33,12.21666667,0.37020202,14.73,103.14,12.5,9.82,63.85,13.33,4.91,39.29,11.11,0,14.73,0,9.82,39.29,20,4.91,14.73,25,0,9.82,0,6.55,32.74,16.67,0,0,-,0,92.22,0,0,7.09,0,0,62.5,0.625,4.91,0,29.47,73.67,14.29,14.73,4.91,39.29,27.27
2016,Roman Josi,NSH,D,81,218.2666667,2.694650206,9.07,103.08,8.09,7.97,74.22,9.7,6.32,54.98,10.31,1.1,6.6,14.29,4.4,45.91,8.74,1.92,18.14,9.59,0.55,3.57,13.33,3.3,37.02,8.18,0,1.47,0,2.38,75.05,3.08,0,2.78,0,17.39,88,1.054,0.82,7.42,43.43,27.76,1.86,1.65,16.22,67.07,2.4
2016,Matt Niskanen,WSH,D,82,235.3,2.869512195,6.12,103.02,5.61,5.61,73.95,7.05,4.33,51.25,7.8,0.25,6.12,4,2.29,45.39,4.81,1.27,19.63,6.1,0.25,3.57,6.67,1.36,34.34,3.81,0,2.04,0,2.21,78.08,2.75,0,1.47,0,5.88,88.06,0.939,0,7.39,36.97,28.56,0,2.29,14.02,62.47,3.54
2016,Karl Alzner,WSH,D,82,233.1666667,2.843495935,6.43,102.93,5.88,5.92,71.54,7.64,4.63,49.41,8.57,0.26,5.4,4.55,2.83,44,6.04,1.54,19.04,7.5,0.26,3.35,7.14,1.72,33.28,4.9,0,1.72,0,1.86,79.54,2.28,0,1.12,0,5.56,89.06,0.946,0,8.49,37.06,29.59,0,2.06,14.15,62.79,3.17
2016,Kevin Bieksa,ANA,D,71,147.5333333,2.077934272,15.05,102.89,12.76,12.61,82.56,13.25,6.51,55.72,10.46,0.41,4.88,7.69,7.32,57.34,11.32,3.25,21.55,13.11,0.41,3.25,11.11,5.42,47.72,10.2,0,1.08,0,5.87,62.86,8.55,0,1.17,0,6.25,91.24,0.975,2.44,6.91,31.72,34.57,7.14,4.07,10.17,47.58,7.87
2016,William Karlsson,CBJ,C,81,172.1,2.124691358,9.06,102.85,8.1,8.02,77.05,9.43,4.53,52.64,7.93,0.35,5.58,5.88,4.53,44.97,9.15,1.74,18.83,8.47,0.35,3.14,10,3.72,34.86,9.64,0,1.39,0,3.53,79.06,4.27,0,2.01,0,7.69,89.4,0.971,1.74,8.02,39.74,41.49,4.2,2.79,10.11,50.9,5.19
2016,Claude Giroux,PHI,C,78,115.5166667,1.480982906,15.06,102.84,12.78,14.02,77.39,15.34,10.91,57.13,16.03,1.04,8.31,11.11,8.83,56.1,13.6,3.64,26.49,12.07,1.04,5.19,16.67,6.93,39.47,14.93,0,2.77,0,7.5,63.02,10.64,0,1.5,0,9.52,85.45,0.95,1.56,3.12,69.08,54.54,2.21,2.6,3.64,90.9,2.78
2016,Steven Stamkos,T.B,C,77,59.6,0.774025974,11.07,102.68,9.73,10.07,64.43,13.51,8.05,37.25,17.78,3.02,1.01,75,6.04,44.3,12,3.02,18.12,14.29,3.02,0,100,4.03,34.9,10.34,0,0,-,4.36,77.07,5.36,0,1.45,0,37.5,97.3,1.348,2.01,5.03,56.38,51.34,3.45,4.03,7.05,75.5,5.06
2016,Cody Eakin,DAL,C,82,128.5666667,1.567886179,13.53,102.67,11.65,11.2,82.6,11.94,8.4,54.6,13.33,1.87,7,21.05,9.8,49.47,16.54,3.73,18.2,17.02,0.47,3.73,11.11,8.09,41.69,16.25,1.24,1.24,50,4.04,69.43,5.5,0,3.37,0,22.22,87.18,1.094,0.47,4.67,32.2,69.54,1.43,2.33,7.93,39.2,5.62
2016,Derek Grant,CGY,C,15,14.61666667,0.974444444,20.52,102.62,16.67,8.21,82.1,9.09,4.1,61.57,6.25,0,16.42,0,0,61.57,0,0,16.42,0,0,4.1,0,0,60.21,0,0,10.95,0,17.79,47.43,27.27,0,5.93,0,0,73.33,0.733,4.1,8.21,57.47,65.68,6.67,8.21,8.21,73.89,10
2016,Chris VandeVelde,PHI,C,79,180.9666667,2.2907173,12.27,102.45,10.69,11.6,67.64,14.64,9.28,46.42,16.67,0.33,5.97,5.26,4.64,44.1,9.52,1.33,13.93,8.7,0.33,2.32,12.5,4.42,40.23,9.9,0,2.21,0,7.66,77.1,9.04,0,2.87,0,3.57,87.14,0.907,1.99,9.95,30.5,51.72,6.12,4.31,15.58,40.12,9.7
2016,Willie Mitchell,FLA,D,46,148.8666667,3.236231884,5.64,102.37,5.22,4.43,76.98,5.45,3.22,59.65,5.13,0.4,8.06,4.76,3.63,47.16,7.14,1.21,20.15,5.66,0,3.22,0,3.22,36.01,8.22,0.54,2.69,16.67,2.33,71.61,3.15,0,4.08,0,12.5,86.49,0.99,0,7.25,38.69,14.11,0,1.61,16.12,66.5,2.37
2016,Connor Murphy,ARI,D,78,166.5333333,2.135042735,14.05,102.32,12.07,10.45,77.46,11.89,7.93,53.68,12.87,0.36,6.85,5,5.04,45.4,10,2.16,19.46,10,0,3.6,0,3.84,34.59,10,0,0.96,0,8.85,79.62,10,0.52,3.64,12.5,4.55,87.25,0.918,1.44,9.73,29.18,50.08,4.71,2.52,12.25,41.07,5.79
2016,Mikhail Grigorenko,COL,C,74,41.05,0.55472973,8.77,102.31,7.89,5.85,73.08,7.41,4.38,42.39,9.38,0,2.92,0,1.46,48.23,2.94,0,20.46,0,0,0,-,1.95,37.03,5,0,1.95,0,2.11,67.56,3.03,0,2.11,0,0,93.1,0.931,11.69,10.23,26.31,58.47,30.77,13.15,11.69,29.23,31.03
2016,Mark Pysyk,BUF,D,55,26.98333333,0.490606061,13.34,102.29,11.54,13.34,71.16,15.79,8.89,48.92,15.38,0,4.45,0,2.22,28.91,7.14,0,11.12,0,0,2.22,0,2.96,23.72,11.11,0,2.96,0,9.64,93.14,9.38,0,0,-,0,90.91,0.909,4.45,11.12,31.13,57.81,12.5,4.45,20.01,35.58,11.11
2016,Alec Martinez,L.A,D,78,176.6333333,2.264529915,10.19,102.25,9.06,7.81,76.43,9.27,6.79,51.97,11.56,1.36,5.77,19.05,5.77,48.91,10.56,2.04,18.68,9.84,0.68,2.72,20,4.98,40.31,11,0.91,2.26,28.57,2.94,73.11,3.87,0,1.96,0,20,88.89,1.089,1.02,5.77,33.63,51.63,2.94,5.43,11.21,43.48,11.11
2016,Nicklas Grossmann,ARI,D,58,173.1166667,2.984770115,11.44,102.24,10.06,10.4,76.25,12,6.93,53.03,11.56,0.69,10.4,6.25,5.89,47.48,11.04,2.08,18.02,10.34,0.35,4.16,7.69,5.08,39.28,11.46,0.46,3.23,12.5,6.01,75.59,7.36,0,5.51,0,10,80.39,0.904,1.39,6.93,42.28,31.19,3.17,2.43,10.4,56.49,4.12
2016,Braydon Coburn,T.B,D,80,186.0666667,2.325833333,9.35,102.22,8.38,8.38,74.81,10.08,7.09,48.05,12.87,1.29,4.84,21.05,5.48,35.47,13.39,2.26,14.83,13.21,0.97,2.58,27.27,4.3,27.52,13.51,0,1.29,0,3.73,91.29,3.92,0.47,1.86,20,18.18,89.93,1.081,0.32,7.09,32.25,37.08,0.99,2.26,11.61,43.21,4.96
2016,Darnell Nurse,EDM,D,69,140.95,2.042753623,9.37,102.16,8.4,8.09,79.18,9.27,6.39,55.76,10.27,1.28,7.66,14.29,5.11,54.06,8.63,2.98,25.12,10.61,0.85,5.11,14.29,2.84,38.6,6.85,0.57,1.7,25,2.46,63.95,3.7,0,1.84,0,20,86.26,1.063,1.7,5.96,33.2,38.74,4.88,4.68,12.34,51.51,8.33
2016,Radko Gudas,PHI,D,76,206.2,2.713157895,13.39,102.13,11.59,12.51,72.16,14.78,10.77,49.47,17.87,0.29,6.4,4.35,4.95,51.21,8.81,2.04,17.46,10.45,0.29,3.49,7.69,3.88,45,7.94,0,1.55,0,8.41,69.77,10.75,0,2.52,0,2.7,87.06,0.898,0,6.69,42.19,26.19,0,1.45,13.09,64.6,2.2
2016,Vernon Fiddler,DAL,C,82,178.15,2.172560976,11.79,102.05,10.36,10.44,73.42,12.45,8.42,49.85,14.45,1.35,7.07,16,5.73,50.18,10.24,2.69,20.88,11.43,1.01,3.7,21.43,4.04,39.07,9.38,0.45,2.69,14.29,3.89,70.05,5.26,0,1.95,0,16,85.81,1.018,2.36,9.77,63.32,26.94,3.59,3.7,12.12,74.77,4.72
2016,Jonathan Ericsson,DET,D,71,185.8333333,2.617370892,9.36,102.03,8.41,7.75,77.17,9.13,6.13,55.86,9.9,0,6.46,0,6.13,44.23,12.18,2.91,18.73,13.43,0,3.23,0,4.3,34.01,11.24,0,1.29,0,3.26,77.42,4.05,0,3.26,0,0,88.44,0.884,0.32,11.62,44.88,34.55,0.71,1.94,17.43,56.83,3.3
2016,Patrik Berglund,STL,C,42,51.23333333,1.21984127,14.05,101.89,12.12,11.71,86.66,11.9,8.2,63.24,11.48,0,2.34,0,7.03,55.04,11.32,1.17,23.42,4.76,0,1.17,0,7.81,42.16,15.63,0,1.56,0,1.69,65.97,2.5,0,0,-,0,96.3,0.963,1.17,9.37,46.84,73.78,2.44,2.34,10.54,50.36,4.44
2016,Zdeno Chara,BOS,D,80,267.2666667,3.340833333,14.14,101.7,12.21,12.12,73.19,14.21,9.88,48.94,16.79,1.35,7.63,15,6.96,48.04,12.65,2.24,19.08,10.53,0.9,4.27,17.39,6.29,38.61,14,0.6,3.29,15.38,7.13,73.29,8.87,0,1.3,0,13.64,84.4,0.98,0.22,5.39,35.92,11,0.62,3.37,13.25,62.41,5.12
2016,Simon Despres,ANA,D,32,72.03333333,2.251041667,16.66,101.62,14.08,14.99,71.63,17.31,8.33,50.81,14.08,0,3.33,0,9.16,48.31,15.94,1.67,19.16,8,0,1.67,0,10,38.87,20.45,0,1.11,0,7.22,73.39,8.96,0,1.2,0,0,93.44,0.934,0.83,2.5,36.65,42.48,2.22,5,2.5,54.97,8.33
2016,Radek Faksa,DAL,C,45,59.05,1.312222222,9.14,101.61,8.26,8.13,64.01,11.27,5.08,47.76,9.62,0,3.05,0,5.08,39.63,11.36,1.02,18.29,5.26,0,0,-,5.42,28.45,16,0,2.71,0,4.4,79.25,5.26,0,1.47,0,0,93.62,0.936,3.05,10.16,28.45,73.16,9.68,4.06,15.24,31.5,11.43
2016,Nate Prosser,MIN,D,54,67.93333333,1.258024691,9.72,101.57,8.73,8.83,75.07,10.53,7.07,48.58,12.7,2.65,7.95,25,5.3,52.99,9.09,2.65,15.01,15,0.88,2.65,25,3.53,50.64,6.52,2.36,3.53,40,5.1,65.06,7.27,0,3.83,0,37.5,83.64,1.211,0.88,4.42,37.98,43.28,2.27,2.65,8.83,45.93,5.45
2016,Tanner Pearson,L.A,L,79,93.4,1.182278481,7.07,101.5,6.51,3.85,71.95,5.08,3.21,52.68,5.75,0,7.07,0,3.85,49.46,7.23,0.64,21.84,2.86,0,5.78,0,4.28,36.83,10.42,0,1.71,0,2.78,67.74,3.95,0,0,-,0,86.59,0.866,1.28,7.71,20.56,84.15,5.88,3.21,10.28,25.7,11.11
2016,Torrey Mitchell,MTL,C,71,114.75,1.616197183,14.12,101.44,12.22,10.46,81.57,11.36,7.84,58.04,11.9,1.05,6.8,13.33,7.84,49.15,13.76,4.18,26.14,13.79,1.05,4.18,20,4.88,30.68,13.73,0,1.39,0,3.78,71.75,5,0,1.51,0,13.33,88.29,1.016,2.09,6.8,44.44,49.67,4.49,2.61,11.5,53.86,4.63
2016,Michael Frolik,CGY,R,64,109.5333333,1.711458333,16.98,101.34,14.35,14.79,73.95,16.67,12.6,52.59,19.33,2.19,8.22,21.05,9.31,61.9,13.08,4.38,27.94,13.56,1.64,4.38,27.27,6.57,45.28,12.68,0.73,4.38,14.29,8.7,53.8,13.92,0,0.79,0,17.39,84.38,1.018,1.64,8.76,43.27,52.04,3.66,2.74,11.5,52.59,4.95
