Year,Player,Team,Position,GP,PKTOI,PKTOI_GP,PKCF_60,PKCA_60,PKCFPer,PKFF_60,PKFA_60,PKFFPer,PKSF_60,PKSA_60,PKSFPer,PKGF_60,PKGA_60,PKGFPer,PKSCF_60,PKSCA_60,PKSCFPer,PKHDCF_60,PKHDCA_60,PKHDCFPer,PKHDGF_60,PKHDGA_60,PKHDGFPer,PKMDCF_60,PKMDCA_60,PKMDCFPer,PKMDGF_60,PKMDGA_60,PKMDGFPer,PKLDCF_60,PKLDCA_60,PKLDCFPer,PKLDGF_60,PKLDGA_60,PKLDGFPer,PKOn-Ice SHPer,PKOn-Ice SVPer,PKPDO,PKOff. Zone Faceoffs_60,PKNeu. Zone Faceoffs_60,PKDef. Zone Faceoffs_60,PKOnTFStarts_60,PKOffZoneStartPer,PKOffZoneFaceoffs_60,PKNeuZoneFaceoffs_60,PKDefZoneFaceoffs_60,PKOff. Zone Faceoff Per
2014,Mike Blunden,MTL,R,7,1.283333333,0.183333333,0,187.01,0,0,46.75,0,0,46.75,0,0,0,-,0,46.75,0,0,46.75,0,0,0,-,0,0,-,0,0,-,0,202.6,0,0,0,-,-,100,1,0,0,46.75,46.75,0,0,0,46.75,0
2014,Matt Gilroy,FLA,D,16,0.65,0.040625,0,184.62,0,0,184.62,0,0,184.62,0,0,0,-,0,184.62,0,0,92.31,0,0,0,-,0,123.08,0,0,0,-,0,0,-,0,0,-,-,100,1,0,0,92.31,92.31,0,0,0,92.31,0
2014,Brandon Gormley,PHX,D,5,2.666666667,0.533333333,0,180,0,0,112.5,0,0,112.5,0,0,45,0,0,112.5,0,0,90,0,0,22.5,0,0,30,0,0,0,-,0,97.5,0,0,32.5,0,-,60,0.6,22.5,0,22.5,90,50,22.5,0,67.5,25
2014,Jesse Joensuu,EDM,L,42,2.05,0.048809524,0,175.61,0,0,175.61,0,0,58.54,0,0,0,-,0,29.27,0,0,0,-,0,0,-,0,39.02,0,0,0,-,0,211.38,0,0,0,-,-,100,1,0,29.27,0,146.34,-,0,29.27,29.27,0
2014,Justin Fontaine,MIN,R,66,0.35,0.00530303,0,171.43,0,0,171.43,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,247.62,0,0,0,-,-,-,-,0,0,0,342.86,-,0,0,171.43,0
2014,Zac Dalpe,VAN,C,55,1.416666667,0.025757576,0,169.41,0,0,127.06,0,0,84.71,0,0,0,-,0,127.06,0,0,0,-,0,0,-,0,169.41,0,0,0,-,0,61.18,0,0,0,-,-,100,1,0,42.35,0,211.76,-,0,42.35,0,-
2014,Troy Bodie,TOR,R,47,0.716666667,0.015248227,0,167.44,0,0,167.44,0,0,83.72,0,0,0,-,0,167.44,0,0,83.72,0,0,0,-,0,111.63,0,0,0,-,0,0,-,0,0,-,-,100,1,0,83.72,0,83.72,-,0,83.72,83.72,0
2014,Cedric Paquette,T.B,C,2,0.716666667,0.358333333,0,167.44,0,0,167.44,0,0,167.44,0,0,0,-,0,83.72,0,0,0,-,0,0,-,0,111.63,0,0,0,-,0,120.93,0,0,0,-,-,100,1,0,0,83.72,0,0,0,83.72,167.44,0
2014,Jonathon Blum,MIN,D,15,2.55,0.17,0,164.71,0,0,141.18,0,0,141.18,0,0,23.53,0,0,117.65,0,0,70.59,0,0,23.53,0,0,62.75,0,0,0,-,0,67.97,0,0,0,-,-,83.33,0.83,0,0,0,70.59,-,0,0,0,-
2014,Derek Smith,CGY,D,14,0.733333333,0.052380952,0,163.64,0,0,163.64,0,0,0,-,0,0,-,0,81.82,0,0,81.82,0,0,0,-,0,0,-,0,0,-,0,118.18,0,0,0,-,-,-,-,0,0,0,81.82,-,0,0,0,-
2014,Andrew Ebbett,PIT,C,9,4.433333333,0.492592593,0,162.41,0,0,135.34,0,0,94.74,0,0,0,-,0,94.74,0,0,67.67,0,0,0,-,0,36.09,0,0,0,-,0,97.74,0,0,0,-,-,100,1,0,0,0,94.74,-,0,0,0,-
2014,Jonathan Huberdeau,FLA,L,69,1.483333333,0.021497585,80.9,161.8,33.33,80.9,161.8,33.33,80.9,161.8,33.33,0,0,-,40.45,121.35,25,0,40.45,0,0,0,-,53.93,107.87,33.33,0,0,-,58.43,58.43,50,0,0,-,0,100,1,0,0,0,242.7,-,0,40.45,80.9,0
2014,Tanner Pearson,L.A,L,25,2.983333333,0.119333333,20.11,160.89,11.11,20.11,100.56,16.67,20.11,60.34,25,0,0,-,20.11,100.56,16.67,20.11,60.34,25,0,0,-,0,53.63,0,0,0,-,0,87.15,0,0,0,-,0,100,1,0,0,0,160.89,-,0,0,0,-
2014,James Sheppard,S.J,C,67,3.016666667,0.045024876,0,159.12,0,0,119.34,0,0,59.67,0,0,0,-,0,39.78,0,0,0,-,0,0,-,0,53.04,0,0,0,-,0,143.65,0,0,0,-,-,100,1,0,0,19.89,159.12,0,0,0,59.67,0
2014,Chris Neil,OTT,R,76,1.533333333,0.020175439,39.13,156.52,20,39.13,117.39,25,39.13,39.13,50,0,39.13,0,0,117.39,0,0,39.13,0,0,39.13,0,0,104.35,0,0,0,-,56.52,56.52,50,0,0,-,0,0,0,0,0,0,195.65,-,0,0,0,-
2014,Mike Halmo,NYI,L,20,1.533333333,0.076666667,0,156.52,0,0,117.39,0,0,117.39,0,0,39.13,0,0,117.39,0,0,117.39,0,0,39.13,0,0,0,-,0,0,-,0,0,-,0,0,-,-,66.67,0.67,0,0,39.13,117.39,0,0,39.13,39.13,0
2014,Marian Gaborik,"CBJ, L.A",R,41,1.95,0.047560976,61.54,153.85,28.57,61.54,123.08,33.33,61.54,61.54,50,0,0,-,30.77,61.54,33.33,30.77,0,100,0,0,-,0,82.05,0,0,0,-,0,88.89,0,0,0,-,0,100,1,30.77,30.77,30.77,123.08,50,30.77,30.77,30.77,50
2014,Eric Tangradi,WPG,L,55,0.4,0.007272727,0,150,0,0,150,0,0,150,0,0,0,-,0,150,0,0,0,-,0,0,-,0,200,0,0,0,-,0,0,-,0,0,-,-,100,1,0,0,0,300,-,0,0,0,-
2014,David Warsofsky,BOS,D,6,0.4,0.066666667,0,150,0,0,150,0,0,150,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,216.67,0,0,0,-,-,100,1,0,0,0,300,-,0,0,0,-
2014,Brad Mills,CHI,C,3,4.033333333,1.344444444,0,148.76,0,0,104.13,0,0,59.5,0,0,14.88,0,0,89.26,0,0,44.63,0,0,14.88,0,0,59.5,0,0,0,-,0,85.95,0,0,0,-,-,75,0.75,0,14.88,29.75,59.5,0,0,14.88,44.63,0
2014,Scott Gomez,FLA,C,46,1.616666667,0.035144928,0,148.45,0,0,111.34,0,0,74.23,0,0,0,-,0,37.11,0,0,37.11,0,0,0,-,0,0,-,0,0,-,0,107.22,0,0,0,-,-,100,1,37.11,0,148.45,185.57,20,37.11,0,148.45,20
2014,Jake McCabe,BUF,D,7,6.083333333,0.869047619,9.86,147.95,6.25,9.86,128.22,7.14,9.86,78.9,11.11,0,0,-,9.86,49.32,16.67,0,19.73,0,0,0,-,13.15,39.45,25,0,0,-,0,128.22,0,0,0,-,0,100,1,0,0,39.45,39.45,0,0,0,39.45,0
2014,Jordan Nolan,L.A,C,64,2.033333333,0.031770833,0,147.54,0,0,118.03,0,0,59.02,0,0,0,-,0,88.52,0,0,0,-,0,0,-,0,118.03,0,0,0,-,0,85.25,0,0,0,-,-,100,1,0,0,29.51,29.51,0,0,0,29.51,0
2014,Tim Kennedy,PHX,L,37,1.65,0.044594595,36.36,145.45,20,36.36,109.09,25,36.36,72.73,33.33,0,0,-,36.36,72.73,33.33,0,36.36,0,0,0,-,48.48,48.48,50,0,0,-,0,52.53,0,0,0,-,0,100,1,36.36,72.73,0,145.45,100,36.36,72.73,0,100
2014,David Steckel,ANA,C,6,5.45,0.908333333,0,143.12,0,0,77.06,0,0,55.05,0,0,0,-,0,77.06,0,0,44.04,0,0,0,-,0,44.04,0,0,0,-,0,79.51,0,0,0,-,-,100,1,0,22.02,44.04,44.04,0,0,33.03,88.07,0
2014,Evgeni Malkin,PIT,C,60,2.116666667,0.035277778,0,141.73,0,0,113.39,0,0,56.69,0,0,28.35,0,0,85.04,0,0,56.69,0,0,28.35,0,0,37.8,0,0,0,-,0,81.89,0,0,0,-,-,50,0.5,28.35,28.35,0,255.12,100,28.35,56.69,0,100
2014,Cory Conacher,"BUF, OTT",C,79,0.85,0.010759494,141.18,141.18,50,70.59,141.18,33.33,0,141.18,0,0,0,-,70.59,141.18,33.33,0,141.18,0,0,0,-,94.12,0,100,0,0,-,101.96,0,100,0,0,-,-,100,1,0,0,0,282.35,-,0,0,0,-
2014,Jamie Oleksiak,DAL,D,7,18.28333333,2.611904762,6.56,141.11,4.44,6.56,114.86,5.41,6.56,88.61,6.9,3.28,9.85,25,6.56,95.17,6.45,6.56,65.63,9.09,3.28,3.28,50,0,39.38,0,0,8.75,0,0,66.36,0,0,0,-,50,88.89,1.389,3.28,3.28,26.25,39.38,11.11,3.28,9.85,42.66,7.14
2014,Adam Cracknell,STL,R,19,2.15,0.113157895,27.91,139.53,16.67,27.91,83.72,25,27.91,27.91,50,0,0,-,0,83.72,0,0,27.91,0,0,0,-,0,74.42,0,0,0,-,0,80.62,0,0,0,-,0,100,1,0,0,0,111.63,-,0,0,0,-
2014,Rene Bourque,MTL,R,63,3.016666667,0.047883598,0,139.23,0,0,79.56,0,0,59.67,0,0,0,-,0,99.45,0,0,19.89,0,0,0,-,0,106.08,0,0,0,-,0,57.46,0,0,0,-,-,100,1,19.89,19.89,0,119.34,100,19.89,19.89,19.89,50
2014,Zack Kassian,VAN,R,73,0.866666667,0.011872146,69.23,138.46,33.33,69.23,69.23,50,69.23,69.23,50,0,69.23,0,0,138.46,0,0,0,-,0,0,-,0,184.62,0,0,92.31,0,100,0,100,0,0,-,0,0,0,0,69.23,69.23,207.69,0,0,69.23,69.23,0
2014,Stephane Da Costa,OTT,C,12,0.433333333,0.036111111,0,138.46,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,200,0,0,0,-,-,-,-,0,0,0,0,-,0,0,0,-
2014,Ryan Malone,T.B,L,57,7.1,0.124561404,0,135.21,0,0,109.86,0,0,84.51,0,0,25.35,0,0,50.7,0,0,25.35,0,0,25.35,0,0,33.8,0,0,0,-,0,122.07,0,0,0,-,-,70,0.7,8.45,0,25.35,118.31,25,8.45,8.45,25.35,25
2014,Jack Hillen,WSH,D,13,18.78333333,1.444871795,3.19,134.16,2.33,3.19,118.19,2.63,3.19,76.66,4,0,3.19,0,0,73.47,0,0,41.53,0,0,3.19,0,0,42.59,0,0,0,-,4.61,87.67,5,0,0,-,0,95.83,0.958,0,6.39,19.17,57.5,0,0,12.78,25.55,0
2014,Eric Boulton,NYI,L,23,0.9,0.039130435,0,133.33,0,0,133.33,0,0,0,-,0,0,-,0,133.33,0,0,133.33,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,66.67,0,200,-,0,66.67,0,-
2014,Maxime Fortunus,DAL,D,1,0.916666667,0.916666667,0,130.91,0,0,130.91,0,0,65.45,0,0,0,-,0,130.91,0,0,130.91,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,100,1,0,0,0,65.45,-,0,0,0,-
2014,Patrick Wey,WSH,D,9,11.46666667,1.274074074,0,130.81,0,0,115.12,0,0,78.49,0,0,10.47,0,0,88.95,0,0,36.63,0,0,10.47,0,0,69.77,0,0,0,-,0,60.47,0,0,0,-,-,86.67,0.87,0,0,15.7,57.56,0,0,5.23,26.16,0
2014,Ryan Hamilton,EDM,L,2,1.866666667,0.933333333,0,128.57,0,0,64.29,0,0,64.29,0,0,0,-,0,32.14,0,0,0,-,0,0,-,0,42.86,0,0,0,-,0,139.29,0,0,0,-,-,100,1,0,32.14,32.14,32.14,0,0,32.14,32.14,0
2014,Tyler Bozak,TOR,C,58,68.75,1.185344828,13.09,128.29,9.26,8.73,93.38,8.55,7.85,67.2,10.47,0.87,6.11,12.5,6.11,53.24,10.29,3.49,25.31,12.12,0.87,3.49,20,3.49,37.24,8.57,0,2.33,0,6.3,99.59,5.95,0,1.26,0,11.11,90.91,1.02,0.87,4.36,100.36,26.18,0.86,0.87,6.98,124.8,0.69
2014,David Booth,VAN,L,66,3.783333333,0.057323232,0,126.87,0,0,63.44,0,0,15.86,0,0,15.86,0,0,31.72,0,0,31.72,0,0,15.86,0,0,0,-,0,0,-,0,114.54,0,0,0,-,-,0,0,15.86,31.72,0,79.3,100,15.86,31.72,15.86,50
2014,Chuck Kobasew,PIT,R,33,16.08333333,0.487373737,3.73,126.84,2.86,3.73,119.38,3.03,3.73,104.46,3.45,0,11.19,0,3.73,78.34,4.55,3.73,52.23,6.67,0,7.46,0,0,34.82,0,0,4.97,0,0,70.05,0,0,0,-,0,89.29,0.893,3.73,11.19,7.46,82.07,33.33,3.73,11.19,7.46,33.33
2014,Matt Moulson,"BUF, MIN, NYI",L,75,2.85,0.038,0,126.32,0,0,84.21,0,0,84.21,0,0,0,-,0,42.11,0,0,21.05,0,0,0,-,0,28.07,0,0,0,-,0,121.64,0,0,0,-,-,100,1,0,63.16,0,189.47,-,0,105.26,21.05,0
2014,Alexey Marchenko,DET,D,1,0.95,0.95,0,126.32,0,0,63.16,0,0,63.16,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,91.23,0,0,0,-,-,100,1,0,0,0,63.16,-,0,0,0,-
2014,Troy Brouwer,WSH,R,82,176.05,2.14695122,5.11,125.76,3.91,4.43,96.79,4.38,3.41,69.53,4.67,0.34,6.48,5,2.39,55.89,4.09,1.7,23.86,6.67,0.34,3.07,10,0.91,42.72,2.08,0,2.27,0,1.97,94.03,2.05,0,2.46,0,10,90.69,1.007,2.04,7.84,58.28,24.2,3.39,3.75,12.27,78.05,4.58
2014,Joey Crabb,FLA,R,9,16.73333333,1.859259259,3.59,125.5,2.78,3.59,96.81,3.57,3.59,60.96,5.56,0,10.76,0,0,71.71,0,0,39.44,0,0,10.76,0,0,43.03,0,0,0,-,5.18,77.69,6.25,0,0,-,0,82.35,0.824,0,3.59,39.44,57.37,0,0,7.17,60.96,0
2014,Vincent Trocheck,FLA,C,20,45.65,2.2825,13.14,124.86,9.52,11.83,106.46,10,10.51,73.6,12.5,1.31,10.51,11.11,9.2,64.4,12.5,3.94,34.17,10.34,1.31,5.26,20,7.01,40.31,14.81,0,1.75,0,5.7,85.43,6.25,0,5.7,0,12.5,85.71,0.982,1.31,6.57,57.83,23.66,2.22,1.31,7.89,78.86,1.64
2014,Will Acton,EDM,C,30,60.18333333,2.006111111,6.98,124.62,5.3,4.98,89.73,5.26,3.99,65.8,5.71,0,8.97,0,3.99,62.81,5.97,1,25.92,3.7,0,2.99,0,3.99,49.18,7.5,0,3.99,0,2.88,82.08,3.39,0,4.32,0,0,86.36,0.864,4.98,2.99,61.81,59.82,7.46,7.98,4.98,70.78,10.13
2014,Joe Corvo,OTT,D,25,0.966666667,0.038666667,62.07,124.14,33.33,62.07,124.14,33.33,62.07,62.07,50,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,89.66,179.31,33.33,0,0,-,0,100,1,62.07,0,186.21,310.34,25,62.07,0,186.21,25
2014,Carson McMillan,MIN,R,1,0.966666667,0.966666667,0,124.14,0,0,62.07,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,89.66,0,0,0,-,-,-,-,0,0,0,124.14,-,0,0,0,-
2014,Alexei Emelin,MTL,D,59,103.0833333,1.747175141,9.89,122.81,7.46,7.57,87.89,7.93,5.82,59.95,8.85,0,7.57,0,5.24,60.53,7.96,1.75,29.1,5.66,0,3.49,0,4.66,41.91,10,0,0.78,0,4.2,84.92,4.72,0,5.04,0,0,87.38,0.874,1.75,4.07,27.36,51.22,6,2.91,8.73,40.16,6.76
2014,Nicklas Backstrom,WSH,C,82,82.56666667,1.006910569,13.08,122.08,9.68,10.9,90.84,10.71,10.9,62.49,14.85,1.45,7.27,16.67,5.81,50.14,10.39,1.45,17.44,7.69,0.73,0.73,50,5.81,43.6,11.76,0.97,1.94,33.33,7.35,97.62,7,0,7.35,0,13.33,88.37,1.017,1.45,9.45,42.87,50.87,3.28,3.63,10.9,57.41,5.95
2014,Damien Brunner,N.J,R,60,0.983333333,0.016388889,122.03,122.03,50,122.03,61.02,66.67,61.02,61.02,50,61.02,0,100,0,61.02,0,0,0,-,0,0,-,0,81.36,0,0,0,-,176.27,88.14,66.67,88.14,0,100,100,100,2,0,0,0,183.05,-,0,0,0,-
2014,Matt Lindblad,BOS,C,2,0.983333333,0.491666667,61.02,122.03,33.33,61.02,61.02,50,61.02,0,100,0,0,-,61.02,61.02,50,0,0,-,0,0,-,81.36,81.36,50,0,0,-,0,0,-,0,0,-,0,-,0,0,0,0,122.03,-,0,0,0,-
2014,John Carlson,WSH,D,82,310.4333333,3.785772358,10.24,121.57,7.77,7.73,92.77,7.69,6.96,65.91,9.55,0.58,6.38,8.33,5.8,52.96,9.87,2.9,21.26,12,0.39,2.32,14.29,3.87,42.26,8.38,0.26,2.06,11.11,3.07,91.85,3.24,0,3.63,0,8.33,90.32,0.987,0.58,5.41,34.98,13.53,1.63,3.48,13.14,68.61,4.83
2014,Karl Alzner,WSH,D,82,294.3833333,3.59004065,9.99,121.07,7.62,7.54,90.9,7.66,6.73,63.39,9.59,0.61,6.11,9.09,5.3,51.77,9.29,2.65,20.18,11.61,0.41,1.83,18.18,3.53,42.12,7.74,0.27,2.45,10,3.53,91.85,3.7,0,3.53,0,9.09,90.35,0.994,0.41,5.3,36.69,16.31,1.1,3.46,12.03,67.46,4.89
2014,Adam Burish,S.J,R,15,16.86666667,1.124444444,0,120.95,0,0,71.15,0,0,39.13,0,0,7.11,0,0,53.36,0,0,35.57,0,0,0,-,0,23.72,0,0,4.74,0,0,87.35,0,0,5.14,0,-,81.82,0.82,3.56,14.23,21.34,74.7,14.29,3.56,21.34,28.46,11.11
2014,Jason Zucker,MIN,L,21,2.483333333,0.118253968,0,120.81,0,0,96.64,0,0,96.64,0,0,24.16,0,0,24.16,0,0,0,-,0,0,-,0,32.21,0,0,0,-,0,139.6,0,0,34.9,0,-,75,0.75,0,0,0,120.81,-,0,24.16,0,-
2014,Taylor Fedun,EDM,D,4,4.966666667,1.241666667,36.24,120.81,23.08,36.24,96.64,27.27,24.16,60.4,28.57,12.08,0,100,12.08,48.32,20,0,24.16,0,0,0,-,16.11,32.21,33.33,0,0,-,34.9,69.8,33.33,17.45,0,100,50,100,1.5,0,12.08,0,72.48,-,0,12.08,0,-
2014,Jerred Smithson,TOR,C,18,31.8,1.766666667,0,120.75,0,0,86.79,0,0,58.49,0,0,11.32,0,0,41.51,0,0,18.87,0,0,5.66,0,0,30.19,0,0,5.03,0,0,109.01,0,0,2.73,0,-,80.65,0.81,0,3.77,83.02,37.74,0,1.89,9.43,109.43,1.69
2014,Brooks Laich,WSH,C,51,148.15,2.904901961,6.07,120.28,4.81,4.45,93.15,4.56,3.64,66.82,5.17,0.4,6.88,5.56,3.64,49,6.92,1.62,18.63,8,0.4,2.43,14.29,2.7,40.5,6.25,0,2.7,0,1.17,95.94,1.2,0,3.51,0,11.11,89.7,1.008,1.62,7.69,59.13,17.01,2.67,3.24,13.36,85.45,3.65
2014,Tyler Pitlick,EDM,R,10,0.5,0.05,120,120,50,0,0,-,0,0,-,0,0,-,0,120,0,0,0,-,0,0,-,0,160,0,0,0,-,173.33,0,100,0,0,-,-,-,-,0,0,0,120,-,0,0,0,-
2014,Mark Fistric,ANA,D,34,58.33333333,1.715686275,18.51,119.31,13.43,18.51,79.2,18.95,15.43,47.31,24.59,1.03,1.03,50,12.34,56.57,17.91,9.26,24.69,27.27,1.03,1.03,50,4.11,42.51,8.82,0,0,-,8.91,83.2,9.68,0,0,-,6.67,97.83,1.045,0,4.11,24.69,58.63,0,4.11,13.37,32.91,11.11
2014,Sami Salo,T.B,D,71,145.9166667,2.055164319,13.98,119.25,10.49,11.92,90.87,11.6,10.69,64.56,14.21,0.82,6.99,10.53,9.87,55.1,15.19,2.06,25.91,7.35,0.41,4.52,8.33,10.42,38.93,21.11,0,2.19,0,5.35,86.12,5.84,0.59,1.19,33.33,7.69,89.17,0.969,0.82,7.81,48.11,32.48,1.68,3.29,11.92,64.15,4.88
2014,Brett Sutter,CAR,L,17,6.55,0.385294118,9.16,119.08,7.14,9.16,91.6,9.09,9.16,36.64,20,0,0,-,0,82.44,0,0,54.96,0,0,0,-,0,36.64,0,0,0,-,13.23,52.93,20,0,0,-,0,100,1,0,0,36.64,91.6,0,0,0,36.64,0
2014,Jordan Schroeder,VAN,C,25,2.016666667,0.080666667,59.5,119.01,33.33,59.5,89.26,40,59.5,59.5,50,0,29.75,0,29.75,89.26,25,0,29.75,0,0,0,-,39.67,79.34,33.33,0,39.67,0,42.98,42.98,50,0,0,-,0,50,0.5,0,29.75,59.5,29.75,0,0,29.75,59.5,0
