Year,Player,Team,Position,GP,PPTOI,PPTOI_GP,PPCF_60,PPCA_60,PPCFPer,PPFF_60,PPFA_60,PPFFPer,PPSF_60,PPSA_60,PPSFPer,PPGF_60,PPGA_60,PPGFPer,PPSCF_60,PPSCA_60,PPSCFPer,PPHDCF_60,PPHDCA_60,PPHDCFPer,PPHDGF_60,PPHDGA_60,PPHDGFPer,PPMDCF_60,PPMDCA_60,PPMDCFPer,PPMDGF_60,PPMDGA_60,PPMDGFPer,PPLDCF_60,PPLDCA_60,PPLDCFPer,PPLDGF_60,PPLDGA_60,PPLDGFPer,PPOn-Ice SHPer,PPOn-Ice SVPer,PPPDO,PPOff. Zone Faceoffs_60,PPNeu. Zone Faceoffs_60,PPDef. Zone Faceoffs_60,PPOnTFStarts_60,PPOffZoneStartPer,PPOffZoneFaceoffs_60,PPNeuZoneFaceoffs_60,PPDefZoneFaceoffs_60,PPOff. Zone Faceoff Per
2017,Petteri Lindbohm,STL,D,7,0.033333333,0.004761905,0,1800,0,0,1800,0,0,1800,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,2600,0,0,0,-,-,100,1,0,0,0,0,-,0,0,0,-
2017,Harry Zolnierczyk,NSH,L,24,0.216666667,0.009027778,0,276.92,0,0,276.92,0,0,276.92,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,400,0,0,0,-,-,100,1,0,0,0,1107.69,-,0,0,0,-
2017,Laurent Dauphin,ARI,C,24,0.666666667,0.027777778,0,270,0,0,270,0,0,270,0,0,90,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,130,0,0,130,0,-,66.67,0.67,0,0,180,270,0,0,90,180,0
2017,Tomas Nosek,DET,L,11,0.483333333,0.043939394,0,124.14,0,0,124.14,0,0,124.14,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,100,1,0,0,0,496.55,-,0,0,0,-
2017,Anton Blidh,BOS,L,19,0.5,0.026315789,120,120,50,0,120,0,0,120,0,0,0,-,0,120,0,0,0,-,0,0,-,0,160,0,0,0,-,173.33,0,100,0,0,-,-,100,1,240,120,0,120,100,240,120,0,100
2017,Brad Richardson,ARI,R,16,3.016666667,0.188541667,0,99.45,0,0,99.45,0,0,99.45,0,0,19.89,0,0,19.89,0,0,0,-,0,0,-,0,26.52,0,0,0,-,0,57.46,0,0,28.73,0,-,80,0.8,19.89,19.89,19.89,99.45,50,19.89,59.67,19.89,50
2017,Brandon Tanev,WPG,L,51,0.616666667,0.012091503,0,97.3,0,0,97.3,0,0,97.3,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,140.54,0,0,0,-,-,100,1,97.3,291.89,194.59,291.89,33.33,97.3,291.89,194.59,33.33
2017,C.J. Smith,BUF,L,2,0.616666667,0.308333333,97.3,97.3,50,97.3,97.3,50,97.3,97.3,50,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,140.54,140.54,50,0,0,-,0,100,1,0,0,0,97.3,-,0,0,97.3,0
2017,Matt Bartkowski,CGY,D,24,0.75,0.03125,160,80,66.67,0,80,0,0,80,0,0,0,-,0,80,0,0,0,-,0,0,-,0,106.67,0,0,0,-,115.56,0,100,0,0,-,-,100,1,80,0,80,400,50,80,0,80,50
2017,Sean Malone,BUF,C,1,0.833333333,0.833333333,0,72,0,0,72,0,0,72,0,0,0,-,0,72,0,0,72,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,100,1,72,0,0,144,100,72,0,0,100
2017,Tim Heed,S.J,D,1,0.85,0.85,70.59,70.59,50,70.59,70.59,50,70.59,0,100,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,101.96,0,100,0,0,-,0,-,0,0,0,0,70.59,-,0,0,0,-
