Year,Player,Team,Position,GP,PPTOI,PPTOI_GP,PPCF_60,PPCA_60,PPCFPer,PPFF_60,PPFA_60,PPFFPer,PPSF_60,PPSA_60,PPSFPer,PPGF_60,PPGA_60,PPGFPer,PPSCF_60,PPSCA_60,PPSCFPer,PPHDCF_60,PPHDCA_60,PPHDCFPer,PPHDGF_60,PPHDGA_60,PPHDGFPer,PPMDCF_60,PPMDCA_60,PPMDCFPer,PPMDGF_60,PPMDGA_60,PPMDGFPer,PPLDCF_60,PPLDCA_60,PPLDCFPer,PPLDGF_60,PPLDGA_60,PPLDGFPer,PPOn-Ice SHPer,PPOn-Ice SVPer,PPPDO,PPOff. Zone Faceoffs_60,PPNeu. Zone Faceoffs_60,PPDef. Zone Faceoffs_60,PPOnTFStarts_60,PPOffZoneStartPer,PPOffZoneFaceoffs_60,PPNeuZoneFaceoffs_60,PPDefZoneFaceoffs_60,PPOff. Zone Faceoff Per
2015,Joe Piskula,NSH,D,1,0.05,0.05,0,1200,0,0,1200,0,0,1200,0,0,0,-,0,1200,0,0,0,-,0,0,-,0,1600,0,0,0,-,0,0,-,0,0,-,-,100,1,0,0,0,1200,-,0,0,0,-
2015,Travis Moen,"DAL, MTL",L,44,0.133333333,0.003030303,0,450,0,0,450,0,0,450,0,0,0,-,0,450,0,0,0,-,0,0,-,0,600,0,0,0,-,0,0,-,0,0,-,-,100,1,0,0,0,900,-,0,0,0,-
2015,Petteri Lindbohm,STL,D,23,0.283333333,0.012318841,0,211.76,0,0,211.76,0,0,211.76,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,305.88,0,0,0,-,-,100,1,0,211.76,0,0,-,0,211.76,0,-
2015,Deryk Engelland,CGY,D,76,0.666666667,0.00877193,0,180,0,0,180,0,0,90,0,0,0,-,0,90,0,0,90,0,0,0,-,0,0,-,0,0,-,0,130,0,0,0,-,-,100,1,90,90,90,270,50,180,90,90,66.67
2015,Eriah Hayes,S.J,R,4,0.35,0.0875,0,171.43,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,247.62,0,0,0,-,-,-,-,0,171.43,171.43,0,0,0,171.43,171.43,0
2015,Ladislav Smid,CGY,D,31,0.433333333,0.013978495,0,138.46,0,0,138.46,0,0,138.46,0,0,0,-,0,138.46,0,0,138.46,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,100,1,0,138.46,0,415.38,-,0,138.46,0,-
2015,Brian Ferlin,BOS,R,7,0.433333333,0.061904762,0,138.46,0,0,138.46,0,0,138.46,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,100,1,0,276.92,0,276.92,-,0,276.92,0,-
2015,Zac Dalpe,BUF,C,21,0.466666667,0.022222222,0,128.57,0,0,128.57,0,0,0,-,0,0,-,0,128.57,0,0,0,-,0,0,-,0,171.43,0,0,0,-,0,0,-,0,0,-,-,-,-,0,128.57,0,514.29,-,0,128.57,0,-
2015,Keith Ballard,MIN,D,14,0.516666667,0.036904762,116.13,116.13,50,116.13,116.13,50,116.13,0,100,0,0,-,0,116.13,0,0,0,-,0,0,-,0,154.84,0,0,0,-,167.74,0,100,0,0,-,0,-,0,0,0,116.13,348.39,0,0,0,116.13,0
2015,Brandon Manning,PHI,D,11,2.65,0.240909091,0,113.21,0,0,90.57,0,0,67.92,0,0,0,-,0,90.57,0,0,45.28,0,0,0,-,0,60.38,0,0,0,-,0,32.7,0,0,0,-,-,100,1,45.28,22.64,0,90.57,100,45.28,45.28,22.64,66.67
2015,Curtis McKenzie,DAL,L,36,1.766666667,0.049074074,33.96,101.89,25,33.96,101.89,25,33.96,101.89,25,0,0,-,0,33.96,0,0,33.96,0,0,0,-,0,0,-,0,0,-,49.06,0,100,0,0,-,0,100,1,0,33.96,33.96,237.74,0,33.96,33.96,33.96,50
2015,Brendan Shinnimin,ARI,C,12,1.333333333,0.111111111,180,90,66.67,90,90,50,90,45,66.67,0,0,-,90,45,66.67,0,0,-,0,0,-,120,60,66.67,0,0,-,65,65,50,0,0,-,0,100,1,0,0,0,45,-,0,0,0,-
2015,Brandon Kozun,TOR,R,20,0.716666667,0.035833333,83.72,83.72,50,83.72,83.72,50,83.72,83.72,50,0,0,-,83.72,0,100,0,0,-,0,0,-,111.63,0,100,0,0,-,0,120.93,0,0,0,-,0,100,1,0,0,0,167.44,-,83.72,0,0,100
2015,Matt Ellis,BUF,L,39,1.5,0.038461538,0,80,0,0,80,0,0,0,-,0,0,-,0,40,0,0,0,-,0,0,-,0,53.33,0,0,0,-,0,57.78,0,0,0,-,-,-,-,0,0,0,200,-,0,0,0,-
2015,Alexey Marchenko,DET,D,13,1.516666667,0.116666667,79.12,79.12,50,79.12,39.56,66.67,39.56,39.56,50,0,0,-,79.12,0,100,39.56,0,100,0,0,-,52.75,0,100,0,0,-,0,0,-,0,0,-,0,100,1,79.12,0,0,0,100,79.12,0,0,100
2015,Viktor Stalberg,NSH,L,25,0.816666667,0.032666667,0,73.47,0,0,73.47,0,0,73.47,0,0,0,-,0,73.47,0,0,0,-,0,0,-,0,97.96,0,0,0,-,0,0,-,0,0,-,-,100,1,220.41,0,0,293.88,100,220.41,0,0,100
2015,Brooks Orpik,WSH,D,78,2.916666667,0.037393162,0,61.71,0,0,41.14,0,0,41.14,0,0,0,-,0,41.14,0,0,41.14,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,100,1,61.71,82.29,41.14,226.29,60,82.29,102.86,41.14,66.67
2015,Jordan Caron,"BOS, COL",R,30,0.983333333,0.032777778,0,61.02,0,0,61.02,0,0,61.02,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,100,1,61.02,122.03,0,61.02,100,61.02,122.03,0,100
2015,Korbinian Holzer,TOR,D,34,1.083333333,0.031862745,110.77,55.38,66.67,110.77,55.38,66.67,55.38,55.38,50,0,0,-,55.38,0,100,55.38,0,100,0,0,-,0,0,-,0,0,-,80,0,100,0,0,-,0,100,1,55.38,110.77,0,166.15,100,110.77,110.77,0,100
2015,Eric Nystrom,NSH,L,60,3.266666667,0.054444444,36.73,55.1,40,36.73,55.1,40,36.73,18.37,66.67,0,0,-,0,36.73,0,0,18.37,0,0,0,-,0,24.49,0,0,0,-,53.06,26.53,66.67,0,0,-,0,100,1,18.37,55.1,18.37,146.94,50,36.73,73.47,36.73,50
2015,Mark Barberio,T.B,D,52,3.333333333,0.064102564,90,54,62.5,54,54,50,18,36,33.33,0,0,-,36,36,50,18,0,100,0,0,-,24,48,33.33,0,0,-,78,0,100,0,0,-,0,100,1,0,0,0,126,-,36,0,18,66.67
2015,Brian Dumoulin,PIT,D,8,2.266666667,0.283333333,105.88,52.94,66.67,79.41,52.94,60,52.94,52.94,50,0,0,-,52.94,0,100,26.47,0,100,0,0,-,35.29,0,100,0,0,-,76.47,76.47,50,0,0,-,0,100,1,52.94,0,0,79.41,100,105.88,0,52.94,66.67
2015,Michael Latta,WSH,C,53,1.15,0.021698113,0,52.17,0,0,52.17,0,0,52.17,0,0,0,-,0,52.17,0,0,0,-,0,0,-,0,69.57,0,0,0,-,0,0,-,0,0,-,-,100,1,104.35,0,0,208.7,100,104.35,156.52,52.17,66.67
2015,Scott Hannan,S.J,D,58,3.533333333,0.06091954,67.92,50.94,57.14,67.92,33.96,66.67,33.96,33.96,50,0,0,-,33.96,33.96,50,0,16.98,0,0,0,-,45.28,22.64,66.67,0,0,-,49.06,24.53,66.67,0,0,-,0,100,1,33.96,84.91,16.98,152.83,66.67,33.96,84.91,16.98,66.67
2015,Ben Lovejoy,"ANA, PIT",D,60,11.9,0.198333333,80.67,50.42,61.54,60.5,30.25,66.67,40.34,20.17,66.67,5.04,0,100,25.21,15.13,62.5,10.08,0,100,5.04,0,100,20.17,20.17,50,0,0,-,58.26,36.41,61.54,0,0,-,12.5,100,1.125,35.29,25.21,15.13,80.67,70,50.42,35.29,30.25,62.5
2015,Michael Grabner,NYI,R,34,1.2,0.035294118,50,50,50,50,0,100,50,0,100,0,0,-,50,50,50,0,0,-,0,0,-,66.67,66.67,50,0,0,-,0,0,-,0,0,-,0,-,0,50,0,0,50,100,100,0,0,100
2015,Brett Bellemore,CAR,D,49,2.45,0.05,0,48.98,0,0,48.98,0,0,48.98,0,0,0,-,0,24.49,0,0,0,-,0,0,-,0,32.65,0,0,0,-,0,35.37,0,0,0,-,-,100,1,97.96,24.49,48.98,171.43,66.67,97.96,24.49,48.98,66.67
2015,Manny Malhotra,MTL,C,58,2.466666667,0.042528736,72.97,48.65,60,48.65,0,100,24.32,0,100,0,0,-,0,24.32,0,0,0,-,0,0,-,0,32.43,0,0,0,-,105.41,35.14,75,0,0,-,0,-,0,48.65,0,72.97,48.65,40,48.65,0,72.97,40
2015,Drew Miller,DET,L,82,8.75,0.106707317,27.43,48,36.36,27.43,27.43,50,13.71,20.57,40,6.86,0,100,20.57,13.71,60,6.86,6.86,50,0,0,-,18.29,9.14,66.67,0,0,-,0,29.71,0,0,0,-,50,100,1.5,75.43,27.43,20.57,157.71,78.57,82.29,34.29,34.29,70.59
2015,J.T. Brown,T.B,R,52,3.85,0.074038462,62.34,46.75,57.14,46.75,31.17,60,31.17,15.58,66.67,0,0,-,31.17,31.17,50,0,15.58,0,0,0,-,41.56,20.78,66.67,0,0,-,45.02,22.51,66.67,0,0,-,0,100,1,62.34,31.17,31.17,140.26,66.67,62.34,31.17,31.17,66.67
2015,Paul Gaustad,NSH,C,73,6.583333333,0.090182648,54.68,45.57,54.55,27.34,36.46,42.86,18.23,18.23,50,0,0,-,18.23,18.23,50,0,0,-,0,0,-,24.3,24.3,50,0,0,-,39.49,39.49,50,0,0,-,0,100,1,36.46,36.46,27.34,36.46,57.14,54.68,45.57,72.91,42.86
2015,Adam Burish,S.J,R,20,1.316666667,0.065833333,0,45.57,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,65.82,0,0,0,-,-,-,-,0,0,91.14,273.42,0,0,91.14,91.14,0
2015,Eric Fehr,WSH,C,75,13.48333333,0.179777778,80.1,44.5,64.29,62.3,40.05,60.87,40.05,35.6,52.94,8.9,4.45,66.67,40.05,17.8,69.23,22.25,8.9,71.43,8.9,0,100,23.73,11.87,66.67,0,0,-,57.85,12.86,81.82,0,0,-,22.22,87.5,1.097,80.1,13.35,0,57.85,100,93.45,31.15,4.45,95.45
2015,Mike Weber,BUF,D,64,5.45,0.08515625,66.06,44.04,60,66.06,22.02,75,55.05,0,100,0,0,-,22.02,22.02,50,22.02,0,100,0,0,-,0,29.36,0,0,0,-,63.61,31.8,66.67,0,0,-,0,-,0,22.02,22.02,11.01,220.18,66.67,55.05,44.04,11.01,83.33
2015,Brenden Dillon,"DAL, S.J",D,80,9.733333333,0.121666667,61.64,43.15,58.82,55.48,24.66,69.23,43.15,18.49,70,0,0,-,12.33,24.66,33.33,0,12.33,0,0,0,-,16.44,16.44,50,0,0,-,71.23,17.81,80,0,0,-,0,100,1,43.15,12.33,12.33,191.1,77.78,55.48,18.49,24.66,69.23
2015,Brad Malone,CAR,C,65,7,0.107692308,51.43,42.86,54.55,34.29,42.86,44.44,34.29,25.71,57.14,0,0,-,17.14,25.71,40,8.57,8.57,50,0,0,-,11.43,22.86,33.33,0,0,-,37.14,24.76,60,0,0,-,0,100,1,77.14,25.71,8.57,128.57,90,94.29,25.71,17.14,84.62
2015,Radko Gudas,T.B,D,31,2.833333333,0.091397849,63.53,42.35,60,42.35,42.35,50,42.35,21.18,66.67,0,0,-,21.18,42.35,33.33,0,21.18,0,0,0,-,28.24,28.24,50,0,0,-,61.18,0,100,0,0,-,0,100,1,21.18,0,0,211.76,100,21.18,0,0,100
2015,Braydon Coburn,"PHI, T.B",D,43,5.7,0.13255814,94.74,42.11,69.23,84.21,21.05,80,52.63,21.05,71.43,10.53,0,100,42.11,0,100,21.05,0,100,10.53,0,100,28.07,0,100,0,0,-,45.61,30.41,60,0,0,-,20,100,1.2,42.11,21.05,0,221.05,100,73.68,21.05,10.53,87.5
2015,Josh Manson,ANA,D,28,1.45,0.051785714,41.38,41.38,50,41.38,41.38,50,41.38,41.38,50,0,0,-,41.38,41.38,50,0,0,-,0,0,-,55.17,55.17,50,0,0,-,0,0,-,0,0,-,0,100,1,124.14,0,41.38,124.14,75,124.14,0,41.38,75
2015,Tye McGinn,"ARI, S.J",L,51,4.55,0.089215686,39.56,39.56,50,39.56,26.37,60,26.37,26.37,50,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,38.1,38.1,50,0,0,-,0,100,1,26.37,39.56,13.19,184.62,66.67,26.37,52.75,39.56,40
2015,Jonathan Marchessault,T.B,C,2,1.55,0.775,0,38.71,0,0,38.71,0,0,38.71,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,55.91,0,0,0,-,-,100,1,38.71,38.71,0,0,100,38.71,38.71,38.71,50
2015,Chris Porter,STL,L,24,1.566666667,0.065277778,0,38.3,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,55.32,0,0,0,-,-,-,-,0,0,0,191.49,-,0,0,0,-
2015,Torrey Mitchell,"BUF, MTL",C,65,7.916666667,0.121794872,37.89,37.89,50,37.89,22.74,62.5,22.74,22.74,50,0,0,-,15.16,7.58,66.67,7.58,0,100,0,0,-,10.11,10.11,50,0,0,-,32.84,10.95,75,0,0,-,0,100,1,15.16,7.58,0,181.89,100,37.89,7.58,15.16,71.43
2015,Daniel Carcillo,CHI,L,39,1.616666667,0.041452991,0,37.11,0,0,37.11,0,0,37.11,0,0,0,-,0,37.11,0,0,0,-,0,0,-,0,49.48,0,0,0,-,0,0,-,0,0,-,-,100,1,37.11,0,0,148.45,100,37.11,0,37.11,50
2015,Greg Pateryn,MTL,D,17,1.633333333,0.096078431,146.94,36.73,80,110.2,0,100,73.47,0,100,0,0,-,146.94,0,100,110.2,0,100,0,0,-,48.98,0,100,0,0,-,0,0,-,0,0,-,0,-,0,36.73,0,0,73.47,100,36.73,0,0,100
2015,Andrej Sustr,T.B,D,72,8.233333333,0.114351852,51.01,36.44,58.33,29.15,21.86,57.14,29.15,21.86,57.14,7.29,0,100,14.57,21.86,40,14.57,14.57,50,0,0,-,0,9.72,0,0,0,-,52.63,21.05,71.43,10.53,0,100,25,100,1.25,21.86,21.86,7.29,204.05,75,29.15,21.86,14.57,66.67
2015,Valeri Nichushkin,DAL,R,8,5,0.625,48,36,57.14,36,36,50,12,36,25,0,12,0,24,24,50,24,12,66.67,0,12,0,0,16,0,0,0,-,17.33,0,100,0,0,-,0,66.67,0.667,36,12,0,60,100,36,24,0,100
2015,Patrik Nemeth,DAL,D,22,1.733333333,0.078787879,34.62,34.62,50,0,34.62,0,0,34.62,0,0,0,-,34.62,0,100,0,0,-,0,0,-,46.15,0,100,0,0,-,0,50,0,0,0,-,-,100,1,103.85,69.23,0,173.08,100,103.85,69.23,0,100
2015,Joakim Andersson,DET,C,68,7,0.102941176,51.43,34.29,60,51.43,17.14,75,34.29,8.57,80,0,0,-,51.43,0,100,17.14,0,100,0,0,-,45.71,0,100,0,0,-,0,24.76,0,0,0,-,0,100,1,42.86,25.71,8.57,111.43,83.33,68.57,25.71,17.14,80
2015,Chris Phillips,OTT,D,36,10.6,0.294444444,56.6,33.96,62.5,45.28,33.96,57.14,33.96,28.3,54.55,5.66,5.66,50,28.3,16.98,62.5,5.66,16.98,25,5.66,5.66,50,30.19,0,100,0,0,-,40.88,16.35,71.43,0,0,-,16.67,80,0.967,50.94,39.62,5.66,67.92,90,56.6,50.94,16.98,76.92
2015,Joey Hishon,COL,C,13,12.58333333,0.967948718,90.6,33.38,73.08,61.99,28.61,68.42,42.91,19.07,69.23,14.3,0,100,52.45,9.54,84.62,14.3,0,100,4.77,0,100,50.86,12.72,80,0,0,-,55.1,34.44,61.54,13.77,0,100,33.33,100,1.333,38.15,0,0,33.38,100,47.68,0,9.54,83.33
2015,Carl Hagelin,NYR,L,82,7.233333333,0.088211382,91.24,33.18,73.33,82.95,16.59,83.33,41.47,16.59,71.43,8.29,8.29,50,66.36,16.59,80,24.88,8.29,75,8.29,0,100,55.3,11.06,83.33,0,0,-,35.94,11.98,75,0,0,-,20,50,0.7,33.18,24.88,16.59,182.49,66.67,41.47,33.18,16.59,71.43
2015,Zack Smith,OTT,C,37,7.25,0.195945946,41.38,33.1,55.56,16.55,24.83,40,0,16.55,0,0,0,-,8.28,24.83,25,0,16.55,0,0,0,-,11.03,11.03,50,0,0,-,35.86,11.95,75,0,0,-,-,100,1,66.21,8.28,8.28,91.03,88.89,74.48,8.28,8.28,90
2015,Jay Beagle,WSH,C,62,1.833333333,0.029569892,0,32.73,0,0,32.73,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,47.27,0,0,0,-,-,-,-,130.91,32.73,65.45,294.55,66.67,130.91,65.45,65.45,66.67
