Year,Player,Team,Position,GP,TOI,Goals,Total_Assists,First_Assists,Second_Assists,Total_Points,Shots,SHPer,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,Faceoffs_Won,Faceoffs_Lost,Faceoffs_Per
2015,Casey Bailey,TOR,R,6,54.21666667,1,0,0,0,1,9,11.11,11,10,8,2,1,0,2,1,1,0,0,1,1,1,3,7,4,0,0,-
2015,Kimmo Timonen,CHI,D,16,191.6,0,0,0,0,0,10,0,17,11,1,0,0,0,2,1,1,0,0,0,6,0,15,28,15,0,0,-
2015,Brian McGrattan,CGY,R,8,53.1,0,0,0,0,0,10,0,15,14,6,2,0,0,4,2,2,0,0,1,0,3,11,6,1,0,0,-
2015,Ryan Malone,NYR,L,6,60.16666667,0,0,0,0,0,6,0,8,8,7,6,0,1,4,2,2,0,0,2,3,0,14,6,2,1,0,100
2015,Dany Heatley,ANA,L,6,72.75,0,0,0,0,0,8,0,13,11,6,4,0,1,0,0,0,0,0,0,0,1,5,8,3,0,0,-
2015,Colton Orr,TOR,R,1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Ryan Craig,CBJ,C,2,14.55,0,0,0,0,0,2,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-
2015,David Van Der Gulik,L.A,L,1,5.25,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,-
2015,Colin Fraser,STL,C,1,4.7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-
2015,Corey Potter,CGY,D,6,57.96666667,0,0,0,0,0,2,0,5,4,1,0,0,1,0,0,0,0,0,0,4,1,6,11,5,0,0,-
2015,Alexandre Bolduc,ARI,C,3,31.98333333,0,0,0,0,0,3,0,3,3,1,1,0,0,2,1,1,0,0,0,0,0,17,2,1,10,9,52.63
2015,Dylan Reese,ARI,D,1,19.96666667,0,0,0,0,0,3,0,6,4,0,0,0,1,0,0,0,0,0,0,1,2,2,4,2,0,0,-
2015,Troy Bodie,TOR,R,5,23.08333333,0,0,0,0,0,1,0,2,1,0,0,0,0,5,1,0,1,0,1,0,0,4,5,0,0,0,-
2015,Mark Fistric,ANA,D,9,133.05,0,0,0,0,0,1,0,10,7,2,0,0,0,4,2,2,0,0,0,2,4,28,15,21,0,0,-
2015,Patrick Bordeleau,COL,L,1,6.766666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,-
2015,Mike Brown,S.J,R,12,98.45,0,0,0,0,0,11,0,24,20,12,3,0,1,22,8,6,2,0,4,0,1,42,14,7,4,3,57.14
2015,Travis Morin,DAL,C,6,72.58333333,0,0,0,0,0,10,0,21,15,8,3,0,1,0,0,0,0,0,0,1,2,3,3,0,28,32,46.67
2015,Mike Blunden,T.B,R,2,19.56666667,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,7,3,0,0,0,-
2015,Devin Setoguchi,CGY,R,12,145.7833333,0,0,0,0,0,12,0,26,18,12,7,0,2,4,2,2,0,0,0,1,0,12,10,5,1,1,50
2015,Taylor Chorney,PIT,D,7,85.2,0,0,0,0,0,4,0,13,9,4,0,0,3,0,0,0,0,0,0,4,0,5,6,3,0,0,-
2015,Rich Clune,NSH,L,1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-
2015,Blair Jones,PHI,C,4,27.66666667,0,0,0,0,0,0,0,3,1,0,0,0,0,2,1,1,0,0,1,1,1,7,4,1,5,5,50
2015,Kyle Cumiskey,CHI,D,7,93.06666667,0,0,0,0,0,5,0,12,9,3,0,0,0,0,0,0,0,0,3,2,1,3,13,11,0,0,-
2015,Mike Angelidis,T.B,L,3,22.03333333,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,2,0,3,0,0,5,4,0,7,12,36.84
2015,Bobby Robins,BOS,R,3,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2,2,0,4,1,0,6,1,0,0,0,-
2015,Chris Conner,WSH,R,2,17.63333333,0,0,0,0,0,3,0,7,5,4,0,0,0,4,2,2,0,0,0,0,1,0,2,0,0,0,-
2015,Ryan Wilson,COL,D,3,33.61666667,0,0,0,0,0,3,0,8,5,3,1,1,0,0,0,0,0,0,1,3,0,6,3,3,0,0,-
2015,Joe Piskula,NSH,D,1,16.45,0,0,0,0,0,0,0,4,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,-
2015,Eric Tangradi,MTL,L,7,54.08333333,0,0,0,0,0,5,0,8,6,3,2,0,1,17,3,1,1,1,1,2,0,12,5,4,1,0,100
2015,Dana Tyrell,CBJ,C,3,20.81666667,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,-
2015,Drayson Bowman,MTL,L,3,19.53333333,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-
2015,Matt Frattin,TOR,R,9,63.5,0,0,0,0,0,6,0,11,7,4,1,1,0,4,2,2,0,0,1,1,0,4,9,4,1,0,100
2015,Micheal Haley,S.J,C,4,30.03333333,0,0,0,0,0,1,0,2,1,1,1,0,0,9,3,2,1,0,4,0,0,6,6,1,2,0,100
2015,Luke Adam,CBJ,C,3,19.33333333,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,1,0,0,0,0,0,2,3,0,0,0,-
2015,Patrice Cormier,WPG,C,1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,60
2015,Greg Pateryn,MTL,D,17,215.1166667,0,0,0,0,0,10,0,21,13,2,0,0,2,6,3,3,0,0,0,10,0,48,45,18,0,0,-
2015,Luke Witkowski,T.B,D,16,242.9833333,0,0,0,0,0,10,0,28,16,4,0,0,1,15,6,5,1,0,5,10,2,37,27,20,0,0,-
2015,Jordan Caron,"BOS, COL",R,30,241.0666667,0,0,0,0,0,12,0,27,17,17,7,0,2,18,6,4,2,0,4,3,1,41,24,8,0,1,0
2015,Carter Ashton,TOR,R,7,43.56666667,0,0,0,0,0,4,0,7,5,4,2,1,1,0,0,0,0,0,1,1,2,6,11,3,1,4,20
2015,Carl Klingberg,WPG,L,2,6.616666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,-
2015,Philip Samuelsson,ARI,D,4,67.53333333,0,0,0,0,0,4,0,5,4,2,0,1,0,0,0,0,0,0,0,1,0,2,7,4,0,0,-
2015,Jesse Blacker,ANA,D,1,6.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-
2015,Stefan Elliott,COL,D,5,69.66666667,0,0,0,0,0,10,0,19,13,3,0,0,1,2,1,1,0,0,0,2,1,2,2,5,0,0,-
2015,Ryan Bourque,NYR,C,1,11.81666667,0,0,0,0,0,1,0,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-
2015,Garrett Wilson,FLA,L,2,17.68333333,0,0,0,0,0,5,0,8,6,6,2,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,-
2015,Gabriel Dumont,MTL,C,3,27.36666667,0,0,0,0,0,4,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,8,3,2,11,2,84.62
2015,Corban Knight,CGY,C,2,12.8,0,0,0,0,0,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,9,2,81.82
2015,Rasmus Rissanen,CAR,D,6,89.86666667,0,0,0,0,0,3,0,9,4,3,0,1,0,4,2,2,0,0,0,3,0,25,16,7,0,0,-
2015,Jerry D'Amigo,BUF,R,9,87.56666667,0,0,0,0,0,7,0,9,8,4,2,0,0,2,1,1,0,0,1,0,3,8,15,7,0,0,-
2015,Oliver Lauridsen,PHI,D,1,10.43333333,0,0,0,0,0,2,0,3,3,1,0,0,0,10,1,0,0,1,1,1,0,2,1,0,0,0,-
2015,Julien Brouillette,WPG,D,1,9.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-
2015,Aaron Volpatti,WSH,L,2,19.23333333,0,0,0,0,0,1,0,3,3,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,-
2015,Oscar Lindberg,NYR,C,1,8.3,0,0,0,0,0,2,0,3,2,2,1,0,0,0,0,0,0,0,0,1,0,3,0,0,2,3,40
2015,Mark Alt,PHI,D,1,9.416666667,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
2015,Max Reinhart,CGY,C,4,32.35,0,0,0,0,0,3,0,11,9,4,1,0,1,0,0,0,0,0,0,0,0,1,0,3,6,23,20.69
2015,Curtis Hamilton,EDM,L,1,8.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,4,1,1,0,0,-
2015,Greg McKegg,TOR,C,3,27.56666667,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,3,1,2,17,16,51.52
2015,Petter Granberg,TOR,D,7,80.1,0,0,0,0,0,1,0,2,1,0,0,0,0,6,3,3,0,0,0,3,2,16,10,7,0,0,-
2015,Chris Wagner,ANA,C,9,79.1,0,0,0,0,0,7,0,14,10,5,0,1,1,2,1,1,0,0,1,0,1,22,10,3,33,22,60
2015,Dylan McIlrath,NYR,D,1,8.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,1,0,2,1,0,2,0,3,0,0,-
2015,Justin Shugg,CAR,R,3,17.08333333,0,0,0,0,0,3,0,4,4,4,2,0,1,2,1,1,0,0,0,1,0,3,4,0,0,0,-
2015,John Ramage,CGY,D,1,18.16666667,0,0,0,0,0,4,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,-
2015,Anthony Bitetto,NSH,D,7,82.45,0,0,0,0,0,2,0,7,4,3,0,0,0,7,2,1,1,0,2,3,1,9,8,3,1,0,100
2015,Brendan Ranford,DAL,L,1,9.316666667,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,-
2015,Jason Akeson,PHI,R,13,104.65,0,0,0,0,0,9,0,20,14,7,2,3,1,8,4,4,0,0,3,3,1,11,13,4,1,1,50
2015,Brody Sutter,CAR,C,4,29.75,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,3,5,2,7,7,50
2015,Ben Street,COL,C,3,34.78333333,0,0,0,0,0,4,0,7,5,2,0,0,0,0,0,0,0,0,0,2,1,3,5,0,17,15,53.13
2015,Harry Zolnierczyk,NYI,L,2,22.25,0,0,0,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,0,1,6,8,1,0,2,0
2015,Steve Oleksy,WSH,D,1,12.18333333,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,-
2015,Will Acton,EDM,C,3,32.13333333,0,0,0,0,0,2,0,3,2,1,0,0,0,5,1,0,1,0,1,0,2,3,7,3,4,4,50
2015,Brandon DeFazio,VAN,L,2,11.88333333,0,0,0,0,0,2,0,4,3,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-
2015,Scott Wilson,PIT,L,1,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Dominik Uher,PIT,C,2,12.91666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,-
2015,Tyler Graovac,MIN,C,3,27.66666667,0,0,0,0,0,4,0,6,5,3,2,0,1,0,0,0,0,0,2,0,2,0,0,2,6,16,27.27
2015,Max Friberg,ANA,R,1,8.783333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-
2015,Nick Cousins,PHI,C,11,96.98333333,0,0,0,0,0,6,0,9,7,5,3,0,0,2,1,1,0,0,1,2,5,13,11,5,23,29,44.23
2015,Keegan Lowe,CAR,D,2,27.68333333,0,0,0,0,0,0,0,4,0,0,0,0,0,10,2,0,2,0,3,0,2,3,0,4,0,0,-
2015,Alex Khokhlachev,BOS,C,3,24.6,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,9,8,52.94
2015,Scott Harrington,PIT,D,10,158,0,0,0,0,0,9,0,17,13,4,0,1,0,4,2,2,0,0,1,1,1,12,15,10,0,0,-
2015,Tyler Wotherspoon,CGY,D,1,20.31666667,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-
2015,Duncan Siemens,COL,D,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,-
2015,Joel Armia,BUF,R,1,14.78333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,-
2015,Stefan Noesen,ANA,R,1,6.9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-
2015,Phillip Danault,CHI,L,2,19,0,0,0,0,0,2,0,4,3,3,1,0,0,0,0,0,0,0,2,0,0,3,1,0,6,14,30
2015,Nicklas Jensen,VAN,R,5,47.78333333,0,0,0,0,0,7,0,9,7,4,1,0,0,0,0,0,0,0,0,1,0,7,2,4,0,0,-
2015,Colin Smith,COL,C,1,6.1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,6,40
2015,Bobby Farnham,PIT,R,11,78.93333333,0,0,0,0,0,6,0,14,10,9,3,0,1,24,6,2,4,0,12,1,0,26,14,2,0,0,-
2015,Karl Stollery,"COL, S.J",D,10,147.2833333,0,0,0,0,0,9,0,23,11,4,0,1,0,6,3,3,0,0,1,7,1,23,19,21,0,0,-
2015,Cameron Schilling,WSH,D,4,45.5,0,0,0,0,0,2,0,7,4,1,0,0,0,4,2,2,0,0,0,0,0,4,4,2,0,0,-
2015,Henrik Samuelsson,ARI,C,3,39.8,0,0,0,0,0,4,0,5,5,4,2,0,0,2,1,1,0,0,0,0,1,5,5,0,2,0,100
2015,Slater Koekkoek,T.B,D,3,49.75,0,0,0,0,0,6,0,8,7,1,0,0,0,2,1,1,0,0,1,0,1,2,8,3,0,0,-
2015,Shayne Gostisbehere,PHI,D,2,25.11666667,0,0,0,0,0,2,0,6,5,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,-
2015,Jake McCabe,BUF,D,2,22.25,0,0,0,0,0,2,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,4,5,1,0,0,-
2015,Brendan Woods,CAR,L,2,12.06666667,0,0,0,0,0,3,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,-
2015,Brett Kulak,CGY,D,1,19.51666667,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,-
2015,Raman Hrabarenka,N.J,D,1,11.91666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,-
2015,Conor Allen,NYR,D,4,48.8,0,0,0,0,0,2,0,4,2,1,0,1,0,4,2,2,0,0,0,3,0,6,7,0,0,0,-
2015,Eriah Hayes,S.J,R,4,39.88333333,0,0,0,0,0,10,0,10,10,5,3,0,1,2,1,1,0,0,0,1,1,7,7,4,1,0,100
2015,Matt Lindblad,BOS,C,2,15.51666667,0,0,0,0,0,3,0,5,4,3,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,5,0
2015,Bogdan Yakimov,EDM,C,1,11.31666667,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,3,4,42.86
2015,Ryan Hartman,CHI,L,5,41.43333333,0,0,0,0,0,8,0,11,10,8,6,0,0,2,1,1,0,0,1,0,0,11,9,2,0,0,-
2015,Darnell Nurse,EDM,D,2,33.98333333,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,-
2015,Tyler Gaudet,ARI,C,2,19.15,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,9,8,52.94
2015,Patrick Brown,CAR,C,7,62.16666667,0,0,0,0,0,4,0,10,7,3,0,0,0,4,2,2,0,0,1,0,1,11,10,2,0,2,0
2015,David Wolf,CGY,L,3,28.15,0,0,0,0,0,1,0,4,3,4,1,0,0,2,1,1,0,0,0,0,1,6,3,0,1,1,50
2015,Kevin Fiala,NSH,L,1,11.41666667,0,0,0,0,0,3,0,3,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-
2015,Viktor Arvidsson,NSH,L,6,61.53333333,0,0,0,0,0,9,0,18,14,5,0,1,1,0,0,0,0,0,1,3,3,3,8,5,0,0,-
2015,Kyle Baun,CHI,R,3,37.61666667,0,0,0,0,0,4,0,8,8,4,2,1,0,0,0,0,0,0,0,0,1,12,2,0,0,0,-
