Year,Player,Team,Position,GP,TOI,Goals,Total_Assists,First_Assists,Second_Assists,Total_Points,Shots,SHPer,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,Faceoffs_Won,Faceoffs_Lost,Faceoffs_Per
2015,Nate Prosser,MIN,D,63,806.1333333,2,4,2,2,6,38,5.26,73,53,15,1,2,4,32,13,11,2,0,8,13,6,34,150,98,0,0,-
2015,Sven Baertschi,"CGY, VAN",L,18,174.2666667,2,4,4,0,6,15,13.33,24,19,13,7,1,1,10,5,5,0,0,3,5,7,8,11,7,0,0,-
2015,Scott Laughton,PHI,C,31,394.3,2,4,3,1,6,51,3.92,89,65,54,22,3,8,17,7,6,1,0,5,12,11,58,32,11,134,149,47.35
2015,Mikhail Grigorenko,BUF,C,25,379.2333333,3,3,0,3,6,35,8.57,57,45,35,13,1,3,2,1,1,0,0,2,7,2,28,19,15,153,178,46.22
2015,Andrew Miller,EDM,C,9,123.75,1,5,3,2,6,14,7.14,22,20,17,6,1,2,0,0,0,0,0,1,6,3,7,9,6,1,1,50
2015,Jacob De La Rose,MTL,L,33,455.35,4,2,1,1,6,38,10.53,67,48,33,12,3,2,12,6,6,0,0,1,13,6,71,39,24,64,96,40
2015,Shawn Thornton,FLA,L,46,440.8666667,1,4,1,3,5,53,1.89,85,68,37,19,4,1,50,16,10,6,0,10,5,10,93,31,5,3,9,25
2015,Tyson Strachan,BUF,D,46,873.2833333,0,5,1,4,5,38,0,74,54,9,1,0,4,44,12,7,4,1,9,24,13,67,66,105,0,0,-
2015,Jared Boll,CBJ,R,72,523.7833333,1,4,3,1,5,28,3.57,55,40,29,13,2,4,109,32,17,15,0,26,7,5,128,93,17,0,2,0
2015,Peter Harrold,N.J,D,43,655.4666667,3,2,1,1,5,31,9.68,62,46,19,5,0,3,4,2,2,0,0,8,12,6,40,73,39,0,0,-
2015,Trevor Smith,TOR,C,54,597.45,2,3,2,1,5,46,4.35,85,65,49,25,5,5,12,6,6,0,0,3,8,18,75,44,25,293,268,52.23
2015,Jack Hillen,"CAR, WSH",D,38,488.7,0,5,1,4,5,24,0,71,35,18,1,1,2,10,5,5,0,0,4,9,6,38,85,53,0,0,-
2015,Curtis McKenzie,DAL,L,36,415.2,4,1,1,0,5,40,10,74,63,46,24,2,4,48,15,9,6,0,14,13,10,83,46,13,2,5,28.57
2015,Phil Varone,BUF,C,28,376.4333333,3,2,1,1,5,28,10.71,45,36,31,15,1,0,10,5,5,0,0,2,14,8,30,26,22,147,179,45.09
2015,Radko Gudas,T.B,D,31,527,2,3,1,2,5,63,3.17,132,99,19,2,1,6,34,14,12,2,0,5,12,9,115,47,63,0,0,-
2015,Brandon Bollig,CGY,L,62,533.1166667,1,4,1,3,5,67,1.49,112,87,46,13,5,4,88,24,14,8,2,17,16,15,137,55,23,3,2,60
2015,Martin Marincin,EDM,D,41,764.5166667,1,4,2,2,5,38,2.63,114,67,33,4,5,5,16,8,8,0,0,2,38,16,17,39,59,1,0,100
2015,Michael Bournival,MTL,L,29,228.75,3,2,1,1,5,27,11.11,46,33,24,10,1,2,4,2,2,0,0,4,7,6,26,59,10,4,1,80
2015,Michael Chaput,CBJ,C,33,336.5666667,1,4,2,2,5,23,4.35,40,35,21,12,1,2,21,9,8,1,0,5,3,4,59,27,20,143,151,48.64
2015,Zach Trotman,BOS,D,27,443.0166667,1,4,0,4,5,46,2.17,109,70,18,1,3,9,0,0,0,0,0,0,6,2,44,63,33,0,0,-
2015,Micheal Ferland,CGY,L,26,273.6166667,2,3,3,0,5,34,5.88,63,50,38,15,2,3,16,5,3,2,0,6,11,19,67,32,10,0,0,-
2015,Brian Gibbons,CBJ,C,25,345.5833333,0,5,3,2,5,21,0,38,31,27,11,0,2,8,4,4,0,0,2,5,7,14,21,17,4,5,44.44
2015,William Karlsson,"ANA, CBJ",C,21,256.8666667,3,2,2,0,5,29,10.34,52,44,29,11,0,1,0,0,0,0,0,4,9,8,18,33,7,93,104,47.21
2015,Lucas Lessio,ARI,L,26,331.65,2,3,1,2,5,44,4.55,63,54,44,29,4,5,8,4,4,0,0,6,7,7,59,42,6,0,2,0
2015,Manny Malhotra,MTL,C,58,629.4833333,1,3,1,2,4,46,2.17,79,63,30,13,5,3,12,6,6,0,0,7,23,14,37,65,62,537,369,59.27
2015,Simon Gagne,BOS,L,23,260.0666667,3,1,0,1,4,27,11.11,46,31,21,9,1,3,4,2,2,0,0,3,7,3,20,28,7,1,8,11.11
2015,Jordan Leopold,"CBJ, MIN, STL",D,43,641.6833333,1,3,2,1,4,38,2.63,71,44,20,2,1,0,19,8,7,1,0,4,8,9,33,51,49,0,0,-
2015,Mike Weaver,MTL,D,31,439.0833333,0,4,0,4,4,8,0,33,18,7,1,1,3,6,3,3,0,0,2,17,5,35,70,61,0,0,-
2015,Cody McCormick,BUF,C,33,386.55,1,3,3,0,4,31,3.23,55,40,24,12,2,4,36,11,8,2,1,13,10,3,77,16,29,147,147,50
2015,Ryane Clowe,N.J,L,13,203.7333333,1,3,2,1,4,15,6.67,26,18,14,7,1,2,4,2,2,0,0,1,3,3,21,14,1,0,1,0
2015,Grant Clitsome,WPG,D,24,392.75,0,4,3,1,4,22,0,56,29,12,1,0,4,8,4,4,0,0,1,23,5,46,33,20,0,0,-
2015,Mark Fraser,N.J,D,34,553.35,0,4,2,2,4,19,0,50,33,5,1,1,1,55,20,15,5,0,9,13,1,85,52,49,0,0,-
2015,Jesse Joensuu,EDM,L,20,212.5666667,2,2,0,2,4,18,11.11,30,28,17,10,0,3,14,7,7,0,0,1,4,9,37,23,9,0,0,-
2015,David Schlemko,"ARI, CGY, DAL",D,44,674.5666667,1,3,0,3,4,45,2.22,97,56,18,2,2,3,12,6,6,0,0,0,19,6,45,64,84,0,0,-
2015,John Scott,S.J,L,38,283.1666667,3,1,1,0,4,19,15.79,40,27,27,10,1,4,87,19,11,3,5,11,11,7,94,30,14,0,0,-
2015,Steven Pinizzotto,EDM,R,18,142.7166667,2,2,1,1,4,15,13.33,17,16,10,5,0,1,30,9,5,4,0,6,1,2,32,23,2,0,0,-
2015,Steven Kampfer,FLA,D,25,429.9166667,2,2,1,1,4,28,7.14,66,46,17,5,1,2,12,6,6,0,0,4,6,6,49,63,33,0,0,-
2015,Brandon McMillan,"ARI, VAN",L,58,607.15,1,3,0,3,4,51,1.96,102,75,62,31,3,9,16,8,8,0,0,12,2,15,91,105,23,10,13,43.48
2015,Matt Bartkowski,BOS,D,47,796.2333333,0,4,4,0,4,67,0,143,110,18,2,1,9,37,10,6,3,1,8,25,6,88,56,24,0,0,-
2015,Zach Sill,"PIT, TOR",C,63,528.1166667,1,3,3,0,4,43,2.33,78,62,38,20,9,5,84,18,6,10,2,22,6,15,173,83,27,46,47,49.46
2015,Brandon Kozun,TOR,R,20,158.2166667,2,2,1,1,4,8,25,16,8,9,2,1,1,6,3,3,0,0,2,4,7,21,30,4,1,1,50
2015,Brandon Gormley,ARI,D,27,413.7,2,2,1,1,4,39,5.13,74,47,19,2,3,3,10,5,5,0,0,4,7,6,26,40,32,0,0,-
2015,Taylor Fedun,S.J,D,7,118.9166667,0,4,1,3,4,12,0,26,17,8,2,0,2,4,2,2,0,0,4,2,3,0,21,8,0,0,-
2015,Raphael Diaz,CGY,D,56,673.2833333,2,2,1,1,4,52,3.85,132,86,20,3,1,8,10,5,5,0,0,4,17,12,24,29,67,0,0,-
2015,Klas Dahlbeck,"ARI, CHI",D,23,406.1666667,1,3,2,1,4,20,5,54,39,18,4,2,0,8,4,4,0,0,3,4,9,64,55,46,0,0,-
2015,Adam Clendening,"CHI, VAN",D,21,349.3833333,1,3,1,2,4,17,5.88,49,30,12,1,0,1,10,5,5,0,0,1,14,2,9,37,22,0,0,-
2015,Nate Schmidt,WSH,D,39,541.5666667,1,3,0,3,4,40,2.5,87,54,24,4,2,6,10,5,5,0,0,3,13,11,34,54,33,0,0,-
2015,Mirco Mueller,S.J,D,39,661.4833333,1,3,1,2,4,31,3.23,69,44,14,2,0,5,10,5,5,0,0,6,21,19,49,67,58,0,0,-
2015,Chris Phillips,OTT,D,36,752.2666667,0,3,2,1,3,29,0,69,41,17,2,1,3,12,6,6,0,0,3,26,7,70,66,54,0,0,-
2015,Adam Burish,S.J,R,20,222.9,1,2,2,0,3,22,4.55,38,31,17,8,1,1,33,11,9,1,1,8,2,4,11,25,19,57,50,53.27
2015,Patrick Kaleta,BUF,R,42,372.4333333,0,3,2,1,3,25,0,40,30,19,8,3,4,36,11,8,2,1,17,3,8,88,37,25,3,5,37.5
2015,Brett Sutter,MIN,L,6,55.85,0,3,3,0,3,6,0,10,8,7,1,2,0,4,2,2,0,0,1,0,0,16,10,1,0,0,-
2015,Chris Summers,"ARI, NYR",D,20,284.9166667,0,3,2,1,3,15,0,33,19,7,0,1,1,8,4,4,0,0,1,6,1,49,45,26,0,0,-
2015,Luke Gazdic,EDM,L,40,295.65,2,1,0,1,3,26,7.69,46,38,24,13,2,6,43,11,4,7,0,10,7,1,76,36,15,0,0,-
2015,Zack Smith,OTT,C,37,445.2333333,2,1,0,1,3,38,5.26,65,49,38,18,2,2,18,9,9,0,0,10,7,15,64,55,13,103,128,44.59
2015,Zac Dalpe,BUF,C,21,194.8166667,1,2,0,2,3,29,3.45,43,35,26,8,1,2,4,2,2,0,0,2,3,5,15,15,8,20,13,60.61
2015,Matt Donovan,NYI,D,12,210.8833333,0,3,3,0,3,12,0,38,23,12,2,2,2,0,0,0,0,0,4,11,3,22,20,16,0,0,-
2015,Drew Shore,CGY,C,11,117.3,1,2,2,0,3,13,7.69,21,14,10,2,0,0,0,0,0,0,0,3,1,1,10,18,4,29,30,49.15
2015,Brandon Manning,PHI,D,11,188.7833333,0,3,2,1,3,10,0,24,16,6,0,0,1,7,2,1,1,0,1,6,0,19,20,13,0,0,-
2015,Patrik Nemeth,DAL,D,22,356.6333333,0,3,1,2,3,16,0,41,23,14,1,0,1,6,3,3,0,0,3,8,3,28,41,21,0,0,-
2015,Alex Petrovic,FLA,D,33,536.5666667,0,3,0,3,3,29,0,60,37,8,3,1,2,34,10,7,2,1,8,12,4,76,62,34,0,0,-
2015,Mark Pysyk,BUF,D,7,127.25,2,1,0,1,3,4,50,10,7,4,1,1,1,2,1,1,0,0,0,2,1,1,7,11,0,0,-
2015,Joakim Nordstrom,CHI,L,38,416.8,0,3,1,2,3,42,0,87,62,47,23,5,6,4,2,2,0,0,6,3,12,73,51,17,2,8,20
2015,Cory Conacher,NYI,C,15,202.2,1,2,0,2,3,23,4.35,32,29,21,11,3,2,14,3,2,0,1,5,3,6,19,23,7,1,2,33.33
2015,Josh Manson,ANA,D,28,516.15,0,3,1,2,3,26,0,55,34,10,2,0,1,31,14,13,1,0,2,17,9,44,49,24,0,0,-
2015,Iiro Pakarinen,EDM,R,17,172.3,1,2,0,2,3,34,2.94,53,38,24,9,2,2,2,1,1,0,0,3,2,0,51,18,3,1,0,100
2015,Andy Andreoff,L.A,L,18,154.2333333,2,1,0,1,3,14,14.29,28,24,15,6,0,0,18,6,4,2,0,2,4,7,33,18,0,32,29,52.46
2015,Xavier Ouellet,DET,D,21,344.2,2,1,1,0,3,27,7.41,66,43,14,4,0,0,2,1,1,0,0,1,8,2,11,40,13,0,0,-
2015,Matt Puempel,OTT,L,13,104.4166667,2,1,0,1,3,14,14.29,26,21,19,12,2,4,8,3,3,0,0,0,0,3,9,12,1,0,1,0
2015,Stuart Percy,TOR,D,9,162.7,0,3,3,0,3,13,0,24,17,9,1,1,3,2,1,1,0,0,1,12,7,14,26,13,0,0,-
2015,Brad Hunt,EDM,D,11,214.3333333,1,2,2,0,3,20,5,49,33,6,0,0,3,0,0,0,0,0,1,6,6,8,17,10,0,0,-
2015,Ryan Murray,CBJ,D,12,226.9,1,2,1,1,3,8,12.5,17,12,0,0,1,0,8,4,4,0,0,0,2,5,5,23,11,0,0,-
2015,Petteri Lindbohm,STL,D,23,358.1333333,2,1,1,0,3,32,6.25,53,40,15,2,0,1,26,10,8,2,0,7,3,6,26,63,22,0,0,-
2015,Sven Andrighetto,MTL,R,12,112.9666667,2,1,1,0,3,12,16.67,21,13,11,6,0,0,0,0,0,0,0,0,2,1,5,13,4,3,12,20
2015,Kerby Rychel,CBJ,L,5,53.46666667,0,3,3,0,3,4,0,10,7,4,2,1,2,2,1,1,0,0,0,1,2,11,3,3,0,0,-
2015,Bryce Salvador,N.J,D,15,277.5333333,0,2,2,0,2,13,0,27,17,3,0,0,2,20,7,5,2,0,4,7,1,22,22,19,0,0,-
2015,Eric Boulton,NYI,L,10,71.96666667,2,0,0,0,2,9,22.22,13,11,6,5,0,1,30,8,5,2,1,5,1,1,10,6,4,0,0,-
2015,Daniel Cleary,DET,R,17,155.2666667,1,1,0,1,2,17,5.88,28,22,12,3,0,1,6,3,3,0,0,1,1,2,21,26,9,2,2,50
2015,Bryan Allen,"ANA, MTL",D,11,172.95,0,2,1,1,2,6,0,30,15,11,0,1,2,6,3,3,0,0,0,8,0,20,26,15,0,0,-
2015,Matt Ellis,BUF,L,39,324.6333333,1,1,1,0,2,29,3.45,40,35,18,8,1,2,4,2,2,0,0,2,2,12,10,33,16,100,105,48.78
2015,Chris Porter,STL,L,24,229.3,1,1,1,0,2,24,4.17,44,38,23,13,1,2,6,3,3,0,0,2,1,1,63,24,1,4,5,44.44
2015,Tim Sestito,N.J,L,15,148.3166667,0,2,2,0,2,10,0,16,13,12,5,1,3,33,8,4,3,1,4,2,3,22,15,3,48,58,45.28
2015,Ryan Hamilton,EDM,L,16,211.35,1,1,1,0,2,12,8.33,20,16,14,7,3,0,6,3,3,0,0,0,3,2,27,29,13,1,3,25
2015,Justin Falk,"CBJ, MIN",D,18,194.4,1,1,0,1,2,18,5.56,32,23,6,0,1,1,14,4,2,2,0,3,7,1,12,23,19,0,0,-
2015,Anthony Peluso,WPG,R,49,287.9666667,1,1,1,0,2,23,4.35,42,32,26,12,1,2,86,22,13,6,3,13,11,4,100,41,5,0,1,0
2015,Chris Mueller,NYR,C,7,73.16666667,1,1,0,1,2,10,10,17,13,11,4,0,1,0,0,0,0,0,1,2,1,3,10,1,38,26,59.38
2015,Slava Voynov,L.A,D,6,139.1166667,0,2,1,1,2,5,0,19,11,3,1,0,1,2,1,1,0,0,0,8,1,11,7,8,0,0,-
2015,Sean Collins,CBJ,C,8,82.66666667,0,2,0,2,2,4,0,7,5,4,1,0,0,2,1,1,0,0,1,0,0,18,9,0,2,3,40
2015,Andrew MacWilliam,TOR,D,12,184.8333333,0,2,0,2,2,5,0,13,7,5,0,0,0,12,6,6,0,0,6,4,2,35,16,20,0,1,0
2015,Brian Lashoff,DET,D,11,146.1333333,0,2,0,2,2,7,0,12,10,1,0,0,0,6,3,3,0,0,0,2,3,7,11,14,0,0,-
2015,Seth Helgeson,N.J,D,22,296.2,0,2,1,1,2,11,0,28,18,6,0,0,1,18,6,4,2,0,3,9,3,42,21,18,0,0,-
2015,Petr Straka,PHI,R,3,28.36666667,0,2,2,0,2,2,0,5,3,2,2,1,2,0,0,0,0,0,0,1,1,4,2,1,0,0,-
2015,Danny Biega,CAR,D,10,161.4166667,0,2,0,2,2,7,0,25,14,3,1,0,0,0,0,0,0,0,2,7,1,27,24,7,0,0,-
2015,Tyler Pitlick,EDM,"C, R",17,211.5333333,2,0,0,0,2,18,11.11,40,31,18,10,2,2,4,2,2,0,0,3,6,4,55,27,17,5,4,55.56
2015,Joey Hishon,COL,C,13,131.4666667,1,1,0,1,2,19,5.26,29,24,19,8,3,1,0,0,0,0,0,3,2,5,3,14,7,35,43,44.87
2015,Jarred Tinordi,MTL,D,13,156.8666667,0,2,1,1,2,5,0,16,10,3,1,0,1,19,5,2,3,0,4,4,1,20,26,18,0,0,-
2015,Bryan Rust,PIT,R,14,168.3666667,1,1,0,1,2,34,2.94,48,39,26,12,1,3,4,2,2,0,0,4,6,2,21,21,3,0,0,-
2015,Sam Carrick,TOR,C,16,103.75,1,1,0,1,2,17,5.88,24,22,16,3,2,0,9,3,2,1,0,2,1,7,30,22,1,38,53,41.76
2015,Kael Mouillierat,NYI,L,6,52.06666667,1,1,0,1,2,1,100,4,3,2,1,0,0,8,3,3,0,0,0,0,4,8,3,3,16,18,47.06
2015,Alexey Marchenko,DET,D,13,200.6,1,1,0,1,2,7,14.29,19,11,5,0,0,0,2,1,1,0,0,0,4,4,9,20,10,0,0,-
2015,David Musil,EDM,D,4,79.21666667,0,2,1,1,2,3,0,7,4,1,0,0,0,2,1,1,0,0,0,2,1,5,4,8,0,0,-
2015,Ty Rattie,STL,R,11,100.1,0,2,1,1,2,8,0,18,12,11,5,0,1,2,1,1,0,0,0,0,0,15,7,4,0,0,-
2015,Liam O'Brien,WSH,C,13,98.06666667,1,1,1,0,2,16,6.25,22,19,11,8,1,0,23,7,4,3,0,5,1,3,35,18,0,1,1,50
2015,Tim Schaller,BUF,C,18,204.2833333,1,1,1,0,2,19,5.26,26,22,17,7,2,1,2,1,1,0,0,1,3,3,44,8,14,74,112,39.78
2015,Borna Rendulic,COL,R,11,103.4166667,1,1,1,0,2,6,16.67,11,7,5,3,1,0,6,3,3,0,0,0,1,5,22,9,3,0,0,-
2015,Stephane Veilleux,MIN,L,12,92.33333333,0,1,0,1,1,8,0,11,9,4,1,0,0,8,4,4,0,0,4,0,2,9,8,8,0,1,0
2015,Keith Ballard,MIN,D,14,168.7666667,0,1,0,1,1,5,0,10,7,4,0,0,0,26,10,8,2,0,7,5,2,15,20,20,0,0,-
2015,Shane O'Brien,FLA,D,9,121.3166667,0,1,1,0,1,4,0,5,4,0,0,0,0,5,1,0,1,0,1,3,0,36,14,12,0,0,-
2015,Ladislav Smid,CGY,D,31,432.9666667,0,1,0,1,1,21,0,42,32,12,2,0,2,13,5,4,1,0,4,10,4,51,28,54,0,0,-
2015,Jeff Schultz,L.A,D,9,150.7166667,0,1,1,0,1,7,0,16,11,3,0,0,0,4,2,2,0,0,0,5,0,10,12,9,0,0,-
2015,Peter Regin,CHI,C,4,33.33333333,0,1,0,1,1,3,0,5,5,3,3,0,0,0,0,0,0,0,2,0,3,3,7,0,1,1,50
2015,Adam Cracknell,CBJ,R,17,169.1,0,1,1,0,1,17,0,29,26,9,6,0,3,2,1,1,0,0,1,3,5,43,21,6,20,38,34.48
2015,Colin Greening,OTT,C,26,255.3666667,1,0,0,0,1,40,2.5,63,49,39,14,4,1,27,8,6,1,1,5,6,8,85,33,14,6,3,66.67
2015,Alex Biega,VAN,D,7,110.5666667,1,0,0,0,1,7,14.29,19,14,2,0,1,0,0,0,0,0,0,0,3,1,34,7,8,0,0,-
2015,Tom Sestito,VAN,L,3,18.71666667,0,1,0,1,1,1,0,2,2,1,1,0,0,7,2,1,1,0,5,0,0,10,2,0,0,0,-
2015,Frédéric St-Denis,CBJ,D,4,53.18333333,0,1,0,1,1,2,0,8,2,3,1,0,0,0,0,0,0,0,2,0,0,2,3,2,0,0,-
2015,TJ Galiardi,WPG,L,38,397.5,1,0,0,0,1,35,2.86,55,46,28,12,1,2,2,1,1,0,0,6,7,11,38,31,14,2,9,18.18
2015,Paul Carey,COL,C,10,78.78333333,0,1,1,0,1,5,0,14,11,2,0,1,0,0,0,0,0,0,0,0,3,12,9,2,0,3,0
2015,Keith Aulie,EDM,D,31,443.4166667,0,1,0,1,1,25,0,59,40,11,3,2,2,66,20,13,6,1,12,12,4,59,67,37,0,0,-
2015,TJ Brennan,TOR,D,6,100.8666667,0,1,0,1,1,11,0,23,14,4,0,0,1,9,3,2,1,0,3,5,1,2,10,5,0,0,-
2015,Jonathon Blum,MIN,D,4,39.46666667,0,1,1,0,1,3,0,4,4,0,0,0,0,2,1,1,0,0,0,1,0,1,0,2,0,0,-
2015,Keaton Ellerby,WPG,D,1,16.96666667,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,-
2015,Michael Kostka,NYR,D,7,107.7,0,1,0,1,1,7,0,13,8,6,2,0,1,0,0,0,0,0,1,5,2,6,15,9,0,0,-
2015,Bryan Lerg,S.J,C,2,25.2,1,0,0,0,1,8,12.5,9,9,5,2,0,1,0,0,0,0,0,1,1,0,3,5,0,4,0,100
2015,Eric O'Dell,WPG,C,11,81.76666667,0,1,1,0,1,6,0,15,11,5,1,0,0,19,4,2,1,1,2,4,8,14,11,0,18,23,43.9
2015,Colby Robak,"ANA, FLA",D,12,167.0166667,0,1,0,1,1,8,0,16,12,5,2,0,1,2,1,1,0,0,1,8,2,16,24,10,0,0,-
2015,Andrew Campbell,ARI,D,33,578.7166667,0,1,0,1,1,28,0,62,44,21,2,2,3,10,5,5,0,0,3,6,2,67,78,58,0,0,-
2015,David Warsofsky,BOS,D,4,71.03333333,0,1,0,1,1,7,0,14,8,4,0,0,0,0,0,0,0,0,0,1,0,2,6,2,0,0,-
2015,Stu Bickel,MIN,D,9,48.95,0,1,1,0,1,3,0,5,4,2,0,0,0,46,8,3,2,3,4,2,1,10,7,9,0,0,-
2015,Justin Hodgman,ARI,C,5,56.98333333,1,0,0,0,1,3,33.33,4,4,4,4,0,0,2,1,1,0,0,1,2,0,8,3,0,25,21,54.35
2015,Landon Ferraro,DET,C,3,35.95,1,0,0,0,1,4,25,6,4,3,2,0,0,0,0,0,0,0,1,0,3,3,10,3,0,0,-
2015,Chris Brown,WSH,R,5,32.3,1,0,0,0,1,4,25,4,4,3,1,1,0,2,1,1,0,0,0,2,0,6,2,1,1,2,33.33
2015,Mat Clark,ANA,D,7,89.4,0,1,1,0,1,2,0,7,3,2,0,0,0,6,3,3,0,0,2,2,1,10,10,5,0,0,-
2015,Magnus Paajarvi,STL,L,10,97.96666667,0,1,0,1,1,9,0,16,14,8,3,0,0,6,3,3,0,0,1,1,0,8,9,0,1,0,100
2015,Brian Dumoulin,PIT,D,8,125.3666667,1,0,0,0,1,4,25,5,4,0,0,0,0,2,1,1,0,0,1,3,0,11,24,9,0,0,-
2015,Jordan Szwarz,ARI,R,9,121.2166667,1,0,0,0,1,8,12.5,10,8,6,2,1,1,2,1,1,0,0,0,0,1,5,15,9,0,0,-
2015,Tomas Vincour,COL,C,7,50.21666667,0,1,1,0,1,2,0,6,5,3,0,0,0,2,1,1,0,0,1,2,1,5,7,4,0,0,-
2015,Andrew Agozzino,COL,L,1,9.75,0,1,0,1,1,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0
2015,Christian Thomas,MTL,L,18,163.7166667,1,0,0,0,1,26,3.85,47,33,21,11,1,3,7,2,1,1,0,3,0,5,8,23,3,0,1,0
2015,Stanislav Galiev,WSH,R,2,18.76666667,1,0,0,0,1,2,50,4,3,3,1,0,0,0,0,0,0,0,0,1,2,3,6,0,0,0,-
2015,Brandon Davidson,EDM,D,12,181.65,1,0,0,0,1,7,14.29,20,14,5,1,0,0,0,0,0,0,0,1,4,0,18,22,22,0,0,-
2015,Freddie Hamilton,"COL, S.J",C,18,136.3833333,1,0,0,0,1,11,9.09,22,14,13,7,0,1,0,0,0,0,0,1,1,2,25,16,3,24,37,39.34
2015,Michael Sgarbossa,COL,C,3,21.28333333,0,1,0,1,1,2,0,6,3,2,0,0,0,10,1,0,0,1,3,0,0,0,2,1,9,11,45
2015,Brendan Shinnimin,ARI,C,12,132.4166667,0,1,0,1,1,10,0,23,15,10,2,1,0,8,4,4,0,0,3,4,4,12,21,4,42,59,41.58
2015,Mike Sislo,N.J,R,10,122.1166667,0,1,1,0,1,13,0,19,16,8,3,1,0,2,1,1,0,0,0,0,2,12,11,2,0,0,-
2015,Joe Whitney,N.J,R,4,27.5,1,0,0,0,1,1,100,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,-
2015,Frank Corrado,VAN,D,10,156.6833333,1,0,0,0,1,8,12.5,16,13,4,1,0,1,0,0,0,0,0,2,5,1,15,17,12,0,0,-
2015,Brian Ferlin,BOS,R,7,61.56666667,0,1,1,0,1,6,0,15,9,6,4,0,0,0,0,0,0,0,0,0,1,20,9,0,0,1,0
2015,Shane Prince,OTT,L,2,20.95,0,1,0,1,1,2,0,6,4,4,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,-
2015,Michael Paliotta,CHI,D,1,12.75,0,1,0,1,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-
2015,Josh Leivo,TOR,L,9,68.88333333,1,0,0,0,1,10,10,16,13,8,7,0,2,4,2,2,0,0,1,0,7,5,12,0,0,2,0
2015,Reid Boucher,N.J,C,11,122.5333333,1,0,0,0,1,20,5,37,31,22,5,0,0,0,0,0,0,0,2,1,7,9,14,5,0,0,-
2015,Rocco Grimaldi,FLA,C,7,88.26666667,1,0,0,0,1,18,5.56,26,22,12,3,0,1,4,2,2,0,0,4,0,3,7,8,1,6,8,42.86
2015,Miikka Salomaki,NSH,R,1,10.81666667,1,0,0,0,1,4,25,4,4,2,2,0,1,0,0,0,0,0,1,0,0,7,0,1,0,0,-
2015,Joe Morrow,BOS,D,15,250.35,1,0,0,0,1,20,5,48,30,10,2,1,2,4,2,2,0,0,3,3,2,18,21,22,0,0,-
2015,Jonathan Marchessault,T.B,C,2,23.88333333,1,0,0,0,1,3,33.33,5,4,3,0,0,1,0,0,0,0,0,0,0,1,4,2,0,1,2,33.33
2015,Daniil Tarasov,S.J,R,5,37.85,0,1,0,1,1,5,0,7,6,4,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,100
2015,Griffin Reinhart,NYI,D,8,113.3833333,0,1,0,1,1,4,0,11,8,2,0,0,0,6,3,3,0,0,2,2,0,14,9,8,0,0,-
2015,Stefan Matteau,N.J,C,7,83.1,1,0,0,0,1,8,12.5,13,10,8,5,0,1,4,2,2,0,0,1,3,2,17,18,1,0,0,-
2015,Jordan Martinook,ARI,L,8,93.58333333,0,1,0,1,1,8,0,22,20,14,7,1,4,0,0,0,0,0,2,0,2,14,12,2,1,0,100
2015,Josh Anderson,CBJ,R,6,80.7,0,1,0,1,1,10,0,19,13,12,2,0,2,2,1,1,0,0,1,3,3,24,12,2,0,0,-
2015,Jayson Megna,PIT,C,12,132.4166667,0,1,0,1,1,13,0,23,17,9,5,0,1,14,7,7,0,0,4,4,3,40,16,8,0,0,-
2015,Chad Ruhwedel,BUF,D,4,49.85,0,1,1,0,1,4,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,-
2015,Andrew Copp,WPG,C,1,13.26666667,0,1,1,0,1,4,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,66.67
2015,Emile Poirier,CGY,L,6,47.9,0,1,0,1,1,2,0,6,4,2,0,1,0,0,0,0,0,0,2,0,3,7,7,1,0,1,0
2015,Valeri Nichushkin,DAL,R,8,110.1833333,0,1,0,1,1,6,0,19,12,11,4,1,0,2,1,1,0,0,1,6,5,7,7,1,0,0,-
2015,Trevor van Riemsdyk,CHI,D,18,243.65,0,1,1,0,1,21,0,41,26,10,3,0,0,2,1,1,0,0,2,4,9,4,17,15,0,0,-
2015,Jordan Oesterle,EDM,D,6,88.16666667,0,1,1,0,1,7,0,16,11,3,0,0,1,0,0,0,0,0,1,1,2,2,10,3,0,0,-
2015,Sam Reinhart,BUF,C,9,93.26666667,0,1,0,1,1,3,0,6,3,3,1,0,0,2,1,1,0,0,2,1,2,3,9,5,21,65,24.42
2015,Sam Bennett,CGY,C,1,16,0,1,1,0,1,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,5,16.67
