Year,Player,Team,Position,GP,PPTOI,PPTOI_GP,PPCF_60,PPCA_60,PPCFPer,PPFF_60,PPFA_60,PPFFPer,PPSF_60,PPSA_60,PPSFPer,PPGF_60,PPGA_60,PPGFPer,PPSCF_60,PPSCA_60,PPSCFPer,PPHDCF_60,PPHDCA_60,PPHDCFPer,PPHDGF_60,PPHDGA_60,PPHDGFPer,PPMDCF_60,PPMDCA_60,PPMDCFPer,PPMDGF_60,PPMDGA_60,PPMDGFPer,PPLDCF_60,PPLDCA_60,PPLDCFPer,PPLDGF_60,PPLDGA_60,PPLDGFPer,PPOn-Ice SHPer,PPOn-Ice SVPer,PPPDO,PPOff. Zone Faceoffs_60,PPNeu. Zone Faceoffs_60,PPDef. Zone Faceoffs_60,PPOnTFStarts_60,PPOffZoneStartPer,PPOffZoneFaceoffs_60,PPNeuZoneFaceoffs_60,PPDefZoneFaceoffs_60,PPOff. Zone Faceoff Per
2014,Adam McQuaid,BOS,D,30,0.75,0.025,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,320,-,0,0,0,-
2014,Adam Pardy,WPG,D,60,1.533333333,0.025555556,39.13,0,100,39.13,0,100,0,0,-,0,0,-,39.13,0,100,0,0,-,0,0,-,52.17,0,100,0,0,-,0,0,-,0,0,-,-,-,-,117.39,0,0,117.39,100,117.39,39.13,0,100
2014,Alec Martinez,L.A,D,61,121.6,1.993442623,110.03,7.89,93.31,81.91,7.4,91.71,54.28,4.44,92.44,4.44,0.49,90,59.21,4.44,93.02,26.15,1.48,94.64,1.48,0.49,75,44.08,3.95,91.78,3.29,0,100,67,3.56,94.95,0.71,0,100,8.18,88.89,0.971,26.15,6.41,0,33.06,100,41.94,12.34,3.95,91.4
2014,Aleksander Barkov,FLA,C,54,144.1166667,2.66882716,88.68,11.24,88.75,64.53,9.58,87.08,48.29,7.49,86.57,3.75,0,100,43.3,6.66,86.67,14.16,3.75,79.07,2.5,0,100,38.86,3.89,90.91,1.11,0,100,60.74,6.01,90.99,0.6,0,100,7.76,100,1.078,33.72,4.58,0,23.31,100,51.62,9.58,2.5,95.38
2014,Ales Hemsky,"EDM, OTT",R,75,177.4333333,2.365777778,82.17,16.23,83.51,59.85,14.54,80.45,44.64,10.82,80.49,6.09,1.69,78.26,43.62,9.81,81.65,17.58,5.07,77.61,3.72,1.01,78.57,34.72,6.31,84.62,0.9,0,100,49.82,7.33,87.18,1.95,0.98,66.67,13.64,84.38,0.98,27.73,7.1,1.01,31.45,96.47,41.93,12.17,3.04,93.23
2014,Alex Chiasson,DAL,R,79,265.3333333,3.358649789,118.94,14.92,88.85,90.45,13.57,86.96,62.41,10.18,85.98,6.33,0.68,90.32,63.77,10.4,85.98,29.17,5.88,83.23,3.62,0.23,94.12,46.13,6.03,88.44,2.41,0.3,88.89,73.17,3.92,94.92,1.31,0,100,10.14,93.33,1.035,36.41,5.65,0.45,12.21,98.77,59.7,10.63,1.58,97.42
2014,Alex Galchenyuk,MTL,C,65,132.3333333,2.035897436,102.02,17.23,85.55,72.54,14.51,83.33,51.23,12.24,80.71,5.89,0.45,92.86,47.61,7.71,86.07,25.84,4.08,86.36,3.63,0,100,29.02,4.84,85.71,2.42,0.6,80,66.15,8.51,88.6,0.65,0,100,11.5,96.3,1.078,27.2,6.35,0.45,33.1,98.36,47.61,11.34,2.72,94.59
2014,Alex Goligoski,DAL,D,81,270.0666667,3.334156379,115.75,14.66,88.76,87.98,12.22,87.8,59.76,8.89,87.06,5.55,0.67,89.29,61.54,10.22,85.76,27.1,6.22,81.33,3.33,0.22,93.75,45.91,5.33,89.6,1.48,0.3,83.33,71.88,4.81,93.72,1.6,0,100,9.29,92.5,1.018,28.44,7.33,1.33,12,95.52,60.65,11.33,3.33,94.79
2014,Alex Khokhlachev,BOS,C,1,0.5,0.5,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,0,-,120,0,0,100
2014,Alex Killorn,T.B,L,82,158.0333333,1.927235772,77.45,11.01,87.55,59.61,9.11,86.74,42.9,7.21,85.61,5.32,0.76,87.5,41,6.07,87.1,16.33,4.18,79.63,1.9,0.76,71.43,32.9,2.53,92.86,2.53,0,100,51,5.48,90.29,2.19,0,100,12.39,89.47,1.019,20.12,4.56,1.9,44.8,91.38,31.51,7.59,3.42,90.22
2014,Alex Ovechkin,WSH,L,78,392.7666667,5.035470085,114.72,13.6,89.4,88.75,11.92,88.16,64.92,9.62,87.09,9.47,1.37,87.32,58.36,8.55,87.21,20.16,3.51,85.16,3.36,1.07,75.86,50.92,6.72,88.34,4.48,0.41,91.67,76.57,4.63,94.29,3.97,0,100,14.59,85.71,1.003,17.41,4.43,0,2.44,100,57.29,12.53,4.28,93.05
2014,Alex Pietrangelo,STL,D,81,228.7333333,2.823868313,93.38,11.02,89.45,64.53,8.92,87.86,42.49,6.82,86.17,7.34,0.79,90.32,42.49,7.34,85.26,13.9,3.41,80.3,3.67,0.79,82.35,38.12,5.25,87.9,2.45,0,100,65.93,3.79,94.57,2.27,0,100,17.28,88.46,1.057,25.71,7.34,0.79,28.85,97.03,44.86,11.8,3.41,92.93
2014,Alex Tanguay,COL,L,16,45.25,2.828125,72.93,7.96,90.16,54.36,5.3,91.11,43.76,2.65,94.29,5.3,0,100,43.76,3.98,91.67,23.87,0,100,3.98,0,100,26.52,5.3,83.33,1.77,0,100,38.31,5.75,86.96,0,0,-,12.12,100,1.121,22.54,9.28,1.33,11.93,94.44,51.71,17.24,1.33,97.5
2014,Alexander Edler,VAN,D,63,179.85,2.854761905,114.1,11.01,91.2,83.4,10.01,89.29,60.05,8.01,88.24,6.01,1,85.71,51.38,8.01,86.52,28.69,5,85.15,4.34,1,81.25,30.25,4,88.31,1.33,0,100,82.88,2.41,97.18,0.96,0,100,10,87.5,0.975,31.69,6.01,1.33,15.68,95.96,54.38,13.34,3.67,93.68
2014,Alexander Semin,CAR,R,65,222.6,3.424615385,111.05,13.75,88.98,78.71,11.86,86.9,52.29,7.55,87.39,4.85,1.35,78.26,52.56,8.63,85.9,22.64,5.39,80.77,2.43,0.81,75,39.89,4.31,90.24,1.08,0.36,75,79.81,4.28,94.91,2.34,0.39,85.71,9.28,82.14,0.914,32.61,6.2,0,10.24,100,63.61,11.86,1.08,98.33
2014,Alexander Steen,STL,L,68,227.6166667,3.347303922,115.98,9.49,92.44,81.98,7.12,92.01,58.78,5.27,91.77,8.44,0.79,91.43,53.51,6.06,89.82,17.66,2.9,85.9,3.16,0.79,80,47.8,4.22,91.89,3.16,0,100,76.91,4.19,94.84,3.81,0,100,14.35,85,0.993,29.79,7.91,0.26,12.92,99.12,60.63,14.23,2.64,95.83
2014,Alexander Sulzer,BUF,D,25,15.46666667,0.618666667,69.83,11.64,85.71,54.31,11.64,82.35,50.43,11.64,81.25,3.88,0,100,34.91,7.76,81.82,27.16,3.88,87.5,3.88,0,100,10.34,5.17,66.67,0,0,-,50.43,0,100,0,0,-,7.69,100,1.077,11.64,19.4,7.76,34.91,60,27.16,23.28,15.52,63.64
2014,Alexander Urbom,WSH,D,20,0.55,0.0275,0,109.09,0,0,109.09,0,0,109.09,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,157.58,0,0,0,-,-,100,1,0,109.09,0,109.09,-,109.09,109.09,0,100
2014,Alexandre Burrows,VAN,L,49,114.9166667,2.345238095,99.2,11.49,89.62,75.71,9.4,88.96,55.34,7.31,88.33,6.27,0,100,44.38,5.74,88.54,23.5,3.13,88.24,4.18,0,100,27.85,3.48,88.89,0.7,0,100,70.14,3.77,94.9,2.26,0,100,11.32,100,1.113,36.03,5.74,1.57,22.97,95.83,54.82,14.1,3.13,94.59
2014,Alexei Emelin,MTL,D,59,35.7,0.605084746,58.82,20.17,74.47,43.7,16.81,72.22,28.57,13.45,68,6.72,3.36,66.67,35.29,11.76,75,18.49,3.36,84.62,5.04,1.68,75,22.41,11.2,66.67,0,2.24,0,29.13,7.28,80,2.43,0,100,23.53,75,0.985,15.13,10.08,6.72,82.35,69.23,25.21,21.85,10.08,71.43
2014,Anders Lee,NYI,L,22,59.41666667,2.700757576,93.91,10.1,90.29,64.63,9.09,87.67,45.44,4.04,91.84,5.05,1.01,83.33,45.44,8.08,84.91,21.21,2.02,91.3,2.02,1.01,66.67,32.31,8.08,80,4.04,0,100,61.26,1.46,97.67,0,0,-,11.11,75,0.861,37.36,8.08,2.02,10.1,94.87,56.55,13.13,3.03,94.92
2014,Andre Benoit,COL,D,79,193.3,2.446835443,79.77,10.55,88.32,63.63,7.76,89.13,48.11,6.83,87.57,6.21,0.31,95.24,46.56,4.04,92.02,24.21,1.24,95.12,4.04,0,100,29.8,3.72,88.89,2.07,0.41,83.33,42.59,6.28,87.16,0.9,0,100,12.9,95.45,1.084,24.21,6.83,2.17,24.52,91.76,46.25,10.86,4.97,90.3
2014,Andrei Loktionov,"CAR, N.J",C,68,71.65,1.053676471,87.09,12.56,87.39,66.99,10.89,86.02,51.08,8.37,85.92,5.86,0,100,41.03,5.86,87.5,18.42,1.67,91.67,4.19,0,100,30.15,5.58,84.38,2.23,0,100,60.48,8.47,87.72,0,0,-,11.48,100,1.115,35.17,10.89,0,21.77,100,52.76,19.26,0.84,98.44
2014,Andrei Markov,MTL,D,81,355.75,4.391975309,104.23,15.35,87.17,74.38,12.65,85.47,53.46,10.29,83.86,6.91,0.84,89.13,43.51,6.07,87.76,21.59,2.7,88.89,3.2,0.67,82.61,29.23,4.5,86.67,3.15,0,100,76.5,6.82,91.81,1.95,0.24,88.89,12.93,91.8,1.047,24.46,3.2,0.34,2.87,98.64,59.7,10.79,3.2,94.91
2014,Andrej Meszaros,"BOS, PHI",D,52,54.46666667,1.047435897,93.64,6.61,93.41,67.2,4.41,93.85,58.38,4.41,92.98,7.71,0,100,41.86,4.41,90.48,15.42,2.2,87.5,4.41,0,100,35.25,2.94,92.31,4.41,0,100,70.01,1.59,97.78,0,0,-,13.21,100,1.132,26.44,11.02,1.1,47.37,96,41.86,17.63,2.2,95
2014,Andrej Sekera,CAR,D,74,198.3166667,2.679954955,108.31,13.61,88.83,80.17,12.4,86.6,57.48,8.77,86.76,5.75,1.51,79.17,48.71,7.56,86.56,18.46,4.24,81.33,1.82,0.61,75,40.34,4.44,90.09,2.02,0.4,83.33,80.85,4.37,94.87,3.5,0.87,80,10,82.76,0.928,24.2,8.17,0.3,25.41,98.77,49.32,12.4,1.82,96.45
2014,Andrej Sustr,T.B,D,43,4.866666667,0.113178295,61.64,24.66,71.43,61.64,12.33,83.33,36.99,12.33,75,0,0,-,49.32,0,100,12.33,0,100,0,0,-,49.32,0,100,0,0,-,17.81,35.62,33.33,0,0,-,0,100,1,24.66,12.33,12.33,123.29,66.67,49.32,12.33,12.33,80
2014,Andrew Alberts,VAN,D,10,0.133333333,0.013333333,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,450,0,0,0,100,450,0,0,100
2014,Andrew Cogliano,ANA,L,82,18.66666667,0.227642276,64.29,16.07,80,41.79,16.07,72.22,19.29,9.64,66.67,0,3.21,0,28.93,6.43,81.82,12.86,0,100,0,0,-,21.43,8.57,71.43,0,4.29,0,51.07,13.93,78.57,0,0,-,0,66.67,0.667,38.57,32.14,12.86,125.36,75,54.64,35.36,16.07,77.27
2014,Andrew Desjardins,S.J,L,81,5.183333333,0.06399177,104.18,0,100,92.6,0,100,46.3,0,100,0,0,-,23.15,0,100,23.15,0,100,0,0,-,0,0,-,0,0,-,83.6,0,100,0,0,-,0,-,0,127.33,11.58,34.73,115.76,78.57,138.91,11.58,34.73,80
2014,Andrew Ebbett,PIT,C,9,4.35,0.483333333,110.34,13.79,88.89,82.76,13.79,85.71,55.17,13.79,80,0,0,-,82.76,0,100,13.79,0,100,0,0,-,91.95,0,100,0,0,-,39.85,19.92,66.67,0,0,-,0,100,1,27.59,0,0,82.76,100,27.59,0,13.79,66.67
2014,Andrew Ference,EDM,D,71,27.03333333,0.380751174,62.15,26.63,70,39.95,22.19,64.29,31.07,17.76,63.64,6.66,4.44,60,31.07,4.44,87.5,13.32,0,100,4.44,0,100,23.67,5.92,80,0,2.96,0,38.47,19.24,66.67,0,3.21,0,21.43,75,0.964,22.19,15.54,4.44,66.58,83.33,37.73,28.85,8.88,80.95
2014,Andrew Ladd,WPG,L,78,212.8166667,2.728418803,104.6,13.25,88.76,76.97,11.56,86.94,51.88,9.02,85.19,6.77,0.85,88.89,49.06,5.92,89.23,20.3,1.97,91.14,4.23,0.28,93.75,38.34,5.26,87.93,2.26,0.38,85.71,67.6,7.74,89.73,1.22,0.41,75,13.04,90.63,1.037,31.58,5.64,0.28,20.86,99.12,53.85,12.12,2.82,95.02
2014,Andrew MacDonald,"NYI, PHI",D,82,237.5333333,2.896747967,89.67,9.85,90.1,65.93,7.83,89.38,47.99,6.57,87.96,6.82,1.26,84.38,52.54,6.57,88.89,26.27,3.54,88.14,3.79,1.26,75,35.03,4.04,89.66,2.36,0,100,48.16,2.19,95.65,1.82,0,100,14.21,80.77,0.95,23.49,5.81,0.51,17.43,97.89,47.49,12.38,2.27,95.43
2014,Andrew Shaw,CHI,C,80,209.45,2.618125,103.99,15.18,87.26,79.64,12.89,86.07,55.57,10.03,84.72,8.02,1.43,84.85,46.12,8.88,83.85,18.62,4.01,82.28,3.72,0.86,81.25,36.67,6.49,84.96,1.91,0.38,83.33,75.31,6.21,92.39,4.14,0,100,14.43,85.71,1.001,40.68,6.88,0.57,9.17,98.61,63.02,11.17,1.43,97.78
2014,Andy Greene,N.J,D,82,196.2833333,2.393699187,78.25,11.92,86.78,59.3,10.39,85.09,46.77,7.95,85.47,6.11,0.92,86.96,33.93,6.11,84.73,13.45,2.45,84.62,2.75,0.31,90,27.31,4.89,84.81,2.45,0.82,75,61.37,7.06,89.68,2.21,0,100,13.07,88.46,1.015,20.48,6.42,3.06,31.49,87.01,39.43,12.23,4.89,88.97
2014,Andy Miele,PHX,C,7,2.383333333,0.34047619,151.05,25.17,85.71,75.52,25.17,75,75.52,25.17,75,0,0,-,25.17,0,100,25.17,0,100,0,0,-,0,0,-,0,0,-,109.09,0,100,0,0,-,0,100,1,0,25.17,0,75.52,-,50.35,25.17,0,100
2014,Anthony Peluso,WPG,R,53,2.75,0.051886792,65.45,0,100,65.45,0,100,43.64,0,100,0,0,-,21.82,0,100,0,0,-,0,0,-,29.09,0,100,0,0,-,31.52,0,100,0,0,-,0,-,0,43.64,0,0,109.09,100,43.64,21.82,0,100
2014,Antoine Roussel,DAL,L,81,11.58333333,0.143004115,62.16,31.08,66.67,46.62,31.08,60,41.44,31.08,57.14,0,0,-,31.08,31.08,50,20.72,15.54,57.14,0,0,-,13.81,20.72,40,0,0,-,37.41,0,100,0,0,-,0,100,1,51.8,25.9,25.9,165.76,66.67,56.98,51.8,25.9,68.75
2014,Antoine Vermette,PHX,C,82,200.2,2.441463415,100.1,11.69,89.54,78.22,10.19,88.47,53.95,8.39,86.54,8.99,0.9,90.91,49.15,5.99,89.13,22.48,2.7,89.29,4.8,0.6,88.89,35.56,4.4,89,2.4,0,100,67.53,3.46,95.12,3.46,0.43,88.89,16.67,89.29,1.06,37.76,5.39,2.1,21.28,94.74,57.24,12.29,4.2,93.17
2014,Anton Belov,EDM,D,57,75.23333333,1.319883041,90.92,9.57,90.48,68.59,7.98,89.58,55.03,6.38,89.61,4.79,0.8,85.71,44.66,7.18,86.15,19.94,1.6,92.59,3.19,0.8,80,32.96,7.44,81.58,1.06,0,100,58.75,2.3,96.23,1.15,0,100,8.7,87.5,0.962,25.52,8.77,1.6,39.88,94.12,37.48,11.96,2.39,94
2014,Anton Lander,EDM,C,27,29.53333333,1.09382716,75.17,22.35,77.08,58.92,20.32,74.36,46.73,14.22,76.67,6.09,0,100,36.57,8.13,81.82,18.28,4.06,81.82,0,0,-,24.38,5.42,81.82,2.71,0,100,55.76,11.74,82.61,5.87,0,100,13.04,100,1.13,32.51,14.22,0,26.41,100,42.66,16.25,0,100
2014,Anton Stralman,NYR,D,81,25.13333333,0.310288066,83.55,9.55,89.74,66.84,9.55,87.5,54.91,7.16,88.46,2.39,0,100,42.97,7.16,85.71,14.32,7.16,66.67,2.39,0,100,38.2,0,100,0,0,-,58.62,3.45,94.44,0,0,-,4.35,100,1.043,38.2,14.32,4.77,78.78,88.89,45.36,21.49,7.16,86.36
2014,Anton Volchenkov,N.J,D,56,3.233333333,0.057738095,18.56,55.67,25,18.56,37.11,33.33,18.56,37.11,33.33,0,0,-,18.56,18.56,50,0,0,-,0,0,-,24.74,24.74,50,0,0,-,0,26.8,0,0,0,-,0,100,1,37.11,92.78,0,111.34,100,37.11,111.34,0,100
2014,Anze Kopitar,L.A,C,82,279,3.402439024,107.74,9.89,91.59,83.01,9.03,90.19,56.56,6.24,90.07,6.67,0.86,88.57,53.12,5.59,90.48,22.8,3.23,87.6,2.37,0.65,78.57,40.43,3.15,92.76,3.73,0.29,92.86,71.76,3.42,95.45,1.86,0,100,11.79,86.21,0.98,32.69,6.67,0.65,13.55,98.06,60.43,13.12,3.01,95.25
2014,Arron Asham,NYR,R,6,0.533333333,0.088888889,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,112.5,-,0,0,0,-
2014,Artem Anisimov,CBJ,C,81,164.3333333,2.028806584,105.88,9.13,92.06,82.88,7.3,91.9,56.59,5.84,90.64,6.57,1.1,85.71,54.04,4.02,93.08,24.83,1.83,93.15,2.92,0.37,88.89,38.95,2.92,93.02,1.95,0.49,80,68.56,4.22,94.2,3.16,0.53,85.71,11.61,81.25,0.929,32.49,4.75,1.1,25.19,96.74,52.21,13.51,2.56,95.33
2014,B.J. Crombeen,T.B,R,55,2.316666667,0.042121212,51.8,51.8,50,25.9,25.9,50,0,25.9,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,74.82,74.82,50,0,0,-,-,100,1,25.9,25.9,77.7,233.09,25,25.9,25.9,77.7,25
2014,Barret Jackman,STL,D,79,2.733333333,0.034599156,43.9,21.95,66.67,43.9,21.95,66.67,43.9,21.95,66.67,0,0,-,21.95,21.95,50,21.95,21.95,50,0,0,-,0,0,-,0,0,-,31.71,0,100,0,0,-,0,100,1,43.9,43.9,21.95,131.71,66.67,43.9,43.9,21.95,66.67
2014,Beau Bennett,PIT,R,21,27.05,1.288095238,73.2,6.65,91.67,62.11,4.44,93.33,48.8,2.22,95.65,4.44,0,100,33.27,0,100,15.53,0,100,2.22,0,100,23.66,0,100,0,0,-,57.67,3.2,94.74,3.2,0,100,9.09,100,1.091,15.53,4.44,6.65,57.67,70,19.96,8.87,13.31,60
2014,Ben Eager,EDM,L,7,0.25,0.035714286,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,240,-,0,0,0,-
2014,Ben Hanowski,CGY,R,11,1.233333333,0.112121212,97.3,0,100,97.3,0,100,97.3,0,100,0,0,-,97.3,0,100,48.65,0,100,0,0,-,64.86,0,100,0,0,-,0,0,-,0,0,-,0,-,0,48.65,0,0,97.3,100,48.65,0,0,100
2014,Ben Lovejoy,ANA,D,78,16.2,0.207692308,70.37,14.81,82.61,48.15,11.11,81.25,40.74,0,100,3.7,0,100,37.04,7.41,83.33,18.52,0,100,3.7,0,100,24.69,9.88,71.43,0,0,-,48.15,5.35,90,0,0,-,9.09,-,0.09,29.63,14.81,7.41,88.89,80,40.74,25.93,7.41,84.62
2014,Ben Smith,CHI,R,75,29.18333333,0.389111111,67.85,2.06,97.06,51.4,2.06,96.15,32.9,2.06,94.12,4.11,0,100,20.56,0,100,10.28,0,100,2.06,0,100,13.71,0,100,0,0,-,56.42,2.97,95,2.97,0,100,12.5,100,1.125,24.67,8.22,6.17,59.62,80,32.9,12.34,6.17,84.21
2014,Ben Street,CGY,C,13,6.7,0.515384615,98.51,26.87,78.57,80.6,26.87,75,44.78,17.91,71.43,0,0,-,44.78,0,100,17.91,0,100,0,0,-,35.82,0,100,0,0,-,64.68,12.94,83.33,0,0,-,0,100,1,26.87,8.96,0,53.73,100,44.78,8.96,0,100
2014,Benoit Pouliot,NYR,L,80,156.35,1.954375,110.52,13.05,89.44,76.37,10.75,87.67,53.34,9.21,85.28,5.76,0.38,93.75,56.41,8.06,87.5,25.71,3.45,88.16,3.84,0.38,90.91,40.93,6.14,86.96,1.54,0,100,66.52,2.77,96,1.11,0,100,10.79,95.83,1.066,24.94,7.29,2.3,35.31,91.55,42.98,11.9,4.61,90.32
2014,Blair Jones,CGY,C,14,4.6,0.328571429,78.26,0,100,52.17,0,100,26.09,0,100,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,113.04,0,100,0,0,-,0,-,0,78.26,26.09,0,39.13,100,78.26,13.04,0,100
2014,Blake Comeau,CBJ,L,61,9.133333333,0.149726776,45.99,6.57,87.5,26.28,6.57,80,13.14,0,100,0,0,-,13.14,0,100,0,0,-,0,0,-,17.52,0,100,0,0,-,37.96,9.49,80,0,0,-,0,-,0,13.14,39.42,6.57,124.82,66.67,13.14,45.99,6.57,66.67
2014,Blake Wheeler,WPG,R,82,216.4833333,2.64004065,107.26,11.09,90.63,80.1,8.59,90.31,53.21,7.21,88.07,6.65,1.39,82.76,50.72,5.54,90.15,19.12,1.94,90.79,3.88,0.83,82.35,42.13,4.8,89.76,2.59,0.37,87.5,70.06,5.2,93.09,1.2,0.4,75,12.5,80.77,0.933,29.66,6.65,0.55,20.79,98.17,55.71,13.03,3.88,93.49
2014,Bobby Butler,FLA,R,2,1.666666667,0.833333333,144,36,80,108,36,75,72,36,66.67,0,0,-,108,36,75,0,0,-,0,0,-,144,48,75,0,0,-,52,0,100,0,0,-,0,100,1,36,0,0,36,100,36,0,0,100
2014,Bobby Ryan,OTT,R,70,177.2666667,2.532380952,96.8,15.57,86.14,72.77,12.86,84.98,51.79,10.83,82.7,7.11,1.69,80.77,42.31,7.78,84.46,16.59,4.4,79.03,2.71,1.02,72.73,34.3,4.51,88.37,3.61,0.45,88.89,76.27,5.87,92.86,2.44,0,100,13.73,84.38,0.981,33.85,4.4,0,20.99,100,52.46,9.48,4.06,92.81
2014,Boone Jenner,CBJ,C,72,66.35,0.921527778,109.42,13.56,88.97,85,8.14,91.26,61.49,8.14,88.31,9.04,0.9,90.91,56.97,7.23,88.73,28.03,0.9,96.88,5.43,0,100,38.58,8.44,82.05,3.62,1.21,75,70.54,5.22,93.1,1.31,0,100,14.71,88.89,1.036,37.08,9.04,2.71,34.36,93.18,47.02,15.37,3.62,92.86
2014,Boyd Gordon,EDM,C,74,38.2,0.516216216,95.81,10.99,89.71,76.96,10.99,87.5,58.12,9.42,86.05,6.28,0,100,50.26,6.28,88.89,25.13,1.57,94.12,3.14,0,100,33.51,6.28,84.21,0,0,-,56.72,2.27,96.15,2.27,0,100,10.81,100,1.108,84.82,14.14,1.57,25.13,98.18,111.52,20.42,4.71,95.95
2014,Bracken Kearns,S.J,C,25,19.91666667,0.796666667,75.31,18.08,80.65,45.19,12.05,78.95,39.16,12.05,76.47,3.01,0,100,42.18,9.04,82.35,15.06,3.01,83.33,3.01,0,100,36.15,8.03,81.82,0,0,-,30.46,4.35,87.5,0,0,-,7.69,100,1.077,15.06,9.04,0,69.29,100,21.09,15.06,3.01,87.5
