Year,Player,Team,Position,GP,TOI,TOI_GP,CF_60,CA_60,CFPer,FF_60,FA_60,FFPer,SF_60,SA_60,SFPer,GF_60,GA_60,GFPer,SCF_60,SCA_60,SCFPer,HDCF_60,HDCA_60,HDCFPer,HDGF_60,HDGA_60,HDGFPer,MDCF_60,MDCA_60,MDCFPer,MDGF_60,MDGA_60,MDGFPer,LDCF_60,LDCA_60,LDCFPer,LDGF_60,LDGA_60,LDGFPer,On-Ice SHPer,On-Ice SVPer,PDO,Off. Zone Faceoffs_60,Neu. Zone Faceoffs_60,Def. Zone Faceoffs_60,OnTFStarts_60,OffZoneStartPer,OffZoneFaceoffs_60,NeuZoneFaceoffs_60,DefZoneFaceoffs_60,Off. Zone Faceoff Per
2019,Noah Juulsen,MTL,D,21,308.1,14.67142857,59.2,61.93,48.87,39.73,44.21,47.33,31.35,33.11,48.64,3.51,2.53,58.06,26.48,30.19,46.74,9.93,13.05,43.22,2.14,1.17,64.71,22.07,22.85,49.13,1.04,1.56,40,39.66,38.54,50.72,0.84,0.28,75,11.18,92.35,1.035,7.79,18.11,8.76,48.88,47.06,18.5,29.6,17.92,50.8
2019,Josh Currie,EDM,R,21,181.65,8.65,52.52,60.78,46.36,36.66,44.26,45.31,27.75,31.71,46.67,2.31,1.65,58.33,20.48,21.14,49.21,9.91,10.9,47.62,1.98,1.32,60,14.09,13.65,50.79,0.44,0.44,50,35.78,45.33,44.12,0,0,-,8.33,94.79,1.031,6.61,16.52,10.9,49.88,37.74,11.56,22.13,19.82,36.84
2019,Michael McLeod,N.J,C,21,246,11.71428571,42.68,57.32,42.68,32.68,46.1,41.49,23.66,33.41,41.45,0.73,2.2,25,17.8,23.66,42.94,7.56,7.56,50,0.24,1.46,14.29,13.66,21.46,38.89,0,0.65,0,31,41.92,42.51,0.7,0.35,66.67,3.09,93.43,0.965,7.07,10.73,6.1,52.2,53.7,15.61,17.56,15.12,50.79
2019,Philippe Myers,PHI,D,21,292.1333333,13.91111111,54.63,57.3,48.81,38.2,45.6,45.59,29.16,30.19,49.13,1.85,3.08,37.5,22.39,28.14,44.31,7.6,12.53,37.76,1.03,2.26,31.25,19.72,20.81,48.65,0.82,0.27,75,35.9,35.01,50.63,0.3,0.89,25,6.34,89.8,0.961,11.71,10.06,9.24,43.95,55.88,19.92,14.17,16.84,54.19
2019,Kurtis Gabriel,N.J,R,22,161.1166667,7.323484848,38.36,64.8,37.18,29.79,47.67,38.46,20.85,35.75,36.84,2.23,2.23,50,13.41,27.56,32.73,5.21,9.31,35.9,0.37,1.12,25,10.92,24.33,30.99,0.99,0.5,66.67,31.74,44.11,41.84,1.61,1.08,60,10.71,93.75,1.045,6.33,14.9,7.08,64.8,47.22,10.43,22.72,18.25,36.36
2019,Sam Steel,ANA,C,22,270.05,12.275,49.55,63.54,43.81,34.44,49.77,40.9,24,35.99,40,2.67,1.56,63.16,22.44,34.44,39.45,6.89,14.66,31.96,1.11,0.67,62.5,20.74,26.37,44.03,0.89,0.89,50,29.53,34.98,45.77,1.28,0.32,80,11.11,95.68,1.068,11.55,14,7.78,44.66,59.77,17.77,16.89,16.22,52.29
2019,Korbinian Holzer,ANA,D,22,289.55,13.16136364,51.6,56.78,47.61,39.79,42.89,48.12,26.94,30.05,47.27,3.32,2.49,57.14,25.9,27.35,48.64,11.19,12.43,47.37,2.07,1.45,58.82,19.62,19.89,49.65,0.83,0.83,50,32.92,35.02,48.46,0.9,0.6,60,12.31,91.72,1.04,7.87,11.81,7.25,64.65,52.05,13.47,17.61,16.37,45.14
2019,Corban Knight,PHI,C,23,199.5333333,8.675362319,43.9,67.06,39.57,32.48,46.61,41.06,25.86,30.97,45.5,1.2,2.71,30.77,20.45,27.97,42.24,8.12,10.52,43.55,0.6,1.8,25,16.44,23.25,41.41,0.4,0.4,50,24.76,47.34,34.34,0.43,0.87,33.33,4.65,91.26,0.959,6.31,16.54,10.22,46.61,38.18,10.83,20.15,18.64,36.73
2019,Jean-Sebastien Dea,"N.J, PIT",C,23,212.5666667,9.242028986,55.04,57.58,48.87,42.62,41.78,50.5,28.79,30.48,48.57,1.98,1.98,50,26.82,21.45,55.56,9.88,7.34,57.38,1.13,1.13,50,22.58,18.82,54.55,0.75,0.38,66.67,37.51,41.99,47.18,0.41,0.82,33.33,6.86,93.52,1.004,9.6,12.42,10.16,51.37,48.57,18.35,19.76,20.32,47.45
2019,Zac Rinaldo,NSH,"C, L",23,162.6666667,7.072463768,43.52,54.96,44.19,33.2,37.25,47.12,22.5,25.82,46.56,1.48,1.11,57.14,18.07,19.92,47.57,6.64,7.01,48.65,0.37,0,100,15.25,17.21,46.97,0.98,0.49,66.67,31.97,34.1,48.39,0.53,1.07,33.33,6.56,95.71,1.023,5.53,19.55,6.27,60.49,46.88,8.11,25.45,16.23,33.33
2019,Vladislav Kamenev,COL,C,23,168.5666667,7.328985507,42,54.1,43.7,30.61,41.29,42.57,23.14,30.61,43.05,1.78,2.85,38.46,18.15,23.14,43.97,7.83,11.03,41.51,0.71,1.78,28.57,13.76,16.14,46.03,0.47,1.42,25,30.85,34.45,47.24,1.03,0,100,7.69,90.7,0.984,12.46,14.24,8.19,48.76,60.34,17.44,20.29,14.95,53.85
2019,Patrik Berglund,BUF,C,23,251.4833333,10.93405797,48.67,49.15,49.76,35.55,37.7,48.53,23.86,30.06,44.25,0.95,2.62,26.67,20.04,19.8,50.3,7.87,9.78,44.59,0.24,1.67,12.5,16.22,13.36,54.84,0.64,0.95,40,32.74,31.36,51.08,0.34,0.34,50,4,91.27,0.953,4.77,17.89,21.71,36.98,18.02,8.11,23.86,36.03,18.38
2019,Andreas Martinsen,CHI,L,24,182.6333333,7.609722222,50.59,61.11,45.29,37.12,44.68,45.38,27.6,35.48,43.75,1.64,3.61,31.25,19.05,31.21,37.91,7.88,15.44,33.8,0.99,1.97,33.33,14.89,21.03,41.46,0.44,0.88,33.33,38.91,37.01,51.25,0.47,1.42,25,5.95,89.81,0.958,9.53,10.51,16.1,53.88,37.18,12.48,14.78,25.95,32.48
2019,Alexandre Fortin,CHI,L,24,239.6666667,9.986111111,64.59,59.83,51.91,47.82,44.81,51.62,32.8,34.55,48.7,1.75,3.25,35,34.05,31.79,51.71,12.02,15.52,43.64,1,2.25,30.77,29.37,21.7,57.52,0.33,1.34,20,34.71,33.63,50.79,0.72,0,100,5.34,90.58,0.959,9.01,12.52,10.76,47.57,45.57,14.52,16.52,18.53,43.94
2019,Phillip Di Giuseppe,"CAR, NSH",L,24,227.9,9.495833333,60.82,56.87,51.68,47.39,43.44,52.17,31.59,30.8,50.63,1.84,2.63,41.18,28.43,27.12,51.18,11.85,11.58,50.56,1.05,1.32,44.44,22.11,20.71,51.64,1.05,1.4,42.86,40.69,34.23,54.31,0,0.38,0,5.83,91.45,0.973,10.53,13.43,5,54.5,67.8,17.64,18.17,12.37,58.77
2019,Martin Marincin,TOR,D,24,327.8166667,13.65902778,63.88,55.64,53.45,45.03,43.93,50.62,32.4,31.66,50.57,2.56,3.29,43.75,31.48,24.71,56.03,12.45,7.87,61.26,1.28,1.28,50,25.38,22.45,53.06,1.22,1.46,45.45,39.66,37.81,51.19,0.53,1.32,28.57,7.91,89.6,0.975,7.5,14.28,5.67,57.65,56.94,16.47,21.41,13.18,55.56
2019,Juuso Valimaki,CGY,D,24,331.0666667,13.79444444,54.01,54.91,49.58,39.15,40.23,49.32,29,28.27,50.63,1.81,2.36,43.48,25.01,23.92,51.11,10.15,11.42,47.06,1.09,1.27,46.15,19.81,16.67,54.3,0.97,0.48,66.67,34.55,38.74,47.14,0,1.05,0,6.25,91.67,0.979,9.97,8.88,5.07,52.19,66.27,19.21,15.22,11.96,61.63
2019,Andrej Sekera,EDM,D,24,340.1166667,14.17152778,53.28,53.98,49.67,39.16,40.4,49.22,28.93,28.4,50.46,2.65,2.65,50,25.58,27.7,48.01,11.47,12.53,47.79,1.23,1.41,46.67,18.82,20.23,48.19,1.65,1.18,58.33,33.64,27.52,55,0.25,0.51,33.33,9.15,90.68,0.998,6.88,9.17,9.35,55.75,42.39,16.76,16.58,19.41,46.34
2019,Matt Roy,L.A,D,25,379.0666667,15.16266667,54.92,67.11,45.01,41.63,50.65,45.11,27.38,33.56,44.94,3.01,3.48,46.34,25.17,32.13,43.92,10.6,12.98,44.97,1.58,2.37,40,19.42,25.54,43.19,1.69,1.06,61.54,35.9,43.21,45.38,0.23,0.46,33.33,10.98,89.62,1.006,4.27,11.08,7.28,53.18,36.99,12.66,18.84,16.94,42.78
2019,Chris Wideman,"EDM, FLA, OTT",D,25,265.2666667,10.61066667,53.61,66.5,44.63,40.49,50.21,44.64,28.05,34.61,44.77,2.04,4.07,33.33,25.11,31.89,44.05,8.82,14.02,38.61,1.13,2.26,33.33,21.71,23.83,47.68,0.9,2.11,30,34.96,43.45,44.58,0.33,0.33,50,7.26,88.24,0.955,11.54,16.06,9.27,54.51,55.43,20.58,22.84,20.58,50
2019,Egor Yakovlev,N.J,D,25,382.7,15.308,46.56,58.32,44.39,33.55,45.15,42.63,23.67,29.32,44.67,2.19,2.98,42.42,20.54,23.05,47.12,7.84,8.47,48.08,1.41,1.25,52.94,16.93,19.44,46.55,0.84,1.05,44.44,31.93,43.93,42.09,0.23,1.36,14.29,9.27,89.84,0.991,6.58,11.29,7.84,50.01,45.65,14.74,20.07,20.22,42.15
2019,Dillon Dube,CGY,C,25,231.5333333,9.261333333,48.72,56.49,46.31,36.8,41.46,47.02,24.36,30.58,44.34,2.33,1.81,56.25,19.69,26.95,42.22,9.85,11.92,45.24,1.81,0.78,70,13.13,20.04,39.58,0.69,1.38,33.33,34.06,36.31,48.4,0,0,-,9.57,94.07,1.036,12.18,17.62,7.52,43.54,61.84,16.33,20.73,15.03,52.07
2019,Trevor Moore,TOR,L,25,219.5833333,8.783333333,54.38,55.47,49.5,40.44,43.17,48.37,28.96,30.6,48.62,2.46,2.19,52.94,26.5,18.31,59.15,8.74,8.2,51.61,0.82,1.64,33.33,23.68,13.48,63.73,1.82,0.73,71.43,33.55,45.39,42.5,0.39,0,100,8.49,92.86,1.013,6.56,18.58,8.74,53.01,42.86,10.93,23.77,18.03,37.74
2019,Carl Gunnarsson,STL,D,25,348.05,13.922,56.37,47.58,54.23,41.55,35.17,54.16,31.2,23.79,56.74,3.62,2.59,58.33,31.55,25.69,55.12,15,10.17,59.59,2.93,1.55,65.38,22.07,20.69,51.61,0.46,0.92,33.33,30.38,26.15,53.74,0.5,0.5,50,11.6,89.13,1.007,9.31,12.58,10.52,51.37,46.96,18.96,17.58,19.31,49.55
2019,Dean Kukan,CBJ,D,25,331.85,13.274,53.52,47.01,53.24,41.95,35.26,54.33,30.74,25.86,54.31,2.35,1.27,65,27.12,21.33,55.97,12.84,8.86,59.17,1.27,0.54,70,19.04,16.63,53.38,1.21,0.48,71.43,31.6,30.29,51.05,0.26,0.52,33.33,7.65,95.1,1.028,11.39,12.11,10.67,49.54,51.64,20.07,17.54,17,54.15
2019,Brandon Sutter,VAN,C,26,324.8333333,12.49358974,46.92,66.87,41.23,34.54,49.13,41.28,24.2,36.94,39.58,1.48,3.88,27.59,20.5,33.8,37.76,8.68,12.56,40.87,0.92,1.85,33.33,15.76,28.32,35.75,0.49,1.97,20,30.42,40.02,43.18,0.27,0.8,25,6.11,89.5,0.956,8.68,17.55,18.47,45.25,31.97,12.74,22.9,28.81,30.67
2019,Ryan Graves,COL,D,26,255.5166667,9.827564103,65.75,66.22,49.82,50.72,44.85,53.07,35.69,32.4,52.41,3.05,2.35,56.52,29.82,30.06,49.8,11.51,13.38,46.23,2.11,1.17,64.29,24.42,22.23,52.35,0.63,0.63,50,43.08,40.02,51.84,0.68,1.02,40,8.55,92.75,1.013,6.11,11.27,3.76,61.76,61.9,12.92,15.26,11.74,52.38
2019,Sven Baertschi,VAN,L,26,305.2166667,11.73910256,50.72,61.92,45.03,37.35,45.61,45.02,25.16,32.44,43.69,2.16,3.34,39.29,23,31.85,41.94,8.26,12.58,39.62,0.98,1.38,41.67,19.66,25.69,43.35,0.79,2.1,27.27,34.07,36.35,48.39,0.85,0.57,60,8.59,89.7,0.983,17.89,15.33,4.91,47.38,78.45,24.38,18.09,12.78,65.61
2019,Luke Schenn,"ANA, VAN",D,26,327.1666667,12.58333333,48.42,59.79,44.75,32.83,44.01,42.72,24.57,31.91,43.51,1.28,2.93,30.43,19.62,31.36,38.49,6.42,11.19,36.46,0.37,1.65,18.18,17.61,26.9,39.56,0.98,1.71,36.36,31.26,34.7,47.39,0,0,-,5.22,90.8,0.96,6.97,16.32,6.24,57.95,52.78,13.75,21.82,12.47,52.45
2019,Andrew Ladd,NYI,L,26,326.1833333,12.54551282,50.22,59.23,45.88,34.95,43.78,44.39,24.83,30.72,44.7,2.39,2.21,52,25.02,31.09,44.59,10.12,11.96,45.83,1.47,1.47,50,19.87,25.51,43.78,0.98,0,100,30.56,32.95,48.12,0.27,1.06,20,9.63,92.81,1.024,8.28,15.45,8.28,46.17,50,15.82,20.6,19.68,44.56
2019,Andy Welinski,ANA,D,26,384.9166667,14.80448718,57.52,57.99,49.8,41,45.2,47.56,26.5,31.02,46.07,2.03,2.65,43.33,24.63,29.77,45.27,8.89,13.72,39.31,0.78,1.87,29.41,20.99,21.41,49.51,0.62,0.83,42.86,40.3,33.77,54.41,1.13,0.23,83.33,7.65,91.46,0.991,16.06,10.91,5.3,46.3,75.18,23.38,14.03,12.16,65.79
2019,Matt Hendricks,"MIN, WPG",C,26,208.8666667,8.033333333,53.43,57.74,48.06,38.21,42.23,47.5,27.86,28.15,49.74,1.44,2.01,41.67,22.41,22.98,49.37,6.89,10.05,40.68,0,1.44,0,20.68,17.24,54.55,0.77,0.38,66.67,36.51,40.66,47.31,1.24,0.41,75,5.15,92.86,0.98,6.61,12.35,10.34,54.29,38.98,11.49,17.24,18.67,38.1
2019,Jonas Siegenthaler,WSH,D,26,336,12.92307692,51.79,55.89,48.09,37.5,38.04,49.65,25.71,24.82,50.88,2.5,1.43,63.64,29.64,23.39,55.89,12.86,8.57,60,1.61,0.71,69.23,22.38,19.76,53.11,0.95,0.95,50,26.57,36.88,41.87,0.26,0,100,9.72,94.24,1.04,7.68,12.68,8.21,49.11,48.31,13.93,19.11,16.61,45.61
2019,Vinni Lettieri,NYR,C,27,253.5833333,9.391975309,52.76,67.67,43.81,41.17,51.82,44.27,29.34,36.91,44.29,0.71,2.6,21.43,25.32,34.07,42.63,10.65,12.54,45.92,0.71,1.18,37.5,19.56,28.71,40.52,0,0.95,0,33.49,42.04,44.34,0,1.03,0,2.42,92.95,0.954,5.92,13.49,6.39,51.82,48.08,12.54,18.93,12.3,50.48
2019,Antti Suomela,S.J,C,27,299.7,11.1,64.06,56.26,53.24,50.25,39.64,55.9,35.84,26.83,57.19,1.6,1.4,53.33,27.83,26.83,50.92,12.41,10.61,53.91,0.8,1.2,40,20.55,21.62,48.73,0.8,0.27,75,46.85,34.12,57.86,0.29,0,100,4.47,94.78,0.992,10.61,12.41,4.4,59.26,70.67,19.42,19.82,12.41,61.01
2019,Jori Lehtera,PHI,C,27,201.0333333,7.445679012,46.26,54.62,45.86,34.02,38.8,46.72,24.47,28.35,46.33,1.49,3.88,27.78,18.21,23.88,43.26,9.55,8.66,52.46,1.49,1.49,50,11.54,20.3,36.25,0,2.39,0,31.47,36.21,46.5,0,0.86,0,6.1,86.32,0.924,5.67,14.92,8.06,60.89,41.3,10.74,18.8,19.7,35.29
2019,Jaycob Megna,ANA,D,28,346.2166667,12.36488095,51.64,56.32,47.83,38.82,42.11,47.97,26.69,30.33,46.81,2.08,2.25,48,24.61,26.34,48.3,10.74,11.61,48.06,1.39,1.56,47.06,18.49,19.64,48.48,0.69,0.46,60,32.54,36.3,47.27,0.25,0.5,33.33,7.79,92.57,1.004,8.32,12.3,7.45,61.35,52.75,14.56,17.16,14.04,50.91
2019,Teddy Blueger,PIT,C,28,272.5166667,9.732738095,51.3,55.92,47.84,36.55,40.73,47.29,27.3,31.04,46.79,2.2,1.32,62.5,22.9,22.9,50,11.01,10.57,51.02,1.32,1.1,54.55,15.85,16.44,49.09,1.17,0,100,31.8,40.39,44.05,0,0.32,0,8.06,95.74,1.038,7.49,11.67,11.01,52.18,40.48,12.55,19.37,19.6,39.04
2019,Jakob Forsbacka Karlsson,BOS,C,28,305.0666667,10.8952381,54.87,55.66,49.64,41.5,41.89,49.76,31.86,26.75,54.36,1.77,1.38,56.25,23.4,25.96,47.41,9.44,10.42,47.52,1.18,0.59,66.67,18.62,20.72,47.33,0.26,1.05,20,38.64,37.22,50.94,0.57,0,100,5.56,94.85,1.004,14.36,13.57,4.33,44.25,76.84,22.62,18.88,10.42,68.45
2019,Michael Dal Colle,NYI,L,28,329.15,11.75535714,50.49,47.03,51.78,37.92,35.36,51.74,30.26,25.7,54.07,2.37,1.64,59.09,25.34,19.87,56.05,9.84,7.47,56.84,1.46,1.09,57.14,20.66,16.53,55.56,0.49,0.49,50,30.02,32.12,48.31,0.79,0.26,75,7.83,93.62,1.014,9.84,10.94,7.29,48.12,57.45,18.41,16.41,15.13,54.89
2019,Valentin Zykov,"CAR, EDM, VGK",L,28,235.35,8.405357143,63.48,45.12,58.45,45.38,33.14,57.79,30.59,23.2,56.87,1.02,2.04,33.33,28.55,25.49,52.83,10.96,9.69,53.09,0.25,2.04,11.11,23.45,21.07,52.67,1.02,0,100,40.14,22.09,64.5,0,0,-,3.33,91.21,0.945,11.47,10.45,6.88,47.93,62.5,20.65,16.83,12.24,62.79
2019,Justin Schultz,PIT,D,29,490.85,16.92586207,53.78,65.03,45.27,40.46,49.38,45.03,29.7,36.06,45.17,2.32,1.96,54.29,24.81,28.48,46.56,10.39,11.73,46.96,1.1,0.86,56.25,19.23,22.33,46.27,1.47,0.81,64.29,35.31,44.85,44.05,0.18,0.53,25,7.82,94.58,1.024,10.76,15.16,7.21,47.18,59.86,21.51,22.49,17.11,55.7
2019,Julius Honka,DAL,D,29,366.5333333,12.63908046,52.22,53.86,49.23,40.76,39.78,50.61,31.59,29.14,52.02,2.46,2.95,45.45,27.66,25.05,52.48,11.46,9.33,55.12,1.64,1.31,55.56,21.61,20.95,50.77,0.44,1.09,28.57,30.5,33.81,47.43,0.71,0.95,42.86,7.77,89.89,0.977,10.8,12.28,7.69,53.36,58.41,20.63,16.7,14.73,58.33
2019,Mackenzie MacEachern,STL,L,29,231.4166667,7.979885057,48.22,50.04,49.08,39.15,36.3,51.89,29.82,25.41,53.99,1.56,1.56,50,19.96,23.33,46.11,11.15,7.78,58.9,1.3,1.04,55.56,11.75,20.74,36.17,0.35,0.69,33.33,34.83,28.46,55.03,0,0,-,5.22,93.88,0.991,7,14.78,2.33,62.23,75,12.19,18.93,8.3,59.49
2019,Christian Wolanin,OTT,D,30,443.0833333,14.76944444,54.17,63.78,45.92,41.57,49.7,45.55,30.47,35.61,46.11,3.79,2.98,56,23.83,28.3,45.71,10.97,13.68,44.51,2.3,1.76,56.67,17.15,19.5,46.8,1.44,1.08,57.14,34.62,42.64,44.81,0.59,0.59,50,12.44,91.63,1.041,8.12,14.22,8.12,48.88,50,15.84,20.04,18.55,46.06
2019,Martin Frk,DET,R,30,242.65,8.088333333,48.46,61.08,44.24,34.37,46.24,42.64,24.23,33.13,42.24,1.73,3.46,33.33,19.04,29.92,38.89,8.41,13.6,38.2,0.74,1.98,27.27,14.18,21.76,39.45,0.33,0.66,33.33,33.93,36.43,48.22,1.07,1.43,42.86,7.14,89.55,0.967,13.35,16.07,4.7,51.18,73.97,20.28,19.53,11.62,63.57
2019,Sami Niku,WPG,D,30,404.65,13.48833333,47.74,60.79,43.99,35.73,46.41,43.5,25.06,33.36,42.89,2.08,2.08,50,20.61,28.47,41.99,8.01,12.75,38.57,1.63,1.63,50,16.8,20.96,44.5,0.4,0,100,30.63,40.48,43.07,0.21,0.64,25,8.28,93.78,1.021,10.68,10.53,6.82,40.48,61.02,21.5,16.9,16.9,55.98
2019,Max Jones,ANA,L,30,348.9666667,11.63222222,53.64,55.88,48.98,40.75,41.95,49.27,26.82,30.43,46.85,1.72,1.72,50,26.48,27.68,48.89,12.55,11.86,51.41,1.2,0.86,58.33,18.57,21.09,46.82,0.69,0.69,50,31.29,34.02,47.91,0,0.5,0,6.41,94.35,1.008,11.52,15.3,6.88,47.11,62.62,17.02,19.77,14.1,54.7
2019,Ondrej Kase,ANA,R,30,384.5,12.81666667,65.23,49.47,56.87,49.93,38.08,56.74,34.33,24.97,57.89,3.28,2.34,58.33,31.05,22.78,57.68,13.58,10.14,57.24,2.34,1.56,60,23.3,16.85,58.03,0.42,0.83,33.33,40.57,32.01,55.9,0.9,0.23,80,9.55,90.63,1.002,12.02,12.64,7.96,46.35,60.16,18.1,16.7,15.76,53.46
2019,Slater Koekkoek,"CHI, T.B",D,31,441.1333333,14.23010753,59.17,58.89,50.12,44.07,42.98,50.63,32.78,33.05,49.79,3.4,2.72,55.56,28.97,30.06,49.08,11.7,11.83,49.71,1.77,1.22,59.09,23.03,24.3,48.66,1.45,1.63,47.06,38.7,35.56,52.12,0.79,0.39,66.67,10.37,91.77,1.021,10.88,13.74,8.84,46.92,55.17,19.59,19.86,17.14,53.33
2019,Corey Perry,ANA,R,31,390.4333333,12.59462366,52.1,58.09,47.28,39.65,42.41,48.31,27.2,28.74,48.63,1.23,2.92,29.63,25.66,25.36,50.3,10.6,10.6,50,0.61,1.84,25,20.08,19.67,50.52,0.82,0.61,57.14,31.52,37.74,45.51,0,0.89,0,4.52,89.84,0.944,10.3,14.91,4.76,48.1,68.37,17.37,20.44,14.29,54.85
2019,Dryden Hunt,FLA,L,31,337.7666667,10.89569892,50.63,56.13,47.42,37.84,39.79,48.74,28.78,29.31,49.54,2.49,2.49,50,22.92,22.92,50,8.35,9.77,46.08,1.07,1.42,42.86,19.42,17.53,52.56,1.66,1.42,53.85,30.53,39.26,43.75,0.26,0,100,8.64,91.52,1.002,10.84,16.17,7.11,46.36,60.4,15.63,23.63,15.45,50.29
2019,Brandon Pirri,VGK,C,31,376.6666667,12.15053763,68.81,52.57,56.69,50.97,36,58.61,36.96,28.19,56.72,3.35,1.27,72.41,33.77,22.94,59.55,11.47,8.44,57.6,1.59,0.96,62.5,29.73,19.33,60.61,1.49,0.21,87.5,41.65,36.35,53.39,0.92,0.23,80,9.05,95.48,1.045,8.76,12.42,4.94,45.08,63.95,21.19,19.91,13.38,61.29
2019,Charles Hudon,MTL,L,32,320.3166667,10.00989583,59.75,63.31,48.55,43.64,44.58,49.47,31.09,31.66,49.55,1.69,2.81,37.5,26.79,29.41,47.67,9.74,9.93,49.52,0.94,1.12,45.45,22.73,25.97,46.67,0.5,1.5,25,40.31,40.04,50.17,0.54,0.81,40,5.42,91.12,0.965,8.62,11.43,5.99,53.57,58.97,17.05,17.79,13.67,55.49
2019,Robby Fabbri,STL,C,32,367.4,11.48125,52.26,58.95,46.99,39.85,42.13,48.61,30.05,31.03,49.2,2.45,2.78,46.88,27.11,28.74,48.54,11.11,10.62,51.13,1.8,1.63,52.38,21.34,24.17,46.89,0.65,0.87,42.86,30.19,35.86,45.71,0.24,0.71,25,8.15,91.05,0.992,9.64,10.29,5.55,50.95,63.44,16.17,16.17,14.37,52.94
2019,Troy Terry,ANA,R,32,372.2666667,11.63333333,51.09,58.02,46.82,36.59,42.23,46.42,23.69,29.17,44.82,2.42,1.13,68.18,25.14,27.4,47.85,10.15,11.93,45.99,1.45,0.81,64.29,19.99,20.63,49.21,1.07,0.21,83.33,30.96,36.78,45.7,0.23,0.23,50,10.2,96.13,1.063,12.73,13.38,5.8,48.84,68.7,18.7,16.76,13.38,58.29
2019,Matt Dumba,MIN,D,32,577.4666667,18.04583333,61.09,57.77,51.4,46.96,43.85,51.72,34.08,29.09,53.95,2.49,2.7,48,30.55,24.83,55.16,14.75,11.12,57.03,1.04,1.97,34.48,21.06,18.29,53.52,1.39,0.55,71.43,35.12,39.32,47.18,0.6,0.45,57.14,7.32,90.71,0.98,8.42,12.68,7.79,35.95,51.92,22.24,20.78,18.29,54.87
2019,Michael Chaput,MTL,C,32,291.3,9.103125,59.73,55.41,51.88,41.4,41.4,50,29.45,30.07,49.48,1.65,2.88,36.36,21.83,23.89,47.75,8.65,10.09,46.15,0.62,1.44,30,17.58,18.4,48.85,0.55,1.37,28.57,43.73,35.11,55.47,0.89,0.6,60,5.59,90.41,0.96,8.24,13.39,5.97,60.76,57.97,13.59,22.25,13.59,50
2019,Sam Gagner,"EDM, VAN",C,32,407.6833333,12.74010417,61.67,54.45,53.11,47.54,40.47,54.01,35.03,29.73,54.09,2.21,3.09,41.67,28.85,29.43,49.49,13.39,11.48,53.85,1.18,2.06,36.36,20.6,23.94,46.26,1.18,0.59,66.67,39.54,28.49,58.13,0.21,0.85,20,6.3,89.6,0.959,9.57,13.1,12.22,43.42,43.92,16.19,17.96,19.13,45.83
2019,Bogdan Kiselevich,FLA,D,32,445.6,13.925,56.42,52.38,51.86,41.2,38.64,51.6,30.03,28.28,51.5,1.89,2.29,45.16,23.83,19.79,54.63,9.83,7.81,55.73,1.08,1.62,40,18.67,15.98,53.89,0.72,0.54,57.14,39.68,38.51,50.75,0.39,0.39,50,6.28,91.9,0.982,10.23,18.04,6.33,42.28,61.79,20.74,25.85,16.02,56.41
2019,Sammy Blais,STL,L,32,307.4666667,9.608333333,50.74,48.79,50.98,37.86,36.3,51.05,28.49,26.34,51.96,1.95,2.15,47.62,23.03,25.37,47.58,10.34,9.17,53,1.56,1.56,50,16.91,21.6,43.92,0.52,0.52,50,33.26,28.47,53.88,0,0.28,0,6.85,91.85,0.987,7.03,14.05,5.27,55.81,57.14,12.68,19.71,12.29,50.78
2019,Matt Luff,L.A,R,33,348.05,10.5469697,49.48,62.4,44.22,36.2,45.17,44.49,23.79,30.34,43.95,2.24,2.24,50,21.55,31.03,40.98,6.55,12.24,34.86,0.69,1.38,33.33,20,25.05,44.39,1.84,1.15,61.54,32.87,38.1,46.32,0.25,0,100,9.42,92.61,1.02,12.58,13.45,5.52,55.68,69.52,17.93,18.27,13.62,56.83
2019,Paul LaDue,L.A,D,33,425.9166667,12.90656566,56.63,55.64,50.44,41.56,41.98,49.75,29.86,29.58,50.24,2.25,2.11,51.61,24.23,23.38,50.89,8.45,8.45,50,0.85,1.69,33.33,21.04,19.91,51.38,0.75,0.38,66.67,39.88,39.07,50.52,1.22,0.2,85.71,7.55,92.86,1.004,5.78,9.72,6.76,55.36,46.07,15.07,14.51,14.23,51.44
2019,Taylor Hall,N.J,L,33,496.65,15.05,59.56,52.91,52.95,46.87,39.02,54.57,34.43,26.94,56.1,3.38,2.9,53.85,29.12,24.77,54.04,12.81,8.58,59.89,2.05,1.81,53.13,21.75,21.58,50.19,1.13,0.81,58.33,37.69,34.2,52.43,0.7,0.7,50,9.82,89.24,0.991,12.2,15.71,9.91,35.64,55.19,23.44,25.13,19.93,54.04
2019,Lawrence Pilut,BUF,D,33,534.9166667,16.20959596,58.33,51.26,53.22,46.55,40.04,53.76,32.19,30.29,51.53,2.36,3.03,43.75,27.14,21.98,55.25,11.67,8.64,57.46,1.57,1.35,53.85,20.64,17.8,53.7,0.45,1.79,20,40.67,35.32,53.52,0.65,0.49,57.14,7.32,90,0.973,8.97,12.79,10.99,40.16,44.94,18.62,19.29,21.09,46.89
2019,Dylan Sikura,CHI,R,33,369.9666667,11.21111111,58.06,46.71,55.42,41.52,35.19,54.12,32.6,27.08,54.62,2.59,2.11,55.17,25.46,22.38,53.22,10.54,10.87,49.24,1.46,1.46,50,19.89,15.35,56.44,0.86,0.43,66.67,40.29,27.88,59.11,0.7,0.47,60,7.96,92.22,1.002,10.54,15.41,8.11,48,56.52,19.3,21.41,17.03,53.13
