"Year","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"2017","Nicklas Backstrom","WSH","C","82","251.01666666667","8","27","12","15","35","85.37","30","26.67","48","40","29","15","0","1","8","4","4","0","0","0","9","6","3","6","0","83","75","52.53"
"2017","Victor Hedman","T.B","D","79","236.75","4","29","18","11","33","73.33","48","8.33","105","67","21","1","0","4","10","5","5","0","0","3","8","0","2","1","3","0","0","-"
"2017","Nikita Kucherov","T.B","R","74","246.71666666667","17","15","9","6","32","86.49","85","20.00","165","123","72","13","0","11","6","3","3","0","0","0","14","4","1","7","0","0","0","-"
"2017","Claude Giroux","PHI","C, R","82","306.83333333333","5","26","13","13","31","65.96","66","7.58","132","97","52","8","2","11","2","1","1","0","0","0","10","4","8","11","0","221","167","56.96"
"2017","Phil Kessel","PIT","C, R","82","291.73333333333","8","22","11","11","30","63.83","56","14.29","118","79","65","15","0","12","6","3","3","0","0","0","10","1","1","6","0","1","0","100.00"
"2017","Tyler Seguin","DAL","C","82","260.1","11","18","9","9","29","72.50","92","11.96","151","121","68","15","1","12","0","0","0","0","0","1","7","0","0","3","0","33","25","56.90"
"2017","Brayden Schenn","PHI","C","79","296.01666666667","17","11","4","7","28","60.87","78","21.79","121","107","101","56","0","12","11","4","3","1","0","3","3","0","9","4","1","12","11","52.17"
"2017","Kevin Shattenkirk","STL, WSH","D","80","256.3","8","19","9","10","27","69.23","51","15.69","93","62","25","3","0","5","11","4","3","1","0","0","6","9","2","4","0","0","0","-"
"2017","Erik Karlsson","OTT","D","77","282.43333333333","4","23","10","13","27","75.00","54","7.41","124","85","27","4","0","11","6","3","3","0","0","2","10","2","4","2","2","0","0","-"
"2017","Leon Draisaitl","EDM","C","82","238.55","10","17","12","5","27","67.50","52","19.23","89","77","68","40","1","12","2","1","1","0","0","0","13","6","2","3","0","76","68","52.78"
"2017","Connor McDavid","EDM","C","82","249.4","3","24","12","12","27","64.29","35","8.57","72","42","40","10","0","4","6","3","3","0","0","2","9","3","1","9","0","11","15","42.31"
"2017","Alex Ovechkin","WSH","L","82","305.35","17","9","5","4","26","54.17","99","17.17","211","150","74","12","2","11","4","2","2","0","0","1","8","4","6","8","2","0","0","-"
"2017","Jamie Benn","DAL","L","77","239.23333333333","12","14","10","4","26","74.29","55","21.82","92","79","64","32","2","7","29","9","6","3","0","5","6","2","7","7","1","69","57","54.76"
"2017","Mike Hoffman","OTT","C, L","74","235.6","13","13","7","6","26","81.25","82","15.85","140","111","55","13","0","8","2","1","1","0","0","0","10","3","3","4","0","3","1","75.00"
"2017","Jonathan Drouin","T.B","L","73","225.2","9","17","8","9","26","70.27","41","21.95","71","54","32","3","0","2","2","1","1","0","0","2","19","4","3","7","1","32","43","42.67"
"2017","William Nylander","TOR","C","81","192.11666666667","9","17","12","5","26","86.67","58","15.52","103","83","53","9","1","6","2","1","1","0","0","0","5","2","1","10","0","13","16","44.83"
"2017","Brent Burns","S.J","D","82","294.23333333333","8","17","11","6","25","73.53","84","9.52","187","113","53","3","0","9","0","0","0","0","0","0","17","2","1","3","5","0","0","-"
"2017","Sidney Crosby","PIT","C","75","271.06666666667","14","11","6","5","25","58.14","64","21.88","101","83","70","29","0","4","8","4","4","0","0","0","16","0","1","10","0","185","158","53.94"
"2017","Milan Lucic","EDM","L","82","224.53333333333","12","13","9","4","25","65.79","49","24.49","77","69","63","43","0","3","14","4","2","2","0","1","6","2","14","9","0","0","0","-"
"2017","Wayne Simmonds","PHI","R","82","303.1","16","9","4","5","25","52.08","61","26.23","97","93","93","78","1","10","42","11","6","4","1","2","10","3","5","24","0","1","1","50.00"
"2017","Torey Krug","BOS","D","81","264.55","6","19","10","9","25","64.10","55","10.91","107","74","29","5","1","9","16","5","3","2","0","1","10","1","2","10","7","0","0","-"
"2017","Rasmus Ristolainen","BUF","D","79","251.23333333333","1","24","10","14","25","58.14","52","1.92","113","73","20","1","1","9","6","3","3","0","0","1","6","2","8","2","5","0","0","-"
"2017","Brad Marchand","BOS","C, L","80","213.73333333333","9","15","4","11","24","61.54","43","20.93","72","61","44","22","2","4","4","2","2","0","0","2","8","2","2","13","1","3","1","75.00"
"2017","Ryan O'Reilly","BUF","C","72","207.53333333333","8","16","10","6","24","63.16","37","21.62","60","47","32","11","1","7","2","1","1","0","0","1","6","1","0","5","0","164","93","63.81"
"2017","David Pastrnak","BOS","R","75","198.83333333333","10","14","7","7","24","64.86","65","15.38","113","88","53","9","0","5","6","3","3","0","0","4","14","1","3","8","0","0","0","-"
"2017","Jack Eichel","BUF","C","61","181.95","10","14","7","7","24","77.42","55","18.18","109","81","48","7","0","4","0","0","0","0","0","0","11","2","1","5","0","9","6","60.00"
"2017","Evgeni Malkin","PIT","C","62","228.3","11","12","6","6","23","63.89","72","15.28","121","92","69","19","0","13","11","4","3","1","0","0","15","3","2","7","0","12","7","63.16"
"2017","Kyle Okposo","BUF","R","65","207.55","7","16","6","10","23","60.53","44","15.91","75","59","47","23","2","5","0","0","0","0","0","0","10","0","0","3","0","23","13","63.89"
"2017","Patrick Kane","CHI","R","82","281.43333333333","7","16","9","7","23","71.88","67","10.45","117","88","58","15","1","4","6","3","3","0","0","0","6","3","2","11","1","3","16","15.79"
"2017","Jakub Voracek","PHI","R","82","295.01666666667","5","18","12","6","23","52.27","93","5.38","167","126","50","8","1","17","9","3","2","1","0","2","15","2","0","12","2","0","2","0.00"
"2017","Ryan Johansen","NSH","C","82","240.56666666667","4","19","11","8","23","79.31","34","11.76","66","48","32","9","0","5","22","8","6","2","0","2","20","3","3","6","1","84","63","57.14"
"2017","Shayne Gostisbehere","PHI","D","76","290.35","2","21","13","8","23","53.49","63","3.17","160","101","38","1","0","17","6","3","3","0","0","1","16","2","6","2","6","0","0","-"
"2017","Alexander Wennberg","CBJ","C","80","211.93333333333","2","21","9","12","23","65.71","19","10.53","40","25","17","7","1","6","7","2","1","1","0","0","6","1","2","4","2","61","73","45.52"
"2017","Jeff Carter","L.A","C","82","236.28333333333","10","12","5","7","22","78.57","49","20.41","112","83","56","29","0","6","7","2","1","1","0","0","9","0","2","9","0","70","72","49.30"
"2017","Shea Weber","MTL","D","78","251.96666666667","12","10","3","7","22","70.97","60","20.00","126","97","18","2","1","5","2","1","1","0","0","0","4","0","9","6","8","0","0","-"
"2017","Joe Pavelski","S.J","C","81","269.08333333333","7","15","11","4","22","66.67","57","12.28","114","91","76","44","0","5","8","4","4","0","0","2","13","2","6","5","3","89","66","57.42"
"2017","Vladimir Tarasenko","STL","R","82","244.3","9","13","7","6","22","64.71","59","15.25","126","93","49","10","3","8","0","0","0","0","0","0","4","1","1","5","0","0","0","-"
"2017","Blake Wheeler","WPG","R","82","240.78333333333","5","16","11","5","21","72.41","52","9.62","86","70","44","21","0","5","8","4","4","0","0","2","6","2","3","12","1","3","0","100.00"
"2017","Nick Foligno","CBJ","L","79","212.3","11","10","6","4","21","61.76","40","27.50","52","50","47","43","0","5","15","6","5","1","0","1","3","1","4","8","1","6","1","85.71"
"2017","Cam Atkinson","CBJ","R","82","208.48333333333","10","11","5","6","21","61.76","41","24.39","75","57","47","16","0","4","0","0","0","0","0","1","4","1","2","2","2","0","0","-"
"2017","Zach Werenski","CBJ","D","78","218.06666666667","4","17","9","8","21","60.00","43","9.30","96","57","31","5","2","13","0","0","0","0","0","1","2","1","3","0","2","0","0","-"
"2017","Mitchell Marner","TOR","C","77","183.58333333333","4","17","9","8","21","75.00","37","10.81","64","45","34","7","0","6","4","2","2","0","0","1","16","2","1","12","2","4","4","50.00"
"2017","Auston Matthews","TOR","C","82","202.65","8","13","8","5","21","72.41","45","17.78","90","66","49","18","0","14","0","0","0","0","0","2","4","2","1","9","0","62","55","52.99"
