"","player","num_last_first","player_team_num","position","position_type","game_id","game_date","season","session","team","opponent","is_home","player_num","firstname","lastname"
"1","BRAD.BOYES","24 BOYES, BRAD","FLA24","R","F","2013021131","2014-04-01","20132014","R","FLA","NYI",0,24,"BRAD","BOYES"
"2","BRANDON.PIRRI","73 PIRRI, BRANDON","FLA73","C","F","2013021131","2014-04-01","20132014","R","FLA","NYI",0,73,"BRANDON","PIRRI"
"3","BRIAN.CAMPBELL","51 CAMPBELL, BRIAN","FLA51","D","D","2013021131","2014-04-01","20132014","R","FLA","NYI",0,51,"BRIAN","CAMPBELL"
"4","COLBY.ROBAK","47 ROBAK, COLBY","FLA47","D","D","2013021131","2014-04-01","20132014","R","FLA","NYI",0,47,"COLBY","ROBAK"
"5","DMITRY.KULIKOV","7 KULIKOV, DMITRY","FLA7","D","D","2013021131","2014-04-01","20132014","R","FLA","NYI",0,7,"DMITRY","KULIKOV"
"6","DYLAN.OLSEN","4 OLSEN, DYLAN","FLA4","D","D","2013021131","2014-04-01","20132014","R","FLA","NYI",0,4,"DYLAN","OLSEN"
"7","ERIK.GUDBRANSON","44 GUDBRANSON, ERIK","FLA44","D","D","2013021131","2014-04-01","20132014","R","FLA","NYI",0,44,"ERIK","GUDBRANSON"
"8","JESSE.WINCHESTER","17 WINCHESTER, JESSE","FLA17","C","F","2013021131","2014-04-01","20132014","R","FLA","NYI",0,17,"JESSE","WINCHESTER"
"9","JIMMY.HAYES","12 HAYES, JIMMY","FLA12","R","F","2013021131","2014-04-01","20132014","R","FLA","NYI",0,12,"JIMMY","HAYES"
"10","JONATHAN.RACINE","58 RACINE, JONATHAN","FLA58","D","D","2013021131","2014-04-01","20132014","R","FLA","NYI",0,58,"JONATHAN","RACINE"
"11","KRYS.BARCH","21 BARCH, KRYS","FLA21","R","F","2013021131","2014-04-01","20132014","R","FLA","NYI",0,21,"KRYS","BARCH"
"12","NICK.BJUGSTAD","27 BJUGSTAD, NICK","FLA27","C","F","2013021131","2014-04-01","20132014","R","FLA","NYI",0,27,"NICK","BJUGSTAD"
"13","QUINTON.HOWDEN","42 HOWDEN, QUINTON","FLA42","C","F","2013021131","2014-04-01","20132014","R","FLA","NYI",0,42,"QUINTON","HOWDEN"
"14","SCOTT.CLEMMENSEN","30 CLEMMENSEN, SCOTT","FLA30","G","G","2013021131","2014-04-01","20132014","R","FLA","NYI",0,30,"SCOTT","CLEMMENSEN"
"15","SCOTT.GOMEZ","23 GOMEZ, SCOTT","FLA23","C","F","2013021131","2014-04-01","20132014","R","FLA","NYI",0,23,"SCOTT","GOMEZ"
"16","SCOTTIE.UPSHALL","19 UPSHALL, SCOTTIE","FLA19","R","F","2013021131","2014-04-01","20132014","R","FLA","NYI",0,19,"SCOTTIE","UPSHALL"
"17","SEAN.BERGENHEIM","20 BERGENHEIM, SEAN","FLA20","L","F","2013021131","2014-04-01","20132014","R","FLA","NYI",0,20,"SEAN","BERGENHEIM"
"18","TOMAS.FLEISCHMANN","14 FLEISCHMANN, TOMAS","FLA14","L","F","2013021131","2014-04-01","20132014","R","FLA","NYI",0,14,"TOMAS","FLEISCHMANN"
"19","VINCENT.TROCHECK","67 TROCHECK, VINCENT","FLA67","C","F","2013021131","2014-04-01","20132014","R","FLA","NYI",0,67,"VINCENT","TROCHECK"
"20","ANDERS.LEE","27 LEE, ANDERS","NYI27","C","F","2013021131","2014-04-01","20132014","R","NYI","FLA",1,27,"ANDERS","LEE"
"21","BROCK.NELSON","29 NELSON, BROCK","NYI29","C","F","2013021131","2014-04-01","20132014","R","NYI","FLA",1,29,"BROCK","NELSON"
"22","CAL.CLUTTERBUCK","15 CLUTTERBUCK, CAL","NYI15","R","F","2013021131","2014-04-01","20132014","R","NYI","FLA",1,15,"CAL","CLUTTERBUCK"
"23","CALVIN.DE HAAN","44 DE HAAN, CALVIN","NYI44","D","D","2013021131","2014-04-01","20132014","R","NYI","FLA",1,44,"CALVIN","DE HAAN"
"24","CASEY.CIZIKAS","53 CIZIKAS, CASEY","NYI53","C","F","2013021131","2014-04-01","20132014","R","NYI","FLA",1,53,"CASEY","CIZIKAS"
"25","COLIN.MCDONALD","13 MCDONALD, COLIN","NYI13","R","F","2013021131","2014-04-01","20132014","R","NYI","FLA",1,13,"COLIN","MCDONALD"
"26","EVGENI.NABOKOV","20 NABOKOV, EVGENI","NYI20","G","G","2013021131","2014-04-01","20132014","R","NYI","FLA",1,20,"EVGENI","NABOKOV"
"27","FRANS.NIELSEN","51 NIELSEN, FRANS","NYI51","C","F","2013021131","2014-04-01","20132014","R","NYI","FLA",1,51,"FRANS","NIELSEN"
