"","Team","Opponent","game_id","game_date","season","is_home","TOI","TOI_4v5","TOI_3v5","TOI_3v4","GF","GA","xGF","xGA","SF","SA","FF","FA","CF","CA","PEND2","PENT2","PEND5","PENT5"
"176","ANA","STL",2009021210,14708,20092010,0,5.7,5.7,0,0,0,2,0,0,2,10,2,14,2,17,0,0,0,0
"177","ANA","EDM",2009021230,14710,20092010,1,4,4,0,0,1,0,0,0,1,3,1,6,1,8,0,0,0,0
"178","ANA","DET",2010020009,14890,20102011,0,9.38333333333333,7.55,1.83333333333333,0,0,0,0.000673082424327731,2.01246097870171,1,15,1,17,1,22,1,1,0,0
"179","ANA","NSH",2010020020,14891,20102011,0,11.2,10.1333333333333,1.06666666666667,0,0,1,0,1.2681950610131,0,15,0,20,0,23,0,0,0,0
"180","ANA","STL",2010020029,14893,20102011,0,18.2833333333333,17.7,0.583333333333333,0,0,1,0,2.67657002806664,0,21,0,30,0,38,0,1,0,0
"181","ANA","VAN",2010020041,14895,20102011,1,1.41666666666667,1.41666666666667,0,0,0,2,0,0.230829246342182,0,2,0,4,0,5,0,0,0,0
"182","ANA","ATL",2010020053,14897,20102011,1,5.33333333333333,5.33333333333333,0,0,0,3,0.000525188552273903,0.698420373722911,1,6,2,6,2,8,0,0,0,0
"183","ANA","ARI",2010020067,14899,20102011,1,4.13333333333333,4.13333333333333,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0
"184","ANA","CBJ",2010020079,14902,20102011,0,4.3,4.3,0,0,0,0,0,0.0451204068958759,0,1,0,1,0,2,1,0,0,0
"185","ANA","PHI",2010020084,14903,20102011,0,8.81666666666667,8.81666666666667,0,0,0,0,0.00000781412722972163,0.672003876417875,2,7,2,8,2,14,0,0,0,0
"186","ANA","DET",2010020104,14905,20102011,0,4.43333333333333,4.43333333333333,0,0,0,1,0,0.651219818741083,0,4,0,9,0,9,0,0,0,0
"187","ANA","DAL",2010020121,14908,20102011,0,6.71666666666667,6.71666666666667,0,0,0,1,0.000181605547595609,1.13118843920529,2,12,2,15,2,19,1,0,0,0
"188","ANA","N.J",2010020142,14911,20102011,1,7.88333333333333,7.88333333333333,0,0,0,0,0,0.459538359194994,0,6,0,8,0,10,1,0,0,0
"189","ANA","S.J",2010020156,14912,20102011,0,9,7.78333333333333,1.21666666666667,0,0,2,0,2.8997352309525,0,19,0,21,0,25,0,1,0,0
