"","player","num_last_first","player_team_num","position","position_type","game_id","game_date","season","session","team","opponent","is_home","player_num","firstname","lastname"
"1","ALEX.KOVALEV","27 KOVALEV, ALEX","MTL27","R","F","2008020035","2008-10-13","20082009","R","MTL","PHI",0,27,"ALEX","KOVALEV"
"2","ALEX.TANGUAY","13 TANGUAY, ALEX","MTL13","L","F","2008020035","2008-10-13","20082009","R","MTL","PHI",0,13,"ALEX","TANGUAY"
"3","ANDREI.KOSTITSYN","46 KOSTITSYN, ANDREI","MTL46","L","F","2008020035","2008-10-13","20082009","R","MTL","PHI",0,46,"ANDREI","KOSTITSYN"
"4","ANDREI.MARKOV","79 MARKOV, ANDREI","MTL79","D","D","2008020035","2008-10-13","20082009","R","MTL","PHI",0,79,"ANDREI","MARKOV"
"5","CAREY.PRICE","31 PRICE, CAREY","MTL31","G","G","2008020035","2008-10-13","20082009","R","MTL","PHI",0,31,"CAREY","PRICE"
"6","GUILLAUME.LATENDRESSE","84 LATENDRESSE, GUILLAUME","MTL84","R","F","2008020035","2008-10-13","20082009","R","MTL","PHI",0,84,"GUILLAUME","LATENDRESSE"
"7","JOSH.GORGES","26 GORGES, JOSH","MTL26","D","D","2008020035","2008-10-13","20082009","R","MTL","PHI",0,26,"JOSH","GORGES"
"8","MATHIEU.DANDENAULT","25 DANDENAULT, MATHIEU","MTL25","R","F","2008020035","2008-10-13","20082009","R","MTL","PHI",0,25,"MATHIEU","DANDENAULT"
"9","MAXIM.LAPIERRE","40 LAPIERRE, MAXIM","MTL40","C","F","2008020035","2008-10-13","20082009","R","MTL","PHI",0,40,"MAXIM","LAPIERRE"
"10","MIKE.KOMISAREK","8 KOMISAREK, MICHAEL","MTL8","D","D","2008020035","2008-10-13","20082009","R","MTL","PHI",0,8,"MICHAEL","KOMISAREK"
"11","PATRICE.BRISEBOIS","71 BRISEBOIS, PATRICE","MTL71","D","D","2008020035","2008-10-13","20082009","R","MTL","PHI",0,71,"PATRICE","BRISEBOIS"
"12","ROBERT.LANG","20 LANG, ROBERT","MTL20","C","F","2008020035","2008-10-13","20082009","R","MTL","PHI",0,20,"ROBERT","LANG"
"13","ROMAN.HAMRLIK","44 HAMRLIK, ROMAN","MTL44","D","D","2008020035","2008-10-13","20082009","R","MTL","PHI",0,44,"ROMAN","HAMRLIK"
"14","RYAN.O'BYRNE","3 O'BYRNE, RYAN","MTL3","D","D","2008020035","2008-10-13","20082009","R","MTL","PHI",0,3,"RYAN","O'BYRNE"
"15","SAKU.KOIVU","11 KOIVU, SAKU","MTL11","C","F","2008020035","2008-10-13","20082009","R","MTL","PHI",0,11,"SAKU","KOIVU"
"16","SERGEI.KOSTITSYN","74 KOSTITSYN, SERGEI","MTL74","L","F","2008020035","2008-10-13","20082009","R","MTL","PHI",0,74,"SERGEI","KOSTITSYN"
"17","STEVE.BEGIN","22 BEGIN, STEVE","MTL22","L","F","2008020035","2008-10-13","20082009","R","MTL","PHI",0,22,"STEVE","BEGIN"
"18","TOM.KOSTOPOULOS","6 KOSTOPOULOS, TOM","MTL6","R","F","2008020035","2008-10-13","20082009","R","MTL","PHI",0,6,"TOM","KOSTOPOULOS"
"19","TOMAS.PLEKANEC","14 PLEKANEC, TOMAS","MTL14","C","F","2008020035","2008-10-13","20082009","R","MTL","PHI",0,14,"TOMAS","PLEKANEC"
"20","ARRON.ASHAM","45 ASHAM, ARRON","PHI45","R","F","2008020035","2008-10-13","20082009","R","PHI","MTL",1,45,"ARRON","ASHAM"
"21","BRAYDON.COBURN","5 COBURN, BRAYDON","PHI5","D","D","2008020035","2008-10-13","20082009","R","PHI","MTL",1,5,"BRAYDON","COBURN"
