"","Team","Opponent","game_id","game_date","season","is_home","TOI","TOI_5v4","TOI_5v3","TOI_4v3","GF","GA","xGF","xGA","SF","SA","FF","FA","CF","CA","PEND2","PENT2","PEND5","PENT5"
"576","ANA","CGY",2014030244,16563,20142015,0,6.31666666666667,6.31666666666667,0,0,2,0,0.945884143933654,0.0000915914779398008,8,1,11,2,17,2,0,0,0,0
"577","ANA","CGY",2014030245,16565,20142015,1,6.53333333333333,6.53333333333333,0,0,2,0,0.711345016956329,0.00000000415688417021443,8,1,9,1,12,1,0,0,0,0
"578","ANA","CHI",2014030321,16572,20142015,1,2,2,0,0,0,0,0.117790885269642,0.0000000961553183742581,2,1,2,1,2,1,0,0,0,0
"579","ANA","CHI",2014030322,16574,20142015,1,9.06666666666667,9.06666666666667,0,0,0,0,0.569927396252751,0,6,0,9,0,13,0,0,1,0,0
"580","ANA","CHI",2014030323,16576,20142015,0,0.45,0.45,0,0,1,0,0.107554748654366,0,1,0,1,0,1,0,0,0,0,0
"581","ANA","CHI",2014030324,16578,20142015,0,4,4,0,0,0,1,0.477154877502471,0.105013683438301,6,1,7,1,8,1,0,0,0,0
"582","ANA","CHI",2014030325,16580,20142015,1,4,4,0,0,0,0,0.379473293200135,0.000000000490030238609052,4,0,7,1,8,1,0,0,0,0
"583","ANA","CHI",2014030326,16582,20142015,0,4.11666666666667,4.11666666666667,0,0,1,0,0.56522123888135,0,6,0,6,0,7,0,0,0,0,0
"584","ANA","CHI",2014030327,16585,20142015,1,0.716666666666667,0.716666666666667,0,0,0,0,0.0809684284031391,0.00000423780511482619,2,0,2,1,2,1,0,1,0,0
"585","ANA","S.J",2015020030,16718,20152016,0,2,2,0,0,0,0,0.615266099572182,0.00000132714990286331,3,1,3,1,3,2,0,0,0,0
"586","ANA","VAN",2015020036,16720,20152016,1,3.66666666666667,1.66666666666667,0,2,0,0,0.245582669973373,0.00000134316928779299,3,1,3,1,4,1,0,1,0,0
"587","ANA","ARI",2015020049,16722,20152016,1,6,6,0,0,0,0,0.526141168549657,0,6,0,9,0,12,0,0,0,0,0
"588","ANA","COL",2015020063,16724,20152016,1,8.76666666666667,8.76666666666667,0,0,0,0,0.594320647418499,0,4,0,10,0,16,0,0,0,0,0
"589","ANA","MIN",2015020077,16726,20152016,1,4,4,0,0,0,0,0.160423770546913,0.000792927707379931,1,1,2,2,3,2,0,0,0,0
"590","ANA","NSH",2015020095,16730,20152016,0,7.28333333333333,7.28333333333333,0,0,1,0,0.692627983167768,0,9,0,11,0,14,0,0,2,0,0
"591","ANA","MIN",2015020106,16732,20152016,0,2,2,0,0,0,1,0.108276227489114,0.00215448811650276,1,1,2,1,3,1,0,0,0,0
"592","ANA","CHI",2015020123,16734,20152016,0,4.51666666666667,4.51666666666667,0,0,0,0,0.787977964617312,0,6,0,9,0,12,1,0,0,0,0
"593","ANA","DAL",2015020132,16735,20152016,0,6.95,6.95,0,0,1,1,0.541527846828103,0.0228384669473183,5,5,6,5,9,6,0,0,0,0
"594","ANA","STL",2015020141,16737,20152016,0,5.36666666666667,5.36666666666667,0,0,1,0,0.641461344435811,0,4,0,9,0,9,0,0,1,0,0
"595","ANA","NSH",2015020168,16740,20152016,1,2.1,2.1,0,0,0,0,0.0992740914225578,0,0,0,2,0,6,0,0,1,0,0
"596","ANA","FLA",2015020184,16743,20152016,1,8,8,0,0,0,0,0.795069572050124,0,8,0,9,0,13,0,0,0,0,0
"597","ANA","CBJ",2015020199,16745,20152016,1,4.93333333333333,4.93333333333333,0,0,1,0,0.778479072265327,0,5,0,9,0,12,1,0,0,0,0
"598","ANA","S.J",2015020210,16746,20152016,0,2.21666666666667,2.21666666666667,0,0,0,0,0.21255324780941,0,1,0,1,0,3,0,0,0,0,0
"599","ANA","ARI",2015020215,16748,20152016,1,5.8,4.91666666666667,0.883333333333333,0,1,0,0.98872003890574,0.00000000420606083295638,8,1,9,1,13,1,1,0,0,0
"600","ANA","EDM",2015020229,16750,20152016,1,3.01666666666667,3.01666666666667,0,0,1,0,0.249932371079922,0.0000285869919025572,4,0,4,1,4,2,0,0,0,0
"601","ANA","NYI",2015020245,16752,20152016,1,4.68333333333333,3.9,0.783333333333333,0,1,0,1.39788365550339,0,6,0,8,0,13,0,1,0,0,0
"602","ANA","NSH",2015020273,16756,20152016,0,10,10,0,0,0,0,0.636019529774785,0.000519975499064795,8,2,12,3,15,4,0,0,0,0
"603","ANA","FLA",2015020285,16758,20152016,0,5.93333333333333,5.93333333333333,0,0,1,0,0.364730185829103,0,5,0,6,0,6,0,0,0,0,0
"604","ANA","T.B",2015020295,16760,20152016,0,2,2,0,0,0,0,0.113580465316772,0,0,0,2,0,3,0,0,0,0,0
"605","ANA","CGY",2015020316,16763,20152016,1,0.55,0.55,0,0,2,0,0.180792652070522,0,2,0,2,0,2,0,0,0,0,0
"606","ANA","ARI",2015020327,16764,20152016,0,3.6,3.6,0,0,2,0,0.610080448910594,0,7,0,8,0,8,0,0,0,0,0
"607","ANA","CHI",2015020333,16766,20152016,1,5.96666666666667,5.96666666666667,0,0,0,0,0.479467559605837,0.00000321025936500519,4,0,5,1,8,2,0,0,0,0
"608","ANA","VAN",2015020358,16769,20152016,1,5.65,5.65,0,0,1,0,0.549710530787706,0.000324385444400832,6,1,7,1,10,1,0,0,0,0
"609","ANA","T.B",2015020372,16771,20152016,1,8,8,0,0,0,0,0.426279925741255,0,6,0,8,0,10,0,0,0,0,0
"610","ANA","S.J",2015020387,16773,20152016,1,8,8,0,0,0,0,0.821067954413593,0,5,0,10,0,13,0,0,0,0,0
"611","ANA","PIT",2015020403,16775,20152016,1,2,2,0,0,0,0,0.0468929037451744,0,1,0,1,0,3,0,0,0,0,0
"612","ANA","CAR",2015020434,16780,20152016,1,2,2,0,0,0,0,0.180367359891534,0,1,0,3,0,3,0,0,0,0,0
"613","ANA","BUF",2015020466,16786,20152016,0,6,6,0,0,0,0,0.576271962374449,0,6,0,6,0,9,0,0,0,0,0
"614","ANA","NYI",2015020499,16790,20152016,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"615","ANA","NYR",2015020508,16791,20152016,0,8,8,0,0,0,0,0.243712961673737,0.00205440292979375,2,2,4,3,8,3,0,0,0,0
"616","ANA","PHI",2015020533,16796,20152016,1,3.25,1.8,1.45,0,2,0,1.62487466447055,0,6,0,9,0,11,0,1,0,0,0
"617","ANA","CGY",2015020548,16798,20152016,0,2,2,0,0,0,0,0.141087044030428,0,1,0,2,0,4,0,0,1,0,0
"618","ANA","EDM",2015020563,16800,20152016,0,3.55,3.55,0,0,1,0,0.703455429524183,0,5,0,6,0,10,0,0,0,0,0
"619","ANA","VAN",2015020566,16801,20152016,0,3.88333333333333,3.88333333333333,0,0,1,0,0.521716015413404,0,6,0,6,0,7,0,0,0,0,0
"620","ANA","WPG",2015020582,16803,20152016,1,3.68333333333333,3.68333333333333,0,0,2,0,1.02712855860591,0,5,0,7,0,8,0,0,0,0,0
"621","ANA","TOR",2015020600,16806,20152016,1,4,4,0,0,0,0,0,0,5,1,8,1,10,1,0,0,0,0
"622","ANA","STL",2015020613,16808,20152016,1,7.4,7.4,0,0,1,0,0.884331177920103,0.000000120272375170316,8,1,10,2,14,2,0,0,0,0
"623","ANA","DET",2015020628,16810,20152016,1,4,4,0,0,0,0,0.287236113101244,0.00000000179119863386035,3,0,4,1,6,1,0,0,0,0
"624","ANA","OTT",2015020645,16813,20152016,1,4.81666666666667,4.81666666666667,0,0,1,0,0.623711414635181,0.0000000181290467082817,6,1,7,1,9,1,0,0,0,0
"625","ANA","DAL",2015020659,16815,20152016,1,5.53333333333333,5.53333333333333,0,0,1,1,1.33583636209369,0.000151840198668651,9,1,15,1,18,1,0,0,0,0
"626","ANA","L.A",2015020676,16817,20152016,1,5.98333333333333,5.98333333333333,0,0,0,0,1.19347777031362,0,9,0,12,0,15,0,0,0,0,0
"627","ANA","MIN",2015020692,16820,20152016,1,2,2,0,0,0,0,0.360615577548742,0,3,0,3,0,3,0,0,0,0,0
"628","ANA","WSH",2015020704,16901,20152016,0,6,6,0,0,0,0,0.491902993991971,0.0000396495106542716,2,1,6,2,11,2,0,0,0,0
"629","ANA","DET",2015020713,16823,20152016,0,8,8,0,0,0,0,0.538835495710373,0,10,0,10,0,13,0,0,0,0,0
"630","ANA","BOS",2015020731,16826,20152016,0,7.86666666666667,7.86666666666667,0,0,1,0,0.686504017561674,0.00000241015749047335,9,2,13,2,17,2,0,0,0,0
"631","ANA","S.J",2015020755,16833,20152016,1,6.73333333333333,5.46666666666667,1.26666666666667,0,0,0,1.15115460008383,0,4,0,8,0,9,0,2,0,0,0
"632","ANA","L.A",2015020770,16835,20152016,0,8.68333333333333,8.68333333333333,0,0,1,0,1.32154507469386,0,7,0,17,0,20,0,0,0,0,0
"633","ANA","ARI",2015020774,16836,20152016,1,13.0333333333333,12.55,0.483333333333333,0,1,0,1.57203814387321,0.0000179488661160576,12,1,15,2,20,3,1,0,0,0
"634","ANA","PIT",2015020791,16839,20152016,0,4,4,0,0,0,0,0.428222876042128,0,3,0,5,0,6,0,0,0,0,0
"635","ANA","PHI",2015020797,16840,20152016,0,5.28333333333333,3.68333333333333,0.45,1.15,1,0,0.471279554069042,0.00000013581065161361,4,1,5,1,10,1,0,0,0,0
"636","ANA","CBJ",2015020811,16842,20152016,0,4,4,0,0,0,0,0.239063179120421,0,3,0,5,0,7,0,0,0,0,0
"637","ANA","CHI",2015020832,16844,20152016,0,4.66666666666667,4,0,0.666666666666667,1,0,1.29802628280595,0,7,0,11,0,11,0,0,0,0,0
"638","ANA","CGY",2015020841,16846,20152016,0,1.7,1.7,0,0,3,0,0.944791374728084,0,7,0,8,0,8,0,0,0,0,0
"639","ANA","EDM",2015020854,16847,20152016,0,5.53333333333333,5.53333333333333,0,0,1,0,0.627903211861849,0,7,0,9,0,11,0,0,1,0,0
"640","ANA","VAN",2015020868,16849,20152016,0,4.25,4.25,0,0,1,0,0.376820981502533,0.00023330730618909,5,0,5,1,9,1,0,0,0,0
"641","ANA","CGY",2015020887,16852,20152016,1,5.68333333333333,5.68333333333333,0,0,2,0,1.00572785362601,0,4,0,10,0,15,0,0,0,0,0
"642","ANA","BUF",2015020905,16855,20152016,1,4.98333333333333,4.98333333333333,0,0,1,0,0.722995661199093,0,9,0,11,0,13,0,0,0,0,0
"643","ANA","EDM",2015020919,16857,20152016,1,5.6,5.6,0,0,1,0,0.527567673940212,0,3,0,8,0,14,0,0,0,0,0
"644","ANA","L.A",2015020935,16859,20152016,1,5.11666666666667,5.11666666666667,0,0,3,0,1.20425011217594,0.00000311715120915323,8,0,10,1,17,1,1,1,0,0
"645","ANA","MTL",2015020953,16862,20152016,1,7.13333333333333,5.13333333333333,0.15,1.85,1,0,2.00275607779622,0,10,0,15,0,16,0,0,0,0,0
"646","ANA","ARI",2015020963,16863,20152016,0,11.5333333333333,11.5166666666667,0.0166666666666667,0,3,0,1.0516345910728,0.0163184323154612,7,3,8,4,16,5,1,0,0,0
"647","ANA","L.A",2015020972,16865,20152016,0,1.68333333333333,1.68333333333333,0,0,2,0,0.516368368640542,0,4,0,5,0,6,0,0,0,0,0
"648","ANA","WSH",2015020991,16867,20152016,1,6,6,0,0,0,0,0.179561018943787,0,2,0,3,0,8,0,0,0,0,0
"649","ANA","COL",2015021004,16869,20152016,0,5.85,5.7,0.15,0,0,0,0.315162975341082,0.000336178747204485,4,2,5,2,9,2,1,0,0,0
"650","ANA","STL",2015021015,16871,20152016,0,4.93333333333333,4.5,0.433333333333333,0,1,0,1.13170393556356,0,4,0,7,0,7,0,0,0,0,0
"651","ANA","N.J",2015021038,16874,20152016,1,3.88333333333333,3.88333333333333,0,0,1,0,0.280098631978035,0.0000534161881660111,4,1,4,1,4,1,0,0,0,0
"652","ANA","BOS",2015021066,16878,20152016,1,4,4,0,0,0,0,0.414313673973083,0,0,0,4,0,9,0,0,0,0,0
"653","ANA","WPG",2015021078,16880,20152016,0,3.25,3.25,0,0,1,0,0.578171730041504,0.00106577668339014,4,1,4,1,5,1,0,0,0,0
"654","ANA","MTL",2015021091,16882,20152016,0,4,4,0,0,0,0,0.331637032330036,0,3,0,4,0,7,0,0,0,0,0
"655","ANA","TOR",2015021104,16884,20152016,0,5.81666666666667,5.81666666666667,0,0,2,0,0.939138984307647,0,8,0,11,0,13,0,0,0,0,0
"656","ANA","OTT",2015021121,16886,20152016,0,4.96666666666667,4,0,0.966666666666667,1,0,0.942292189225554,0.0000157771493149994,7,1,10,2,10,2,0,0,0,0
"657","ANA","EDM",2015021137,16888,20152016,0,6.78333333333333,5.56666666666667,1.21666666666667,0,0,0,0.819268569350243,0,6,0,6,0,8,0,1,0,0,0
"658","ANA","CGY",2015021151,16890,20152016,1,4.1,2.85,0,1.25,1,0,0.817584834992886,0.000000553544964532193,6,0,6,1,11,2,0,0,0,0
"659","ANA","VAN",2015021166,16892,20152016,1,2,2,0,0,0,0,0.611267682164907,0,3,0,5,0,6,0,0,0,0,0
"660","ANA","DAL",2015021182,16894,20152016,1,4,4,0,0,0,0,0.7829914316535,0.000195780885405838,4,1,6,1,7,1,0,0,0,0
"661","ANA","WPG",2015021198,16896,20152016,1,6.28333333333333,6.28333333333333,0,0,1,0,1.02375070750713,0.000319565591041737,5,2,8,3,10,3,0,0,0,0
"662","ANA","L.A",2015021213,16898,20152016,0,4.61666666666667,4.61666666666667,0,0,0,0,0.634838311001658,0.00000342437874678581,6,0,8,1,9,1,0,1,0,0
"663","ANA","COL",2015021219,16900,20152016,0,5.85,5.85,0,0,2,0,0.811418445780873,0.0000505146300362469,7,1,9,2,9,2,0,0,0,0
"664","ANA","NSH",2015030171,16906,20152016,1,6.58333333333333,5.76666666666667,0.816666666666667,0,1,0,1.48483341559768,0.0000138617533593788,8,1,11,1,16,1,1,0,0,0
"665","ANA","NSH",2015030172,16908,20152016,1,2,2,0,0,0,0,0.108100950717926,0.00149574030136534,1,1,1,2,2,2,0,0,0,0
"666","ANA","NSH",2015030173,16910,20152016,0,4,4,0,0,0,0,0.318105347454548,0.000128382126831639,1,2,4,2,6,2,0,0,0,0
"667","ANA","NSH",2015030174,16912,20152016,0,6.11666666666667,6.11666666666667,0,0,0,0,0.460381897166371,0.000000156188491473586,2,1,6,1,8,1,0,2,0,0
"668","ANA","NSH",2015030175,16914,20152016,1,9.05,9.05,0,0,1,0,1.06071934197098,0.000000660853185951993,10,2,12,3,16,3,0,1,0,0
"669","ANA","NSH",2015030176,16916,20152016,0,2.48333333333333,2.48333333333333,0,0,1,0,0.621046558022499,0,3,0,3,0,4,0,0,0,0,0
"670","ANA","NSH",2015030177,16918,20152016,1,7.83333333333333,7.83333333333333,0,0,1,0,1.11398008465767,0.00000476569857710274,8,0,14,1,16,2,0,0,0,0
"671","ANA","DAL",2016020013,17087,20162017,0,9.81666666666667,9.81666666666667,0,0,0,0,1.10217796545476,0,9,0,16,0,20,0,0,0,0,0
"672","ANA","PIT",2016020021,17089,20162017,0,4.05,2.76666666666667,1.28333333333333,0,1,0,0.531463779509068,0,5,0,6,0,6,0,1,0,0,0
"673","ANA","NYI",2016020030,17090,20162017,0,7.63333333333333,7.63333333333333,0,0,0,0,0.788812689483166,0,7,0,9,0,17,0,0,0,0,0
"674","ANA","N.J",2016020037,17092,20162017,0,7.51666666666667,7.51666666666667,0,0,1,0,1.55946131795645,0,9,0,12,0,17,0,0,0,0,0
"675","ANA","PHI",2016020052,17094,20162017,0,4,4,0,0,0,0,0.63931814301759,0,6,0,8,0,11,0,0,0,0,0
"676","ANA","VAN",2016020080,17097,20162017,1,3.95,3.95,0,0,1,1,0.550420861691236,0.475432127714157,4,1,9,1,10,1,0,0,0,0
"677","ANA","S.J",2016020093,17099,20162017,0,5.4,4.8,0.6,0,0,0,0.748692588880658,0.0000000609633303838564,7,0,9,1,12,1,1,0,0,0
"678","ANA","NSH",2016020097,17100,20162017,1,5.16666666666667,5.16666666666667,0,0,3,0,1.01522265328094,0.0000012334770644884,8,0,9,2,11,2,0,0,0,0
"679","ANA","CBJ",2016020112,17102,20162017,1,8,8,0,0,0,0,0.489720491692424,0.022118718601277,5,3,9,4,11,4,0,0,0,0
"680","ANA","L.A",2016020142,17106,20162017,0,5.83333333333333,5.83333333333333,0,0,2,0,0.826937059871852,0,4,0,7,0,8,0,0,0,0,0
"681","ANA","PIT",2016020145,17107,20162017,1,3.88333333333333,3.88333333333333,0,0,1,0,0.64515882730484,0,6,0,6,0,9,0,0,1,0,0
"682","ANA","ARI",2016020160,17109,20162017,1,3.48333333333333,3.48333333333333,0,0,1,0,0.659350261092186,0.000000330603751041991,1,1,2,2,3,2,0,0,0,0
"683","ANA","CGY",2016020179,17111,20162017,1,2.93333333333333,2.93333333333333,0,0,2,0,0.352733450010419,0,3,0,3,0,6,1,0,0,0,0
"684","ANA","CBJ",2016020193,17114,20162017,0,6,6,0,0,0,0,1.14165158732794,0.000000153848773720711,9,1,13,2,15,3,0,0,0,0
"685","ANA","CAR",2016020198,17115,20162017,0,6,6,0,0,0,0,0.782159000635147,0,7,0,8,0,9,0,0,0,0,0
"686","ANA","NSH",2016020220,17117,20162017,0,10.8833333333333,10.8833333333333,0,0,0,1,1.23518661223352,0.769103890857195,9,1,15,2,19,2,0,0,0,0
"687","ANA","EDM",2016020242,17120,20162017,1,4.93333333333333,4.93333333333333,0,0,1,0,1.4559945166111,0.000000938054824928258,7,1,11,1,13,1,0,0,0,0
"688","ANA","N.J",2016020253,17122,20162017,1,4,4,0,0,0,0,0.47153402492404,0,2,0,5,0,8,0,0,0,0,0
"689","ANA","L.A",2016020275,17125,20162017,1,11.5166666666667,11.5166666666667,0,0,1,0,0.796987388748676,0.00000516312911713612,8,1,10,1,13,2,0,0,0,0
"690","ANA","NYI",2016020287,17127,20162017,1,2.43333333333333,2.43333333333333,0,0,1,0,0.605259537696838,0,2,0,6,0,6,1,0,0,0,0
"691","ANA","CHI",2016020304,17130,20162017,1,4,4,0,0,0,0,0.700169965624809,0,5,0,8,0,10,0,0,0,0,0
"692","ANA","S.J",2016020321,17131,20162017,0,0.516666666666667,0.516666666666667,0,0,1,0,0.191919006407261,0,2,0,2,0,2,0,0,0,0,0
"693","ANA","MTL",2016020340,17134,20162017,1,4.46666666666667,4.06666666666667,0.4,0,1,0,1.36950112693012,0,10,0,11,0,12,0,1,1,0,0
"694","ANA","VAN",2016020356,17136,20162017,0,2,2,0,0,0,0,0.529831178486347,0,2,0,2,0,4,0,0,0,0,0
"695","ANA","EDM",2016020370,17138,20162017,0,2.16666666666667,0.916666666666667,0,1.25,1,0,0.179085071664304,0,3,0,3,0,4,0,0,0,0,0
"696","ANA","CGY",2016020375,17139,20162017,0,7.68333333333333,7.68333333333333,0,0,1,1,1.00158067047596,0.0051360888974159,8,2,9,2,9,3,0,0,0,0
"697","ANA","CAR",2016020393,17142,20162017,1,6,4.21666666666667,0,1.78333333333333,0,0,0.799809679389,0,6,0,8,0,12,0,0,0,0,0
"698","ANA","S.J",2016020410,17144,20162017,1,4.36666666666667,4.36666666666667,0,0,0,0,1.32627753261477,0,10,0,11,0,15,0,0,0,0,0
"699","ANA","OTT",2016020421,17146,20162017,1,2.78333333333333,2.78333333333333,0,0,2,0,0.600385501980782,0.0000985125298029743,3,0,6,1,8,1,0,0,0,0
"700","ANA","DAL",2016020439,17148,20162017,0,6.93333333333333,4.53333333333333,2.4,0,1,0,1.10159284621477,0.0000121217908599647,6,1,13,1,19,1,2,0,0,0
"701","ANA","BOS",2016020445,17150,20162017,0,6,6,0,0,0,0,0.753519317135215,0,5,0,10,0,15,2,0,0,0,0
"702","ANA","DET",2016020464,17152,20162017,0,2.21666666666667,2.21666666666667,0,0,2,0,0.445049501955509,0.0000000929778281033578,3,0,4,1,5,1,0,0,0,0
"703","ANA","TOR",2016020478,17154,20162017,0,6.31666666666667,6.31666666666667,0,0,2,0,1.01757283229381,0.01087302401638,7,3,8,3,13,3,0,0,0,0
"704","ANA","MTL",2016020485,17155,20162017,0,4.58333333333333,4.58333333333333,0,0,0,0,0.172257771715522,0.00000864818999346539,3,1,3,2,4,2,0,1,0,0
"705","ANA","OTT",2016020499,17157,20162017,0,6.71666666666667,6.71666666666667,0,0,1,0,0.478952068835497,0.0000328668638758245,4,2,6,2,9,4,0,0,0,0
"706","ANA","S.J",2016020526,17162,20162017,1,2,2,0,0,0,0,0.321797803044319,0,2,0,5,0,5,0,0,0,0,0
"707","ANA","CGY",2016020541,17164,20162017,0,8.58333333333333,7.53333333333333,1.05,0,2,0,1.23016043286771,0.00000698181274749743,7,1,9,2,13,3,1,0,0,0
"708","ANA","VAN",2016020546,17165,20162017,0,2,2,0,0,0,0,0.626778174191713,0,4,0,5,0,6,0,0,0,0,0
"709","ANA","PHI",2016020561,17167,20162017,1,4,4,0,0,0,0,0.511756710708141,0,3,0,7,0,9,0,0,0,0,0
"710","ANA","DET",2016020577,17170,20162017,1,5.51666666666667,5.51666666666667,0,0,0,0,0.151699144393206,0.000114231479528826,0,0,2,1,5,2,0,0,0,0
"711","ANA","ARI",2016020590,17172,20162017,1,6,6,0,0,0,0,0.295066401362419,0.000000286730475806962,3,1,5,2,10,2,0,0,0,0
"712","ANA","MIN",2016020608,17174,20162017,1,6,6,0,0,0,0,0.26811402849853,0.000219028908759356,1,2,5,2,7,3,0,0,0,0
"713","ANA","DAL",2016020619,17176,20162017,1,6.41666666666667,6.41666666666667,0,0,1,0,1.04675655718893,0.0000120854665510706,8,1,15,1,17,1,0,0,0,0
"714","ANA","COL",2016020630,17178,20162017,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"715","ANA","ARI",2016020647,17180,20162017,0,4,4,0,0,0,0,0.251251144334674,0.000117167444841471,3,1,5,1,8,2,0,0,0,0
"716","ANA","STL",2016020655,17181,20162017,1,6,6,0,0,0,0,0.276324726641178,0,2,0,4,0,7,0,0,0,0,0
"717","ANA","T.B",2016020671,17183,20162017,1,8.06666666666667,8,0,0.0666666666666667,1,0,1.16847399994731,0.0000380692908947822,7,1,11,1,15,1,0,0,0,0
"718","ANA","COL",2016020683,17185,20162017,1,8.35,8.35,0,0,1,0,1.49534736946225,0.00000069867797947154,11,0,16,1,22,1,0,0,0,0
"719","ANA","MIN",2016020699,17187,20162017,0,3.48333333333333,3.48333333333333,0,0,1,0,0.697197467088699,0,3,0,5,0,7,0,0,0,0,0
"720","ANA","WPG",2016020711,17189,20162017,0,2.88333333333333,2.88333333333333,0,0,1,0,0.392991907894611,0,4,0,4,0,5,0,0,0,0,0
"721","ANA","EDM",2016020727,17191,20162017,1,3.35,3.35,0,0,0,0,0.158979055471718,0.00000000533451194328904,2,0,3,1,5,1,0,0,0,0
"722","ANA","COL",2016020753,17197,20162017,1,1.98333333333333,1.98333333333333,0,0,1,0,0.409680426120758,0,1,0,1,0,1,0,0,0,0,0
"723","ANA","FLA",2016020768,17200,20162017,0,3.4,3.4,0,0,0,0,0.107400965411216,0.000000028570598331612,4,2,4,2,6,2,0,0,0,0
"724","ANA","T.B",2016020776,17201,20162017,0,6.98333333333333,6.98333333333333,0,0,0,0,0.231823140755296,0.00000000930887011918458,2,1,5,1,10,1,0,1,0,0
"725","ANA","NYR",2016020791,17204,20162017,0,8,8,0,0,0,0,0.728228523395956,0.000595874064572399,8,1,12,2,17,3,0,0,0,0
"726","ANA","BUF",2016020803,17206,20162017,0,6.35,6.35,0,0,1,0,0.36754597350955,0,5,0,5,0,8,0,0,0,0,0
"727","ANA","WSH",2016020824,17208,20162017,0,3.75,3.75,0,0,0,1,0.259357690811157,0.000888903449791201,2,3,3,3,4,3,1,2,0,0
"728","ANA","FLA",2016020857,17214,20162017,1,5.41666666666667,5.41666666666667,0,0,0,0,0.519536246545613,0.000216687796637416,4,1,8,1,9,2,0,0,0,0
"729","ANA","L.A",2016020878,17216,20162017,1,4,4,0,0,0,0,0.124401584267616,0.000000932699890654476,2,0,3,1,4,3,0,0,0,0
"730","ANA","ARI",2016020881,17217,20162017,0,3.68333333333333,3.68333333333333,0,0,0,0,0.486226793378592,0,3,0,7,0,11,0,0,0,0,0
"731","ANA","BOS",2016020893,17219,20162017,1,4.7,4.7,0,0,0,0,0.514311615377665,0.000000258229619021222,4,0,6,1,8,2,0,0,0,0
"732","ANA","L.A",2016020904,17222,20162017,0,7.96666666666667,7.96666666666667,0,0,0,0,1.45403398014605,0.00000127390931936588,9,2,13,2,16,2,0,1,0,0
"733","ANA","TOR",2016020951,17228,20162017,1,2,2,0,0,0,0,0.175383137539029,0,3,0,3,0,5,0,0,0,0,0
"734","ANA","VAN",2016020967,17230,20162017,1,4,4,0,0,0,0,0.619564404711127,0,8,0,8,0,8,0,0,0,0,0
"735","ANA","NSH",2016020981,17232,20162017,1,2.66666666666667,2.66666666666667,0,0,1,1,0.68011400103569,0.00127329444512725,4,1,5,1,7,1,0,0,0,0
"736","ANA","CHI",2016020988,17234,20162017,0,4,4,0,0,0,0,0.420504691079259,0,2,0,5,0,7,1,0,0,0,0
"737","ANA","STL",2016020998,17235,20162017,0,3.76666666666667,3.76666666666667,0,0,1,0,0.530660446733236,0,4,0,6,0,7,0,0,0,0,0
"738","ANA","WSH",2016021014,17237,20162017,1,7.75,7.06666666666667,0.683333333333333,0,1,0,1.47696422599256,0.0000314256986606587,9,1,10,3,13,3,0,1,0,0
"739","ANA","STL",2016021036,17240,20162017,1,8.03333333333333,8.03333333333333,0,0,0,0,0.250966431573033,0.000475636100046639,3,2,4,2,7,2,0,0,0,0
"740","ANA","S.J",2016021062,17243,20162017,0,4,4,0,0,0,0,0.58522130176425,0,6,0,7,0,9,0,0,0,0,0
"741","ANA","EDM",2016021088,17247,20162017,1,9.21666666666667,8.31666666666667,0,0.9,0,0,1.8174096904695,0.0000646621206783493,10,2,18,3,23,3,0,1,0,0
"742","ANA","WPG",2016021104,17249,20162017,1,6,6,0,0,0,0,0.422218160703778,0,5,0,7,0,13,0,0,0,0,0
"743","ANA","NYR",2016021121,17251,20162017,1,3.13333333333333,3.13333333333333,0,0,1,0,0.11501544341445,0.0000000021178909737074,2,1,2,1,3,1,0,0,0,0
"744","ANA","VAN",2016021135,17253,20162017,0,7.38333333333333,7.38333333333333,0,0,0,0,0.465370627120137,0.00000000033290881162884,7,1,8,1,11,1,0,0,0,0
"745","ANA","WPG",2016021148,17255,20162017,0,3.83333333333333,3.83333333333333,0,0,1,1,0.539673546329141,0.0341352127661025,2,2,4,2,7,2,0,0,0,0
"746","ANA","EDM",2016021164,17257,20162017,0,1.2,1.2,0,0,2,0,0.214887395501137,0,2,0,2,0,2,0,0,0,0,0
"747","ANA","CGY",2016021174,17258,20162017,0,4.58333333333333,4.58333333333333,0,0,1,0,0.636609002947807,0,5,0,5,0,5,1,0,0,0,0
"748","ANA","CGY",2016021189,17260,20162017,1,7.58333333333333,7.58333333333333,0,0,0,0,0.453080661594868,0.00181388295456486,2,1,7,2,9,3,1,2,0,0
"749","ANA","CHI",2016021203,17262,20162017,1,4.8,4.8,0,0,1,0,0.951503995805979,0.000468633529266071,8,3,11,3,13,3,0,0,0,0
"750","ANA","L.A",2016021229,17265,20162017,1,6.75,6.43333333333333,0,0.316666666666667,1,0,1.19741065055132,0.000000248442631800572,3,0,9,1,13,2,0,2,0,0
"751","ANA","CGY",2016030171,17269,20162017,1,11.1833333333333,10.85,0.333333333333333,0,2,0,1.43307103030384,0.0000233665268751793,11,1,16,1,24,1,1,0,0,0
"752","ANA","CGY",2016030172,17271,20162017,1,6.68333333333333,6.68333333333333,0,0,1,1,0.596525855362415,0.307480305433273,6,1,9,1,12,1,0,0,0,0
"753","ANA","CGY",2016030173,17273,20162017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
